liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Ground Duels lost,Index,Handballs conceded,Aerial Duels lost,Corners Taken (incl short corners),Penalties Taken,Goals from Inside Box,Substitute Off,Left Foot Goals,Total Touches In Opposition Box,Successful Short Passes,Tackles Lost,Appearances,Successful Open Play Passes,Open Play Passes,Corners Won,Total Shots,Duels won,Ground Duels,Key Passes (Attempt Assists),Rightside Passes,Unsuccessful Dribbles,Leftside Passes,Time Played,Unsuccessful Long Passes,Unsuccessful Short Passes,Games Played,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Successful Dribbles,Times Tackled,Goals from Outside Box,Right Foot Goals,Hit Woodwork,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Aerial Duels,Total Tackles,Total Clearances,Foul Attempted Tackle,Successful Launches,Aerial Duels won,Ground Duels won,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Opposition Half,Tackles Won,Blocked Shots,Unsuccessful Crosses & Corners,Successful Long Passes,PutThrough/Blocked Distribution,Total Fouls Won,Unsuccessful lay-offs,Shots On Target ( inc goals ),Backward Passes,Through balls,Goals,Unsuccessful Corners into Box,Forward Passes,Successful Passes Own Half,Successful Lay-offs,Duels,Penalty Goals,Touches,Unsuccessful Crosses open play,Yellow Cards,Unsuccessful Passes Own Half,Penalty Goals Conceded,Successful Crosses & Corners,Total Losses Of Possession,Successful Crosses open play,Unsuccessful Passes Opposition Half,Total Fouls Conceded,Goals Conceded,Goals Conceded Inside Box,Starts,Recoveries,Substitute On,Clean Sheets,Offsides,Assists (Intentional),Interceptions,Total Passes,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Unsuccessful Launches,Throw Ins to Opposition Player,Blocks,Throw Ins to Own Player,GK Successful Distribution,Headed Goals,Penalties Conceded,Clearances Off the Line,Second Goal Assists,Foul Won Penalty,Penalties Saved,Saves Made from Inside Box,Punches,Penalties Faced,Catches,Saves from Penalty,Drops,Crosses not Claimed,Saves made - parried,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Goalkeeper Smother,Saves Made from Outside Box,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,Set Pieces Goals,Straight Red Cards,Own Goal Scored,Penalties Off Target
Mexico_Liga_MX,2015-2016,Club Santos Laguna,apsv0c0r1zc7q3bjqex8033kl,J. Abella,Defender,2,1.0,40.0,10.0,1.0,11.0,,,,,,,287.0,7.0,14.0,304.0,379.0,6.0,,44.0,74.0,5.0,14.0,2.0,155.0,1235.0,29.0,47.0,14.0,7.0,,3.0,,,,,76.0,51.0,21.0,27.0,36.0,9.0,9.0,10.0,34.0,314.0,168.0,20.0,,19.0,27.0,20.0,4.0,,,43.0,,,,178.0,148.0,,95.0,,703.0,19.0,3.0,35.0,,2.0,161.0,2.0,60.0,18.0,20.0,19.0,14.0,45.0,,3.0,,1.0,30.0,390.0,1.0,,,,22.0,40.0,3.0,101.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
Mexico_Liga_MX,2015-2016,Club Santos Laguna,cs0ukx1l3r8kdyn8iu26qupyh,C. Acevedo,Goalkeeper,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Club Santos Laguna,bd9ov8z9402i9cceuu4dv4nv9,A. Aldrete,Defender,16,,10.0,10.0,,3.0,2.0,,,1.0,,,110.0,2.0,6.0,115.0,126.0,3.0,1.0,11.0,19.0,3.0,58.0,,6.0,346.0,2.0,9.0,6.0,7.0,1.0,,,,,,11.0,13.0,5.0,8.0,3.0,5.0,2.0,2.0,9.0,118.0,65.0,6.0,3.0,15.0,8.0,9.0,1.0,,,21.0,,,,44.0,58.0,,24.0,,241.0,14.0,1.0,7.0,,5.0,43.0,2.0,19.0,6.0,6.0,6.0,4.0,12.0,2.0,,,,8.0,129.0,,,,,2.0,10.0,1.0,32.0,,,1.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
Mexico_Liga_MX,2015-2016,Club Santos Laguna,c2sm93wtigxc9gl3ayobtucph,N. Araújo,Defender,14,,19.0,10.0,1.0,23.0,,,,,,,444.0,8.0,19.0,464.0,560.0,4.0,12.0,61.0,55.0,6.0,238.0,1.0,76.0,1710.0,60.0,42.0,19.0,6.0,8.0,3.0,,,,,102.0,42.0,48.0,24.0,83.0,5.0,5.0,25.0,36.0,492.0,149.0,16.0,2.0,1.0,48.0,9.0,9.0,,4.0,36.0,,,,244.0,344.0,,103.0,,836.0,1.0,2.0,32.0,,1.0,137.0,1.0,71.0,14.0,24.0,23.0,19.0,51.0,,5.0,2.0,,44.0,594.0,1.0,,,,32.0,,12.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Club Santos Laguna,4vjeqnp4fi7p3907j1vzbacid,Ó. Bernal,Defender,87,,1.0,10.0,,,,,,1.0,,,31.0,,1.0,31.0,38.0,,,2.0,3.0,1.0,2.0,,18.0,60.0,1.0,6.0,1.0,,,,,,,,7.0,1.0,,,,,,,2.0,31.0,21.0,,,5.0,,3.0,2.0,,,3.0,,,,15.0,11.0,,3.0,,56.0,5.0,,2.0,,1.0,15.0,1.0,10.0,,1.0,1.0,1.0,3.0,,,,,1.0,38.0,,,,,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Club Santos Laguna,d598qtj52pev4vnddagh19nmd,M. Bravo,Forward,22,,43.0,10.0,2.0,11.0,,,4.0,3.0,1.0,,130.0,2.0,16.0,126.0,165.0,8.0,15.0,36.0,77.0,10.0,68.0,14.0,34.0,856.0,4.0,36.0,16.0,4.0,8.0,10.0,,,3.0,,40.0,54.0,13.0,5.0,5.0,7.0,,2.0,34.0,133.0,105.0,3.0,4.0,7.0,3.0,19.0,19.0,,7.0,42.0,,4.0,,29.0,31.0,6.0,90.0,,323.0,7.0,3.0,8.0,,3.0,101.0,3.0,39.0,12.0,12.0,12.0,9.0,26.0,7.0,2.0,17.0,,6.0,173.0,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Club Santos Laguna,3sdywftwcj3sitdj7k4qhoamt,N. Calderón,Midfielder,11,4.0,66.0,10.0,,9.0,51.0,4.0,4.0,5.0,,,397.0,3.0,18.0,434.0,540.0,10.0,22.0,42.0,103.0,45.0,175.0,18.0,107.0,1362.0,40.0,80.0,18.0,15.0,9.0,8.0,,,4.0,,120.0,75.0,14.0,18.0,6.0,14.0,1.0,5.0,37.0,453.0,345.0,15.0,8.0,68.0,56.0,30.0,11.0,,13.0,77.0,2.0,4.0,29.0,214.0,144.0,6.0,117.0,4.0,883.0,28.0,2.0,19.0,,36.0,256.0,9.0,169.0,20.0,18.0,17.0,16.0,78.0,2.0,3.0,1.0,4.0,18.0,573.0,1.0,,,,9.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,7.0,21.0,,,,,,,
Mexico_Liga_MX,2015-2016,Club Santos Laguna,4pw00eq0okwcadrq7t1jzlmmt,R. Cisneros,Forward,97,,6.0,10.0,,5.0,,,,1.0,,,20.0,1.0,4.0,19.0,22.0,,1.0,6.0,11.0,1.0,6.0,2.0,8.0,102.0,,3.0,4.0,,1.0,1.0,,,,,3.0,11.0,6.0,2.0,,,,1.0,5.0,20.0,15.0,1.0,,2.0,,,2.0,,,8.0,,,,1.0,5.0,1.0,17.0,,43.0,2.0,,,,,12.0,,5.0,,4.0,4.0,1.0,3.0,3.0,,1.0,,2.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Club Santos Laguna,1nrqzt5f33akpl06zanky83bp,U. Dávila,Forward,17,,52.0,10.0,2.0,7.0,13.0,,,7.0,2.0,,210.0,,15.0,210.0,251.0,1.0,15.0,31.0,81.0,11.0,62.0,17.0,73.0,594.0,4.0,40.0,15.0,7.0,10.0,7.0,,2.0,,,44.0,59.0,9.0,7.0,,4.0,,2.0,29.0,215.0,151.0,7.0,8.0,25.0,5.0,18.0,16.0,,5.0,56.0,,2.0,10.0,68.0,68.0,3.0,90.0,,419.0,11.0,1.0,6.0,,4.0,124.0,1.0,63.0,14.0,5.0,5.0,6.0,32.0,9.0,,1.0,,2.0,259.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,
Mexico_Liga_MX,2015-2016,Club Santos Laguna,8aaz5w3sc3lj7asgiodmochqt,J. Villafaña,Defender,19,,32.0,10.0,,5.0,,,,,,,287.0,11.0,15.0,294.0,356.0,2.0,1.0,59.0,87.0,6.0,129.0,5.0,16.0,1350.0,25.0,40.0,15.0,17.0,1.0,9.0,,,,1.0,65.0,37.0,9.0,29.0,40.0,7.0,4.0,4.0,55.0,299.0,137.0,18.0,1.0,12.0,12.0,25.0,17.0,,,69.0,,,,150.0,169.0,,96.0,,707.0,12.0,1.0,23.0,,7.0,159.0,7.0,54.0,12.0,18.0,17.0,15.0,44.0,,5.0,,,32.0,364.0,1.0,,,,14.0,45.0,5.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
