liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Passes Opposition Half,Successful Long Passes,Forward Passes,Starts,Saves Made from Outside Box,Open Play Passes,Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,GK Unsuccessful Distribution,Appearances,Recoveries,Catches,Total Passes,Saves Made from Inside Box,Goals Conceded,Unsuccessful Passes Own Half,Saves Made,Games Played,Index,Unsuccessful Long Passes,Time Played,Goal Kicks,Crosses not Claimed,Total Successful Passes ( Excl Crosses & Corners ) ,GK Successful Distribution,Leftside Passes,Total Losses Of Possession,Saves made - parried,Touches,Winning Goal,Headed Goals,Penalty Goals,Aerial Duels won,Successful Crosses & Corners,Through balls,Corners Won,Times Tackled,Tackles Lost,Blocks,Unsuccessful Crosses open play,Goals Conceded Outside Box,Successful Crosses open play,Backward Passes,Goals from Inside Box,Hit Woodwork,Duels lost,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Interceptions,Throw Ins to Own Player,Ground Duels lost,Goals,Ground Duels,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Successful Corners into Box,Unsuccessful Short Passes,Foul Attempted Tackle,Substitute Off,Successful Lay-offs,Right Foot Goals,Total Tackles,Aerial Duels lost,Successful Dribbles,Aerial Duels,Penalties Taken,Shots On Target ( inc goals ),Total Shots,Penalty Goals Conceded,Duels,Overruns,Substitute On,Duels won,Unsuccessful Dribbles,Handballs conceded,Unsuccessful Crosses & Corners,Attempts from Set Pieces,Total Fouls Won,Corners Taken (incl short corners),Shots Off Target (inc woodwork),Blocked Shots,Ground Duels won,Unsuccessful Corners into Box,Total Touches In Opposition Box,Throw Ins to Opposition Player,Unsuccessful lay-offs,Total Clearances,Offsides,Total Fouls Conceded,Key Passes (Attempt Assists),Home Goals,Away Goals,Left Foot Goals,Straight Red Cards,Goals from Outside Box,Successful Launches,Total Red Cards,Yellow Cards,Clearances Off the Line,Assists (Intentional),Goal Assists,Penalties Conceded,Clean Sheets,Penalties Faced,Punches,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Own Goal Scored,Red Cards - 2nd Yellow,Last Man Tackle,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Penalties Off Target,Other Goals
USA_USL_League_One,2023,Greenville Triumph SC,5ovqq8auluw1j3k3j73x03sb8,J. Biggar,Defender,6,91.0,64.0,4.0,59.0,4.0,,119.0,4.0,31.0,91.0,38.0,28.0,16.0,,6.0,16.0,,123.0,,4.0,12.0,,6.0,10.0,5.0,317.0,,,95.0,,11.0,43.0,,191.0,0.0,,,9.0,,,,3.0,3.0,,,,,15.0,,,21.0,1.0,5.0,4.0,15.0,17.0,,33.0,7.0,,7.0,,23.0,2.0,3.0,,,10.0,4.0,3.0,13.0,,,,1.0,46.0,,2.0,25.0,,,,,3.0,,,1.0,16.0,,4.0,5.0,,6.0,,4.0,1.0,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Greenville Triumph SC,455giqy5a93c8qxrsjx3vzlgq,D. Boyce,Midfielder,11,555.0,398.0,25.0,240.0,23.0,,724.0,25.0,197.0,566.0,133.0,158.0,189.0,,29.0,119.0,,738.0,,29.0,39.0,,29.0,10.0,35.0,1824.0,,,580.0,,203.0,314.0,,1174.0,0.0,,1.0,22.0,15.0,3.0,15.0,39.0,14.0,3.0,37.0,4.0,7.0,162.0,1.0,,123.0,13.0,29.0,19.0,32.0,99.0,1.0,173.0,57.0,,33.0,6.0,123.0,14.0,14.0,10.0,1.0,47.0,24.0,10.0,46.0,1.0,6.0,16.0,3.0,219.0,6.0,6.0,96.0,20.0,4.0,70.0,2.0,17.0,39.0,10.0,10.0,74.0,24.0,45.0,4.0,1.0,27.0,3.0,34.0,22.0,0.0,1.0,,,,1.0,1.0,9.0,,2.0,3.0,,2.0,,,,,,,,1.0,,,,,,,
USA_USL_League_One,2023,Greenville Triumph SC,74kulsc49v28gagdio1exxv4l,L. Castro,Forward,25,403.0,297.0,12.0,163.0,28.0,,545.0,29.0,122.0,362.0,123.0,183.0,178.0,,31.0,89.0,,598.0,,36.0,27.0,,31.0,10.0,10.0,2431.0,,,415.0,,138.0,373.0,,1132.0,4.0,6.0,,108.0,4.0,1.0,16.0,64.0,10.0,2.0,22.0,7.0,4.0,174.0,13.0,,226.0,5.0,18.0,8.0,4.0,120.0,13.0,237.0,50.0,,23.0,,173.0,13.0,12.0,28.0,6.0,33.0,106.0,45.0,214.0,,28.0,61.0,3.0,451.0,10.0,3.0,225.0,32.0,3.0,22.0,,39.0,1.0,33.0,19.0,117.0,,162.0,,6.0,37.0,18.0,46.0,30.0,6.0,7.0,1.0,,,,,9.0,,1.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Greenville Triumph SC,1obodv132w5wxq4nb008ty06i,Lucas Coutinho,Midfielder,10,344.0,273.0,14.0,173.0,22.0,,455.0,16.0,86.0,346.0,118.0,111.0,106.0,,31.0,75.0,,469.0,,20.0,19.0,,31.0,10.0,11.0,1722.0,,,358.0,,78.0,222.0,,758.0,1.0,,,3.0,1.0,6.0,12.0,43.0,10.0,1.0,7.0,4.0,1.0,100.0,4.0,1.0,114.0,2.0,18.0,8.0,2.0,88.0,5.0,169.0,35.0,,19.0,1.0,100.0,18.0,21.0,14.0,3.0,29.0,26.0,27.0,29.0,,15.0,23.0,1.0,198.0,5.0,9.0,84.0,21.0,1.0,14.0,2.0,25.0,9.0,8.0,8.0,81.0,5.0,49.0,1.0,2.0,4.0,2.0,26.0,27.0,4.0,1.0,2.0,,1.0,1.0,,4.0,,1.0,2.0,,,,,,,,,,,,1.0,,,,,
USA_USL_League_One,2023,Greenville Triumph SC,3dukfh4bzwt1f43e42kd86jv8,A. Cox-Ashwood,Forward,7,27.0,20.0,,20.0,,,48.0,4.0,8.0,26.0,7.0,22.0,19.0,,13.0,8.0,,49.0,,4.0,8.0,,13.0,10.0,4.0,128.0,,,27.0,,15.0,33.0,,83.0,0.0,,,5.0,1.0,,1.0,2.0,,1.0,5.0,,1.0,7.0,,,14.0,3.0,3.0,3.0,,5.0,,15.0,7.0,,2.0,,18.0,2.0,,,,2.0,9.0,1.0,14.0,,,,1.0,29.0,,13.0,15.0,1.0,1.0,5.0,,7.0,1.0,,,10.0,,6.0,,,2.0,1.0,3.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Greenville Triumph SC,7ey36fzfv9qmuxhswgnvehilm,V. Evans,Forward,19,81.0,49.0,4.0,20.0,3.0,,108.0,5.0,38.0,85.0,30.0,23.0,33.0,,14.0,38.0,,108.0,,5.0,4.0,,14.0,10.0,3.0,439.0,,,85.0,,26.0,81.0,,260.0,0.0,,,9.0,2.0,1.0,8.0,19.0,1.0,1.0,14.0,,2.0,32.0,,1.0,44.0,2.0,1.0,7.0,7.0,34.0,,72.0,8.0,,8.0,,20.0,3.0,2.0,2.0,,9.0,10.0,17.0,19.0,,2.0,7.0,,91.0,4.0,11.0,47.0,13.0,1.0,14.0,1.0,12.0,,5.0,1.0,38.0,,15.0,1.0,,8.0,,7.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Greenville Triumph SC,bnzbojx4ox8a4vvxywxep1ln9,N. Franke,Defender,13,298.0,201.0,12.0,132.0,12.0,,375.0,10.0,115.0,305.0,72.0,70.0,73.0,,21.0,70.0,,380.0,,13.0,24.0,,21.0,10.0,13.0,937.0,,,310.0,,100.0,145.0,,613.0,0.0,,,10.0,6.0,,6.0,20.0,10.0,,24.0,3.0,6.0,76.0,1.0,,46.0,3.0,5.0,15.0,40.0,36.0,1.0,87.0,17.0,,15.0,,57.0,8.0,9.0,,1.0,25.0,10.0,9.0,20.0,,2.0,8.0,,107.0,4.0,9.0,61.0,10.0,1.0,27.0,,17.0,3.0,6.0,2.0,51.0,3.0,17.0,7.0,,13.0,3.0,13.0,10.0,0.0,1.0,,,,1.0,,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Greenville Triumph SC,ee12f0u7m07sw81xkozouyd3p,B. Fricke,Defender,15,636.0,162.0,75.0,357.0,25.0,,864.0,22.0,549.0,687.0,202.0,181.0,114.0,,27.0,104.0,,892.0,,28.0,67.0,,27.0,10.0,98.0,2096.0,5.0,,711.0,5.0,283.0,193.0,,1130.0,0.0,,,64.0,,,3.0,3.0,5.0,24.0,,6.0,,50.0,1.0,2.0,72.0,31.0,9.0,24.0,2.0,23.0,1.0,55.0,15.0,,15.0,,83.0,4.0,8.0,,1.0,20.0,49.0,1.0,113.0,,2.0,12.0,1.0,168.0,,2.0,96.0,1.0,,,,11.0,,10.0,3.0,32.0,,31.0,,,102.0,,14.0,2.0,1.0,0.0,,,,11.0,,1.0,,,,1.0,5.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Greenville Triumph SC,1oi0xwbvvnlerq9ykqj0taqne,H. Gabo,Defender,14,19.0,11.0,1.0,19.0,1.0,,38.0,2.0,9.0,19.0,9.0,19.0,12.0,,6.0,7.0,,39.0,,2.0,8.0,,6.0,10.0,7.0,115.0,,,20.0,,6.0,36.0,,96.0,0.0,,,4.0,,,1.0,8.0,2.0,,1.0,,,5.0,,,17.0,5.0,,4.0,14.0,15.0,,26.0,1.0,,3.0,,12.0,4.0,1.0,,,5.0,2.0,3.0,6.0,,,,1.0,32.0,,5.0,15.0,3.0,,1.0,,3.0,,,,11.0,,2.0,5.0,,6.0,,7.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Greenville Triumph SC,a0bfkutokha2zs34kmvaf0ewa,F. Garcia,Midfielder,0,2.0,2.0,,1.0,,,3.0,,,2.0,,1.0,1.0,,1.0,1.0,,3.0,,,,,1.0,10.0,,18.0,,,2.0,,1.0,7.0,,12.0,0.0,,,1.0,,,,1.0,,,,,,1.0,,,6.0,,,,,5.0,,5.0,,,,,1.0,1.0,,,,,1.0,,2.0,,,,,7.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
