root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Canada,Canada,83180uf8plty9hjlnxzqg9gph,T. Akindele,Attacker,23,2,0,0,0,0,0,0,1
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Canada,Canada,2zedqkn15thv6wx5xmgv48gd1,K. Bekker,Midfielder,8,1,0,0,0,0,0,0,1
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Canada,Canada,bongyxfj4elj6bc65ngon4n2t,J. de Guzmán,Midfielder,6,2,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Canada,Canada,ckozved8umsj42boq3tte1byt,M. de Jong,Defender,17,3,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Canada,Canada,b84lif9t7gwlw9ou9izawvumt,D. Edgar,Defender,5,3,0,1,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Canada,Canada,1mg5xen2me6dsqu3b0lktvnbp,M. Haber,Attacker,11,3,0,0,0,0,0,2,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Canada,Canada,86gpvd4qgd0mza3ma4s6a71ed,A. Hainault,Defender,4,2,0,0,0,0,0,2,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Canada,Canada,f3glf3ndhvw6erhk6ovgfh8lx,L. Hirschfeld,Goalkeeper,1,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Canada,Canada,64fqpigzaz4jv53fu9lkq08gl,S. Jackson,Attacker,10,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Canada,Canada,cqmccsnz1p7ja9gsghav1ddxx,D. Jaković,Defender,12,3,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Canada,Canada,3rrges782prcprsn207dk4zit,C. Larin,Attacker,21,3,0,0,0,0,0,1,2
