liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,Colorado Springs Switchbacks FC,2zc39af5p56ztezagnl6klcyx,A. Ajeakwa,Forward,14,9.0,1458.0,,,209.0,81.0,126.0,,2.0,7.0,1.0,33.0,184.0,47.0,11.0,60.0,233.0,30.0,169.0,11.0,62.0,51.0,11.0,62.0,,33.0,17.0,11.0,9.0,474.0,21.0,,144.0,53.0,10.0,72.0,2.0,43.0,15.0,186.0,2.0,12.0,9.0,21.0,81.0,48.0,147.0,171.0,42.0,,9.0,114.0,2.0,4.0,63.0,,4.0,16.0,4.0,2.0,2.0,2.0,6.0,12.0,11.0,15.0,,6.0,,16.0,50.0,9.0,2.0,9.0,1.0,1.0,4.0,6.0,,25.0,11.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,49.0,1.0,2.0,2.0,0.0,,,,,,
USA_USL_Championship,2017,Colorado Springs Switchbacks FC,8seos5fbgkncxtt4jvu2z6pd5,R. Argueta,Midfielder,14,4.0,2790.0,2.0,2.0,1145.0,90.0,517.0,15.0,85.0,27.0,7.0,24.0,314.0,427.0,65.0,148.0,1177.0,53.0,845.0,42.0,233.0,280.0,19.0,180.0,1.0,240.0,31.0,37.0,58.0,1553.0,31.0,9.0,244.0,474.0,10.0,165.0,99.0,55.0,16.0,293.0,15.0,49.0,5.0,31.0,104.0,333.0,923.0,944.0,49.0,7.0,53.0,128.0,12.0,58.0,140.0,,,11.0,1.0,1.0,,7.0,8.0,,21.0,11.0,,4.0,,28.0,11.0,3.0,,25.0,3.0,,,1.0,,,6.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,40.0,5.0,1.0,0.0,1.0,,,,,,
USA_USL_Championship,2017,Colorado Springs Switchbacks FC,e9gi4xqve4qlpnre6woaqorth,D. Armstrong,Defender,0,1.0,206.0,7.0,3.0,55.0,7.0,20.0,1.0,6.0,,,,23.0,22.0,7.0,8.0,56.0,3.0,38.0,5.0,14.0,12.0,1.0,11.0,3.0,12.0,2.0,,4.0,95.0,5.0,1.0,13.0,31.0,10.0,9.0,4.0,1.0,,14.0,6.0,5.0,1.0,5.0,5.0,6.0,41.0,42.0,1.0,,4.0,5.0,3.0,5.0,8.0,,3.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,
USA_USL_Championship,2017,Colorado Springs Switchbacks FC,bdyua3czdfzepscmyde5b0wr9,C. Bevans,Defender,0,8.0,702.0,53.0,3.0,167.0,22.0,61.0,16.0,24.0,3.0,2.0,2.0,121.0,48.0,18.0,45.0,169.0,10.0,82.0,12.0,69.0,10.0,7.0,54.0,22.0,37.0,7.0,10.0,23.0,373.0,16.0,1.0,61.0,109.0,10.0,38.0,18.0,11.0,3.0,70.0,12.0,14.0,8.0,16.0,30.0,28.0,99.0,100.0,9.0,1.0,13.0,32.0,5.0,25.0,31.0,,9.0,2.0,,,9.0,1.0,4.0,4.0,2.0,6.0,,1.0,,2.0,10.0,2.0,8.0,7.0,,,,,,,2.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,7.0,1.0,,,0.0,,,,,,
USA_USL_Championship,2017,Colorado Springs Switchbacks FC,2f5x1j9yg8vk1y4kjs11cvt1x,J. Burt,Midfielder,44,34.0,1920.0,138.0,6.0,629.0,88.0,265.0,14.0,66.0,16.0,6.0,20.0,318.0,195.0,36.0,124.0,635.0,18.0,410.0,31.0,190.0,49.0,28.0,168.0,41.0,89.0,22.0,35.0,58.0,1123.0,23.0,4.0,108.0,312.0,10.0,76.0,35.0,13.0,11.0,142.0,34.0,37.0,36.0,23.0,46.0,186.0,440.0,445.0,34.0,5.0,26.0,66.0,10.0,42.0,62.0,,1.0,4.0,8.0,5.0,15.0,1.0,13.0,4.0,13.0,27.0,,5.0,,7.0,59.0,14.0,14.0,14.0,3.0,,7.0,,,5.0,13.0,1.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,18.0,5.0,3.0,5.0,1.0,,,,,,
USA_USL_Championship,2017,Colorado Springs Switchbacks FC,ahjtp7um34pew5mkok8ykruuh,J. Cawsey,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Colorado Springs Switchbacks FC,96rwby52revtrjo0wfnmysez9,S. Chin,Defender,33,11.0,947.0,93.0,6.0,318.0,56.0,115.0,17.0,45.0,12.0,,4.0,173.0,114.0,21.0,58.0,323.0,12.0,194.0,10.0,103.0,22.0,9.0,90.0,18.0,59.0,10.0,22.0,24.0,597.0,21.0,,70.0,150.0,10.0,42.0,26.0,11.0,6.0,74.0,13.0,10.0,11.0,21.0,28.0,95.0,218.0,220.0,4.0,3.0,12.0,32.0,9.0,15.0,42.0,,11.0,2.0,,,9.0,1.0,5.0,3.0,10.0,9.0,,3.0,,6.0,12.0,4.0,7.0,,2.0,,,,1.0,3.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,15.0,,,,0.0,,,,,,
USA_USL_Championship,2017,Colorado Springs Switchbacks FC,e33ij8055sw0zetmuuhzftvqh,D. Eboussi,Defender,3,2.0,934.0,2.0,2.0,252.0,19.0,42.0,25.0,55.0,3.0,3.0,12.0,99.0,137.0,18.0,30.0,264.0,23.0,158.0,11.0,85.0,33.0,1.0,62.0,2.0,63.0,11.0,6.0,25.0,381.0,17.0,6.0,58.0,129.0,10.0,37.0,21.0,5.0,2.0,80.0,36.0,14.0,2.0,17.0,31.0,83.0,170.0,179.0,22.0,2.0,12.0,43.0,6.0,19.0,27.0,,6.0,,2.0,1.0,,4.0,,3.0,4.0,3.0,1.0,3.0,,10.0,8.0,3.0,,10.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,4.0,,1.0,1.0,0.0,1.0,,,,,
USA_USL_Championship,2017,Colorado Springs Switchbacks FC,640e3ewy8ugycjqj7vjq8l5ux,K. Frater,Forward,11,10.0,1814.0,9.0,,345.0,81.0,207.0,2.0,16.0,17.0,3.0,72.0,332.0,41.0,16.0,102.0,364.0,70.0,228.0,23.0,118.0,77.0,18.0,121.0,,60.0,18.0,34.0,7.0,876.0,29.0,2.0,267.0,117.0,10.0,155.0,18.0,65.0,41.0,382.0,4.0,26.0,10.0,29.0,155.0,89.0,227.0,246.0,115.0,1.0,12.0,227.0,4.0,6.0,112.0,,11.0,21.0,12.0,4.0,2.0,9.0,42.0,8.0,33.0,80.0,,25.0,,27.0,138.0,38.0,2.0,43.0,4.0,3.0,9.0,3.0,4.0,19.0,21.0,,,3.0,5.0,,3.0,,6.0,,,,,,,,,,,1.0,,2.0,2.0,2.0,17.0,1.0,,,,,,98.0,1.0,4.0,8.0,3.0,1.0,,,,,
USA_USL_Championship,2017,Colorado Springs Switchbacks FC,3iqri54vs8su82975famdwdex,D. Gutierrez,Defender,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
