liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Corners Won,Goal Assists,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Shots Created,Shots On Target ( inc goals ),Substitute On,Successful Corners into Box,Successful Crosses & Corners,Successful Lay-offs,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Big Chances Created,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Yellow Cards,Blocked Shots,Overruns,Successful Dribbles,Successful Crosses open play,Unsuccessful lay-offs,Own Goal Scored,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Conceded,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals,Goals Openplay,Goals from Inside Box,Offsides,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Left Foot Goals,Catches,Clearances Off the Line,Penalties Taken,Total Big Chances Missed,Foul Won Penalty,Handballs conceded,Headed Goals,Through balls,Attempts from Set Pieces,Hit Woodwork,Saves made - caught,Penalty Goals,Second Goal Assists,Goals Conceded Outside Box,Straight Red Cards,Total Red Cards,Last Player Tackle,Drops,Goals from Outside Box,Red Cards - 2nd Yellow,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty
Canada_Canadian_Premier_League,2026,Atlético Ottawa,6hmakiuv72jj9hoda4coem978,N. Abatneh,Defender,23,15.0,8.0,7.0,6.0,13.0,4.0,70.0,2.0,38.0,18.0,20.0,1.0,175.0,1.0,5.0,6.0,5.0,10.0,10.0,23.0,10.0,13.0,5.0,212.0,579.0,1.0,41.0,1.0,13.0,187.0,1.0,6.0,1.0,4.0,11.0,553.0,91.0,470.0,550.0,6.0,3.0,534.0,2.0,20.0,6.0,4.0,31.0,587.0,1.0,561.0,9.0,1.0,26.0,640.0,7.0,16.0,15.0,11.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Atlético Ottawa,12pbzh0runi0dsqcxh9u36jca,D. Aguilar,Midfielder,5,10.0,2.0,8.0,6.0,28.0,,19.0,1.0,28.0,9.0,19.0,42.0,81.0,2.0,,6.0,,2.0,2.0,18.0,7.0,11.0,4.0,49.0,257.0,1.0,9.0,6.0,14.0,109.0,2.0,2.0,1.0,1.0,10.0,217.0,98.0,132.0,217.0,2.0,3.0,269.0,1.0,7.0,3.0,6.0,56.0,267.0,3.0,227.0,5.0,1.0,40.0,328.0,10.0,17.0,29.0,17.0,23.0,0.0,1.0,7.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,2.0,11.0,1.0,3.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Atlético Ottawa,8vp11oeb0zdxnecv79eprj6dw,G. Antinoro,Midfielder,11,3.0,1.0,2.0,5.0,47.0,2.0,43.0,,33.0,18.0,15.0,69.0,20.0,2.0,,5.0,,8.0,8.0,30.0,17.0,13.0,4.0,31.0,136.0,1.0,25.0,8.0,12.0,39.0,2.0,3.0,1.0,,5.0,112.0,65.0,48.0,108.0,2.0,3.0,325.0,11.0,2.0,2.0,4.0,56.0,137.0,3.0,113.0,5.0,11.0,24.0,212.0,3.0,4.0,19.0,11.0,20.0,0.0,,2.0,2.0,,1.0,5.0,1.0,1.0,2.0,,,3.0,1.0,6.0,,1.0,6.0,4.0,9.0,1.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Atlético Ottawa,622w13rktz2os2jlo286col3p,M. Aparicio,Midfielder,10,11.0,7.0,4.0,6.0,84.0,1.0,46.0,1.0,71.0,38.0,33.0,76.0,88.0,7.0,,6.0,,10.0,10.0,60.0,31.0,29.0,10.0,89.0,339.0,1.0,25.0,16.0,20.0,88.0,2.0,6.0,1.0,,8.0,284.0,139.0,157.0,286.0,6.0,8.0,539.0,13.0,7.0,8.0,9.0,80.0,349.0,3.0,294.0,14.0,3.0,55.0,449.0,6.0,15.0,31.0,25.0,40.0,0.0,1.0,,2.0,2.0,5.0,9.0,7.0,1.0,,,2.0,10.0,1.0,3.0,,,1.0,1.0,5.0,2.0,3.0,,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Atlético Ottawa,1w9bb5w155yauxj3gjk7jbpqs,T. Arnaud,Midfielder,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Atlético Ottawa,8texi81doeqhy7eu6fnhrstbe,J. Assi,Forward,14,1.0,,1.0,5.0,26.0,1.0,19.0,,21.0,8.0,13.0,50.0,20.0,1.0,,5.0,,1.0,1.0,20.0,8.0,12.0,3.0,47.0,97.0,,11.0,9.0,8.0,5.0,,3.0,3.0,,1.0,75.0,42.0,34.0,75.0,1.0,5.0,239.0,4.0,2.0,1.0,3.0,34.0,98.0,,76.0,6.0,10.0,22.0,140.0,,1.0,13.0,10.0,21.0,0.0,,,1.0,,3.0,2.0,3.0,,2.0,,,1.0,,5.0,,,1.0,1.0,2.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Atlético Ottawa,90guns09mguhjj0yacn0gsn9x,J. Castro,Midfielder,2,1.0,1.0,,6.0,119.0,1.0,57.0,2.0,34.0,14.0,20.0,56.0,70.0,,,6.0,,10.0,10.0,33.0,13.0,20.0,9.0,120.0,435.0,1.0,25.0,6.0,23.0,136.0,1.0,6.0,3.0,3.0,10.0,411.0,153.0,268.0,411.0,2.0,7.0,489.0,10.0,4.0,1.0,8.0,43.0,445.0,2.0,421.0,9.0,3.0,24.0,514.0,,4.0,14.0,13.0,20.0,0.0,,3.0,,,3.0,3.0,3.0,1.0,,,,10.0,,1.0,,1.0,3.0,1.0,4.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Atlético Ottawa,55pbfqu5om60d5zehxbvwymi2,L. Cloutier,Defender,28,2.0,1.0,1.0,3.0,15.0,1.0,23.0,1.0,18.0,9.0,9.0,11.0,73.0,1.0,,3.0,,5.0,5.0,16.0,8.0,8.0,3.0,57.0,195.0,,13.0,2.0,4.0,54.0,,3.0,2.0,,2.0,175.0,48.0,131.0,177.0,4.0,1.0,228.0,,13.0,3.0,2.0,23.0,199.0,,179.0,5.0,3.0,20.0,242.0,5.0,5.0,8.0,12.0,15.0,0.0,,,,,,1.0,,,,,,,1.0,10.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Atlético Ottawa,7h7b3ahb5mki2mlfxvh5ftyc4,J. Coulanges,Defender,20,1.0,1.0,,6.0,54.0,1.0,45.0,,43.0,19.0,24.0,70.0,30.0,3.0,,6.0,,8.0,8.0,42.0,18.0,24.0,5.0,32.0,136.0,1.0,22.0,8.0,15.0,21.0,,3.0,3.0,,2.0,111.0,57.0,55.0,110.0,2.0,7.0,288.0,7.0,6.0,9.0,2.0,49.0,137.0,,112.0,9.0,7.0,25.0,209.0,2.0,2.0,17.0,9.0,23.0,0.0,,,1.0,,2.0,2.0,2.0,,3.0,,,1.0,1.0,5.0,,,1.0,1.0,4.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Atlético Ottawa,c0xmbp19y55o88rgdrcf83p5g,T. Crampton,Goalkeeper,1,1.0,,1.0,3.0,,,3.0,1.0,3.0,2.0,1.0,,31.0,1.0,21.0,3.0,19.0,5.0,5.0,2.0,2.0,,,19.0,54.0,1.0,,,12.0,30.0,,3.0,,2.0,6.0,50.0,2.0,67.0,63.0,,,270.0,,4.0,1.0,1.0,11.0,80.0,,69.0,,,11.0,99.0,7.0,9.0,6.0,5.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,1.0,1.0,7.0,5.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Atlético Ottawa,d7i99kko5b6rcy5u3q0zuyt7u,E. García,Forward,7,7.0,6.0,1.0,6.0,13.0,1.0,15.0,,24.0,11.0,13.0,40.0,9.0,2.0,,6.0,,4.0,4.0,17.0,5.0,12.0,,4.0,36.0,,9.0,2.0,3.0,16.0,1.0,2.0,2.0,,1.0,27.0,25.0,9.0,32.0,1.0,6.0,198.0,3.0,2.0,2.0,4.0,16.0,42.0,2.0,33.0,7.0,8.0,9.0,75.0,,,10.0,,9.0,0.0,,,,,3.0,1.0,3.0,1.0,4.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
