liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Corners Won,Goal Assists,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Shots Created,Shots On Target ( inc goals ),Substitute On,Successful Corners into Box,Successful Crosses & Corners,Successful Lay-offs,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Big Chances Created,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Yellow Cards,Blocked Shots,Overruns,Successful Dribbles,Successful Crosses open play,Unsuccessful lay-offs,Own Goal Scored,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Conceded,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals,Goals Openplay,Goals from Inside Box,Offsides,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Left Foot Goals,Catches,Clearances Off the Line,Penalties Taken,Total Big Chances Missed,Foul Won Penalty,Handballs conceded,Headed Goals,Through balls,Attempts from Set Pieces,Hit Woodwork,Saves made - caught,Penalty Goals,Second Goal Assists,Goals Conceded Outside Box,Straight Red Cards,Total Red Cards,Last Player Tackle,Drops,Goals from Outside Box,Red Cards - 2nd Yellow,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty
Canada_Canadian_Premier_League,2026,HFX Wanderers FC,523hg0dqpbrg979dlwos49kwk,V. Akinwale,Forward,9,,,,4.0,1.0,,3.0,,6.0,5.0,1.0,9.0,1.0,2.0,,4.0,,,,6.0,5.0,1.0,,2.0,7.0,,1.0,,3.0,3.0,1.0,,,,,6.0,6.0,,6.0,,,86.0,1.0,,4.0,1.0,6.0,7.0,2.0,6.0,,5.0,1.0,15.0,,,1.0,1.0,1.0,0.0,,1.0,,,1.0,,1.0,1.0,4.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,HFX Wanderers FC,cuanowd354jf2ycubsqwwzkh6,J. Alphonse,Defender,21,6.0,2.0,4.0,4.0,13.0,1.0,40.0,1.0,35.0,11.0,24.0,20.0,73.0,2.0,,4.0,,6.0,6.0,29.0,9.0,20.0,4.0,70.0,163.0,,20.0,9.0,14.0,10.0,,4.0,1.0,2.0,5.0,131.0,49.0,84.0,128.0,2.0,13.0,340.0,3.0,14.0,3.0,3.0,48.0,166.0,,133.0,15.0,3.0,33.0,242.0,8.0,18.0,18.0,16.0,15.0,0.0,,1.0,,,,6.0,,,,,,,8.0,10.0,,1.0,1.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,HFX Wanderers FC,b6oqp51bqx6hfttyzdb7uhjbo,Miguel Arilla,Midfielder,23,4.0,3.0,1.0,5.0,3.0,,16.0,,29.0,21.0,8.0,30.0,12.0,3.0,,5.0,,4.0,4.0,25.0,18.0,7.0,2.0,14.0,33.0,,12.0,,11.0,6.0,,2.0,2.0,,2.0,25.0,17.0,12.0,25.0,,4.0,202.0,10.0,2.0,5.0,2.0,31.0,35.0,1.0,27.0,4.0,6.0,8.0,80.0,1.0,1.0,8.0,5.0,7.0,0.0,,4.0,2.0,,2.0,,2.0,1.0,3.0,1.0,2.0,,,1.0,,3.0,5.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,HFX Wanderers FC,9gsa2ftx6nh3sl8zg4w85u7f8,S. Astridge,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,HFX Wanderers FC,4b15cdn7l40s5ge9b0anx4uwa,J. Bahamboula,Forward,14,7.0,4.0,3.0,6.0,27.0,,29.0,,38.0,22.0,16.0,68.0,14.0,1.0,,6.0,,6.0,6.0,31.0,18.0,13.0,1.0,18.0,65.0,,18.0,4.0,13.0,10.0,,4.0,4.0,,4.0,54.0,42.0,16.0,54.0,,3.0,333.0,15.0,1.0,3.0,8.0,48.0,69.0,1.0,58.0,3.0,6.0,11.0,131.0,,,19.0,4.0,11.0,0.0,,,2.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,12.0,12.0,3.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,HFX Wanderers FC,68fzc0emn4iml59uyp5wt0tzp,Y. Baï,Forward,10,,,,2.0,3.0,,7.0,,1.0,,1.0,15.0,1.0,,,2.0,,,,1.0,,1.0,1.0,2.0,9.0,,4.0,3.0,2.0,3.0,,,,,,7.0,4.0,3.0,7.0,,,17.0,,1.0,,1.0,10.0,9.0,1.0,7.0,,4.0,2.0,24.0,,,7.0,,2.0,0.0,,1.0,1.0,,1.0,,1.0,1.0,2.0,,,,,,,1.0,5.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,HFX Wanderers FC,1afcpd3lls6cqp4wuawc91gwl,L. Callegari,Midfielder,6,5.0,4.0,1.0,5.0,70.0,,51.0,1.0,34.0,15.0,19.0,68.0,81.0,5.0,,5.0,,8.0,8.0,29.0,11.0,18.0,6.0,104.0,319.0,,24.0,4.0,46.0,77.0,3.0,5.0,,,32.0,281.0,140.0,155.0,259.0,3.0,11.0,450.0,2.0,6.0,8.0,1.0,59.0,332.0,4.0,291.0,14.0,3.0,41.0,405.0,,15.0,41.0,6.0,26.0,1.0,,7.0,2.0,,5.0,3.0,5.0,1.0,,2.0,4.0,1.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,1.0,3.0,,3.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,0.0,1.0,,,,,,,,,,3.0,,,,,,,,,,1.0,,1.0,1.0,,
Canada_Canadian_Premier_League,2026,HFX Wanderers FC,7tmc8hrkee4lo05qa26i7e5zp,M. Carducci,Goalkeeper,1,2.0,,2.0,6.0,1.0,,16.0,1.0,5.0,,5.0,,75.0,,43.0,6.0,48.0,10.0,10.0,3.0,,3.0,,45.0,88.0,,6.0,1.0,29.0,26.0,,6.0,,8.0,21.0,64.0,11.0,88.0,78.0,,,540.0,,5.0,,3.0,50.0,147.0,,99.0,,,48.0,189.0,18.0,46.0,40.0,8.0,2.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,20.0,,,,4.0,15.0,8.0,6.0,4.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,HFX Wanderers FC,36zaipqgc0wezlywtiyplmdck,T. Ciccarelli,Forward,20,2.0,1.0,1.0,5.0,9.0,,4.0,,10.0,5.0,5.0,18.0,3.0,2.0,,5.0,,3.0,3.0,8.0,4.0,4.0,,4.0,18.0,,2.0,3.0,1.0,5.0,1.0,1.0,1.0,,,13.0,6.0,10.0,16.0,1.0,,96.0,1.0,,3.0,3.0,12.0,21.0,4.0,16.0,1.0,7.0,5.0,41.0,,,8.0,,5.0,0.0,,1.0,3.0,,,,,3.0,4.0,,,1.0,,,,1.0,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,HFX Wanderers FC,82oq25egie3khgxx0yfbo76jt,M. Godinho,Midfielder,28,5.0,4.0,1.0,6.0,47.0,,48.0,1.0,45.0,25.0,20.0,90.0,66.0,5.0,,6.0,,10.0,10.0,40.0,21.0,19.0,3.0,25.0,167.0,,31.0,9.0,20.0,31.0,,6.0,4.0,3.0,10.0,141.0,96.0,47.0,132.0,4.0,5.0,507.0,11.0,13.0,8.0,7.0,53.0,169.0,,142.0,9.0,6.0,27.0,255.0,7.0,13.0,25.0,6.0,14.0,0.0,,,2.0,,3.0,2.0,3.0,,,,1.0,,1.0,9.0,,,4.0,4.0,5.0,3.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
