temporada,link,liga_url,cod_liga,folder
2026,https://www.scoresway.com/en_GB/soccer/usl-cup-2026/5f940fvmfprt1qzzr7oyz3u38/fixtures,usl-cup-2026,5f940fvmfprt1qzzr7oyz3u38,USA_USL_Cup
2025,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/fixtures,usl-cup-2025,adjtgj9xe9or4bx3nn2pso9hw,USA_USL_Cup
2024,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/results,usl-cup-2024,1zcwnum1ufbc2zqe6ajtmklxw,USA_USL_Cup
