temporada,link,liga_url,cod_liga,folder,url_match,url_standings,url_squads,url_rankings
2026,https://www.scoresway.com/en_GB/soccer/usl-cup-2026/5f940fvmfprt1qzzr7oyz3u38/fixtures,usl-cup-2026,5f940fvmfprt1qzzr7oyz3u38,USA_USL_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5f940fvmfprt1qzzr7oyz3u38&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30798236b7d825a6f63e82d28dd00d46aadd96052,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5f940fvmfprt1qzzr7oyz3u38&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W399b8f05dbd864460f4d46d1a3f0f7f36e43f2c3b,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5f940fvmfprt1qzzr7oyz3u38&_pgSz=50&_pgNm=1&detailed=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3003de99e2a913097c3725700f655484f17cf261f,
2025,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/fixtures,usl-cup-2025,adjtgj9xe9or4bx3nn2pso9hw,USA_USL_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=adjtgj9xe9or4bx3nn2pso9hw&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W300fb08cf56ab2696bdbb01fb3270d536a359fdb9,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=adjtgj9xe9or4bx3nn2pso9hw&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b243c4ea3e461e129cd400b32e9acecdf2ce65d0,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=adjtgj9xe9or4bx3nn2pso9hw&_pgSz=50&_pgNm=1&detailed=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W369846ef744bc9b1d1242927591d2266cc091594b,
2024,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/results,usl-cup-2024,1zcwnum1ufbc2zqe6ajtmklxw,USA_USL_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=1zcwnum1ufbc2zqe6ajtmklxw&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3cd5d111c0cc2a60a5f4c7d8cb7d0e1fb5f27c80e,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=1zcwnum1ufbc2zqe6ajtmklxw&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b8750f49f9a80349fa7285d59ed1ed2b560542d4,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=1zcwnum1ufbc2zqe6ajtmklxw&_pgSz=50&_pgNm=1&detailed=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3df732472e346cb82f006a387ea1bf43f1dce1320,
