root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Club Tigres UANL,Club_Tigres_UANL,eb5bqq1qjpi4by5jz69yezglx,A. Acosta,Midfielder,27,,81.0,4.0,1.0,1.0,66.0,1.0,8.0,,38.0,3.0,3.0,,14.0,20.0,2.0,6.0,67.0,2.0,56.0,,9.0,4.0,3.0,,5.0,1.0,,6.0,89.0,2.0,,9.0,21.0,62.0,5.0,2.0,,1.0,9.0,1.0,1.0,,2.0,4.0,4.0,57.0,58.0,,1.0,4.0,1.0,3.0,5.0,,,,1.0,34.0,,,,,,,,,,,1.0,,,,1.0,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Club Tigres UANL,Club_Tigres_UANL,ar47ws1sf2l4ulxx2afq2x2hh,L. Advíncula,Defender,16,4.0,283.0,20.0,2.0,,152.0,,28.0,,79.0,4.0,11.0,2.0,42.0,59.0,7.0,8.0,157.0,1.0,123.0,2.0,19.0,,18.0,10.0,12.0,3.0,,5.0,220.0,5.0,1.0,27.0,52.0,48.0,10.0,15.0,,1.0,30.0,3.0,2.0,4.0,5.0,18.0,72.0,133.0,138.0,3.0,5.0,20.0,2.0,1.0,9.0,,,,10.0,5.0,,,,,,,,,,,2.0,,8.0,1.0,2.0,,2.0,3.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Club Tigres UANL,Club_Tigres_UANL,8f8h57y9u27itkkdehbdss4b9,J. Aquino,Midfielder,20,7.0,325.0,2.0,,,181.0,5.0,46.0,5.0,125.0,2.0,2.0,3.0,53.0,41.0,11.0,22.0,185.0,13.0,157.0,2.0,24.0,10.0,27.0,,23.0,4.0,2.0,4.0,273.0,4.0,,45.0,39.0,87.0,32.0,4.0,5.0,4.0,52.0,1.0,3.0,7.0,4.0,17.0,10.0,157.0,161.0,7.0,9.0,20.0,2.0,5.0,28.0,,,,5.0,90.0,,,,,,,,,1.0,1.0,1.0,1.0,3.0,4.0,6.0,,6.0,8.0,12.0,,,1.0,2.0,,1.0,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Club Tigres UANL,Club_Tigres_UANL,6stnu5c38qqzze7xbyrfwb74l,H. Ayala,Defender,4,,720.0,1.0,,8.0,498.0,1.0,24.0,,135.0,21.0,38.0,8.0,77.0,301.0,18.0,33.0,507.0,2.0,390.0,3.0,71.0,2.0,43.0,,30.0,8.0,9.0,28.0,617.0,8.0,7.0,44.0,185.0,76.0,41.0,46.0,,10.0,64.0,27.0,5.0,,8.0,15.0,205.0,427.0,436.0,20.0,11.0,23.0,7.0,24.0,29.0,,,,7.0,93.0,,,,,,,,,1.0,5.0,,,5.0,12.0,,,1.0,2.0,5.0,,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,3.0,,,,,,,1.0,,,,2.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Club Tigres UANL,Club_Tigres_UANL,evk0esdocrzt5zxqmv4ostdcl,J. Damm,Midfielder,25,16.0,504.0,11.0,1.0,1.0,175.0,9.0,74.0,9.0,114.0,1.0,3.0,8.0,82.0,48.0,5.0,22.0,178.0,11.0,151.0,3.0,25.0,9.0,32.0,,18.0,6.0,5.0,9.0,312.0,7.0,,63.0,40.0,60.0,33.0,2.0,9.0,12.0,76.0,4.0,3.0,16.0,7.0,35.0,54.0,150.0,153.0,13.0,3.0,43.0,2.0,8.0,28.0,,,,10.0,10.0,,,,,,,,,1.0,1.0,2.0,,7.0,5.0,14.0,1.0,1.0,3.0,20.0,,1.0,1.0,2.0,2.0,3.0,2.0,,,2.0,,,,,,,,1.0,2.0,,,,,,,2.0,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Club Tigres UANL,Club_Tigres_UANL,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,Forward,9,,180.0,,,,36.0,1.0,9.0,,22.0,,,2.0,31.0,4.0,3.0,12.0,38.0,,25.0,,12.0,2.0,12.0,,6.0,2.0,1.0,,78.0,2.0,,16.0,11.0,76.0,7.0,1.0,,4.0,18.0,,1.0,,2.0,9.0,11.0,24.0,26.0,2.0,3.0,11.0,,,7.0,,,,3.0,7.0,,,,,,,,,,,,,1.0,,2.0,1.0,5.0,9.0,16.0,,,,,1.0,4.0,4.0,,,1.0,,,,2.0,,,,3.0,1.0,,,,,,,1.0,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Club Tigres UANL,Club_Tigres_UANL,ebd087qhfyhs6i8k2442xgb11,J. Dueñas,Midfielder,29,12.0,705.0,19.0,,2.0,432.0,5.0,70.0,2.0,269.0,2.0,9.0,7.0,89.0,130.0,11.0,39.0,445.0,3.0,366.0,3.0,48.0,11.0,53.0,4.0,51.0,8.0,6.0,9.0,564.0,8.0,1.0,39.0,136.0,60.0,22.0,31.0,2.0,7.0,48.0,2.0,4.0,14.0,8.0,19.0,120.0,385.0,397.0,9.0,7.0,26.0,4.0,14.0,20.0,,,,5.0,119.0,,,,,,,,,1.0,,1.0,2.0,2.0,2.0,6.0,3.0,6.0,7.0,19.0,2.0,1.0,2.0,2.0,,3.0,1.0,,,,,,,,,,,4.0,3.0,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Club Tigres UANL,Club_Tigres_UANL,c3xpf74j8iadroh9n89pphejt,J. Díaz,Defender,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Club Tigres UANL,Club_Tigres_UANL,cje0cib3r1m2fdhxaxcyeevp,J. Espericueta,Midfielder,34,2.0,120.0,,2.0,1.0,93.0,1.0,25.0,2.0,56.0,,,,19.0,29.0,5.0,11.0,94.0,,71.0,2.0,11.0,3.0,16.0,,7.0,1.0,3.0,2.0,115.0,3.0,,8.0,16.0,86.0,6.0,12.0,,,9.0,,2.0,7.0,3.0,3.0,22.0,82.0,83.0,1.0,4.0,3.0,1.0,1.0,5.0,,,,1.0,31.0,,,,,,,,,,,1.0,6.0,1.0,1.0,,,,4.0,1.0,5.0,,,,2.0,1.0,4.0,2.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Club Tigres UANL,Club_Tigres_UANL,3brsbjbzkowz9i2sq8gthncnp,A. Fernández,Goalkeeper,30,,90.0,,,,13.0,,,,1.0,,2.0,,2.0,18.0,,,21.0,,15.0,1.0,2.0,,2.0,,12.0,1.0,,,35.0,1.0,,1.0,10.0,80.0,1.0,4.0,,1.0,1.0,,1.0,,1.0,,8.0,13.0,19.0,,,,,,1.0,5.0,13.0,,,3.0,,,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
