liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Outside Box,Goals Openplay,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Through balls,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute On,Aerial Duels lost,Foul Won Penalty,Goals Conceded Inside Box,Goals from Inside Box,Hit Woodwork,Left Foot Goals,Other Goals,Tackles Won,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Unsuccessful Passes Own Half,Blocks,GK Successful Distribution,Goal Kicks,Handballs conceded,Interceptions,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Successful Launches,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Red Cards,Unsuccessful Launches,Unsuccessful Long Passes,Assists (Intentional),Clean Sheets,Total Big Chances Saved,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Attempts from Set Pieces,Corners Taken (incl short corners),Successful Corners into Box,Unsuccessful Corners into Box,Second Goal Assists,Catches,Goalkeeper Smother,Penalties Faced,Headed Goals,Penalties Taken,Clearances Off the Line,Last Player Tackle,Own Goal Scored,Unsuccessful lay-offs,Direct Setpiece Goals,Penalty Goals,Set Pieces Goals,Punches,Straight Red Cards,Drops,Penalties Saved,Saves from Penalty,Penalties Off Target,Saves made - caught,Direct Corner Goals,Crosses not Claimed
USA_MLS_Next_Pro,2026,Orlando City B,71q5sw0fz0f57c630868oiihg,P. Amoo-Mensah,Midfielder,52,7.0,5.0,9.0,85.0,4.0,109.0,8.0,75.0,35.0,40.0,97.0,82.0,4.0,9.0,1.0,,9.0,,,,68.0,33.0,35.0,2.0,105.0,1.0,295.0,1.0,48.0,14.0,5.0,39.0,,34.0,3.0,,,6.0,4.0,,,8.0,,10.0,257.0,108.0,160.0,258.0,5.0,,584.0,14.0,20.0,8.0,17.0,81.0,306.0,,268.0,10.0,11.0,38.0,473.0,5.0,5.0,7.0,26.0,28.0,1.0,,,0.0,3.0,2.0,,9.0,,,,,5.0,,,,17.0,6.0,,,,7.0,,2.0,,1.0,13.0,37.0,,6.0,10.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Orlando City B,5eti6n9r725t4lu1ukajx5xjo,C. Archange,Defender,73,6.0,1.0,3.0,4.0,,3.0,,8.0,5.0,3.0,,4.0,,3.0,,,1.0,,,,2.0,,2.0,,4.0,,23.0,,3.0,2.0,1.0,1.0,,11.0,,,,,,,,,,1.0,21.0,5.0,16.0,20.0,1.0,,33.0,,4.0,,,2.0,23.0,,21.0,2.0,,2.0,32.0,,,,,2.0,,,,0.0,3.0,5.0,,1.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Orlando City B,365al9wta0o0qmb6gplbnvvv8,D. Baczewski,Midfielder,74,8.0,6.0,8.0,24.0,2.0,40.0,1.0,37.0,16.0,21.0,47.0,35.0,2.0,8.0,,,11.0,1.0,,,29.0,14.0,15.0,6.0,48.0,,145.0,,21.0,7.0,5.0,18.0,,43.0,6.0,3.0,3.0,4.0,3.0,,,,7.0,9.0,123.0,66.0,62.0,119.0,3.0,1.0,448.0,7.0,5.0,4.0,7.0,37.0,150.0,6.0,128.0,8.0,9.0,22.0,209.0,,,3.0,18.0,19.0,,,,0.0,4.0,2.0,,10.0,,,,,5.0,,1.0,,4.0,2.0,,,,1.0,,1.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Orlando City B,b05gwqphvgi0acyzrtdewncb8,M. Belgodere,Forward,66,2.0,1.0,9.0,46.0,3.0,83.0,3.0,39.0,22.0,17.0,106.0,30.0,1.0,9.0,,,8.0,,,,37.0,21.0,16.0,10.0,6.0,1.0,152.0,,43.0,9.0,1.0,17.0,,72.0,10.0,1.0,2.0,4.0,2.0,2.0,2.0,8.0,1.0,5.0,128.0,84.0,48.0,125.0,1.0,,420.0,18.0,,1.0,2.0,58.0,154.0,3.0,130.0,6.0,19.0,24.0,222.0,6.0,4.0,14.0,25.0,22.0,,,,0.0,5.0,1.0,,8.0,,,,,5.0,3.0,,,5.0,,,,,3.0,,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Orlando City B,cz7eplx43bb3gok0ldms31uz8,N. Bobea,Midfielder,75,,,2.0,,1.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,,2.0,,,,,,,3.0,2.0,1.0,1.0,1.0,,6.0,,1.0,,,1.0,,3.0,1.0,,,,,,,1.0,,,5.0,5.0,,5.0,,,17.0,1.0,,,,3.0,6.0,,5.0,,,1.0,10.0,1.0,,,1.0,,,,,0.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Orlando City B,3g6rx9q2duzspubkzzm0852xg,G. Caraballo,Forward,65,3.0,,9.0,52.0,3.0,132.0,4.0,104.0,56.0,48.0,212.0,67.0,4.0,9.0,2.0,4.0,14.0,1.0,1.0,1.0,101.0,53.0,48.0,17.0,114.0,2.0,222.0,3.0,66.0,17.0,5.0,31.0,,9.0,19.0,9.0,10.0,7.0,2.0,16.0,1.0,22.0,3.0,23.0,169.0,132.0,72.0,165.0,1.0,2.0,660.0,40.0,1.0,9.0,18.0,149.0,242.0,19.0,188.0,8.0,24.0,54.0,460.0,26.0,11.0,23.0,66.0,48.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,13.0,3.0,1.0,4.0,,7.0,4.0,1.0,3.0,14.0,,,,1.0,2.0,,2.0,,,,16.0,,,6.0,2.0,1.0,,,,,,,6.0,28.0,12.0,11.0,1.0,,,,,2.0,,,,,1.0,2.0,,,,,,,,,1.0,
USA_MLS_Next_Pro,2026,Orlando City B,73fi83fs0p7zzabj9pjn5u51w,A. Chikamso,Midfielder,54,1.0,,1.0,1.0,,22.0,,6.0,2.0,4.0,1.0,20.0,,1.0,,,2.0,,,,5.0,1.0,4.0,,21.0,,87.0,,6.0,,,3.0,,48.0,,,,,,,,2.0,,7.0,83.0,21.0,65.0,79.0,,,81.0,,1.0,1.0,1.0,4.0,90.0,,86.0,1.0,,4.0,95.0,,,,3.0,2.0,,,,0.0,1.0,1.0,,2.0,,,,,1.0,,,,1.0,,3.0,3.0,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Orlando City B,6nmcuw8asxh6k3l5khx5atmfp,M. Crépeau,Goalkeeper,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Orlando City B,c2b6h5zwjvzdvdcybyuqd6exg,J. Ellis,Forward,22,3.0,1.0,4.0,15.0,2.0,58.0,4.0,40.0,20.0,20.0,89.0,45.0,,4.0,2.0,3.0,10.0,2.0,2.0,1.0,37.0,18.0,19.0,9.0,21.0,3.0,99.0,,31.0,8.0,3.0,8.0,3.0,25.0,11.0,4.0,8.0,4.0,1.0,1.0,,9.0,4.0,7.0,71.0,61.0,17.0,70.0,,2.0,356.0,16.0,,2.0,8.0,56.0,106.0,12.0,77.0,3.0,24.0,29.0,184.0,1.0,1.0,7.0,25.0,27.0,,2.0,1.0,1.0,,2.0,,8.0,2.0,,,,3.0,2.0,4.0,2.0,5.0,1.0,,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Orlando City B,1wce6gwfrmgjfuufxiihd4bv8,J. Garcia,Forward,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
