liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded,Forward Passes,Interceptions,Substitute On,Total Losses Of Possession,Total Passes,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Unsuccessful Passes Opposition Half,Throw Ins to Own Player,Own Goal Scored,Games Played,Unsuccessful Launches,Open Play Passes,Blocks,Goals Conceded Inside Box,Successful Long Passes,Unsuccessful Long Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Successful Passes Opposition Half,Touches,Index,Appearances,Winning Goal,Goal Kicks,Saves made - parried,Penalties Faced,Successful Passes Own Half,Total Clearances,GK Successful Distribution,Penalty Goals Conceded,Rightside Passes,GK Unsuccessful Distribution,Recoveries,Unsuccessful Passes Own Half,Goals Conceded Outside Box,Successful Short Passes,Saves Made from Inside Box,Punches,Duels,Duels won,Aerial Duels,Starts,Saves Made,Aerial Duels won,Saves Made from Outside Box,Leftside Passes,Tackles Won,Foul Attempted Tackle,Tackles Lost,Total Tackles,Total Fouls Conceded,Handballs conceded,Duels lost,Total Touches In Opposition Box,Ground Duels lost,Ground Duels won,Substitute Off,Aerial Duels lost,Unsuccessful Short Passes,Ground Duels,Successful Lay-offs,Shots Off Target (inc woodwork),Clean Sheets,Backward Passes,Yellow Cards,Offsides,PutThrough/Blocked Distribution,Total Shots,Shots On Target ( inc goals ),PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Unsuccessful lay-offs,Times Tackled,Successful Dribbles,Unsuccessful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses & Corners,Unsuccessful Crosses open play,Total Fouls Won,Successful Corners into Box,Through balls,Penalties Conceded,Blocked Shots,Penalties Taken,Throw Ins to Opposition Player,Clearances Off the Line,Overruns,Key Passes (Attempt Assists),Catches,Crosses not Claimed,Last Player Tackle,Right Foot Goals,Goals from Inside Box,Goals,Corners Won,Penalty Goals,Home Goals,Away Goals,Assists (Intentional),Attempts from Set Pieces,Unsuccessful Corners into Box,Goal Assists,Successful Crosses open play,Goals from Outside Box,Saves from Penalty,Penalties Saved,Total Red Cards,Straight Red Cards,Saves made - caught,Headed Goals,Second Goal Assists,Goalkeeper Smother,Foul Won Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Hit Woodwork,Left Foot Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Scored,Final Third Touches,Total Big Chances Missed,Drops,Total Big Chances Saved,Goals Openplay,Set Pieces Goals,Direct Setpiece Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,a5zmg4sofmdj9fcketi5b2wyy,J. Alexander,Defender,0,6.0,35.0,6.0,,51.0,67.0,1.0,28.0,39.0,19.0,16.0,,3.0,6.0,66.0,1.0,5.0,3.0,12.0,39.0,270.0,15.0,162.0,83.0,3.0,0.0,,,,24.0,22.0,,1.0,23.0,,15.0,11.0,1.0,36.0,,,48.0,23.0,7.0,3.0,,5.0,,2.0,7.0,5.0,6.0,13.0,8.0,2.0,25.0,,23.0,18.0,,2.0,16.0,41.0,,1.0,1.0,7.0,1.0,,3.0,1.0,,,3.0,,4.0,2.0,2.0,,,2.0,3.0,,,,,,10.0,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,5clf73977h5jvpytkjgj0m9lg,T. Beckford,Forward,0,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,7.0,1.0,2.0,10.0,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,3h1r7qm88d2bfct9e6u8eepec,J. Bonilla,Midfielder,0,5.0,28.0,3.0,,24.0,66.0,1.0,22.0,43.0,18.0,,,3.0,7.0,65.0,3.0,4.0,2.0,13.0,44.0,248.0,14.0,93.0,41.0,3.0,0.0,,,,31.0,5.0,,1.0,17.0,,16.0,4.0,1.0,42.0,,,18.0,5.0,1.0,3.0,,,,15.0,3.0,5.0,1.0,4.0,5.0,,13.0,,12.0,5.0,2.0,1.0,9.0,17.0,,,,6.0,,,2.0,,,1.0,,,2.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,dlsbi1p53kbedei93tglvhdnu,Jabari Campbell,Defender,0,6.0,26.0,2.0,,35.0,49.0,3.0,15.0,33.0,11.0,15.0,,3.0,5.0,48.0,1.0,5.0,6.0,7.0,34.0,270.0,14.0,121.0,62.0,3.0,0.0,,,,20.0,8.0,,1.0,2.0,,15.0,6.0,1.0,28.0,,,33.0,23.0,6.0,3.0,,4.0,,16.0,9.0,1.0,3.0,12.0,4.0,,10.0,,8.0,19.0,,2.0,8.0,27.0,,,1.0,5.0,1.0,,1.0,,,,1.0,,1.0,2.0,2.0,,,2.0,6.0,,,,,,14.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,6q83tp0so8q9wnsb3251q8duc,Jahiem Campbell,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,abu2c7vl7rw5prfx0g541efbo,Joshwa Campbell,Defender,0,3.0,5.0,2.0,3.0,12.0,20.0,1.0,6.0,13.0,5.0,,,3.0,,19.0,,3.0,1.0,2.0,14.0,70.0,4.0,41.0,100.0,3.0,1.0,,,,10.0,,,,4.0,,7.0,1.0,,13.0,,,15.0,9.0,3.0,,,1.0,,5.0,2.0,1.0,,2.0,1.0,,6.0,4.0,4.0,8.0,,2.0,4.0,12.0,,,,6.0,,,1.0,2.0,2.0,,1.0,,2.0,3.0,,,,,3.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,e29bbrpvwjsh9nk05wwigzdas,G. Dell’Oglio,Midfielder,0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,82.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,2xfiag34avoi6g5duaqupdmvo,D. Douglas,Midfielder,0,1.0,,,1.0,5.0,5.0,,1.0,4.0,1.0,,,1.0,,5.0,,1.0,,,4.0,7.0,1.0,11.0,10.0,1.0,0.0,,,,3.0,,,,1.0,,1.0,,,4.0,,,4.0,1.0,,,,,,,,,,,,,3.0,,3.0,1.0,,,1.0,4.0,,,,4.0,,,,,,,1.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,4g82b081xhg67o1jpxdwredck,I. Duran,Defender,0,,2.0,,1.0,1.0,2.0,,1.0,1.0,,,,1.0,,2.0,,,,,1.0,4.0,,4.0,48.0,1.0,0.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,23a9hytx4q2eqdjk48f6zqdm2,M. Duval,Defender,0,5.0,10.0,1.0,,29.0,38.0,,14.0,20.0,10.0,,,3.0,2.0,34.0,1.0,4.0,1.0,3.0,24.0,262.0,10.0,85.0,54.0,3.0,0.0,,,,14.0,6.0,,1.0,3.0,,7.0,5.0,1.0,23.0,,,30.0,11.0,13.0,3.0,,3.0,,12.0,2.0,,3.0,5.0,3.0,,19.0,5.0,9.0,8.0,2.0,10.0,11.0,17.0,4.0,1.0,1.0,13.0,,,4.0,4.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,,,1.0,2.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,eba7cr8p218u03mtusnrtzyi2,T. Ebanks,Midfielder,0,,3.0,,1.0,2.0,4.0,,1.0,3.0,1.0,,,1.0,,4.0,,,,,3.0,5.0,3.0,7.0,100.0,1.0,0.0,,,,1.0,,,,,,2.0,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,27mylqm18092rz5g8wdrooeay,K. Foster,Midfielder,0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,10.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,5ywisni55ol5z1tt88w02hp0,C. Gray,Defender,0,6.0,22.0,2.0,,13.0,35.0,1.0,9.0,23.0,6.0,,,2.0,1.0,31.0,1.0,5.0,3.0,3.0,26.0,180.0,9.0,67.0,10.0,2.0,0.0,1.0,,,17.0,19.0,1.0,1.0,7.0,,4.0,3.0,1.0,23.0,,,19.0,7.0,9.0,2.0,,3.0,,3.0,1.0,1.0,1.0,2.0,2.0,,12.0,1.0,6.0,4.0,,6.0,6.0,10.0,,,,3.0,1.0,,,,,,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cayman Islands,5a235f0o4sf0938b23r5y82s4,J. Johnson,Midfielder,0,,15.0,,,5.0,36.0,1.0,3.0,29.0,1.0,,,1.0,2.0,32.0,1.0,,7.0,2.0,33.0,90.0,5.0,44.0,31.0,1.0,0.0,,,,28.0,3.0,,,6.0,,,2.0,,26.0,,,4.0,1.0,,1.0,,,,15.0,,,,,1.0,,3.0,,3.0,1.0,,,1.0,4.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
