liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Interceptions,Unsuccessful Crosses open play,Throw Ins to Own Player,Corners Won,Successful Crosses & Corners,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Key Passes (Attempt Assists),Blocked Shots,Throw Ins to Opposition Player,Total Touches In Opposition Box,Duels won,Successful Long Passes,Successful Crosses open play,Aerial Duels won,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Aerial Duels,Ground Duels won,Goals,Right Foot Goals,PutThrough/Blocked Distribution Won,Total Tackles,Successful Corners into Box,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Total Fouls Won,Unsuccessful Corners into Box,Tackles Won,Tackles Lost,Attempts from Set Pieces,Aerial Duels lost,Unsuccessful Launches,Yellow Cards,Foul Attempted Tackle,GK Successful Distribution,Catches,GK Unsuccessful Distribution,Substitute On,Offsides,Successful Launches,Blocks,Goals from Inside Box,Through balls,Successful Lay-offs,Saves Made,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Goals Conceded Outside Box,Clean Sheets,Total Red Cards,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Left Foot Goals,Second Goal Assists,Handballs conceded,Penalties Taken,Penalty Goals,Foul Won Penalty,Headed Goals,Hit Woodwork,Times Tackled,Winning Goal,Home Goals,Away Goals,Set Pieces Goals,Goal Kicks,Saves made - caught,Punches,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Clearances Off the Line,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Last Man Tackle,Other Goals,Crosses not Claimed
USA_US_Open_Cup,2019,Los Angeles Galaxy,5rslwexx17p7hqwp9p3vgcxuy,J. Araujo,Defender,22,90.0,46.0,23.0,27.0,16.0,14.0,3.0,46.0,,4.0,37.0,,5.0,,10.0,6.0,1.0,1.0,74.0,1.0,12.0,9.0,10.0,12.0,1.0,,1.0,7.0,14.0,41.0,41.0,7.0,1.0,6.0,8.0,,,2.0,,1.0,,2.0,,,4.0,5.0,4.0,,,2.0,6.0,,5.0,,,,4.0,,1.0,,,,,,3.0,1.0,,,1.0,,3.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,cqx2x7351ie20giqha8hd5djp,D. Bingham,Goalkeeper,1,90.0,15.0,,1.0,3.0,18.0,,22.0,,,16.0,,3.0,8.0,3.0,12.0,1.0,,37.0,1.0,,10.0,10.0,2.0,,,1.0,,4.0,14.0,19.0,,,,,,,3.0,,,,,,,,2.0,3.0,,2.0,,,2.0,,,,,,,,,,,1.0,,,,,,2.0,1.0,,11.0,3.0,,,,,,,,,2.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,6vd4rxmqub05u2dtduy028fyt,E. Boateng,Forward,24,155.0,47.0,10.0,29.0,22.0,9.0,8.0,47.0,2.0,1.0,38.0,2.0,9.0,23.0,14.0,6.0,2.0,1.0,72.0,2.0,18.0,4.0,10.0,21.0,1.0,3.0,2.0,9.0,10.0,38.0,38.0,12.0,,6.0,,3.0,,1.0,1.0,7.0,2.0,4.0,,,14.0,9.0,,,,5.0,6.0,3.0,9.0,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,3.0,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,61fjyclc80jqcemkibgaffvmd,S. Carrasco,Midfielder,6,90.0,42.0,5.0,21.0,14.0,11.0,7.0,44.0,,3.0,31.0,3.0,13.0,5.0,9.0,10.0,1.0,4.0,54.0,1.0,7.0,19.0,10.0,8.0,,4.0,1.0,4.0,15.0,30.0,31.0,4.0,3.0,,1.0,,1.0,6.0,,,,2.0,,,1.0,4.0,,1.0,1.0,1.0,,1.0,3.0,,,1.0,1.0,,2.0,,,,2.0,,1.0,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,c1pfk47z2ozitpqhxmbe98jbp,Joe Corona,Midfielder,14,74.0,61.0,6.0,39.0,11.0,17.0,6.0,63.0,1.0,1.0,52.0,,7.0,21.0,5.0,7.0,1.0,2.0,76.0,1.0,8.0,19.0,10.0,11.0,1.0,,1.0,6.0,17.0,54.0,56.0,8.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,3.0,4.0,,1.0,1.0,,3.0,2.0,,,,1.0,,,1.0,,,,,1.0,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,Midfielder,27,25.0,14.0,3.0,7.0,7.0,6.0,2.0,15.0,,2.0,12.0,1.0,2.0,4.0,2.0,4.0,,,25.0,2.0,4.0,4.0,10.0,5.0,,1.0,2.0,3.0,4.0,12.0,13.0,4.0,2.0,,,1.0,,,,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,q6oknwwfzuwntfpan8cbrp0q,T. Hillard-Arce,Defender,20,90.0,26.0,2.0,8.0,14.0,11.0,7.0,26.0,,1.0,19.0,3.0,7.0,1.0,5.0,3.0,1.0,2.0,49.0,1.0,4.0,10.0,10.0,11.0,1.0,4.0,1.0,1.0,13.0,19.0,19.0,5.0,1.0,,6.0,,,,,1.0,,,,5.0,1.0,6.0,,,3.0,,,7.0,3.0,,,1.0,1.0,,1.0,,,,2.0,,1.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,f3ylcm7gk6cjp65oz60rk4hnu,B. Iloski,Midfielder,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,36425j4l7676d4wyubqsunh79,P. Kitchen,Midfielder,2,161.0,88.0,9.0,45.0,11.0,39.0,6.0,91.0,1.0,3.0,78.0,2.0,7.0,21.0,7.0,7.0,2.0,1.0,112.0,2.0,10.0,27.0,10.0,21.0,3.0,3.0,2.0,3.0,34.0,81.0,84.0,9.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,12.0,6.0,,5.0,,1.0,11.0,7.0,,,,6.0,,,,,,1.0,,3.0,3.0,,6.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,9uty4a8ww9ce7ydjgp9z78set,M. Lampson,Goalkeeper,28,90.0,6.0,,,14.0,7.0,,21.0,,,2.0,3.0,14.0,2.0,9.0,8.0,1.0,5.0,32.0,1.0,,19.0,10.0,,1.0,4.0,1.0,,,2.0,7.0,,,,,,,14.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,7.0,1.0,7.0,,,1.0,,,,,3.0,,,3.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,24wsxjaqzt7ep845sc71u8ct1,Juninho,Midfielder,19,106.0,57.0,6.0,24.0,14.0,26.0,8.0,60.0,,2.0,46.0,3.0,10.0,19.0,6.0,6.0,1.0,4.0,76.0,2.0,13.0,16.0,10.0,15.0,,4.0,2.0,7.0,19.0,49.0,50.0,7.0,2.0,,,,,2.0,,2.0,2.0,,,,,8.0,4.0,,2.0,1.0,,2.0,6.0,,,1.0,1.0,,3.0,,,2.0,3.0,,,1.0,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,1k1avngdg4brqrwwa52ewiuvp,D. Polenta,Defender,3,123.0,92.0,6.0,43.0,13.0,41.0,5.0,94.0,,1.0,77.0,1.0,12.0,35.0,11.0,11.0,1.0,2.0,113.0,2.0,7.0,48.0,10.0,7.0,3.0,1.0,2.0,1.0,5.0,80.0,82.0,1.0,,1.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,,1.0,6.0,5.0,2.0,,,1.0,,6.0,,,2.0,1.0,,2.0,,,,3.0,,1.0,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,erg5221cj47yu7qfdenzkuuad,C. Pontius,Midfielder,12,90.0,20.0,10.0,15.0,5.0,5.0,1.0,21.0,1.0,,19.0,1.0,1.0,4.0,1.0,1.0,1.0,,31.0,2.0,3.0,3.0,10.0,4.0,,1.0,2.0,3.0,4.0,19.0,20.0,4.0,,,1.0,,,,,,1.0,1.0,1.0,,4.0,,1.0,,,2.0,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,49hih9ka1cljgkihamec6b17t,D. Romney,Defender,4,180.0,61.0,6.0,20.0,19.0,29.0,12.0,63.0,,,46.0,3.0,14.0,25.0,12.0,12.0,2.0,4.0,87.0,2.0,4.0,26.0,10.0,9.0,4.0,4.0,2.0,2.0,6.0,47.0,49.0,3.0,1.0,2.0,5.0,,,2.0,,,,2.0,,2.0,3.0,6.0,3.0,,4.0,1.0,2.0,5.0,2.0,,,,2.0,,1.0,,,,,,2.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,1zt4jb3cd9yqr3sr9mlajdnth,D. Steres,Defender,5,180.0,88.0,3.0,22.0,10.0,59.0,6.0,91.0,,1.0,71.0,3.0,10.0,12.0,6.0,13.0,2.0,4.0,103.0,2.0,4.0,44.0,10.0,11.0,6.0,4.0,2.0,2.0,32.0,79.0,81.0,5.0,1.0,,,,,4.0,,,,,,,,6.0,10.0,,4.0,,,7.0,2.0,,,,1.0,,1.0,,,,2.0,,1.0,,,3.0,,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,41sjmbivftzl8asvfssxahene,A. Tchilao,Midfielder,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,8u3t462wnwgchtw59yg5sv9m2,D. Traore,Defender,15,57.0,23.0,4.0,9.0,13.0,8.0,5.0,23.0,1.0,,17.0,2.0,6.0,10.0,7.0,5.0,1.0,1.0,41.0,1.0,11.0,9.0,10.0,12.0,1.0,3.0,1.0,4.0,,17.0,17.0,5.0,1.0,2.0,2.0,,,1.0,,1.0,,,,1.0,,7.0,,,,2.0,2.0,1.0,7.0,,,,3.0,,,,,,3.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Los Angeles Galaxy,k3rif7polxoazy70fu2013op,E. Zubak,Forward,29,109.0,10.0,8.0,8.0,6.0,5.0,2.0,15.0,,3.0,13.0,3.0,2.0,3.0,2.0,3.0,1.0,,28.0,2.0,7.0,1.0,10.0,13.0,2.0,4.0,2.0,6.0,3.0,9.0,13.0,11.0,,,,,,,2.0,,3.0,1.0,,,5.0,2.0,,,1.0,1.0,,6.0,1.0,,,2.0,1.0,,2.0,,,1.0,1.0,,1.0,,,5.0,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
