liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Outside Box,Goals Openplay,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Through balls,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute On,Aerial Duels lost,Foul Won Penalty,Goals Conceded Inside Box,Goals from Inside Box,Hit Woodwork,Left Foot Goals,Other Goals,Tackles Won,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Unsuccessful Passes Own Half,Blocks,GK Successful Distribution,Goal Kicks,Handballs conceded,Interceptions,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Successful Launches,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Red Cards,Unsuccessful Launches,Unsuccessful Long Passes,Assists (Intentional),Clean Sheets,Total Big Chances Saved,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Attempts from Set Pieces,Corners Taken (incl short corners),Successful Corners into Box,Unsuccessful Corners into Box,Second Goal Assists,Catches,Goalkeeper Smother,Penalties Faced,Headed Goals,Penalties Taken,Clearances Off the Line,Last Player Tackle,Own Goal Scored,Unsuccessful lay-offs,Direct Setpiece Goals,Penalty Goals,Set Pieces Goals,Punches,Straight Red Cards,Drops,Penalties Saved,Saves from Penalty,Penalties Off Target,Saves made - caught,Direct Corner Goals,Crosses not Claimed
USA_MLS_Next_Pro,2026,Colorado Rapids 2,5jal3zhkwodffivsq89wfd15g,C. Aquino,Midfielder,44,1.0,1.0,7.0,34.0,2.0,34.0,3.0,32.0,18.0,14.0,68.0,38.0,4.0,7.0,1.0,1.0,13.0,3.0,,1.0,31.0,18.0,13.0,7.0,39.0,,130.0,,6.0,2.0,,11.0,,26.0,8.0,,3.0,5.0,5.0,3.0,,,8.0,6.0,105.0,69.0,45.0,105.0,,1.0,391.0,8.0,4.0,9.0,11.0,54.0,137.0,3.0,111.0,2.0,4.0,26.0,193.0,14.0,1.0,3.0,35.0,16.0,,0.0,1.0,0.0,2.0,,,10.0,,,1.0,,2.0,2.0,,,5.0,,,,,2.0,,,,,,1.0,,,10.0,1.0,,,,,,,,1.0,12.0,2.0,10.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,
USA_MLS_Next_Pro,2026,Colorado Rapids 2,97h14rkbl0yx3rqyf5sv376c,Q. Bedwell,Forward,50,3.0,,5.0,8.0,1.0,5.0,1.0,6.0,6.0,,12.0,4.0,1.0,5.0,,,5.0,1.0,,,3.0,3.0,,,5.0,,17.0,,,2.0,1.0,1.0,,3.0,,1.0,1.0,,,,,,1.0,,12.0,7.0,8.0,15.0,,,92.0,1.0,2.0,2.0,,8.0,20.0,2.0,15.0,,2.0,5.0,30.0,,,,5.0,4.0,,,,0.0,5.0,3.0,,4.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Colorado Rapids 2,6t4bdbrph7kwcrbkrasw4x0r8,J. Cameron,Defender,35,20.0,10.0,7.0,47.0,3.0,92.0,2.0,71.0,41.0,30.0,68.0,61.0,7.0,7.0,,,12.0,2.0,,,51.0,31.0,20.0,3.0,17.0,2.0,216.0,2.0,46.0,9.0,3.0,20.0,,92.0,3.0,3.0,3.0,6.0,1.0,3.0,3.0,3.0,1.0,7.0,175.0,75.0,104.0,169.0,2.0,,527.0,17.0,10.0,7.0,6.0,74.0,217.0,6.0,176.0,11.0,8.0,41.0,332.0,5.0,5.0,7.0,28.0,33.0,2.0,,,0.0,1.0,10.0,,10.0,,,,,9.0,,1.0,,18.0,1.0,,,,3.0,,1.0,,1.0,2.0,25.0,,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Colorado Rapids 2,7vhhtm49u9nzdpc9d60empxxw,Z. Campagnolo,Goalkeeper,51,1.0,1.0,8.0,,,35.0,,2.0,,2.0,,144.0,,8.0,,,19.0,3.0,,,1.0,,1.0,,126.0,,274.0,,22.0,1.0,,67.0,,88.0,,,,8.0,,,,,,22.0,242.0,8.0,307.0,293.0,,,720.0,,20.0,,2.0,45.0,358.0,,315.0,,,43.0,441.0,,,,17.0,5.0,,,,0.0,,,,16.0,,,,,,,,,26.0,,82.0,62.0,,,,2.0,,11.0,,,,20.0,38.0,,,3.0,7.0,27.0,16.0,10.0,10.0,,,,,,4.0,1.0,2.0,,,,,,,,,,10.0,,1.0,,,,,,
USA_MLS_Next_Pro,2026,Colorado Rapids 2,eqggdnd62jo2lhqvbd7lctmac,J. Chan Tack,Defender,56,4.0,3.0,4.0,20.0,,38.0,2.0,13.0,7.0,6.0,37.0,46.0,2.0,4.0,,,6.0,,,,9.0,6.0,3.0,3.0,13.0,1.0,117.0,,21.0,9.0,5.0,4.0,,42.0,3.0,,,4.0,3.0,,,,1.0,6.0,92.0,50.0,46.0,90.0,,,270.0,3.0,5.0,2.0,,39.0,121.0,,96.0,3.0,5.0,25.0,168.0,5.0,5.0,,18.0,19.0,,,,0.0,,1.0,,6.0,,,,,3.0,,,,12.0,2.0,,,,4.0,,1.0,,,2.0,9.0,,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Colorado Rapids 2,3dm2tar1klz8hkfnu4ovg1wd0,J. Copeland,Midfielder,42,6.0,,10.0,42.0,1.0,54.0,,49.0,37.0,12.0,76.0,25.0,2.0,10.0,1.0,2.0,14.0,2.0,1.0,,43.0,31.0,12.0,5.0,16.0,1.0,109.0,3.0,25.0,8.0,5.0,13.0,2.0,26.0,6.0,,5.0,6.0,6.0,3.0,3.0,1.0,1.0,3.0,86.0,48.0,41.0,83.0,4.0,1.0,506.0,16.0,3.0,9.0,5.0,61.0,109.0,5.0,86.0,6.0,11.0,23.0,188.0,5.0,5.0,13.0,21.0,19.0,3.0,1.0,1.0,0.0,4.0,6.0,,12.0,2.0,,,,2.0,3.0,1.0,1.0,7.0,1.0,,,,1.0,,1.0,,,,2.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Colorado Rapids 2,7dwa4xpmvtq0nl77qr3vfor8,J. De Coteau,Defender,45,6.0,4.0,9.0,76.0,,82.0,1.0,67.0,33.0,34.0,89.0,96.0,10.0,9.0,,,19.0,3.0,,,61.0,31.0,30.0,2.0,129.0,1.0,296.0,1.0,46.0,11.0,3.0,34.0,,14.0,2.0,2.0,2.0,7.0,1.0,2.0,2.0,4.0,,8.0,255.0,98.0,178.0,266.0,4.0,,701.0,14.0,20.0,11.0,14.0,94.0,315.0,4.0,274.0,12.0,10.0,41.0,504.0,8.0,8.0,9.0,31.0,33.0,2.0,,,0.0,2.0,2.0,,16.0,,,,,8.0,1.0,,,18.0,4.0,,,,4.0,,1.0,,,9.0,58.0,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Colorado Rapids 2,cqrocf05m5k1v9jahrzb1e9sk,M. Diop,Forward,26,13.0,6.0,5.0,26.0,2.0,23.0,2.0,53.0,33.0,20.0,55.0,9.0,5.0,5.0,1.0,1.0,11.0,2.0,1.0,,40.0,26.0,14.0,3.0,11.0,1.0,59.0,,10.0,3.0,1.0,12.0,1.0,23.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,45.0,30.0,26.0,51.0,1.0,,442.0,16.0,3.0,8.0,6.0,44.0,69.0,10.0,55.0,3.0,23.0,14.0,140.0,1.0,1.0,6.0,9.0,13.0,2.0,0.0,1.0,0.0,,7.0,,9.0,1.0,,,,2.0,,4.0,,6.0,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Colorado Rapids 2,8k21b3b2im7sl8rdqhs5h41lg,A. Erickson,Midfielder,67,5.0,4.0,5.0,33.0,,21.0,,34.0,16.0,18.0,32.0,41.0,3.0,5.0,,,8.0,1.0,,,29.0,15.0,14.0,,18.0,,115.0,1.0,14.0,2.0,1.0,5.0,,27.0,,,,2.0,2.0,,,,,4.0,96.0,38.0,62.0,96.0,3.0,,243.0,8.0,9.0,6.0,7.0,39.0,119.0,,100.0,7.0,2.0,19.0,190.0,,,4.0,12.0,15.0,,,,0.0,3.0,1.0,,7.0,,,,,4.0,,,,7.0,2.0,,,,3.0,1.0,1.0,,1.0,6.0,15.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Colorado Rapids 2,efmny1f7zzlxe9u2xoia43tw4,A. Fadal,Midfielder,15,3.0,2.0,5.0,43.0,,39.0,,40.0,21.0,19.0,11.0,79.0,12.0,5.0,,,10.0,2.0,,,37.0,20.0,17.0,,59.0,,238.0,,15.0,9.0,4.0,17.0,,69.0,,,,5.0,2.0,,,3.0,10.0,9.0,203.0,55.0,160.0,206.0,2.0,,408.0,1.0,9.0,13.0,2.0,41.0,250.0,,215.0,12.0,,35.0,300.0,,,1.0,20.0,21.0,2.0,,,0.0,,1.0,,8.0,,,,,10.0,,,,15.0,5.0,4.0,4.0,,5.0,,1.0,,1.0,,1.0,,8.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
