liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Shots Off Target (inc woodwork),Foul Attempted Tackle,Blocks,Goal Assists,Through balls,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Penalties Off Target,Foul Won Penalty,Hit Woodwork,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Clean Sheets,Drops,Penalties Faced,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Headed Goals,Clearances Off the Line,Straight Red Cards,Second Goal Assists,Penalty Goals Conceded,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Last Man Tackle,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2018,Reno 1868 FC,59jjjg7xpmbjhsbqnlyvi63f9,G. Abend,Midfielder,8,9.0,,1437.0,2.0,2.0,,836.0,3.0,88.0,,360.0,9.0,1.0,46.0,14.0,1.0,18.0,167.0,368.0,21.0,,83.0,857.0,3.0,7.0,6.0,658.0,13.0,13.0,129.0,,245.0,13.0,102.0,2.0,,129.0,15.0,19.0,37.0,1038.0,1.0,21.0,84.0,,287.0,12.0,10.0,73.0,2.0,,70.0,,27.0,22.0,2.0,124.0,16.0,14.0,,10.0,21.0,1.0,2.0,33.0,237.0,707.0,728.0,40.0,17.0,51.0,4.0,21.0,51.0,6.0,6.0,11.0,3.0,5.0,1.0,4.0,1.0,,,,,,,,,,,,,,,1.0,,,,7.0,,,,,,,,,,,2.0,,,,,,12.0,,,0.0,
USA_USL_Championship,2018,Reno 1868 FC,8vlcd0j8wb31z0hxiawpze9yh,M. Bersano,Goalkeeper,12,,,990.0,,16.0,,159.0,,,,39.0,42.0,,94.0,,1.0,,99.0,192.0,,,3.0,328.0,,,,154.0,7.0,,97.0,,64.0,,75.0,,,97.0,11.0,1.0,22.0,443.0,,11.0,,,196.0,,10.0,2.0,,,77.0,,,2.0,,2.0,7.0,8.0,,,11.0,,,,68.0,121.0,231.0,2.0,,,,,,,,,,,,,,34.0,161.0,4.0,,2.0,13.0,10.0,21.0,,45.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,0.0,137.0
USA_USL_Championship,2018,Reno 1868 FC,5gkfwtc0erkj42jk3j7mnceay,S. Bieker,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Reno 1868 FC,6t1iwmt8vwah0kldd5u51fd1x,B. Brown,Forward,99,9.0,15.0,2192.0,4.0,,17.0,618.0,17.0,208.0,5.0,366.0,2.0,1.0,4.0,15.0,2.0,63.0,310.0,131.0,16.0,,143.0,639.0,14.0,38.0,24.0,480.0,22.0,59.0,147.0,,164.0,23.0,131.0,10.0,,77.0,22.0,34.0,25.0,1036.0,,34.0,196.0,1.0,129.0,142.0,10.0,117.0,35.0,1.0,12.0,5.0,44.0,37.0,24.0,296.0,13.0,24.0,10.0,9.0,34.0,,2.0,116.0,138.0,471.0,492.0,100.0,13.0,179.0,3.0,7.0,80.0,12.0,52.0,24.0,10.0,1.0,4.0,,13.0,,,,,,,,,,,6.0,,4.0,1.0,2.0,16.0,3.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,73.0,8.0,9.0,3.0,
USA_USL_Championship,2018,Reno 1868 FC,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,Midfielder,26,3.0,,800.0,6.0,3.0,1.0,446.0,2.0,70.0,2.0,224.0,5.0,1.0,21.0,7.0,,8.0,93.0,171.0,15.0,,48.0,462.0,2.0,10.0,1.0,358.0,14.0,8.0,69.0,1.0,92.0,15.0,56.0,1.0,,45.0,10.0,11.0,18.0,562.0,3.0,11.0,54.0,1.0,150.0,7.0,10.0,26.0,2.0,2.0,35.0,1.0,7.0,3.0,3.0,65.0,9.0,14.0,,5.0,11.0,2.0,,31.0,150.0,379.0,393.0,11.0,10.0,39.0,5.0,10.0,23.0,1.0,19.0,6.0,6.0,,,4.0,1.0,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,1.0,1.0,,,,,1.0,,,,,,7.0,1.0,0.0,1.0,
USA_USL_Championship,2018,Reno 1868 FC,6gsqjke3thgf819b2672i8xcl,Z. Carroll,Defender,5,,1.0,2597.0,2.0,12.0,2.0,1389.0,1.0,86.0,1.0,423.0,46.0,4.0,135.0,12.0,3.0,34.0,284.0,757.0,28.0,,127.0,1441.0,,21.0,7.0,976.0,23.0,9.0,262.0,,148.0,5.0,187.0,3.0,,134.0,28.0,16.0,75.0,1778.0,,30.0,87.0,,724.0,23.0,10.0,118.0,5.0,,203.0,1.0,9.0,76.0,1.0,197.0,155.0,26.0,,,30.0,,,45.0,483.0,1136.0,1179.0,110.0,20.0,79.0,8.0,52.0,42.0,2.0,,4.0,5.0,15.0,2.0,1.0,,,,,,,,,,,,,,,,2.0,2.0,,,10.0,,,,,,,2.0,,,1.0,1.0,,,,,,4.0,1.0,1.0,0.0,
USA_USL_Championship,2018,Reno 1868 FC,3gofrteqre0ms4u0uhw7v69k9,S. Casiple,Midfielder,84,16.0,1.0,2312.0,30.0,4.0,3.0,1295.0,10.0,200.0,19.0,614.0,10.0,3.0,60.0,25.0,2.0,14.0,345.0,512.0,49.0,,172.0,1339.0,7.0,30.0,18.0,991.0,22.0,25.0,232.0,16.0,362.0,38.0,217.0,3.0,1.0,191.0,27.0,47.0,60.0,1742.0,42.0,30.0,156.0,,450.0,34.0,10.0,103.0,11.0,3.0,116.0,2.0,12.0,24.0,11.0,194.0,25.0,24.0,,45.0,30.0,25.0,1.0,77.0,327.0,1067.0,1107.0,38.0,40.0,91.0,9.0,57.0,79.0,3.0,31.0,14.0,19.0,5.0,3.0,4.0,2.0,,,,,,,,,,,3.0,,,2.0,,3.0,2.0,2.0,8.0,,,,,,,,,,1.0,1.0,,,,,,27.0,2.0,1.0,1.0,
USA_USL_Championship,2018,Reno 1868 FC,e1jyf71bxxp4zr4d0a04fjxt5,D. Espinal,Midfielder,13,1.0,,27.0,1.0,,,14.0,,3.0,,8.0,,,1.0,1.0,,,12.0,3.0,,,2.0,14.0,,,1.0,11.0,1.0,1.0,3.0,,6.0,1.0,5.0,,,4.0,,3.0,1.0,28.0,2.0,1.0,5.0,,5.0,3.0,10.0,1.0,1.0,,,,,,1.0,5.0,,1.0,,3.0,1.0,2.0,,4.0,,11.0,11.0,,,4.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,
USA_USL_Championship,2018,Reno 1868 FC,6u7x9vpr7bkj7ma0yb8z1va7e,G. Fuentes,Midfielder,35,,,67.0,,,,33.0,,9.0,,13.0,,,3.0,2.0,,2.0,15.0,9.0,,,8.0,33.0,,1.0,,22.0,,,11.0,,7.0,,8.0,,,9.0,,4.0,3.0,41.0,,4.0,5.0,,11.0,1.0,10.0,,,,,,,,,7.0,,,,,4.0,,,5.0,6.0,22.0,22.0,2.0,,7.0,,1.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,
USA_USL_Championship,2018,Reno 1868 FC,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,Midfielder,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Reno 1868 FC,3efe8z7v7d88vr1457g75wquh,M. Gonzalez,Forward,9,,1.0,382.0,2.0,,,124.0,1.0,34.0,1.0,67.0,3.0,1.0,6.0,3.0,1.0,11.0,60.0,34.0,4.0,,20.0,126.0,,8.0,13.0,92.0,5.0,6.0,26.0,,41.0,3.0,21.0,2.0,,20.0,3.0,5.0,5.0,204.0,,7.0,46.0,,31.0,9.0,10.0,25.0,1.0,,8.0,1.0,5.0,3.0,10.0,60.0,,6.0,,,7.0,,,24.0,20.0,99.0,100.0,14.0,3.0,35.0,1.0,1.0,22.0,4.0,3.0,5.0,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,16.0,,,0.0,
USA_USL_Championship,2018,Reno 1868 FC,1x1mkghysjlhokz38e6jpto7p,J. Graf,Forward,3,2.0,5.0,441.0,1.0,,1.0,109.0,6.0,45.0,,56.0,1.0,1.0,1.0,5.0,,33.0,70.0,22.0,7.0,,35.0,114.0,5.0,24.0,3.0,78.0,7.0,11.0,36.0,,29.0,5.0,34.0,2.0,,12.0,4.0,11.0,4.0,192.0,,18.0,60.0,,12.0,26.0,10.0,25.0,4.0,,,,7.0,8.0,2.0,101.0,4.0,7.0,,2.0,18.0,,2.0,43.0,28.0,73.0,78.0,41.0,6.0,76.0,1.0,,17.0,14.0,16.0,7.0,7.0,1.0,,,3.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,11.0,0.0,1.0,0.0,
USA_USL_Championship,2018,Reno 1868 FC,56unbt2wkhtit4zq01ekax8t1,B. Griffiths,Defender,23,1.0,1.0,1205.0,4.0,3.0,1.0,526.0,,18.0,,120.0,11.0,3.0,34.0,5.0,1.0,32.0,96.0,339.0,12.0,,47.0,540.0,,19.0,3.0,400.0,15.0,4.0,81.0,,129.0,1.0,44.0,3.0,,75.0,13.0,12.0,38.0,729.0,,15.0,45.0,,237.0,13.0,10.0,46.0,2.0,,59.0,,9.0,24.0,1.0,101.0,70.0,16.0,,1.0,15.0,,1.0,23.0,156.0,446.0,459.0,56.0,7.0,55.0,5.0,38.0,22.0,2.0,,2.0,7.0,15.0,,,,,,,,,,,,,,,,,,,1.0,,,5.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,2.0,1.0,0.0,0.0,
USA_USL_Championship,2018,Reno 1868 FC,cv8u1u1mvnd89t6sqhlheorth,A. Hoppenot,Midfielder,29,48.0,20.0,2590.0,35.0,6.0,5.0,715.0,32.0,146.0,16.0,375.0,13.0,5.0,41.0,20.0,2.0,17.0,495.0,150.0,36.0,,178.0,728.0,9.0,30.0,47.0,482.0,30.0,41.0,219.0,,124.0,49.0,240.0,8.0,5.0,128.0,30.0,51.0,27.0,1323.0,,34.0,301.0,,197.0,160.0,10.0,147.0,22.0,,27.0,16.0,55.0,9.0,43.0,327.0,8.0,32.0,2.0,48.0,34.0,,5.0,163.0,261.0,498.0,509.0,26.0,22.0,180.0,14.0,19.0,138.0,4.0,27.0,19.0,6.0,1.0,13.0,7.0,2.0,,,,,,,,,,,3.0,,1.0,3.0,12.0,5.0,,,7.0,,,,,,,,,,,2.0,,,,,,107.0,4.0,1.0,2.0,
USA_USL_Championship,2018,Reno 1868 FC,48mxqmfq6y1pg5xb1zrfixzze,K. Ihn,Defender,35,,,90.0,,1.0,,12.0,,,,4.0,6.0,,16.0,,,,16.0,8.0,,,,28.0,,,,7.0,1.0,,16.0,,1.0,,14.0,,,8.0,1.0,,2.0,38.0,,1.0,,,22.0,,10.0,,,,5.0,,,,,,2.0,1.0,,,1.0,,,,5.0,6.0,12.0,,,,,,,,,,,,,,,3.0,10.0,1.0,,,,1.0,3.0,,8.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,0.0,13.0
USA_USL_Championship,2018,Reno 1868 FC,8qb10d2fndbwy8elbgabim1ux,T. Janjigian,Defender,6,4.0,,1682.0,1.0,15.0,,891.0,,35.0,,189.0,41.0,,85.0,8.0,2.0,23.0,179.0,557.0,18.0,,74.0,905.0,1.0,10.0,5.0,609.0,18.0,2.0,159.0,,352.0,1.0,112.0,,,117.0,19.0,13.0,51.0,1131.0,,20.0,44.0,,395.0,14.0,10.0,91.0,1.0,,137.0,,8.0,63.0,,130.0,96.0,20.0,,4.0,20.0,,,16.0,123.0,734.0,746.0,86.0,13.0,39.0,5.0,43.0,28.0,1.0,1.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,0.0,
USA_USL_Championship,2018,Reno 1868 FC,1y62dv6nucbkjzbynyw2gny6t,J. Kiffe,Defender,2,18.0,1.0,811.0,68.0,8.0,,373.0,7.0,67.0,7.0,121.0,17.0,1.0,36.0,8.0,,11.0,174.0,185.0,16.0,,48.0,383.0,2.0,8.0,21.0,275.0,11.0,3.0,84.0,1.0,152.0,6.0,88.0,1.0,11.0,50.0,10.0,20.0,25.0,684.0,10.0,10.0,82.0,,152.0,8.0,10.0,57.0,1.0,,24.0,5.0,8.0,12.0,9.0,105.0,39.0,11.0,,29.0,10.0,9.0,,37.0,12.0,291.0,299.0,23.0,11.0,48.0,5.0,25.0,45.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,1.0,,,,,,21.0,,,0.0,
USA_USL_Championship,2018,Reno 1868 FC,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,Midfielder,11,23.0,,2145.0,125.0,6.0,1.0,805.0,14.0,164.0,10.0,341.0,17.0,1.0,33.0,25.0,2.0,22.0,324.0,337.0,43.0,,121.0,822.0,,17.0,68.0,630.0,20.0,17.0,154.0,,314.0,15.0,134.0,9.0,28.0,157.0,23.0,46.0,43.0,1438.0,,28.0,219.0,,316.0,56.0,10.0,152.0,6.0,,38.0,10.0,17.0,24.0,35.0,265.0,35.0,22.0,1.0,23.0,28.0,,1.0,91.0,28.0,652.0,668.0,46.0,35.0,113.0,8.0,40.0,128.0,5.0,2.0,11.0,5.0,7.0,5.0,4.0,,,1.0,,,,,,,,,,,,1.0,5.0,1.0,,,9.0,,,1.0,,,,,,,1.0,1.0,,,,,,61.0,0.0,1.0,1.0,1.0
USA_USL_Championship,2018,Reno 1868 FC,4mca2qok2asjbj10hjwil0a95,J. Marcinkowski,Goalkeeper,18,,,2160.0,,40.0,,347.0,1.0,,,91.0,89.0,1.0,227.0,,2.0,2.0,236.0,367.0,1.0,,2.0,687.0,,,1.0,289.0,28.0,,229.0,,156.0,1.0,198.0,,,225.0,24.0,,31.0,941.0,,24.0,4.0,,407.0,,10.0,23.0,,,169.0,,5.0,19.0,,25.0,16.0,30.0,,,24.0,,,,124.0,259.0,458.0,21.0,,2.0,1.0,,4.0,,,,,,,,,70.0,298.0,5.0,1.0,12.0,28.0,20.0,42.0,3.0,97.0,,,,,,,,,5.0,4.0,1.0,,,,,,,,,1.0,,,,,,,,,0.0,259.0
USA_USL_Championship,2018,Reno 1868 FC,clqjcy623rlupobk5ox82oic5,P. Marie,Defender,33,32.0,4.0,1298.0,76.0,3.0,1.0,555.0,10.0,138.0,8.0,282.0,16.0,3.0,34.0,20.0,1.0,16.0,256.0,138.0,32.0,,112.0,558.0,8.0,19.0,15.0,389.0,18.0,14.0,146.0,,54.0,15.0,137.0,8.0,15.0,83.0,16.0,47.0,41.0,919.0,,18.0,123.0,1.0,197.0,21.0,10.0,68.0,6.0,,23.0,8.0,14.0,9.0,14.0,148.0,17.0,19.0,1.0,32.0,18.0,,1.0,64.0,169.0,409.0,412.0,25.0,22.0,80.0,10.0,23.0,59.0,2.0,9.0,8.0,11.0,2.0,3.0,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,1.0,,,,,,28.0,0.0,1.0,0.0,
USA_USL_Championship,2018,Reno 1868 FC,am4kp4gaxt9d1vf4byaotl04p,L. Mfeka,Midfielder,10,5.0,7.0,1636.0,1.0,1.0,4.0,776.0,10.0,133.0,1.0,468.0,2.0,2.0,14.0,23.0,1.0,8.0,215.0,198.0,19.0,,110.0,789.0,12.0,19.0,33.0,633.0,16.0,41.0,124.0,,216.0,32.0,111.0,6.0,,115.0,20.0,35.0,22.0,1069.0,4.0,24.0,151.0,1.0,246.0,59.0,10.0,90.0,18.0,4.0,32.0,1.0,30.0,8.0,17.0,167.0,4.0,17.0,3.0,9.0,24.0,3.0,3.0,69.0,194.0,653.0,665.0,16.0,17.0,77.0,2.0,11.0,82.0,4.0,24.0,23.0,13.0,4.0,1.0,6.0,,,,,,,,,,,,1.0,,,2.0,,3.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,36.0,2.0,2.0,1.0,
