liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Penalties Conceded,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Games Played,Ground Duels lost,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Successful Lay-offs,Corners Won,Yellow Cards,Penalty Goals Conceded,Successful Dribbles,Goals Conceded Inside Box,Shots On Target ( inc goals ),Successful Long Passes,Unsuccessful Dribbles,Goals Conceded,Unsuccessful Crosses & Corners,Hit Woodwork,Leftside Passes,Clean Sheets,Substitute On,Blocks,Saves Made,GK Successful Distribution,Successful Launches,Punches,Penalties Saved,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Offsides,Throw Ins to Own Player,Successful Crosses & Corners,Throw Ins to Opposition Player,Successful Crosses open play,Blocked Shots,Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Corners into Box,Goals Conceded Outside Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Goals,Headed Goals,Clearances Off the Line,Goals from Inside Box,Right Foot Goals,Goals from Outside Box,Left Foot Goals,Catches,Saves made - caught,Unsuccessful lay-offs,Second Goal Assists,Goalkeeper Smother,Drops,Foul Won Penalty,Set Pieces Goals,Penalties Taken,Penalty Goals,Last Man Tackle,Own Goal Scored,Penalties Off Target,Total Red Cards,Straight Red Cards
Concacaf_Concacaf_Champions_Cup,2019,New York Red Bulls,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,Defender,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,New York Red Bulls,6vjoq2kgaq2igxoh8cvq0ieax,C. Cásseres,Forward,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,New York Red Bulls,4wy7kbv694s6xrm3tfsyl4hyh,S. Davis,Midfielder,27,360.0,,206.0,9.0,128.0,6.0,16.0,9.0,2.0,6.0,58.0,45.0,19.0,25.0,211.0,,10.0,161.0,3.0,41.0,52.0,1.0,40.0,38.0,4.0,14.0,11.0,290.0,4.0,8.0,39.0,106.0,2.0,57.0,34.0,3.0,10.0,55.0,3.0,4.0,15.0,165.0,170.0,16.0,9.0,21.0,10.0,12.0,24.0,4.0,,,,,3.0,5.0,1.0,9.0,,6.0,10.0,,44.0,2.0,,,,,4.0,,,,,,,,,,,3.0,,1.0,,8.0,6.0,,2.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,New York Red Bulls,1o6ncw2f6h5uodlhavzsswvrp,K. Duncan,Defender,6,121.0,,70.0,4.0,20.0,2.0,4.0,1.0,,5.0,46.0,21.0,7.0,26.0,70.0,,10.0,38.0,,30.0,,,23.0,21.0,1.0,4.0,8.0,124.0,2.0,4.0,27.0,46.0,2.0,75.0,20.0,4.0,8.0,40.0,2.0,2.0,15.0,40.0,40.0,13.0,6.0,20.0,1.0,4.0,12.0,1.0,,,,,1.0,2.0,,2.0,2.0,2.0,1.0,,20.0,,1.0,2.0,,,,,,,,,,,,,15.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,New York Red Bulls,csx9pmpibyblftludnkd6j36x,M. Epps,Forward,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,New York Red Bulls,2uis9d0h87arn5ew3bg1si40l,D. Etienne,Midfielder,7,38.0,,13.0,2.0,4.0,,,,,1.0,12.0,5.0,,4.0,13.0,,2.0,8.0,,4.0,6.0,,6.0,1.0,,1.0,,26.0,2.0,1.0,9.0,4.0,5.0,15.0,3.0,2.0,,10.0,,2.0,6.0,9.0,9.0,1.0,,7.0,,,3.0,2.0,,,,,1.0,3.0,,1.0,1.0,4.0,2.0,,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,New York Red Bulls,7yfqbj33r0hi0scz89ckt9bs9,O. Fernandez,Midfielder,21,80.0,,20.0,5.0,13.0,1.0,1.0,,,3.0,13.0,3.0,2.0,3.0,20.0,1.0,2.0,16.0,2.0,4.0,3.0,,5.0,1.0,1.0,1.0,1.0,38.0,2.0,2.0,11.0,6.0,4.0,100.0,7.0,3.0,1.0,15.0,,2.0,5.0,16.0,16.0,4.0,1.0,8.0,1.0,,6.0,2.0,,1.0,,,1.0,,2.0,,1.0,,2.0,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,New York Red Bulls,58c19piq01hbllnokygtm5l91,A. Ivan,Forward,9,60.0,,19.0,4.0,10.0,,,,1.0,,11.0,4.0,1.0,6.0,19.0,,,12.0,2.0,6.0,4.0,,5.0,2.0,,1.0,2.0,32.0,3.0,,5.0,6.0,4.0,76.0,3.0,1.0,,5.0,1.0,3.0,2.0,13.0,13.0,,1.0,2.0,,,3.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,5.0,,3.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,New York Red Bulls,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,Forward,25,25.0,,2.0,1.0,1.0,,,,,,3.0,1.0,,1.0,3.0,,,2.0,,1.0,1.0,,1.0,,,,,5.0,1.0,,1.0,1.0,1.0,9.0,,,,1.0,,1.0,1.0,1.0,2.0,,,1.0,,,,,,1.0,,,,3.0,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,New York Red Bulls,5fhps8g0dwc8a7saixxrmoic5,C. Lade,Defender,5,315.0,,97.0,14.0,43.0,6.0,11.0,2.0,1.0,5.0,50.0,23.0,8.0,24.0,100.0,1.0,6.0,59.0,1.0,35.0,25.0,1.0,30.0,15.0,4.0,10.0,10.0,171.0,4.0,3.0,23.0,54.0,7.0,58.0,19.0,5.0,6.0,34.0,5.0,4.0,10.0,62.0,65.0,11.0,7.0,15.0,1.0,8.0,13.0,5.0,,2.0,1.0,,1.0,5.0,,6.0,,6.0,5.0,,7.0,1.0,,1.0,,,2.0,,,,,,,,,1.0,20.0,1.0,4.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
