liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Other Goals,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Unsuccessful lay-offs,Yellow Cards,Home Goals,Away Goals,Winning Goal,Attempts from Set Pieces,Corners Taken (incl short corners),Goals Openplay,Handballs conceded,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Substitute Off,Substitute On,Successful Lay-offs,Through balls,Unsuccessful Corners into Box,Foul Won Penalty,Goal Assists,Penalties Conceded,Successful Crosses & Corners,Successful Crosses open play,Throw Ins to Opposition Player,Assists (Intentional),Hit Woodwork,Successful Corners into Box,Left Foot Goals,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Last Player Tackle,Own Goal Scored,Straight Red Cards,Total Red Cards,Red Cards - 2nd Yellow,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Catches,Drops,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves from Penalty,Saves made - caught,Saves made - parried,Penalties Off Target
Mexico_Liga_MX,2025-2026,Club Necaxa,azkyhgexe8fugq5tzgprig63t,E. Almendra,Midfielder,10,3.0,1.0,2.0,10.0,25.0,2.0,1.0,30.0,,,2.0,17.0,10.0,7.0,62.0,56.0,,,10.0,,,2.0,2.0,,,14.0,9.0,5.0,,5.0,5.0,38.0,,162.0,,1.0,,12.0,5.0,1.0,13.0,50.0,5.0,3.0,,5.0,1.0,1.0,20.0,121.0,95.0,39.0,108.0,1.0,,3.0,443.0,5.0,1.0,,,,3.0,2.0,3.0,58.0,169.0,3.0,128.0,1.0,5.0,41.0,219.0,4.0,1.0,3.0,2.0,9.0,37.0,8.0,32.0,,,,,0.0,,5.0,,1.0,,,,,5.0,5.0,2.0,1.0,2.0,,,,6.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Necaxa,a5x0u1wzzvtj6lmdszv5e03ys,R. Alonso,Midfielder,232,1.0,,1.0,2.0,,,,1.0,,,,2.0,1.0,1.0,1.0,5.0,1.0,,2.0,,,2.0,2.0,,,1.0,1.0,,,,,4.0,,9.0,,,1.0,,,,,,,,,,,,1.0,8.0,3.0,5.0,7.0,,,,19.0,,,,,,1.0,1.0,,1.0,9.0,,8.0,,1.0,1.0,10.0,,,,,1.0,1.0,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Necaxa,1jnej8xr9nmhcj5z4erk1785w,K. Armenta,Forward,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Necaxa,3z9lghj0aftrshfuby4xjowoa,T. Badaloni,Forward,9,67.0,35.0,32.0,16.0,73.0,10.0,1.0,50.0,2.0,,3.0,122.0,69.0,53.0,143.0,36.0,4.0,,16.0,,5.0,19.0,16.0,3.0,5.0,55.0,34.0,21.0,4.0,2.0,9.0,60.0,6.0,185.0,,,2.0,17.0,7.0,2.0,30.0,41.0,10.0,14.0,15.0,12.0,3.0,,1.0,137.0,80.0,82.0,161.0,3.0,2.0,,1125.0,19.0,,3.0,,4.0,10.0,21.0,13.0,100.0,210.0,29.0,162.0,5.0,51.0,48.0,361.0,,,5.0,,3.0,35.0,13.0,45.0,2.0,,3.0,2.0,2.0,,,4.0,7.0,,,,,4.0,4.0,24.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Necaxa,dl40zb7nm9ayqf10noredupd5,C. Calderón,Defender,16,20.0,12.0,8.0,14.0,61.0,3.0,5.0,60.0,,1.0,3.0,89.0,47.0,42.0,108.0,83.0,13.0,,14.0,,,13.0,11.0,2.0,,69.0,35.0,34.0,,6.0,16.0,26.0,,243.0,,1.0,1.0,21.0,12.0,5.0,36.0,84.0,16.0,7.0,3.0,10.0,7.0,2.0,16.0,203.0,103.0,112.0,195.0,5.0,4.0,43.0,806.0,10.0,,2.0,1.0,,24.0,18.0,18.0,89.0,254.0,10.0,211.0,9.0,10.0,43.0,455.0,19.0,8.0,6.0,8.0,13.0,49.0,13.0,30.0,,4.0,,,0.0,3.0,11.0,,,,,,,7.0,4.0,3.0,1.0,9.0,,,,4.0,2.0,5.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Necaxa,5f76d9pvqluah67sfgbpfyhnt,J. Carranza,Forward,21,19.0,12.0,7.0,6.0,8.0,1.0,1.0,16.0,,,2.0,55.0,25.0,30.0,36.0,11.0,5.0,,6.0,,3.0,2.0,2.0,,3.0,36.0,13.0,23.0,1.0,1.0,2.0,7.0,3.0,28.0,,,,5.0,3.0,3.0,7.0,6.0,2.0,4.0,3.0,4.0,,,1.0,17.0,10.0,11.0,20.0,4.0,5.0,,308.0,4.0,,,,2.0,1.0,10.0,14.0,23.0,32.0,7.0,21.0,9.0,11.0,11.0,87.0,,,2.0,,,11.0,,11.0,2.0,1.0,1.0,2.0,0.0,,,2.0,,1.0,1.0,2.0,,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Necaxa,eg5739utjjetg33wvaebf812i,B. Casas,Forward,198,1.0,1.0,,2.0,,,,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,3.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,,,,1.0,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Necaxa,agl1iwyokrjjdnc0yy0as4kr8,R. Cortéz,Midfielder,17,2.0,1.0,1.0,8.0,7.0,,2.0,29.0,,,,19.0,11.0,8.0,23.0,30.0,2.0,,8.0,,,8.0,7.0,1.0,,17.0,10.0,7.0,,3.0,1.0,29.0,,88.0,,,1.0,15.0,1.0,1.0,14.0,24.0,1.0,2.0,,2.0,1.0,,5.0,74.0,47.0,29.0,71.0,,4.0,2.0,195.0,4.0,,,,,5.0,5.0,2.0,23.0,90.0,2.0,76.0,4.0,1.0,14.0,128.0,1.0,,2.0,4.0,7.0,9.0,6.0,7.0,,1.0,,,0.0,,1.0,,,,,,,1.0,6.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Necaxa,5l0f823ezep4nzs0e5vf94npw,E. Martínez,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Necaxa,64p7y8y2gxzz8fmunj9lcj2s5,L. Faravelli,Midfielder,8,11.0,5.0,6.0,16.0,101.0,1.0,1.0,145.0,2.0,,8.0,105.0,53.0,52.0,175.0,184.0,7.0,,16.0,,,21.0,17.0,4.0,,94.0,48.0,46.0,,13.0,12.0,156.0,,610.0,,,2.0,64.0,14.0,8.0,70.0,183.0,14.0,10.0,3.0,15.0,4.0,,32.0,519.0,312.0,221.0,498.0,10.0,17.0,6.0,1352.0,12.0,2.0,,,,9.0,11.0,15.0,142.0,624.0,13.0,530.0,27.0,21.0,94.0,789.0,14.0,10.0,3.0,10.0,24.0,88.0,20.0,70.0,,3.0,,,0.0,,6.0,,1.0,,,,,3.0,1.0,20.0,,4.0,,2.0,1.0,3.0,2.0,,2.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
