liga,temporada,equipo,id,nombre,posicion,dorsal,Tackles Won,Straight Red Cards,Total Shots,Aerial Duels won,Successful Passes Opposition Half,Tackles Lost,Unsuccessful Short Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Unsuccessful Launches,Unsuccessful Long Passes,Clean Sheets,Games Played,Total Clearances,Unsuccessful Crosses & Corners,Touches,Aerial Duels,Successful Crosses & Corners,Recoveries,Unsuccessful Crosses open play,Successful Crosses open play,Aerial Duels lost,Ground Duels won,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Total Tackles,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Foul Attempted Tackle,Ground Duels,Index,Shots Off Target (inc woodwork),Blocks,Duels lost,Ground Duels lost,Successful Short Passes,Total Fouls Won,Duels won,Rightside Passes,Duels,Successful Long Passes,PutThrough/Blocked Distribution,Penalties Conceded,Goals Conceded Outside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Launches,Goals Conceded,Total Passes,Total Losses Of Possession,Substitute On,Total Fouls Conceded,Times Tackled,Total Touches In Opposition Box,Substitute Off,Interceptions,Appearances,Time Played,Backward Passes,Starts,Total Red Cards,Forward Passes,Throw Ins to Own Player,Leftside Passes,Unsuccessful Passes Own Half,Open Play Passes,Penalty Goals Conceded,Yellow Cards,Clearances Off the Line,Winning Goal,Through balls,Unsuccessful Corners into Box,Goals,Offsides,Right Foot Goals,Corners Taken (incl short corners),Shots On Target ( inc goals ),Attempts from Set Pieces,Goals from Inside Box,Successful Corners into Box,Blocked Shots,Successful Dribbles,Second Goal Assists,Handballs conceded,Goal Assists,Corners Won,Hit Woodwork,Assists (Intentional),Goals from Outside Box,Penalties Taken,Successful Lay-offs,Set Pieces Goals,Home Goals,Away Goals,Headed Goals,Unsuccessful lay-offs,Own Goal Scored,Left Foot Goals,GK Successful Distribution,Drops,Punches,Saves Made,GK Unsuccessful Distribution,Saves made - parried,Saves made - caught,Saves Made from Outside Box,Goal Kicks,Catches,Saves Made from Inside Box,Foul Won Penalty,Penalties Faced,Goalkeeper Smother,Penalty Goals,Saves from Penalty,Penalties Saved,Last Man Tackle,Crosses not Claimed,Penalties Off Target,Other Goals
USA_USL_League_One,2021,Richmond Kickers,2dyyjdcwdtny8sbknoc5ejeju,S. Alves,Forward,21,6.0,,12.0,4.0,54.0,8.0,32.0,5.0,32.0,43.0,7.0,41.0,88.0,5.0,11.0,,12.0,8.0,7.0,242.0,21.0,1.0,35.0,7.0,1.0,17.0,24.0,2.0,3.0,14.0,,,2.0,48.0,10.0,7.0,1.0,41.0,24.0,88.0,8.0,28.0,24.0,69.0,6.0,12.0,,1.0,94.0,1.0,8.0,137.0,77.0,6.0,4.0,14.0,15.0,6.0,10.0,12.0,512.0,36.0,6.0,,43.0,3.0,34.0,18.0,131.0,1.0,1.0,,0.0,1.0,,,,,,5.0,,,,,2.0,,,1.0,5.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Richmond Kickers,4avmtni30rahy4h40ffg89q6t,O. Anderson,Forward,11,5.0,,30.0,14.0,46.0,6.0,39.0,6.0,49.0,41.0,9.0,20.0,59.0,,2.0,,25.0,1.0,13.0,311.0,26.0,5.0,33.0,13.0,5.0,12.0,46.0,22.0,5.0,11.0,,,9.0,102.0,10.0,21.0,,68.0,56.0,58.0,22.0,60.0,25.0,128.0,3.0,10.0,,3.0,61.0,,12.0,102.0,137.0,21.0,20.0,35.0,58.0,1.0,6.0,25.0,709.0,23.0,4.0,,33.0,1.0,21.0,5.0,100.0,,4.0,,0.0,,,3.0,9.0,1.0,,9.0,,3.0,,2.0,13.0,,2.0,3.0,11.0,1.0,2.0,,,2.0,,0.0,3.0,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,
USA_USL_League_One,2021,Richmond Kickers,914607gz71onfudf4v45ci0dm,I. Antley,Defender,5,,,,,3.0,,1.0,1.0,1.0,1.0,,9.0,10.0,,,,1.0,,,20.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,10.0,,,,,10.0,1.0,1.0,,1.0,1.0,1.0,,,11.0,,,12.0,3.0,,,,,1.0,1.0,1.0,28.0,1.0,1.0,,4.0,2.0,7.0,,11.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Richmond Kickers,aw1stc4erqzwcmiv4m2yyqdt6,N. Aune,Defender,24,9.0,,4.0,31.0,36.0,6.0,44.0,3.0,37.0,60.0,6.0,86.0,118.0,3.0,16.0,,15.0,19.0,1.0,299.0,53.0,,36.0,1.0,,22.0,22.0,1.0,3.0,15.0,6.0,,7.0,54.0,10.0,4.0,3.0,54.0,32.0,111.0,7.0,53.0,39.0,107.0,11.0,12.0,,1.0,122.0,3.0,7.0,182.0,90.0,11.0,13.0,8.0,14.0,3.0,12.0,15.0,517.0,15.0,4.0,,85.0,11.0,43.0,24.0,178.0,,2.0,,0.0,,,,,,,,,,,3.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Richmond Kickers,481suuvg47719zxnajg5zlx7u,A. Aviza,Goalkeeper,44,,,,,1.0,,,,2.0,3.0,2.0,22.0,12.0,1.0,3.0,,1.0,,,30.0,,,4.0,,,,,,,,,,,,10.0,,,,,21.0,,,7.0,,2.0,,,,23.0,,2.0,26.0,3.0,,,,,,,1.0,90.0,,1.0,,7.0,,12.0,1.0,13.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,3.0,1.0,,,1.0,10.0,,2.0,,,,,,,,,,
USA_USL_League_One,2021,Richmond Kickers,dz7v9xfcwdvjioeyv4z54neqy,J. Bolanos,Forward,17,29.0,,40.0,18.0,183.0,17.0,103.0,23.0,136.0,115.0,21.0,110.0,275.0,7.0,12.0,1.0,29.0,6.0,50.0,852.0,52.0,8.0,101.0,43.0,6.0,34.0,100.0,36.0,30.0,46.0,,,20.0,239.0,10.0,20.0,2.0,173.0,139.0,274.0,26.0,118.0,167.0,291.0,11.0,53.0,,6.0,285.0,1.0,27.0,400.0,314.0,4.0,44.0,61.0,100.0,19.0,10.0,29.0,2101.0,113.0,25.0,,85.0,14.0,35.0,29.0,390.0,1.0,7.0,,3.0,1.0,7.0,5.0,33.0,2.0,10.0,20.0,,3.0,2.0,9.0,28.0,,1.0,1.0,27.0,2.0,1.0,2.0,,4.0,,1.0,4.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Richmond Kickers,4qofik4taju14sucl0yuuvkrt,M. Bolduc,Midfielder,7,23.0,,14.0,5.0,210.0,14.0,102.0,28.0,133.0,125.0,20.0,173.0,369.0,6.0,23.0,5.0,29.0,16.0,39.0,846.0,23.0,10.0,117.0,38.0,10.0,18.0,73.0,29.0,17.0,37.0,2.0,,15.0,170.0,10.0,9.0,1.0,115.0,97.0,353.0,27.0,78.0,64.0,193.0,20.0,40.0,,5.0,373.0,2.0,25.0,498.0,269.0,7.0,25.0,55.0,38.0,13.0,10.0,29.0,1915.0,117.0,22.0,,165.0,15.0,152.0,31.0,493.0,,3.0,1.0,0.0,2.0,1.0,1.0,12.0,,1.0,5.0,,1.0,,7.0,9.0,,2.0,2.0,17.0,1.0,1.0,,,4.0,,1.0,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Richmond Kickers,a8ngovgs2qfu5udzb97kelg16,E. Bryant,Midfielder,8,9.0,,7.0,8.0,130.0,5.0,58.0,9.0,66.0,79.0,11.0,95.0,213.0,7.0,21.0,2.0,13.0,8.0,15.0,473.0,21.0,6.0,60.0,12.0,4.0,13.0,32.0,13.0,10.0,14.0,1.0,,5.0,89.0,10.0,3.0,3.0,70.0,57.0,199.0,8.0,40.0,62.0,110.0,20.0,19.0,,4.0,219.0,,15.0,298.0,155.0,1.0,15.0,31.0,13.0,7.0,8.0,13.0,973.0,60.0,12.0,,107.0,1.0,69.0,28.0,290.0,,,,0.0,,3.0,,,,5.0,4.0,,,2.0,6.0,10.0,,1.0,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Richmond Kickers,35pynx997du51swzmfaebk3my,E. Calvo,Defender,20,25.0,,2.0,20.0,166.0,13.0,84.0,2.0,114.0,148.0,20.0,380.0,514.0,31.0,64.0,7.0,24.0,43.0,18.0,1179.0,42.0,,88.0,18.0,,22.0,85.0,5.0,13.0,38.0,47.0,1.0,28.0,151.0,10.0,2.0,8.0,88.0,66.0,496.0,36.0,105.0,30.0,193.0,50.0,24.0,,6.0,546.0,6.0,26.0,694.0,256.0,,43.0,11.0,1.0,7.0,34.0,24.0,2028.0,147.0,24.0,1.0,266.0,153.0,251.0,52.0,660.0,1.0,6.0,,0.0,,,,,,,,,,,,12.0,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Richmond Kickers,62awqz56meu6i0fnwg7vynq7e,A. Causey,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
