root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Open Play Passes,Ground Duels lost,Aerial Duels,Successful Dribbles,Duels won,Backward Passes,Key Passes (Attempt Assists),Throw Ins to Own Player,Tackles Won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots On Target ( inc goals ),Substitute On,Forward Passes,Blocked Shots,Aerial Duels lost,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Corners Won,Open Play Passes,Handballs conceded,Aerial Duels won,Foul Attempted Tackle,Rightside Passes,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Successful Crosses open play,Goals Conceded,Shots Off Target (inc woodwork),Successful Long Passes,Offsides,Unsuccessful Crosses open play,Duels,Total Fouls Conceded,Goals Conceded Inside Box,Yellow Cards,Total Fouls Won,Successful Passes Own Half,Successful Passes Opposition Half,Unsuccessful Short Passes,Total Losses Of Possession,Ground Duels,Index,Successful Crosses & Corners,Penalties Conceded,Penalty Goals Conceded,Successful Lay-offs,Touches,Goals Conceded Outside Box,Leftside Passes,Total Touches In Opposition Box,Total Tackles,Unsuccessful Long Passes,Appearances,Total Successful Passes ( Excl Crosses & Corners ) ,Recoveries,Time Played,Successful Short Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Games Played,Ground Duels won,Total Shots,Total Passes,Total Clearances,Tackles Lost,Interceptions,Through balls,Unsuccessful Launches,Times Tackled,Blocks,Duels lost,Starts,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Goal Assists,Successful Launches,Substitute Off,Right Foot Goals,Goals,Goals from Inside Box,Left Foot Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Hit Woodwork,Total Red Cards,Penalty Goals,Penalties Taken,Set Pieces Goals,Attempts from Set Pieces,Unsuccessful lay-offs,Headed Goals,Penalties Faced,Last Man Tackle,GK Successful Distribution,Saves Made from Outside Box,Punches,Saves Made from Inside Box,Drops,Clean Sheets,Saves Made,Corners Taken (incl short corners),Catches,Saves made - parried,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Unsuccessful Corners into Box,Penalties Saved,Straight Red Cards,Successful Corners into Box,Second Goal Assists,Goalkeeper Smother,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Other Goals,Crosses not Claimed,Penalties Off Target
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,2i2884xpa33blxrvgedm10r56,A. Akindele,Forward,41,16.0,121.0,61.0,35.0,2.0,43.0,52.0,5.0,2.0,9.0,65.0,9.0,6.0,50.0,4.0,20.0,2.0,,6.0,186.0,,15.0,7.0,48.0,51.0,11.0,3.0,23.0,6.0,7.0,12.0,2.0,124.0,15.0,18.0,2.0,10.0,54.0,81.0,56.0,142.0,89.0,10.0,3.0,,1.0,1.0,373.0,5.0,47.0,52.0,16.0,9.0,15.0,132.0,51.0,945.0,125.0,11.0,21.0,15.0,28.0,15.0,197.0,4.0,7.0,12.0,,2.0,31.0,4.0,81.0,9.0,0.0,3.0,0.0,1.0,1.0,,2.0,2.0,3.0,3.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,34wwqpo7jzb1vazqdawumqpnu,I. Atanga,Forward,23,3.0,51.0,15.0,11.0,4.0,23.0,17.0,4.0,1.0,1.0,32.0,3.0,1.0,17.0,1.0,6.0,3.0,,4.0,83.0,,5.0,,9.0,32.0,5.0,,11.0,2.0,,4.0,2.0,44.0,5.0,9.0,,10.0,15.0,37.0,29.0,59.0,33.0,10.0,,,,1.0,146.0,2.0,41.0,28.0,4.0,3.0,7.0,52.0,17.0,531.0,52.0,3.0,4.0,7.0,18.0,5.0,84.0,1.0,3.0,,,1.0,9.0,,21.0,6.0,0.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,Defender,16,23.0,537.0,74.0,17.0,15.0,73.0,102.0,17.0,27.0,21.0,102.0,9.0,1.0,226.0,1.0,10.0,17.0,2.0,3.0,638.0,1.0,7.0,14.0,175.0,96.0,12.0,4.0,34.0,2.0,40.0,,8.0,157.0,19.0,29.0,1.0,17.0,293.0,273.0,76.0,165.0,140.0,10.0,9.0,,2.0,6.0,905.0,5.0,156.0,17.0,34.0,26.0,17.0,557.0,101.0,1410.0,517.0,13.0,20.0,17.0,66.0,11.0,659.0,7.0,13.0,19.0,5.0,4.0,29.0,3.0,84.0,16.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,15.0,,,,,,9.0,,,4.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,6rq7b7ilpwqvx0z1xq9cdlz6y,I. Calderon,Forward,66,3.0,20.0,2.0,4.0,,2.0,2.0,4.0,1.0,,11.0,,3.0,17.0,1.0,4.0,2.0,,1.0,31.0,,,1.0,6.0,10.0,,,1.0,,2.0,,2.0,8.0,1.0,1.0,,1.0,4.0,16.0,10.0,15.0,4.0,10.0,,,,,40.0,,6.0,3.0,1.0,1.0,3.0,20.0,1.0,52.0,18.0,,,3.0,2.0,,31.0,,1.0,1.0,,,1.0,,6.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,isauuse3yqdwymvfne6ci385,Nico Campuzano,Goalkeeper,0,8.0,34.0,,1.0,,1.0,,,,,30.0,,1.0,48.0,,,,,,49.0,,1.0,,27.0,22.0,,,8.0,,14.0,,,1.0,,8.0,,,61.0,7.0,1.0,31.0,,10.0,,,,,143.0,,23.0,,,29.0,4.0,68.0,36.0,292.0,54.0,,,4.0,,,98.0,5.0,,,,8.0,,,,3.0,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,51.0,6.0,3.0,7.0,,,14.0,,2.0,2.0,,1.0,10.0,,,,,,2.0,,,,,1.0,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,g2s7y5pviwdn8hr20cohuk4q,R. Celentano,Goalkeeper,18,6.0,17.0,1.0,,,1.0,,1.0,,1.0,14.0,,,29.0,,,,,,21.0,,,1.0,15.0,8.0,,,3.0,,9.0,,,2.0,1.0,3.0,1.0,,30.0,7.0,,15.0,2.0,10.0,,1.0,,,89.0,,7.0,,1.0,14.0,2.0,37.0,28.0,180.0,28.0,,,2.0,1.0,,51.0,2.0,,,,5.0,,,1.0,2.0,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,1.0,,34.0,2.0,2.0,8.0,,,10.0,,1.0,3.0,1.0,3.0,3.0,,1.0,,,,1.0,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,52cki9zte648usjhlutb0x239,Allan Cruz,Midfielder,0,,22.0,,,1.0,3.0,6.0,1.0,,2.0,4.0,2.0,,7.0,,,2.0,,,26.0,,,,2.0,6.0,,,2.0,,2.0,,1.0,3.0,,2.0,,,8.0,15.0,3.0,8.0,3.0,10.0,,,,1.0,38.0,,12.0,,2.0,1.0,1.0,23.0,3.0,45.0,21.0,2.0,2.0,1.0,3.0,2.0,27.0,,,,,,,,,1.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,9vmkraasuy4r0myv3ov3thotl,N. Daley,Midfielder,44,6.0,40.0,39.0,11.0,10.0,24.0,23.0,5.0,1.0,2.0,27.0,10.0,12.0,24.0,3.0,10.0,2.0,,2.0,67.0,1.0,1.0,10.0,18.0,23.0,10.0,,19.0,4.0,1.0,4.0,2.0,73.0,13.0,15.0,2.0,11.0,25.0,28.0,25.0,69.0,62.0,10.0,,,1.0,,174.0,4.0,15.0,39.0,2.0,2.0,16.0,53.0,15.0,644.0,52.0,2.0,7.0,16.0,23.0,14.0,80.0,1.0,,,2.0,2.0,24.0,,49.0,4.0,0.0,1.0,0.0,1.0,1.0,,3.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,bjk65h9vk125gdcl5l2cx2qz8,M. Dreas,Midfielder,68,,60.0,2.0,1.0,,6.0,12.0,2.0,1.0,3.0,5.0,,2.0,23.0,,1.0,,,,65.0,,,,11.0,5.0,,,3.0,1.0,2.0,,,9.0,1.0,3.0,,2.0,32.0,29.0,3.0,9.0,8.0,10.0,,,,,88.0,,20.0,1.0,4.0,2.0,3.0,61.0,7.0,126.0,59.0,2.0,2.0,3.0,6.0,1.0,66.0,1.0,1.0,4.0,,1.0,,1.0,3.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,1nltrcfmwyslw30mouylpm5ii,A. Flanagan,Defender,42,30.0,265.0,68.0,27.0,40.0,104.0,79.0,16.0,24.0,18.0,109.0,10.0,2.0,151.0,6.0,13.0,60.0,4.0,19.0,368.0,,14.0,8.0,100.0,139.0,25.0,5.0,40.0,7.0,24.0,4.0,41.0,185.0,18.0,32.0,1.0,25.0,138.0,148.0,81.0,263.0,158.0,10.0,10.0,,1.0,2.0,749.0,8.0,55.0,53.0,25.0,28.0,18.0,276.0,81.0,1369.0,252.0,5.0,24.0,18.0,90.0,17.0,385.0,18.0,7.0,8.0,1.0,6.0,42.0,5.0,81.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,2.0,,,2.0,,,1.0,,1.0,,,,,,,,,,,,16.0,,,,,,12.0,,,2.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,f1mnmkewoytdvqr084a7w7hwq,D. Garcia,Defender,60,63.0,679.0,30.0,29.0,1.0,51.0,53.0,3.0,7.0,10.0,136.0,,4.0,318.0,1.0,11.0,2.0,2.0,1.0,813.0,1.0,18.0,9.0,311.0,75.0,1.0,4.0,36.0,4.0,68.0,,2.0,92.0,15.0,30.0,1.0,11.0,558.0,139.0,71.0,156.0,63.0,10.0,4.0,,3.0,,1016.0,6.0,147.0,8.0,21.0,65.0,20.0,693.0,65.0,1374.0,625.0,10.0,19.0,20.0,33.0,4.0,829.0,52.0,11.0,28.0,1.0,20.0,3.0,17.0,41.0,16.0,0.0,0.0,0.0,,,8.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,2.0,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,e3xsrspideqsbd098pkvr0bqi,J. Govea,Defender,49,5.0,81.0,1.0,3.0,3.0,13.0,14.0,2.0,4.0,2.0,16.0,,,39.0,,,7.0,,1.0,97.0,,3.0,,42.0,18.0,,3.0,6.0,4.0,10.0,,5.0,14.0,,6.0,,3.0,40.0,48.0,12.0,25.0,11.0,10.0,4.0,,1.0,,143.0,,5.0,3.0,4.0,4.0,2.0,84.0,11.0,180.0,74.0,,2.0,2.0,10.0,4.0,100.0,6.0,2.0,2.0,,1.0,,1.0,1.0,2.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,2.0,,,1.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,FC Cincinnati 2,FC_Cincinnati_2,8iak9g0hidtul7s5b298x7wq2,C. Harris,Midfielder,12,6.0,92.0,24.0,10.0,8.0,34.0,32.0,3.0,1.0,2.0,22.0,4.0,,24.0,5.0,2.0,4.0,,5.0,114.0,,8.0,6.0,41.0,20.0,7.0,2.0,15.0,6.0,7.0,4.0,4.0,60.0,8.0,14.0,,14.0,31.0,67.0,16.0,45.0,50.0,10.0,2.0,,2.0,1.0,198.0,1.0,21.0,16.0,4.0,6.0,6.0,96.0,19.0,481.0,89.0,1.0,4.0,6.0,26.0,10.0,118.0,2.0,2.0,1.0,1.0,2.0,14.0,,26.0,6.0,2.0,1.0,0.0,,,,3.0,1.0,3.0,3.0,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
