liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Penalties Conceded,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Games Played,Ground Duels lost,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Successful Lay-offs,Corners Won,Yellow Cards,Penalty Goals Conceded,Successful Dribbles,Goals Conceded Inside Box,Shots On Target ( inc goals ),Successful Long Passes,Unsuccessful Dribbles,Goals Conceded,Unsuccessful Crosses & Corners,Hit Woodwork,Leftside Passes,Clean Sheets,Substitute On,Blocks,Saves Made,GK Successful Distribution,Successful Launches,Punches,Penalties Saved,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Offsides,Throw Ins to Own Player,Successful Crosses & Corners,Throw Ins to Opposition Player,Successful Crosses open play,Blocked Shots,Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Corners into Box,Goals Conceded Outside Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Goals,Headed Goals,Clearances Off the Line,Goals from Inside Box,Right Foot Goals,Goals from Outside Box,Left Foot Goals,Catches,Saves made - caught,Unsuccessful lay-offs,Second Goal Assists,Goalkeeper Smother,Drops,Foul Won Penalty,Set Pieces Goals,Penalties Taken,Penalty Goals,Last Man Tackle,Own Goal Scored,Penalties Off Target,Total Red Cards,Straight Red Cards
Concacaf_Concacaf_Champions_Cup,2019,CA Independiente de La Chorrera,2r76dkkaf0jlrwjszmz7spfx1,J. Aguilar,Forward,94,220.0,,44.0,19.0,19.0,,,1.0,1.0,7.0,23.0,17.0,3.0,14.0,50.0,2.0,2.0,35.0,3.0,14.0,6.0,2.0,12.0,9.0,3.0,4.0,3.0,76.0,3.0,,17.0,12.0,5.0,46.0,16.0,1.0,7.0,31.0,,3.0,8.0,30.0,36.0,14.0,,15.0,3.0,,9.0,1.0,2.0,,,,5.0,4.0,2.0,1.0,3.0,4.0,1.0,,13.0,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CA Independiente de La Chorrera,ezylib4dbjl18dxa8nj7djso9,A. Ayarza,Midfielder,14,341.0,,76.0,11.0,17.0,4.0,5.0,5.0,3.0,5.0,35.0,38.0,22.0,16.0,76.0,2.0,8.0,52.0,3.0,21.0,21.0,,6.0,25.0,4.0,9.0,15.0,161.0,4.0,8.0,46.0,33.0,1.0,51.0,32.0,5.0,5.0,56.0,16.0,4.0,19.0,55.0,55.0,10.0,11.0,24.0,11.0,10.0,27.0,,,,2.0,1.0,,3.0,,3.0,,3.0,,,11.0,1.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CA Independiente de La Chorrera,doe53tjxvilo9aevr0kwevdn9,R. Barrow,Forward,16,118.0,,20.0,5.0,10.0,,,,2.0,8.0,11.0,7.0,4.0,5.0,22.0,1.0,1.0,16.0,2.0,5.0,7.0,1.0,5.0,4.0,1.0,,,40.0,4.0,1.0,14.0,8.0,3.0,29.0,13.0,3.0,5.0,27.0,,4.0,6.0,15.0,17.0,13.0,3.0,14.0,1.0,,8.0,,,,1.0,1.0,2.0,3.0,,1.0,,3.0,,,2.0,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CA Independiente de La Chorrera,6i6llcb8f183ykzfdntwhxwph,V. Bellino,Forward,9,11.0,,2.0,,1.0,,,1.0,,,3.0,,1.0,2.0,3.0,,,1.0,,2.0,,,1.0,1.0,,1.0,1.0,7.0,2.0,,1.0,2.0,,48.0,1.0,,,1.0,1.0,2.0,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CA Independiente de La Chorrera,5q8m94aihe1mlbl89xgd1mfp,G. Bolívar,Forward,8,334.0,,72.0,7.0,25.0,6.0,9.0,7.0,,2.0,28.0,32.0,4.0,11.0,77.0,1.0,6.0,51.0,1.0,20.0,23.0,2.0,16.0,13.0,4.0,7.0,5.0,116.0,4.0,3.0,21.0,36.0,,37.0,9.0,2.0,3.0,26.0,7.0,4.0,15.0,53.0,57.0,5.0,2.0,17.0,2.0,4.0,6.0,1.0,,1.0,,1.0,,2.0,1.0,6.0,1.0,2.0,1.0,,11.0,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CA Independiente de La Chorrera,2ox9r6ckrkehlocymzgik5o0l,O. Browne,Forward,99,346.0,,83.0,16.0,40.0,2.0,10.0,2.0,5.0,4.0,66.0,21.0,8.0,19.0,89.0,2.0,2.0,55.0,10.0,29.0,13.0,4.0,28.0,24.0,4.0,5.0,5.0,182.0,4.0,2.0,68.0,38.0,12.0,77.0,37.0,12.0,2.0,74.0,1.0,4.0,33.0,55.0,60.0,6.0,8.0,37.0,,,35.0,2.0,1.0,4.0,,1.0,15.0,5.0,5.0,5.0,12.0,5.0,4.0,2.0,22.0,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,4.0,2.0,2.0,,,,1.0,1.0,,2.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CA Independiente de La Chorrera,49xoh9jst36xlv3c709r0jfft,A. Corpas,Midfielder,11,65.0,,9.0,4.0,4.0,,1.0,5.0,,3.0,4.0,6.0,2.0,1.0,11.0,,2.0,8.0,1.0,2.0,3.0,2.0,1.0,4.0,,6.0,1.0,33.0,3.0,1.0,10.0,2.0,,100.0,6.0,4.0,,13.0,,3.0,4.0,7.0,9.0,3.0,2.0,7.0,,2.0,6.0,,,2.0,,,,3.0,1.0,1.0,,3.0,,,2.0,,3.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CA Independiente de La Chorrera,4v91vn7kbpyzicc5fl0u771zp,O. Córdoba,Defender,6,354.0,,94.0,11.0,23.0,14.0,28.0,3.0,1.0,3.0,63.0,33.0,4.0,13.0,96.0,1.0,2.0,48.0,2.0,41.0,8.0,1.0,31.0,25.0,4.0,7.0,16.0,193.0,4.0,2.0,13.0,65.0,,28.0,8.0,1.0,1.0,17.0,10.0,4.0,6.0,55.0,55.0,4.0,3.0,9.0,1.0,5.0,7.0,5.0,,1.0,,1.0,2.0,4.0,1.0,7.0,3.0,4.0,6.0,,12.0,1.0,,5.0,,,6.0,,,,,,,,,,35.0,1.0,10.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CA Independiente de La Chorrera,9c9spx8e2vc0f7mq5baqpmo5x,J. González,Midfielder,10,355.0,,114.0,20.0,47.0,7.0,14.0,5.0,1.0,8.0,73.0,31.0,6.0,29.0,119.0,1.0,7.0,64.0,2.0,43.0,14.0,8.0,36.0,28.0,4.0,8.0,15.0,200.0,4.0,4.0,44.0,55.0,3.0,32.0,24.0,5.0,4.0,56.0,2.0,4.0,24.0,72.0,76.0,12.0,4.0,32.0,2.0,9.0,20.0,6.0,1.0,1.0,1.0,1.0,9.0,5.0,1.0,12.0,2.0,5.0,8.0,,30.0,,,2.0,,,2.0,,,,,,,,,,1.0,2.0,,1.0,,6.0,2.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CA Independiente de La Chorrera,7vh2mb7nj7s4ws9ulfw6gwn2t,J. Guerra,Goalkeeper,12,360.0,,9.0,,18.0,20.0,65.0,,,1.0,66.0,4.0,,,87.0,,,2.0,,65.0,,,51.0,24.0,4.0,,14.0,122.0,4.0,,3.0,87.0,,76.0,4.0,3.0,2.0,6.0,6.0,4.0,1.0,1.0,22.0,3.0,,2.0,,,2.0,,,,1.0,1.0,,5.0,,20.0,,5.0,,,,1.0,,,21.0,9.0,5.0,3.0,,6.0,8.0,15.0,2.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
