liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Sint Maarten Under 17,ajq778ir5h56a0hdpjo12kjkk,R. Arrindell,Defender,17,4.0,,,2.0,,3.0,1.0,1.0,3.0,4.0,,4.0,,1.0,,21.0,,2.0,5.0,1.0,3.0,,3.0,1.0,,,,8.0,,4.0,2.0,3.0,1.0,1.0,,1.0,10.0,,15.0,3.0,2.0,2.0,5.0,4.0,,0.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Sint Maarten Under 17,1t65ms24nzsbpj8ispiudjo5w,R. Bosse,Defender,5,27.0,3.0,5.0,27.0,,,,5.0,,13.0,2.0,22.0,5.0,9.0,7.0,257.0,8.0,6.0,12.0,11.0,3.0,,8.0,1.0,3.0,8.0,,18.0,,6.0,18.0,17.0,7.0,1.0,2.0,,10.0,9.0,79.0,3.0,9.0,18.0,17.0,21.0,9.0,0.0,,3.0,,,2.0,10.0,1.0,1.0,,3.0,,2.0,,1.0,,1.0,7.0,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Sint Maarten Under 17,27xacpkl6x0ftxsvi0dqbof84,S. Cornet,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Sint Maarten Under 17,99ds83d5xq8a8w447s5qlopw4,R. Drenthe,Midfielder,8,62.0,12.0,6.0,12.0,3.0,,,15.0,,24.0,9.0,42.0,3.0,17.0,8.0,354.0,16.0,26.0,22.0,31.0,4.0,8.0,10.0,12.0,4.0,18.0,5.0,49.0,4.0,16.0,32.0,57.0,8.0,12.0,1.0,18.0,10.0,18.0,144.0,4.0,30.0,16.0,28.0,42.0,18.0,0.0,2.0,4.0,1.0,,9.0,5.0,7.0,2.0,4.0,6.0,,7.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Sint Maarten Under 17,evoxzqyj0vx6b0bsgbhhx395g,J. Fontenelle,Forward,13,36.0,6.0,4.0,19.0,2.0,,,13.0,2.0,19.0,6.0,31.0,6.0,10.0,15.0,247.0,9.0,14.0,17.0,17.0,4.0,2.0,6.0,2.0,2.0,10.0,4.0,28.0,3.0,4.0,20.0,31.0,4.0,4.0,,4.0,10.0,11.0,94.0,4.0,16.0,22.0,21.0,20.0,12.0,0.0,1.0,2.0,,,4.0,5.0,,3.0,1.0,4.0,,7.0,,,,,3.0,,,,,,2.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Sint Maarten Under 17,awk09p5akeim2kdyc8ebs8ro4,C. Freeman,Forward,11,11.0,,1.0,,,1.0,,7.0,1.0,9.0,2.0,20.0,2.0,2.0,3.0,142.0,11.0,5.0,7.0,3.0,3.0,2.0,2.0,1.0,2.0,10.0,1.0,16.0,,6.0,4.0,8.0,,3.0,2.0,5.0,10.0,2.0,34.0,3.0,7.0,6.0,8.0,11.0,11.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,10.0,,1.0,,,3.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Sint Maarten Under 17,w97xf3bd6w7uvsfxfpphcaok,C. George,Midfielder,19,4.0,1.0,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,,3.0,4.0,2.0,,,,,1.0,,2.0,,,4.0,4.0,1.0,,,,10.0,1.0,7.0,2.0,,1.0,3.0,2.0,1.0,0.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Sint Maarten Under 17,ai633tyiqrx0ql26rtbfjtvys,N. Henderson,Midfielder,6,22.0,2.0,4.0,7.0,1.0,,,10.0,,16.0,4.0,41.0,6.0,9.0,6.0,200.0,23.0,6.0,11.0,12.0,3.0,2.0,6.0,5.0,3.0,22.0,3.0,23.0,2.0,10.0,14.0,18.0,5.0,1.0,2.0,4.0,10.0,24.0,79.0,3.0,8.0,19.0,15.0,39.0,25.0,0.0,1.0,2.0,1.0,,4.0,4.0,7.0,2.0,,,,10.0,1.0,,,1.0,2.0,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Sint Maarten Under 17,2jo3rguitao88wxzdwlcz5a8k,E. Kleberg Leliendal,Midfielder,16,24.0,2.0,5.0,6.0,3.0,1.0,6.0,13.0,1.0,16.0,1.0,21.0,2.0,2.0,2.0,242.0,3.0,15.0,14.0,6.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,40.0,2.0,14.0,7.0,21.0,1.0,6.0,2.0,1.0,10.0,3.0,68.0,4.0,17.0,12.0,19.0,18.0,5.0,0.0,2.0,2.0,,,1.0,3.0,2.0,3.0,2.0,,,3.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,2.0,1.0,,,,2.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Sint Maarten Under 17,c1eq7m7fy5xrtxfbm73stj6s4,J. Lijcklama,Midfielder,10,12.0,2.0,4.0,3.0,1.0,,,6.0,1.0,16.0,1.0,22.0,3.0,3.0,4.0,155.0,3.0,7.0,9.0,5.0,3.0,2.0,10.0,5.0,2.0,6.0,2.0,22.0,1.0,12.0,5.0,12.0,2.0,3.0,2.0,6.0,10.0,6.0,38.0,3.0,7.0,11.0,13.0,22.0,6.0,0.0,,,1.0,,,,3.0,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
