liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Launches,Goals Conceded,Goal Kicks,Games Played,Saves Made from Inside Box,Appearances,Starts,Unsuccessful Passes Own Half,Successful Long Passes,Total Losses Of Possession,GK Unsuccessful Distribution,Time Played,Successful Passes Opposition Half,Forward Passes,Unsuccessful Long Passes,Total Clearances,Goals Conceded Outside Box,Saves Made,Duels won,Open Play Passes,Successful Open Play Passes,Recoveries,Rightside Passes,Touches,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Ground Duels won,Unsuccessful Passes Opposition Half,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),GK Successful Distribution,Total Passes,Goalkeeper Smother,Leftside Passes,Goals Conceded Inside Box,Ground Duels,Saves Made from Outside Box,Winning Goal,Duels lost,Aerial Duels lost,Unsuccessful Launches,Penalties Conceded,Foul Attempted Tackle,Unsuccessful Short Passes,PutThrough/Blocked Distribution,Aerial Duels,Yellow Cards,Interceptions,Throw Ins to Own Player,Total Fouls Conceded,Total Fouls Won,Throw Ins to Opposition Player,Backward Passes,Penalty Goals Conceded,Ground Duels lost,Handballs conceded,Substitute Off,PutThrough/Blocked Distribution Won,Times Tackled,Own Goal Scored,Blocks,Goals,Aerial Duels won,Total Shots,Unsuccessful Crosses & Corners,Blocked Shots,Successful Dribbles,Right Foot Goals,Unsuccessful Dribbles,Total Touches In Opposition Box,Unsuccessful Crosses open play,Shots On Target ( inc goals ),Key Passes (Attempt Assists),Goals from Outside Box,Home Goals,Away Goals,Corners Taken (incl short corners),Total Tackles,Substitute On,Successful Corners into Box,Attempts from Set Pieces,Successful Crosses & Corners,Tackles Won,Corners Won,Saves made - parried,Penalties Faced,Successful Crosses open play,Tackles Lost,Overruns,Shots Off Target (inc woodwork),Successful Lay-offs,Offsides,Goals from Inside Box,Unsuccessful lay-offs,Headed Goals,Catches,Punches,Through balls,Penalty Goals,Left Foot Goals,Penalties Taken,Assists (Intentional),Goal Assists,Foul Won Penalty,Unsuccessful Corners into Box,Clean Sheets,Hit Woodwork,Last Player Tackle,Second Goal Assists,Drops,Straight Red Cards,Total Red Cards,Saves made - caught
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Cuba,470xuwiwevwy86l2ararrkyga,R. Arozarena,Goalkeeper,12,51.0,1.0,6.0,19.0,2.0,3.0,2.0,2.0,2.0,12.0,9.0,2.0,180.0,1.0,26.0,9.0,3.0,,5.0,1.0,50.0,44.0,24.0,25.0,96.0,10.0,63.0,2.0,,7.0,62.0,9.0,30.0,72.0,,21.0,6.0,,2.0,0.0,1.0,1.0,2.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Cuba,74u75ag9f6zn49xgev0a4cs9g,P. Bravo,Midfielder,8,13.0,,3.0,,2.0,,2.0,1.0,3.0,1.0,12.0,,82.0,7.0,9.0,,1.0,,,3.0,22.0,13.0,,9.0,33.0,10.0,14.0,8.0,2.0,6.0,7.0,9.0,,23.0,,4.0,3.0,6.0,,0.0,5.0,1.0,,,1.0,9.0,2.0,2.0,,,,2.0,,,1.0,,4.0,,1.0,1.0,2.0,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,2.0,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Cuba,f4w6ljguvjvqu93p6zkgki6ms,A. Casanova,Forward,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Cuba,aqbtfatocqmra3wpw5t7szzf8,E. Casanova,Defender,2,11.0,,2.0,,1.0,,1.0,1.0,1.0,,6.0,,45.0,4.0,6.0,,1.0,,,3.0,15.0,11.0,2.0,,24.0,10.0,11.0,7.0,3.0,3.0,7.0,4.0,,15.0,,2.0,2.0,6.0,,0.0,4.0,1.0,,,1.0,4.0,,1.0,,1.0,2.0,1.0,1.0,,7.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Cuba,6h0h7rtkgwfqo0wzr0hj5n11w,A. Delgado,Defender,19,48.0,,4.0,,2.0,,2.0,1.0,1.0,3.0,25.0,,135.0,23.0,26.0,4.0,2.0,,,5.0,63.0,50.0,8.0,4.0,98.0,10.0,51.0,11.0,5.0,14.0,28.0,13.0,,64.0,,27.0,4.0,11.0,,0.0,6.0,,3.0,,,9.0,6.0,,,,11.0,,1.0,2.0,7.0,,6.0,,,3.0,4.0,,,,,1.0,2.0,,,,4.0,1.0,2.0,,,,,,,4.0,1.0,,,,1.0,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Cuba,739qk8awhfycr9n1ij77blbtg,D. Díaz,Forward,17,2.0,,1.0,,1.0,,1.0,,,,1.0,,24.0,1.0,,,,,,,2.0,2.0,1.0,1.0,4.0,10.0,2.0,1.0,,,1.0,,,2.0,,,1.0,1.0,,0.0,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Cuba,6v01v59k36zdru896ewmxmyg9,K. Espino,Midfielder,14,35.0,,3.0,,2.0,,2.0,1.0,4.0,10.0,18.0,,98.0,18.0,20.0,3.0,2.0,,,5.0,55.0,42.0,4.0,18.0,78.0,10.0,45.0,9.0,5.0,9.0,28.0,13.0,,58.0,,13.0,3.0,8.0,,0.0,4.0,1.0,,,,10.0,,1.0,,2.0,1.0,2.0,1.0,1.0,7.0,,3.0,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,4.0,1.0,,,1.0,2.0,2.0,,,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Cuba,8cuvvvjgpisd7z1hcm6k5qhnt,C. Flores,Midfielder,23,5.0,,,,1.0,,1.0,,,1.0,4.0,,34.0,5.0,1.0,,1.0,,,3.0,8.0,6.0,1.0,3.0,16.0,10.0,6.0,5.0,3.0,2.0,1.0,2.0,,8.0,,3.0,,5.0,,0.0,2.0,,,,,2.0,,,,,,,2.0,,1.0,,2.0,,,,1.0,,,,,,,1.0,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Cuba,4ca71ufcoyg21mmzwq4i9tfit,O. Hernández,Forward,11,26.0,,5.0,,2.0,,2.0,2.0,2.0,,30.0,,156.0,19.0,7.0,,,,,9.0,28.0,20.0,10.0,11.0,80.0,10.0,26.0,26.0,9.0,7.0,9.0,9.0,,35.0,,5.0,5.0,26.0,,0.0,17.0,,,,1.0,9.0,3.0,,,3.0,1.0,2.0,4.0,,12.0,,17.0,,1.0,2.0,13.0,,,,,,,2.0,2.0,,9.0,9.0,,,3.0,,,,4.0,3.0,,1.0,1.0,2.0,2.0,1.0,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Cuba,86nfiv08mnxzb78j3xg9rxedw,Y. Hodelín,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
