liga,temporada,equipo,id,nombre,posicion,dorsal,Open Play Passes,Substitute On,Successful Open Play Passes,Successful Short Passes,Games Played,Successful Passes Opposition Half,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Forward Passes,Appearances,Index,Touches,Home Goals,Away Goals,Winning Goal,Duels lost,Ground Duels,Ground Duels won,Total Shots,Unsuccessful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Launches,Recoveries,Unsuccessful Long Passes,Clean Sheets,Times Tackled,Unsuccessful Passes Own Half,Total Touches In Opposition Box,Aerial Duels won,Blocks,Successful Passes Own Half,Goals Conceded Outside Box,Interceptions,Ground Duels lost,Total Clearances,Foul Attempted Tackle,Leftside Passes,Backward Passes,Rightside Passes,PutThrough/Blocked Distribution,Aerial Duels,Tackles Won,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Duels,Goals Conceded,Successful Dribbles,Total Fouls Conceded,Goals Conceded Inside Box,Starts,Total Tackles,Shots Off Target (inc woodwork),Successful Long Passes,Duels won,Total Losses Of Possession,Total Fouls Won,PutThrough/Blocked Distribution Won,Shots On Target ( inc goals ),Blocked Shots,Yellow Cards,Offsides,Unsuccessful Crosses & Corners,Aerial Duels lost,Goals,Attempts from Set Pieces,Unsuccessful Crosses open play,Substitute Off,Goals from Inside Box,Tackles Lost,Key Passes (Attempt Assists),Left Foot Goals,GK Unsuccessful Distribution,Saves Made from Inside Box,Saves Made,GK Successful Distribution,Through balls,Corners Won,Goal Assists,Assists (Intentional),Successful Lay-offs,Throw Ins to Own Player,Right Foot Goals,Corners Taken (incl short corners),Goals from Outside Box,Unsuccessful Corners into Box,Second Goal Assists,Successful Launches,Successful Crosses & Corners,Successful Crosses open play,Foul Won Penalty,Handballs conceded,Successful Corners into Box,Penalties Taken,Penalty Goals,Throw Ins to Opposition Player,Saves made - parried,Punches,Catches,Goalkeeper Smother,Saves Made from Outside Box,Clearances Off the Line,Hit Woodwork,Penalty Goals Conceded,Drops,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Headed Goals
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,745jx9uzim73pkz4qavdzt7je,J. Garza,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,8ti2mugerx496c81p6p5okez9,C. González,Forward,32,13.0,,3.0,6.0,1.0,3.0,17.0,7.0,90.0,5.0,1.0,10.0,27.0,0.0,0.0,0.0,8.0,3.0,3.0,2.0,10.0,10.0,,,,,,1.0,5.0,5.0,,4.0,1.0,,,1.0,,6.0,4.0,2.0,1.0,13.0,1.0,9.0,,16.0,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,8.0,11.0,1.0,1.0,1.0,1.0,,,,8.0,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,6aec599wfyano09awgtuztadx,N. López,Forward,11,9.0,1.0,6.0,5.0,1.0,8.0,9.0,6.0,45.0,2.0,1.0,10.0,28.0,0.0,0.0,0.0,5.0,6.0,1.0,,2.0,3.0,,,1.0,,5.0,,2.0,,,1.0,1.0,,5.0,,,6.0,1.0,,,,,5.0,3.0,6.0,2.0,1.0,,1.0,,,,1.0,1.0,13.0,,,,2.0,,,2.0,,,,1.0,,,,2.0,,,,,,,,,,,,,3.0,,1.0,,,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,5rj60lok4a0irqgd727wv2l1w,R. Nájera,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,c10ersq5u0flz3hky5lo74pgp,M. Ortega,Goalkeeper,30,13.0,,13.0,14.0,1.0,2.0,21.0,19.0,90.0,11.0,1.0,10.0,29.0,0.0,0.0,0.0,,,,,,2.0,,6.0,2.0,,,1.0,,,,17.0,1.0,,,1.0,,2.0,,8.0,,,,1.0,,,3.0,,,2.0,1.0,,,5.0,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,rrvj4qsdi3g9aowe1rohmbit,L. Quiñones,Forward,23,55.0,,41.0,43.0,1.0,35.0,58.0,44.0,90.0,28.0,1.0,10.0,93.0,0.0,0.0,0.0,9.0,15.0,9.0,2.0,14.0,14.0,,6.0,,,4.0,3.0,3.0,,,11.0,1.0,2.0,6.0,,1.0,6.0,5.0,19.0,7.0,3.0,2.0,18.0,2.0,18.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,30.0,5.0,,,,,,7.0,3.0,,,7.0,,,,3.0,,,,,,,1.0,,,,3.0,,3.0,,,,,2.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,1x88jee8w8qarm2oyxxk655re,A. Ramos,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,51dqp43vt4ctlibmgj5pgm4lx,D. Reyes,Defender,13,36.0,,29.0,31.0,1.0,6.0,38.0,31.0,90.0,11.0,1.0,10.0,52.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,5.0,7.0,,6.0,2.0,,,2.0,2.0,5.0,,25.0,1.0,4.0,1.0,4.0,1.0,13.0,2.0,12.0,,7.0,,5.0,,10.0,3.0,,3.0,2.0,1.0,1.0,2.0,,7.0,8.0,1.0,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,7dz2c9rqxasc733fedsrp3l2i,J. Purata,Defender,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,8shwa0k28rt5duyrhuqza1hhx,F. Thauvin,Midfielder,26,27.0,,17.0,16.0,1.0,9.0,27.0,17.0,45.0,6.0,1.0,10.0,35.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,7.0,10.0,2.0,1.0,3.0,,1.0,4.0,3.0,,,8.0,,,2.0,,1.0,13.0,6.0,2.0,2.0,,,9.0,,4.0,1.0,,1.0,1.0,1.0,,1.0,1.0,2.0,14.0,2.0,,,1.0,,,3.0,,,,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,csf1n43br95jx090f9yto0wkp,F. Venegas,Defender,15,53.0,,44.0,43.0,1.0,33.0,55.0,46.0,90.0,34.0,1.0,10.0,72.0,0.0,0.0,0.0,2.0,3.0,3.0,,7.0,9.0,,6.0,2.0,,,3.0,,2.0,,13.0,1.0,,,1.0,,1.0,5.0,15.0,2.0,4.0,2.0,8.0,,7.0,3.0,,,2.0,1.0,3.0,,3.0,5.0,12.0,,2.0,,1.0,,1.0,2.0,2.0,,1.0,2.0,,,1.0,,,,,,,,1.0,,,,6.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,33afzlkan65vmjahs9a15sf6d,J. Vigón,Midfielder,6,17.0,1.0,15.0,14.0,1.0,10.0,17.0,15.0,18.0,5.0,1.0,10.0,19.0,0.0,0.0,0.0,1.0,1.0,1.0,,2.0,2.0,,4.0,,,,1.0,,,,5.0,,1.0,,,,6.0,1.0,5.0,1.0,1.0,,1.0,,2.0,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,c3j171ffx3kdzohk2ozct553o,É. Ávalos,Midfielder,34,22.0,,16.0,17.0,1.0,10.0,23.0,17.0,45.0,14.0,1.0,10.0,37.0,0.0,0.0,0.0,3.0,4.0,2.0,,5.0,6.0,1.0,3.0,1.0,,1.0,4.0,,1.0,,7.0,,1.0,2.0,1.0,1.0,5.0,4.0,,4.0,2.0,1.0,2.0,,6.0,1.0,,1.0,1.0,1.0,1.0,,,3.0,7.0,1.0,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,
