liga,temporada,equipo,id,nombre,posicion,dorsal,Open Play Passes,Substitute On,Successful Open Play Passes,Successful Short Passes,Games Played,Successful Passes Opposition Half,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Forward Passes,Appearances,Index,Touches,Home Goals,Away Goals,Winning Goal,Duels lost,Ground Duels,Ground Duels won,Total Shots,Unsuccessful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Launches,Recoveries,Unsuccessful Long Passes,Clean Sheets,Times Tackled,Unsuccessful Passes Own Half,Total Touches In Opposition Box,Aerial Duels won,Blocks,Successful Passes Own Half,Goals Conceded Outside Box,Interceptions,Ground Duels lost,Total Clearances,Foul Attempted Tackle,Leftside Passes,Backward Passes,Rightside Passes,PutThrough/Blocked Distribution,Aerial Duels,Tackles Won,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Duels,Goals Conceded,Successful Dribbles,Total Fouls Conceded,Goals Conceded Inside Box,Starts,Total Tackles,Shots Off Target (inc woodwork),Successful Long Passes,Duels won,Total Losses Of Possession,Total Fouls Won,PutThrough/Blocked Distribution Won,Shots On Target ( inc goals ),Blocked Shots,Yellow Cards,Offsides,Unsuccessful Crosses & Corners,Aerial Duels lost,Goals,Attempts from Set Pieces,Unsuccessful Crosses open play,Substitute Off,Goals from Inside Box,Tackles Lost,Key Passes (Attempt Assists),Left Foot Goals,GK Unsuccessful Distribution,Saves Made from Inside Box,Saves Made,GK Successful Distribution,Through balls,Corners Won,Goal Assists,Assists (Intentional),Successful Lay-offs,Throw Ins to Own Player,Right Foot Goals,Corners Taken (incl short corners),Goals from Outside Box,Unsuccessful Corners into Box,Second Goal Assists,Successful Launches,Successful Crosses & Corners,Successful Crosses open play,Foul Won Penalty,Handballs conceded,Successful Corners into Box,Penalties Taken,Penalty Goals,Throw Ins to Opposition Player,Saves made - parried,Punches,Catches,Goalkeeper Smother,Saves Made from Outside Box,Clearances Off the Line,Hit Woodwork,Penalty Goals Conceded,Drops,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Headed Goals
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,8f8h57y9u27itkkdehbdss4b9,J. Aquino,Midfielder,20,36.0,1.0,32.0,33.0,1.0,17.0,37.0,33.0,45.0,17.0,1.0,10.0,53.0,0.0,0.0,0.0,4.0,8.0,4.0,,4.0,4.0,,8.0,,,2.0,1.0,,,,17.0,1.0,2.0,4.0,,1.0,14.0,5.0,1.0,1.0,,1.0,5.0,1.0,8.0,2.0,1.0,1.0,1.0,,3.0,,,4.0,8.0,,1.0,,,,,2.0,,,,2.0,,,2.0,1.0,,,,,,,1.0,,,,4.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,ay0sjv8k7cxbxs7sec1k4bhpm,D. Ayala,Forward,0,43.0,,41.0,42.0,1.0,23.0,48.0,46.0,72.0,17.0,1.0,10.0,61.0,0.0,0.0,0.0,3.0,6.0,3.0,1.0,2.0,2.0,,8.0,,,2.0,1.0,,,,23.0,1.0,2.0,3.0,1.0,,10.0,5.0,16.0,1.0,,,1.0,,6.0,3.0,,,2.0,1.0,3.0,1.0,4.0,3.0,5.0,,1.0,,1.0,,,,,,,,1.0,,3.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,6stnu5c38qqzze7xbyrfwb74l,H. Ayala,Defender,4,47.0,,41.0,40.0,1.0,6.0,49.0,43.0,90.0,16.0,1.0,10.0,57.0,0.0,0.0,0.0,3.0,6.0,4.0,,4.0,6.0,1.0,4.0,2.0,,,1.0,,1.0,,37.0,1.0,1.0,2.0,2.0,,15.0,4.0,14.0,,2.0,1.0,5.0,,8.0,3.0,,,2.0,1.0,1.0,,3.0,5.0,6.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,5av0x4no7v8epor7wm4ss371m,A. Cruz,Defender,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,d9y2nzwk6kkcejglaa4kxeuvp,Rafael Carioca,Midfielder,5,19.0,1.0,17.0,15.0,1.0,14.0,20.0,18.0,18.0,7.0,1.0,10.0,24.0,0.0,0.0,0.0,1.0,2.0,1.0,,1.0,2.0,,6.0,1.0,,,,,,,4.0,,1.0,1.0,,,6.0,2.0,5.0,,,,2.0,,2.0,,1.0,1.0,,,,,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,7w0t7bkzbuehhejsnlss100a2,A. Delgado,Goalkeeper,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,ebd087qhfyhs6i8k2442xgb11,J. Dueñas,Midfielder,29,45.0,,40.0,39.0,1.0,20.0,45.0,40.0,72.0,10.0,1.0,10.0,52.0,0.0,0.0,0.0,4.0,6.0,2.0,,5.0,5.0,,6.0,,,,1.0,,1.0,,20.0,1.0,,4.0,,2.0,12.0,8.0,15.0,3.0,1.0,,4.0,,7.0,3.0,1.0,3.0,2.0,1.0,,,1.0,3.0,7.0,1.0,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,d84h8iwgv3hut0ywacmxfghrd,L. Fernández,Midfielder,17,25.0,,18.0,15.0,1.0,14.0,25.0,18.0,59.0,6.0,1.0,10.0,47.0,0.0,0.0,0.0,8.0,10.0,4.0,1.0,7.0,7.0,,1.0,,,5.0,,,,,4.0,,1.0,6.0,,,3.0,3.0,13.0,1.0,2.0,,12.0,4.0,12.0,1.0,2.0,,1.0,1.0,,1.0,3.0,4.0,18.0,2.0,,,1.0,,,5.0,2.0,,1.0,3.0,1.0,,,,,,,,,,1.0,,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,c6mn8nsx1djyybi6vs3wvd6qy,R. Fulgencio,Midfielder,22,14.0,1.0,12.0,12.0,1.0,9.0,14.0,12.0,31.0,3.0,1.0,10.0,25.0,0.0,0.0,0.0,1.0,5.0,4.0,,2.0,2.0,,3.0,,,1.0,,,,,4.0,1.0,,1.0,,,3.0,6.0,2.0,2.0,,,3.0,1.0,5.0,2.0,3.0,,1.0,,1.0,,,4.0,7.0,,1.0,,,,,1.0,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Tigres UANL,376cwdrdu5o273rj40h2ztsve,A. Garza,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
