liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Ground Duels lost,Index,Handballs conceded,Aerial Duels lost,Corners Taken (incl short corners),Penalties Taken,Goals from Inside Box,Substitute Off,Left Foot Goals,Total Touches In Opposition Box,Successful Short Passes,Tackles Lost,Appearances,Successful Open Play Passes,Open Play Passes,Corners Won,Total Shots,Duels won,Ground Duels,Key Passes (Attempt Assists),Rightside Passes,Unsuccessful Dribbles,Leftside Passes,Time Played,Unsuccessful Long Passes,Unsuccessful Short Passes,Games Played,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Successful Dribbles,Times Tackled,Goals from Outside Box,Right Foot Goals,Hit Woodwork,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Aerial Duels,Total Tackles,Total Clearances,Foul Attempted Tackle,Successful Launches,Aerial Duels won,Ground Duels won,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Opposition Half,Tackles Won,Blocked Shots,Unsuccessful Crosses & Corners,Successful Long Passes,PutThrough/Blocked Distribution,Total Fouls Won,Unsuccessful lay-offs,Shots On Target ( inc goals ),Backward Passes,Through balls,Goals,Unsuccessful Corners into Box,Forward Passes,Successful Passes Own Half,Successful Lay-offs,Duels,Penalty Goals,Touches,Unsuccessful Crosses open play,Yellow Cards,Unsuccessful Passes Own Half,Penalty Goals Conceded,Successful Crosses & Corners,Total Losses Of Possession,Successful Crosses open play,Unsuccessful Passes Opposition Half,Total Fouls Conceded,Goals Conceded,Goals Conceded Inside Box,Starts,Recoveries,Substitute On,Clean Sheets,Offsides,Assists (Intentional),Interceptions,Total Passes,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Unsuccessful Launches,Throw Ins to Opposition Player,Blocks,Throw Ins to Own Player,GK Successful Distribution,Headed Goals,Penalties Conceded,Clearances Off the Line,Second Goal Assists,Foul Won Penalty,Penalties Saved,Saves Made from Inside Box,Punches,Penalties Faced,Catches,Saves from Penalty,Drops,Crosses not Claimed,Saves made - parried,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Goalkeeper Smother,Saves Made from Outside Box,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,Set Pieces Goals,Straight Red Cards,Own Goal Scored,Penalties Off Target
Mexico_Liga_MX,2015-2016,Atlas FC,62dab92vpof2wyr3emhs24t1,F. Arizala,Forward,11,2.0,78.0,10.0,1.0,28.0,1.0,1.0,3.0,6.0,3.0,8.0,268.0,4.0,15.0,273.0,349.0,9.0,19.0,86.0,143.0,16.0,89.0,27.0,95.0,1110.0,7.0,69.0,15.0,3.0,7.0,19.0,58.0,2.0,2.0,1.0,76.0,106.0,49.0,16.0,8.0,10.0,1.0,21.0,65.0,283.0,208.0,12.0,5.0,13.0,15.0,8.0,33.0,3.0,12.0,90.0,1.0,5.0,1.0,85.0,79.0,24.0,192.0,1.0,599.0,12.0,2.0,8.0,1.0,4.0,182.0,4.0,81.0,19.0,20.0,17.0,13.0,50.0,2.0,1.0,6.0,2.0,5.0,359.0,3.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Atlas FC,aigpkj2yyc43t0sn9nbg28ct1,C. Arreola,Midfielder,100,,16.0,10.0,,5.0,,,,,,,80.0,2.0,5.0,82.0,105.0,,2.0,27.0,41.0,2.0,9.0,3.0,31.0,405.0,9.0,15.0,5.0,5.0,2.0,1.0,6.0,,,,24.0,21.0,7.0,20.0,9.0,1.0,,2.0,25.0,83.0,44.0,18.0,1.0,6.0,3.0,10.0,5.0,,,14.0,,,,53.0,40.0,,48.0,,222.0,6.0,,5.0,1.0,1.0,54.0,1.0,25.0,7.0,5.0,4.0,4.0,15.0,1.0,,,,7.0,107.0,1.0,0.0,0.0,0.0,3.0,11.0,1.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Atlas FC,c295wl8m8rgajmm2a157i3jrp,F. Baloy,Defender,23,,27.0,10.0,,9.0,,,2.0,,,2.0,297.0,2.0,11.0,295.0,346.0,5.0,11.0,63.0,60.0,2.0,75.0,1.0,117.0,990.0,28.0,28.0,11.0,4.0,6.0,3.0,2.0,,,,56.0,36.0,39.0,17.0,65.0,10.0,8.0,30.0,33.0,333.0,129.0,15.0,2.0,3.0,36.0,9.0,16.0,,5.0,22.0,1.0,2.0,,175.0,204.0,,99.0,,576.0,3.0,4.0,21.0,2.0,,81.0,,38.0,15.0,14.0,13.0,11.0,58.0,,2.0,,,32.0,389.0,1.0,1.0,1.0,0.0,16.0,,7.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Atlas FC,21f7hh7sala9wz8kqyc29vw0l,M. Barragán,Forward,0,,10.0,10.0,,5.0,,,,,,1.0,35.0,,5.0,34.0,38.0,1.0,4.0,5.0,13.0,,19.0,2.0,14.0,152.0,,4.0,5.0,,2.0,,7.0,,,,4.0,15.0,7.0,,,3.0,,2.0,3.0,37.0,30.0,,1.0,1.0,2.0,1.0,3.0,,2.0,4.0,,,,4.0,7.0,2.0,20.0,,61.0,1.0,,1.0,,,14.0,,4.0,5.0,3.0,,1.0,6.0,4.0,,3.0,,1.0,41.0,3.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Atlas FC,eikdlnaboghmcwyn7l7isnyz9,G. Bergessio,Forward,25,1.0,43.0,10.0,,21.0,,,1.0,7.0,,4.0,184.0,1.0,15.0,160.0,207.0,18.0,33.0,35.0,65.0,8.0,64.0,8.0,70.0,1103.0,1.0,46.0,15.0,2.0,19.0,6.0,24.0,,1.0,1.0,47.0,64.0,34.0,3.0,2.0,9.0,,13.0,22.0,190.0,143.0,2.0,8.0,16.0,6.0,5.0,13.0,4.0,14.0,58.0,1.0,1.0,,45.0,48.0,20.0,99.0,,382.0,16.0,6.0,4.0,2.0,1.0,113.0,1.0,59.0,18.0,24.0,18.0,13.0,14.0,2.0,,13.0,1.0,2.0,237.0,6.0,0.0,1.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Atlas FC,ekelus24qs08ovlwye8hrfhed,L. Caballero,Forward,11,,15.0,10.0,1.0,6.0,,,1.0,2.0,,,67.0,,9.0,64.0,82.0,1.0,5.0,12.0,23.0,2.0,33.0,6.0,22.0,332.0,,18.0,9.0,4.0,1.0,1.0,8.0,,1.0,1.0,18.0,21.0,10.0,,,6.0,,4.0,8.0,68.0,51.0,,,1.0,1.0,6.0,8.0,,4.0,17.0,,1.0,,14.0,17.0,2.0,33.0,,128.0,1.0,2.0,1.0,,,35.0,,18.0,7.0,6.0,5.0,3.0,12.0,6.0,,2.0,,1.0,86.0,1.0,1.0,0.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Atlas FC,9a1doja0m3boh2ulxbkr8euad,M. Fraga,Goalkeeper,30,,,10.0,,,,,,,,,99.0,1.0,12.0,69.0,90.0,,,8.0,5.0,2.0,43.0,,30.0,1080.0,87.0,2.0,12.0,,,1.0,,,,,89.0,,3.0,2.0,20.0,,14.0,3.0,5.0,167.0,47.0,1.0,,,68.0,,3.0,,,,,,,183.0,120.0,,8.0,,385.0,,2.0,4.0,2.0,,92.0,,85.0,,15.0,13.0,12.0,95.0,,2.0,,,,256.0,2.0,0.0,0.0,0.0,29.0,,,,127.0,,,,,,1.0,14.0,12.0,3.0,8.0,1.0,1.0,1.0,9.0,7.0,31.0,49.0,1.0,17.0,,,,,,,,,
Mexico_Liga_MX,2015-2016,Atlas FC,9e6gavtd12x5curksj8yno5ih,B. Garnica,Midfielder,11,,3.0,10.0,,1.0,1.0,,,,,,20.0,,4.0,19.0,23.0,1.0,,6.0,9.0,2.0,3.0,,14.0,84.0,,4.0,4.0,1.0,,1.0,3.0,,,,4.0,4.0,1.0,,,,,,6.0,20.0,16.0,,1.0,9.0,,2.0,5.0,,,3.0,,,1.0,4.0,7.0,,10.0,,55.0,8.0,,,,3.0,18.0,3.0,13.0,,,,,2.0,4.0,,,,2.0,24.0,,0.0,0.0,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Atlas FC,60gkf96r9k634pwzeq9so14gl,G. Garza,Defender,4,,6.0,10.0,,1.0,,,,1.0,,,100.0,1.0,3.0,98.0,108.0,,2.0,6.0,11.0,,44.0,,7.0,225.0,1.0,9.0,3.0,,1.0,,3.0,,,,10.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,101.0,73.0,1.0,1.0,3.0,1.0,1.0,3.0,,1.0,14.0,,,,46.0,30.0,,13.0,,165.0,3.0,,3.0,,2.0,26.0,2.0,10.0,1.0,8.0,6.0,3.0,8.0,,,,,4.0,111.0,2.0,0.0,0.0,0.0,,5.0,4.0,16.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Atlas FC,4tc2s00y26jbska0e81taxdk9,Á. Gaspar,Midfielder,31,,3.0,10.0,,1.0,,,,,,,30.0,,2.0,34.0,40.0,,3.0,2.0,5.0,,6.0,1.0,14.0,61.0,1.0,5.0,2.0,,3.0,,2.0,,,,6.0,4.0,1.0,2.0,,1.0,,,2.0,34.0,29.0,2.0,,2.0,4.0,,,,,6.0,,,,14.0,5.0,,6.0,,54.0,1.0,1.0,2.0,,,13.0,,6.0,1.0,,,,4.0,2.0,,,,2.0,40.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
