liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels lost,Successful Open Play Passes,Total Touches In Opposition Box,Interceptions,Aerial Duels won,Ground Duels won,Aerial Duels lost,Times Tackled,Starts,Open Play Passes,PutThrough/Blocked Distribution,Total Tackles,Offsides,Successful Crosses open play,Touches,Unsuccessful Short Passes,Leftside Passes,Successful Passes Opposition Half,Substitute Off,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Successful Launches,Penalty Goals Conceded,Forward Passes,Time Played,Total Fouls Won,Foul Attempted Tackle,Duels,Overruns,Unsuccessful Long Passes,Successful Passes Own Half,Appearances,Index,Total Clearances,Total Fouls Conceded,Goals Conceded Inside Box,Ground Duels,Successful Long Passes,Unsuccessful Crosses & Corners,Aerial Duels,Rightside Passes,Backward Passes,Shots Off Target (inc woodwork),Successful Crosses & Corners,Tackles Won,Total Passes,Yellow Cards,Tackles Lost,Successful Dribbles,Duels lost,Unsuccessful Passes Opposition Half,Corners Won,Throw Ins to Own Player,Games Played,Successful Short Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Total Shots,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Unsuccessful Launches,Duels won,Key Passes (Attempt Assists),Blocks,Total Losses Of Possession,Unsuccessful Passes Own Half,Winning Goal,Substitute On,Foul Won Penalty,Successful Lay-offs,Shots On Target ( inc goals ),Goals,Total Red Cards,Handballs conceded,Headed Goals,Straight Red Cards,Unsuccessful Corners into Box,Through balls,Corners Taken (incl short corners),Blocked Shots,Right Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Goal Assists,Penalties Conceded,Unsuccessful lay-offs,Hit Woodwork,Goals from Outside Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Assists (Intentional),Penalties Taken,Penalty Goals,Clearances Off the Line,Successful Corners into Box,Saves Made from Inside Box,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made,Own Goal Scored,Red Cards - 2nd Yellow,Saves made - parried,Punches,Saves made - caught,Catches,Goalkeeper Smother,Penalties Faced,Penalties Off Target,Successful Fifty Fifty,Fifty Fifty,Second Goal Assists,Saves from Penalty,Penalties Saved,Crosses not Claimed,Drops,Last Player Tackle,Other Goals
Mexico_Liga_MX,2020-2021,CF Pachuca,4brxad2pilyhwhjgri3u0rmga,A. Aceves,Defender,195,1.0,17.0,2.0,2.0,,1.0,,,,23.0,6.0,1.0,,,42.0,5.0,1.0,8.0,,1.0,7.0,,2.0,,,13.0,68.0,,,2.0,,2.0,9.0,1.0,10.0,,,,2.0,1.0,,,8.0,2.0,,,,24.0,,1.0,,1.0,2.0,,8.0,1.0,16.0,,17.0,,1.0,4.0,1.0,4.0,,1.0,,,11.0,5.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF Pachuca,aevk7yjo0gjbppcpqeb0siead,É. Aguirre,Midfielder,14,71.0,412.0,14.0,32.0,17.0,55.0,16.0,24.0,15.0,524.0,23.0,36.0,1.0,7.0,875.0,70.0,56.0,239.0,4.0,11.0,113.0,11.0,12.0,5.0,2.0,178.0,1256.0,5.0,12.0,159.0,4.0,43.0,189.0,15.0,10.0,25.0,21.0,9.0,126.0,53.0,33.0,33.0,201.0,96.0,4.0,10.0,27.0,531.0,4.0,9.0,14.0,87.0,119.0,10.0,86.0,15.0,365.0,26.0,418.0,3.0,7.0,81.0,2.0,6.0,19.0,72.0,13.0,1.0,201.0,27.0,0.0,,,,3.0,1.0,,,,,4.0,2.0,7.0,3.0,1.0,,1.0,0.0,3.0,,,,1.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF Pachuca,bsy8lkmbj23rwec5ne1q9cnv9,G. Cabral,Defender,22,42.0,737.0,9.0,27.0,60.0,37.0,45.0,6.0,19.0,870.0,5.0,19.0,1.0,,1105.0,82.0,311.0,256.0,,14.0,138.0,2.0,3.0,3.0,2.0,335.0,1710.0,14.0,9.0,184.0,,56.0,521.0,19.0,10.0,60.0,26.0,11.0,79.0,66.0,1.0,105.0,208.0,61.0,4.0,,13.0,915.0,3.0,6.0,5.0,87.0,79.0,1.0,5.0,19.0,711.0,1.0,777.0,8.0,7.0,84.0,3.0,,27.0,97.0,4.0,13.0,152.0,60.0,0.0,,,,3.0,,,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF Pachuca,8mdiikf8397ay3a7yf6vnv2p6,L. Calzadilla,Forward,0,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,1.0,11.0,,,1.0,,,,1.0,10.0,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF Pachuca,ey0dok6grjk40qsvo6as36hre,José Castillo Pérez,Defender,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF Pachuca,3vzhaojt7khed6aejvrhatvx1,M. Catalán,Defender,2,37.0,252.0,25.0,15.0,28.0,29.0,10.0,11.0,11.0,340.0,14.0,17.0,,9.0,598.0,60.0,123.0,167.0,2.0,25.0,89.0,7.0,5.0,5.0,3.0,153.0,1010.0,6.0,15.0,104.0,3.0,29.0,103.0,14.0,10.0,18.0,20.0,22.0,66.0,22.0,32.0,38.0,15.0,59.0,7.0,9.0,9.0,350.0,3.0,8.0,7.0,47.0,103.0,6.0,68.0,14.0,239.0,29.0,261.0,,9.0,45.0,3.0,12.0,13.0,57.0,6.0,1.0,159.0,18.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,,2.0,2.0,,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF Pachuca,ehwo68aazpcv1eqhaq5nusrmd,L. Chávez,Midfielder,24,59.0,577.0,11.0,15.0,13.0,71.0,12.0,23.0,20.0,692.0,18.0,35.0,1.0,4.0,1052.0,87.0,200.0,421.0,10.0,11.0,120.0,9.0,6.0,2.0,1.0,221.0,1635.0,24.0,13.0,155.0,1.0,33.0,211.0,20.0,10.0,14.0,19.0,8.0,130.0,57.0,68.0,25.0,190.0,118.0,16.0,23.0,22.0,729.0,5.0,13.0,12.0,71.0,159.0,16.0,7.0,20.0,552.0,19.0,609.0,5.0,26.0,87.0,3.0,,15.0,84.0,32.0,5.0,235.0,29.0,0.0,,,2.0,10.0,1.0,,,,,37.0,1.0,68.0,13.0,,,0.0,1.0,2.0,,,,1.0,10.0,,1.0,2.0,,,,20.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF Pachuca,30q9d8i2c8kgscpgze0x5h0b9,V. Dávila,Forward,7,34.0,335.0,69.0,4.0,20.0,40.0,17.0,19.0,14.0,431.0,26.0,6.0,4.0,1.0,627.0,79.0,116.0,261.0,10.0,8.0,97.0,9.0,7.0,1.0,,82.0,1197.0,26.0,7.0,111.0,,18.0,83.0,18.0,10.0,2.0,16.0,7.0,74.0,35.0,17.0,37.0,125.0,117.0,24.0,1.0,4.0,440.0,2.0,2.0,10.0,51.0,98.0,7.0,3.0,18.0,308.0,15.0,343.0,1.0,42.0,38.0,1.0,,,60.0,18.0,1.0,158.0,16.0,2.0,4.0,2.0,17.0,18.0,5.0,,4.0,2.0,,2.0,,4.0,10.0,,5.0,5.0,0.0,2.0,,3.0,2.0,,1.0,,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF Pachuca,b1rg7kkgu7kcbf1rdsm1mdtk9,A. Figueroa,Midfielder,16,17.0,73.0,4.0,4.0,,34.0,,11.0,4.0,104.0,6.0,8.0,2.0,2.0,193.0,24.0,24.0,56.0,4.0,1.0,31.0,6.0,3.0,2.0,,47.0,303.0,8.0,,51.0,,7.0,21.0,8.0,10.0,1.0,,,51.0,4.0,6.0,,16.0,19.0,5.0,2.0,6.0,106.0,,2.0,18.0,17.0,27.0,3.0,,8.0,71.0,5.0,75.0,,8.0,20.0,1.0,,2.0,34.0,4.0,,55.0,10.0,0.0,4.0,,,3.0,,,,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF Pachuca,dtqofer4mpqq7nw03eix5q7oq,B. Galindo,Defender,31,1.0,27.0,,2.0,2.0,,2.0,,1.0,35.0,1.0,,,,51.0,2.0,8.0,10.0,,1.0,8.0,,,,,19.0,90.0,,,5.0,,6.0,20.0,1.0,10.0,6.0,1.0,,1.0,4.0,,4.0,7.0,4.0,,,,38.0,,,,3.0,7.0,,,1.0,26.0,,30.0,,,7.0,1.0,,2.0,2.0,,1.0,9.0,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
