liga,temporada,equipo,id,nombre,posicion,dorsal,Total Fouls Conceded,Duels,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,PutThrough/Blocked Distribution,Open Play Passes,Unsuccessful Crosses open play,Offsides,Aerial Duels won,Fifty Fifty,Unsuccessful Passes Opposition Half,Leftside Passes,Games Played,GK Unsuccessful Distribution,Successful Long Passes,GK Successful Distribution,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Ground Duels,Interceptions,Time Played,Total Touches In Opposition Box,Total Clearances,Rightside Passes,Handballs conceded,Unsuccessful Short Passes,Touches,Backward Passes,Yellow Cards,Total Fouls Won,Duels lost,Total Tackles,Forward Passes,Substitute On,Total Shots,Successful Open Play Passes,Goals Conceded Inside Box,Clean Sheets,Successful Passes Opposition Half,Appearances,Total Passes,Ground Duels won,Corners Won,Tackles Won,Goals Conceded,Unsuccessful Launches,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Foul Attempted Tackle,Times Tackled,Throw Ins to Opposition Player,Index,Successful Fifty Fifty,Aerial Duels,Successful Short Passes,Penalty Goals Conceded,Starts,Recoveries,Blocks,Ground Duels lost,Goals Conceded Outside Box,Unsuccessful Long Passes,Blocked Shots,Substitute Off,Penalties Conceded,Goal Kicks,Key Passes (Attempt Assists),Duels won,Unsuccessful Passes Own Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Winning Goal,Successful Crosses & Corners,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Hit Woodwork,Right Foot Goals,Set Pieces Goals,Penalties Off Target,Through balls,Successful Dribbles,Successful Crosses open play,Second Goal Assists,Shots On Target ( inc goals ),Assists (Intentional),Successful Corners into Box,Unsuccessful Dribbles,Total Red Cards,Unsuccessful lay-offs,Penalties Taken,Goals from Inside Box,Goal Assists,Attempts from Set Pieces,Successful Lay-offs,Goals,Red Cards - 2nd Yellow,Overruns,Goals from Outside Box,Home Goals,Away Goals,Left Foot Goals,Headed Goals,Saves Made from Inside Box,Saves made - parried,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Straight Red Cards,Penalties Faced,Drops,Catches,Punches,Last Man Tackle,Own Goal Scored,Foul Won Penalty,Clearances Off the Line,Saves made - caught,Crosses not Claimed,Last Player Tackle,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2023,Chicago Fire FC,4brxad2pilyhwhjgri3u0rmga,A. Aceves,Defender,3,10.0,96.0,28.0,252.0,64.0,26.0,322.0,25.0,,10.0,10.0,68.0,10.0,20.0,,11.0,,2.0,141.0,130.0,74.0,15.0,850.0,9.0,29.0,116.0,,54.0,594.0,73.0,1.0,7.0,44.0,29.0,128.0,11.0,2.0,247.0,19.0,1.0,127.0,20.0,327.0,42.0,3.0,20.0,20.0,14.0,1.0,13.0,12.0,6.0,10.0,7.0,51.0,6.0,22.0,241.0,6.0,9.0,51.0,8.0,32.0,1.0,21.0,1.0,5.0,,,7.0,52.0,35.0,9.0,75.0,0.0,5.0,,2.0,2.0,,,,,,6.0,5.0,,,,,8.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
USA_MLS,2023,Chicago Fire FC,3nyl7lxka41yl4yep8rzj95d6,V. Bezerra,Forward,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Chicago Fire FC,6ycb14t59u46bwsvbb4kuur1m,C. Brady,Goalkeeper,34,1.0,21.0,,397.0,,,307.0,,,7.0,,191.0,134.0,30.0,86.0,141.0,273.0,,265.0,324.0,13.0,1.0,2640.0,,33.0,104.0,,9.0,963.0,,3.0,9.0,5.0,,418.0,,,196.0,37.0,8.0,73.0,30.0,656.0,9.0,,,44.0,62.0,25.0,,1.0,1.0,1.0,,67.0,,8.0,256.0,9.0,30.0,210.0,,4.0,7.0,250.0,,1.0,1.0,232.0,,16.0,68.0,,259.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,34.0,11.0,94.0,36.0,,10.0,5.0,20.0,13.0,,,,,1.0,3.0,,,,
USA_MLS,2023,Chicago Fire FC,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,Defender,27,6.0,43.0,1.0,163.0,6.0,5.0,193.0,1.0,,14.0,11.0,21.0,48.0,9.0,,10.0,,2.0,40.0,119.0,21.0,6.0,506.0,3.0,24.0,56.0,,21.0,274.0,11.0,1.0,3.0,17.0,8.0,81.0,4.0,2.0,162.0,8.0,1.0,44.0,9.0,196.0,12.0,1.0,5.0,10.0,3.0,,3.0,8.0,2.0,,2.0,75.0,6.0,22.0,153.0,3.0,5.0,26.0,7.0,9.0,2.0,12.0,1.0,1.0,1.0,,,26.0,13.0,3.0,33.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Chicago Fire FC,38p90lsdc5iv1jvjbhiinv6ne,J. Casas,Midfielder,37,,9.0,1.0,19.0,,,23.0,1.0,,1.0,,4.0,7.0,3.0,,,,1.0,13.0,8.0,7.0,1.0,52.0,,1.0,3.0,,1.0,39.0,2.0,,,6.0,1.0,11.0,3.0,1.0,19.0,1.0,,11.0,3.0,23.0,2.0,,1.0,2.0,,,,1.0,,5.0,,50.0,,2.0,19.0,,,6.0,,5.0,1.0,3.0,,,,,,3.0,1.0,,4.0,0.0,,,,,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Chicago Fire FC,a5bkiy2acihib9s4gbj31og5x,R. Czichos,Defender,5,30.0,218.0,4.0,1059.0,2.0,25.0,1176.0,4.0,3.0,52.0,28.0,109.0,201.0,32.0,,104.0,,7.0,217.0,754.0,127.0,44.0,2511.0,30.0,101.0,436.0,1.0,120.0,1592.0,56.0,6.0,17.0,92.0,48.0,554.0,4.0,15.0,1000.0,34.0,7.0,305.0,32.0,1247.0,74.0,2.0,34.0,41.0,27.0,8.0,17.0,39.0,17.0,9.0,1.0,53.0,20.0,91.0,955.0,7.0,28.0,150.0,18.0,53.0,7.0,68.0,1.0,2.0,1.0,,1.0,126.0,83.0,14.0,188.0,1.0,,1.0,,,2.0,,,,1.0,9.0,,,8.0,,,5.0,,,1.0,2.0,,,,2.0,,,,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Chicago Fire FC,2343y1f4dtezub9633ghspqi2,J. Dean,Midfielder,24,12.0,116.0,19.0,402.0,89.0,37.0,514.0,19.0,,22.0,8.0,86.0,140.0,22.0,,16.0,,,180.0,209.0,71.0,23.0,1371.0,6.0,41.0,50.0,1.0,86.0,839.0,110.0,5.0,9.0,55.0,24.0,218.0,9.0,,398.0,19.0,2.0,204.0,22.0,518.0,39.0,5.0,13.0,24.0,19.0,4.0,16.0,23.0,9.0,10.0,15.0,18.0,6.0,45.0,386.0,6.0,13.0,83.0,5.0,32.0,5.0,30.0,,2.0,2.0,,12.0,61.0,49.0,11.0,116.0,0.0,11.0,,,,,,,,1.0,7.0,11.0,1.0,,1.0,,5.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Chicago Fire FC,3x63opc8ut175glhsnwpzo1jp,O. Doumbia,Midfielder,26,19.0,76.0,4.0,350.0,,14.0,400.0,4.0,1.0,5.0,,40.0,116.0,11.0,,19.0,,3.0,81.0,207.0,69.0,15.0,813.0,4.0,6.0,104.0,,40.0,513.0,45.0,4.0,6.0,43.0,19.0,139.0,2.0,3.0,346.0,13.0,1.0,145.0,11.0,404.0,28.0,1.0,11.0,16.0,3.0,,7.0,2.0,15.0,8.0,,61.0,,7.0,331.0,5.0,9.0,62.0,3.0,41.0,3.0,14.0,1.0,5.0,,,3.0,33.0,18.0,8.0,54.0,0.0,2.0,,,,2.0,,,,2.0,3.0,2.0,1.0,,1.0,,3.0,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Chicago Fire FC,99hdzy5s45xr72d3lgttdmne1,J. Gal,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Chicago Fire FC,5wyc0yzl39mfgquufx99bae39,G. Giménez,Midfielder,30,38.0,217.0,30.0,995.0,2.0,43.0,1105.0,9.0,,20.0,20.0,159.0,273.0,31.0,,86.0,,14.0,267.0,541.0,180.0,28.0,2210.0,14.0,23.0,374.0,,123.0,1544.0,141.0,8.0,16.0,97.0,57.0,387.0,4.0,18.0,930.0,29.0,3.0,467.0,31.0,1175.0,100.0,6.0,40.0,35.0,15.0,5.0,29.0,17.0,29.0,20.0,,60.0,11.0,37.0,909.0,7.0,27.0,195.0,17.0,80.0,6.0,57.0,8.0,13.0,,,16.0,120.0,51.0,17.0,180.0,0.0,13.0,,25.0,16.0,,,,,8.0,27.0,4.0,1.0,4.0,1.0,6.0,5.0,1.0,1.0,,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,
