root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Corners Taken (incl short corners),Successful Dribbles,Duels lost,PutThrough/Blocked Distribution,Touches,Time Played,Ground Duels lost,Backward Passes,Total Fouls Won,Successful Crosses & Corners,Successful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Tackles Lost,Goals Conceded Inside Box,Penalty Goals Conceded,Starts,Key Passes (Attempt Assists),Total Touches In Opposition Box,Ground Duels won,Total Tackles,Successful Crosses open play,Tackles Won,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Substitute Off,Forward Passes,Unsuccessful Long Passes,Total Clearances,Total Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Successful Lay-offs,Aerial Duels,Index,Successful Passes Opposition Half,Total Losses Of Possession,Blocked Shots,Goals Conceded,Aerial Duels lost,Ground Duels,Interceptions,Duels won,Unsuccessful Crosses open play,Unsuccessful Dribbles,Leftside Passes,Aerial Duels won,Unsuccessful Launches,Total Shots,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Times Tackled,Recoveries,Unsuccessful Crosses & Corners,Appearances,Games Played,Blocks,Total Fouls Conceded,PutThrough/Blocked Distribution Won,Duels,Successful Open Play Passes,Successful Long Passes,Corners Won,Shots Off Target (inc woodwork),Rightside Passes,Winning Goal,Successful Launches,Clean Sheets,Saves Made from Outside Box,Saves made - parried,Saves Made,GK Successful Distribution,Goal Kicks,Catches,Punches,GK Unsuccessful Distribution,Saves Made from Inside Box,Substitute On,Foul Attempted Tackle,Shots On Target ( inc goals ),Goals from Inside Box,Handballs conceded,Right Foot Goals,Goals,Assists (Intentional),Yellow Cards,Goal Assists,Attempts from Set Pieces,Home Goals,Away Goals,Unsuccessful Corners into Box,Penalty Goals,Offsides,Penalties Taken,Successful Corners into Box,Throw Ins to Opposition Player,Own Goal Scored,Headed Goals,Second Goal Assists,Left Foot Goals,Penalties Conceded,Penalties Faced,Goals Conceded Outside Box,Through balls,Goalkeeper Smother,Foul Won Penalty,Clearances Off the Line,Saves from Penalty,Penalties Saved,Unsuccessful lay-offs,Last Man Tackle,Total Red Cards,Straight Red Cards,Drops,Saves made - caught,Goals from Outside Box,Hit Woodwork,Red Cards - 2nd Yellow,Fifty Fifty,Successful Fifty Fifty,Overruns,Crosses not Claimed,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Jamaica,Jamaica,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,Forward,18,,10.0,49.0,6.0,178.0,359.0,32.0,16.0,11.0,1.0,10.0,49.0,25.0,,2.0,,5.0,3.0,22.0,22.0,1.0,1.0,1.0,28.0,27.0,5.0,24.0,2.0,1.0,84.0,1.0,5.0,4.0,33.0,10.0,48.0,74.0,2.0,3.0,17.0,54.0,,38.0,6.0,12.0,18.0,16.0,,6.0,83.0,57.0,24.0,11.0,6.0,5.0,5.0,,5.0,1.0,87.0,56.0,8.0,2.0,3.0,26.0,0.0,,,,,,,,,,,,,2.0,3.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,3.0,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Jamaica,Jamaica,4jyrztlaueae7eg18kuvxa489,L. Bailey,Forward,7,7.0,11.0,31.0,5.0,227.0,437.0,29.0,37.0,11.0,4.0,29.0,88.0,27.0,2.0,4.0,,5.0,10.0,19.0,27.0,5.0,1.0,3.0,41.0,31.0,3.0,27.0,4.0,,127.0,1.0,4.0,3.0,7.0,10.0,71.0,77.0,1.0,5.0,2.0,56.0,2.0,32.0,6.0,9.0,29.0,5.0,1.0,11.0,117.0,96.0,18.0,17.0,14.0,5.0,5.0,,8.0,,63.0,87.0,8.0,4.0,7.0,34.0,1.0,,1.0,,,,,,,,,,,6.0,4.0,1.0,,,1.0,2.0,,2.0,3.0,1.0,0.0,4.0,,2.0,1.0,3.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Jamaica,Jamaica,cd9o30ebm183hfyfp79flgixh,A. Bell,Defender,4,,5.0,12.0,11.0,224.0,335.0,12.0,24.0,3.0,1.0,48.0,100.0,22.0,1.0,2.0,,4.0,1.0,3.0,16.0,8.0,1.0,7.0,26.0,31.0,1.0,65.0,9.0,6.0,139.0,18.0,9.0,,7.0,10.0,61.0,50.0,,3.0,,28.0,4.0,23.0,4.0,3.0,9.0,7.0,3.0,2.0,135.0,108.0,5.0,19.0,4.0,4.0,4.0,2.0,4.0,8.0,35.0,104.0,8.0,2.0,1.0,41.0,1.0,,2.0,,,,,,,,,,,3.0,1.0,1.0,,1.0,1.0,,,,,0.0,1.0,,,,,,6.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Jamaica,Jamaica,5ykgwunfc9pg5iq8h5cihg3xl,D. Bernard,Defender,6,,,10.0,2.0,209.0,360.0,7.0,8.0,2.0,,103.0,134.0,15.0,2.0,3.0,,4.0,,9.0,9.0,7.0,,5.0,10.0,23.0,,69.0,8.0,18.0,163.0,,13.0,,11.0,10.0,37.0,27.0,1.0,4.0,3.0,16.0,6.0,17.0,,,42.0,8.0,4.0,3.0,162.0,140.0,1.0,31.0,,4.0,4.0,1.0,5.0,,27.0,139.0,6.0,1.0,2.0,44.0,0.0,1.0,2.0,,,,,,,,,,,3.0,1.0,1.0,,,1.0,,2.0,,,1.0,0.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Jamaica,Jamaica,vii7iwznqiwigznyp13a6505,A. Blake,Goalkeeper,1,,,,,142.0,360.0,,,,,62.0,54.0,,,4.0,,4.0,,,,,,,31.0,31.0,,69.0,31.0,2.0,111.0,,,,,10.0,18.0,31.0,,5.0,,,,,,,18.0,,6.0,,67.0,80.0,,32.0,,4.0,4.0,,,,,53.0,26.0,,,24.0,0.0,2.0,1.0,5.0,3.0,11.0,36.0,25.0,2.0,1.0,4.0,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Jamaica,Jamaica,e7grlwmadbz3jakq18ldyq1yi,C. Boyce-Clarke,Goalkeeper,13,,,,,6.0,8.0,,,,,2.0,1.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,3.0,,,,,10.0,,1.0,,,,1.0,,1.0,,,,,1.0,,2.0,2.0,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,0.0,,,1.0,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Jamaica,Jamaica,2fyga1shd4mwcn90mze2pe4tl,J. Brown,Defender,21,,,9.0,1.0,124.0,177.0,8.0,11.0,3.0,3.0,37.0,64.0,9.0,3.0,2.0,,3.0,1.0,,11.0,8.0,3.0,5.0,15.0,13.0,3.0,42.0,4.0,4.0,84.0,7.0,2.0,,5.0,10.0,37.0,23.0,,3.0,1.0,19.0,1.0,15.0,4.0,1.0,28.0,4.0,,,82.0,71.0,2.0,15.0,4.0,3.0,3.0,,5.0,,24.0,69.0,7.0,,,3.0,0.0,,,,,,,,,,,,,3.0,,,1.0,,,,1.0,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Jamaica,Jamaica,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,Forward,9,,2.0,13.0,1.0,33.0,61.0,7.0,1.0,1.0,,,6.0,10.0,2.0,1.0,,,2.0,7.0,5.0,2.0,,,10.0,11.0,,10.0,1.0,,19.0,,1.0,1.0,12.0,10.0,8.0,17.0,,1.0,6.0,12.0,,11.0,,2.0,3.0,6.0,,1.0,19.0,8.0,4.0,3.0,,4.0,4.0,,3.0,,24.0,8.0,2.0,,,5.0,0.0,,,,,,,,,,,,4.0,3.0,1.0,1.0,,1.0,1.0,,2.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Jamaica,Jamaica,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,Forward,10,,3.0,18.0,11.0,149.0,332.0,13.0,20.0,5.0,2.0,25.0,65.0,18.0,1.0,4.0,,4.0,6.0,9.0,14.0,6.0,2.0,5.0,23.0,20.0,1.0,30.0,2.0,3.0,90.0,2.0,3.0,,8.0,10.0,47.0,42.0,1.0,5.0,5.0,27.0,,17.0,6.0,4.0,30.0,3.0,,2.0,89.0,70.0,7.0,23.0,6.0,4.0,4.0,,3.0,7.0,35.0,69.0,5.0,2.0,1.0,10.0,0.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Jamaica,Jamaica,4n782p6eaok71ai7ecj1jo1jp,D. Gray,Forward,12,11.0,8.0,21.0,6.0,221.0,441.0,18.0,50.0,5.0,5.0,49.0,108.0,13.0,4.0,4.0,,5.0,5.0,15.0,22.0,9.0,,5.0,22.0,15.0,2.0,23.0,2.0,,133.0,2.0,3.0,,3.0,10.0,74.0,53.0,2.0,5.0,3.0,40.0,1.0,22.0,3.0,12.0,12.0,,,10.0,120.0,118.0,16.0,29.0,10.0,5.0,5.0,,,2.0,43.0,106.0,10.0,4.0,6.0,48.0,0.0,1.0,1.0,,,,,,,,,,,,4.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,4.0,,2.0,,3.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,
