liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Throw Ins to Own Player,Goals,Corners Won,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Shots On Target ( inc goals ),Total Fouls Won,Left Foot Goals,Goals from Inside Box,Ground Duels won,Successful Launches,Unsuccessful Launches,Yellow Cards,Total Tackles,Successful Dribbles,Throw Ins to Opposition Player,Tackles Lost,Interceptions,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Blocks,Total Clearances,Unsuccessful Crosses & Corners,Tackles Won,Substitute On,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Unsuccessful Corners into Box,Offsides,Successful Crosses open play,Assists (Intentional),Goal Assists,Through balls,Successful Lay-offs,Handballs conceded,Penalties Conceded,Unsuccessful Dribbles,Headed Goals,Saves Made,GK Successful Distribution,Punches,Penalties Saved,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Catches,Saves Made from Outside Box,Penalties Taken,Penalty Goals,Times Tackled,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Clean Sheets,Goalkeeper Smother,Hit Woodwork,Total Red Cards,Straight Red Cards,Own Goal Scored,Clearances Off the Line,Unsuccessful lay-offs,Drops,Second Goal Assists,Saves made - caught,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2020,New York City Football Club,6rwoy67xc63esstfeg2horc6i,N. Acevedo,Midfielder,26,89.0,58.0,4.0,38.0,2.0,2.0,12.0,13.0,6.0,,59.0,1.0,1.0,46.0,4.0,8.0,14.0,1.0,7.0,8.0,1.0,4.0,1.0,72.0,1.0,,4.0,20.0,46.0,2.0,5.0,1.0,7.0,4.0,1.0,3.0,21.0,50.0,51.0,3.0,5.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,2.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,New York City Football Club,cnkf5c3rncn9is1s7h81m7yl1,Héber,Forward,9,129.0,32.0,11.0,19.0,2.0,4.0,16.0,6.0,8.0,,35.0,2.0,3.0,23.0,2.0,10.0,14.0,2.0,12.0,5.0,2.0,,,56.0,2.0,1.0,5.0,5.0,90.0,3.0,2.0,1.0,10.0,2.0,2.0,3.0,5.0,22.0,25.0,5.0,7.0,,3.0,1.0,1.0,8.0,13.0,7.0,1.0,,3.0,2.0,,,1.0,,1.0,,,1.0,2.0,,,1.0,2.0,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,3.0,,,,1.0,1.0,1.0,,0.0,3.0,0.0,,,,,,,,1.0,,,,
Concacaf_Concacaf_Champions_Cup,2020,New York City Football Club,d7efidcaz053ml8l4h19i7fmx,L. Barraza,Goalkeeper,13,90.0,9.0,,,4.0,,4.0,8.0,,,12.0,,,8.0,4.0,4.0,3.0,,3.0,4.0,1.0,,1.0,15.0,1.0,,,6.0,4.0,,,,,4.0,1.0,,3.0,8.0,8.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,New York City Football Club,cabhrleu1pd1z0aarmf1zgkwl,A. Callens,Defender,6,360.0,201.0,19.0,53.0,12.0,2.0,28.0,133.0,10.0,,208.0,,4.0,175.0,7.0,22.0,74.0,1.0,13.0,25.0,4.0,2.0,9.0,251.0,4.0,1.0,15.0,95.0,69.0,13.0,11.0,5.0,22.0,8.0,4.0,7.0,20.0,179.0,186.0,7.0,9.0,4.0,2.0,,1.0,4.0,9.0,3.0,2.0,,2.0,8.0,3.0,7.0,,6.0,,,2.0,3.0,,1.0,,8.0,,4.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,New York City Football Club,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,Midfielder,11,231.0,50.0,22.0,33.0,,7.0,49.0,11.0,15.0,,58.0,,10.0,41.0,5.0,15.0,16.0,1.0,16.0,5.0,2.0,3.0,2.0,120.0,4.0,4.0,38.0,13.0,60.0,19.0,2.0,9.0,54.0,6.0,4.0,28.0,7.0,35.0,43.0,16.0,35.0,,,4.0,5.0,6.0,20.0,1.0,6.0,,,10.0,,,2.0,1.0,3.0,,,,3.0,2.0,,2.0,3.0,1.0,2.0,1.0,,2.0,,,1.0,,3.0,1.0,,,,2.0,,,10.0,,,,,,,,,,,,,,,,,17.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,New York City Football Club,40lk020a1p1cvmj86ids7k05x,M. Chanot,Defender,4,359.0,176.0,13.0,26.0,15.0,5.0,35.0,126.0,18.0,,185.0,1.0,5.0,138.0,7.0,33.0,47.0,,22.0,11.0,4.0,1.0,11.0,218.0,4.0,3.0,5.0,83.0,45.0,15.0,14.0,13.0,23.0,8.0,4.0,3.0,42.0,148.0,152.0,18.0,8.0,,,,1.0,3.0,5.0,2.0,2.0,,,2.0,2.0,4.0,,1.0,,,,6.0,,,5.0,10.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,New York City Football Club,3dt4cojmf1ahkayoeob2ryl4a,T. Gray,Defender,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,New York City Football Club,bb31x0lmvx07e83d344y8byay,J. Haak,Midfielder,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,New York City Football Club,7scex1k4y0ctz3600075tmhud,S. Ibeagha,Defender,33,28.0,14.0,1.0,1.0,2.0,,6.0,7.0,4.0,,14.0,,,8.0,,6.0,2.0,,2.0,1.0,,3.0,4.0,18.0,2.0,,,7.0,1.0,2.0,,2.0,2.0,,2.0,,4.0,8.0,8.0,2.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,New York City Football Club,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,Midfielder,21,20.0,13.0,3.0,11.0,,1.0,4.0,,2.0,,13.0,,1.0,11.0,1.0,2.0,3.0,,2.0,,,2.0,,19.0,1.0,,4.0,3.0,19.0,2.0,,,5.0,1.0,1.0,2.0,4.0,11.0,11.0,1.0,3.0,,,,,,1.0,,1.0,,,2.0,,,,,1.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
