liga,temporada,equipo,id,nombre,posicion,dorsal,Duels lost,Tackles Lost,Total Clearances,Aerial Duels won,Yellow Cards,Time Played,Unsuccessful Short Passes,Throw Ins to Own Player,Goals Conceded Outside Box,Assists (Intentional),Unsuccessful Dribbles,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Tackles Won,Blocked Shots,Successful Passes Own Half,Substitute On,Key Passes (Attempt Assists),Goals Conceded Inside Box,Substitute Off,Total Fouls Won,Successful Crosses & Corners,Successful Dribbles,Recoveries,Overruns,Throw Ins to Opposition Player,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Leftside Passes,Total Fouls Conceded,Goals Conceded,PutThrough/Blocked Distribution,Duels,Starts,Unsuccessful Launches,Through balls,Aerial Duels lost,Aerial Duels,Total Shots,Total Losses Of Possession,Successful Open Play Passes,Times Tackled,Ground Duels,Successful Crosses open play,Penalty Goals Conceded,Goal Assists,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Backward Passes,Penalties Conceded,Total Tackles,Touches,Interceptions,Successful Short Passes,Successful Passes Opposition Half,Successful Lay-offs,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful lay-offs,Total Passes,Blocks,Open Play Passes,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Ground Duels lost,Games Played,Rightside Passes,Index,PutThrough/Blocked Distribution Won,Unsuccessful Crosses open play,Ground Duels won,Corners Won,Winning Goal,Right Foot Goals,Goals,Offsides,Left Foot Goals,Hit Woodwork,Headed Goals,Goals from Inside Box,Clean Sheets,Home Goals,Away Goals,Total Red Cards,Goal Kicks,GK Successful Distribution,Straight Red Cards,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Successful Corners into Box,Foul Won Penalty,Red Cards - 2nd Yellow,Set Pieces Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Penalties Taken,Penalty Goals,Handballs conceded,Other Goals,Own Goal Scored,Punches,Saves made - parried,Saves Made,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Saves Made from Inside Box,Penalties Faced,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Second Goal Assists,Penalties Saved,Saves from Penalty,Penalties Off Target,Crosses not Claimed
USA_USL_League_One,2024,Greenville Triumph SC,5sjyqe4344kkdx6v15jbb0is4,H. Anderson,Defender,20,72.0,7.0,15.0,10.0,2.0,921.0,56.0,29.0,2.0,1.0,19.0,80.0,63.0,10.0,75.0,15.0,5.0,78.0,11.0,15.0,13.0,7.0,11.0,13.0,13.0,55.0,4.0,41.0,7.0,5.0,68.0,19.0,15.0,32.0,128.0,10.0,5.0,,11.0,21.0,10.0,193.0,233.0,29.0,107.0,8.0,1.0,1.0,21.0,18.0,30.0,29.0,100.0,1.0,22.0,635.0,20.0,232.0,172.0,2.0,,237.0,,300.0,2.0,296.0,56.0,5.0,5.0,61.0,21.0,52.0,10.0,24.0,25.0,46.0,9.0,1.0,3.0,3.0,2.0,,,,2.0,2.0,2.0,1.0,,,,,1.0,,,5.0,,,,5.0,12.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Greenville Triumph SC,9vw8izvdgvl9afa5cjwrrx2lm,C. Anguiano,Midfielder,6,46.0,10.0,4.0,5.0,2.0,708.0,35.0,1.0,,,6.0,123.0,52.0,7.0,47.0,12.0,3.0,184.0,9.0,8.0,10.0,3.0,16.0,3.0,3.0,40.0,1.0,,17.0,3.0,122.0,16.0,10.0,11.0,92.0,8.0,6.0,,8.0,13.0,3.0,84.0,392.0,16.0,79.0,1.0,2.0,,17.0,12.0,7.0,3.0,95.0,,22.0,570.0,7.0,398.0,225.0,4.0,1.0,406.0,,458.0,3.0,443.0,46.0,,8.0,38.0,17.0,118.0,10.0,3.0,4.0,41.0,1.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Greenville Triumph SC,74kulsc49v28gagdio1exxv4l,L. Castro,Forward,25,160.0,8.0,21.0,72.0,4.0,1704.0,114.0,2.0,2.0,1.0,19.0,110.0,120.0,15.0,113.0,14.0,9.0,116.0,,18.0,20.0,14.0,22.0,1.0,21.0,50.0,3.0,,6.0,20.0,106.0,37.0,22.0,33.0,294.0,21.0,3.0,4.0,59.0,131.0,45.0,267.0,348.0,60.0,163.0,1.0,4.0,2.0,21.0,17.0,10.0,106.0,158.0,,22.0,849.0,7.0,375.0,265.0,43.0,,380.0,11.0,500.0,4.0,468.0,134.0,25.0,5.0,101.0,21.0,126.0,10.0,15.0,10.0,62.0,10.0,4.0,4.0,7.0,12.0,2.0,2.0,1.0,7.0,1.0,2.0,5.0,,,,,,,,,1.0,,,,,1.0,,4.0,,,,,,,,,,,,,,,1.0,,,,
USA_USL_League_One,2024,Greenville Triumph SC,arl1q2uuag2scjv8vt406lrtg,P. Corvino,Midfielder,16,56.0,10.0,11.0,7.0,2.0,1030.0,63.0,10.0,2.0,,9.0,140.0,89.0,11.0,79.0,11.0,6.0,157.0,15.0,17.0,17.0,4.0,26.0,7.0,6.0,66.0,,,26.0,10.0,123.0,16.0,19.0,21.0,116.0,9.0,12.0,,7.0,14.0,16.0,145.0,411.0,23.0,102.0,4.0,2.0,,24.0,26.0,16.0,11.0,117.0,,21.0,710.0,5.0,399.0,278.0,13.0,5.0,428.0,,517.0,3.0,500.0,60.0,6.0,29.0,49.0,24.0,137.0,10.0,8.0,14.0,53.0,3.0,0.0,1.0,1.0,1.0,,,,1.0,,1.0,0.0,,,,,,1.0,,3.0,,,,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Greenville Triumph SC,ee12f0u7m07sw81xkozouyd3p,B. Fricke,Defender,5,51.0,6.0,72.0,50.0,1.0,1607.0,59.0,1.0,2.0,,1.0,374.0,122.0,3.0,65.0,10.0,3.0,716.0,1.0,4.0,23.0,4.0,8.0,,2.0,57.0,,,63.0,5.0,369.0,9.0,25.0,13.0,127.0,19.0,42.0,,31.0,81.0,5.0,137.0,894.0,5.0,46.0,,3.0,,20.0,57.0,,23.0,51.0,,16.0,1243.0,17.0,861.0,213.0,,22.0,929.0,,1051.0,13.0,1016.0,76.0,,68.0,20.0,20.0,257.0,10.0,8.0,,26.0,1.0,0.0,,,1.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
USA_USL_League_One,2024,Greenville Triumph SC,1oi0xwbvvnlerq9ykqj0taqne,H. Gabo,Defender,19,11.0,2.0,3.0,6.0,,58.0,7.0,3.0,,,2.0,18.0,12.0,1.0,9.0,,,13.0,7.0,,,,1.0,,1.0,4.0,,1.0,5.0,,6.0,2.0,,1.0,21.0,,3.0,,1.0,7.0,1.0,22.0,21.0,5.0,14.0,,,,7.0,3.0,,1.0,7.0,,2.0,61.0,2.0,20.0,8.0,,1.0,21.0,,33.0,,33.0,10.0,1.0,1.0,10.0,7.0,2.0,10.0,1.0,,4.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Greenville Triumph SC,5htuxrszecd448kld1yguwpas,C. Garner,Goalkeeper,23,1.0,,16.0,6.0,2.0,1080.0,1.0,,1.0,,,162.0,62.0,,40.0,,,213.0,,,16.0,,3.0,,,93.0,,,61.0,,76.0,,17.0,,9.0,12.0,30.0,,,6.0,,62.0,145.0,,3.0,,1.0,,12.0,22.0,,,,,,441.0,,186.0,41.0,,26.0,254.0,,316.0,,183.0,8.0,,68.0,1.0,12.0,78.0,10.0,,,2.0,,0.0,,,,,,,,3.0,,,,90.0,139.0,,,,,,,,,,,,,,,,10.0,16.0,30.0,15.0,10.0,9.0,21.0,2.0,,2.0,,,,,,,
USA_USL_League_One,2024,Greenville Triumph SC,178gyi6o1t8c0rqwdhg7xzims,A. Grudko,Midfielder,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Greenville Triumph SC,bflpt62hxbdklsnmsbouxsl0q,O. Hald,Defender,15,15.0,1.0,5.0,5.0,2.0,338.0,20.0,26.0,,,4.0,96.0,29.0,5.0,24.0,5.0,,85.0,9.0,2.0,3.0,2.0,2.0,1.0,1.0,21.0,1.0,9.0,9.0,,12.0,8.0,3.0,2.0,28.0,3.0,3.0,,3.0,8.0,,53.0,167.0,5.0,20.0,1.0,,,12.0,9.0,4.0,,23.0,,6.0,277.0,4.0,151.0,87.0,,3.0,171.0,,200.0,,196.0,13.0,,20.0,12.0,12.0,69.0,10.0,2.0,4.0,8.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Greenville Triumph SC,5nwr0jfy6na631d30mcp9ndre,C. Herrera,Midfielder,8,102.0,7.0,11.0,11.0,9.0,1606.0,91.0,6.0,2.0,1.0,13.0,256.0,124.0,19.0,104.0,26.0,,516.0,,12.0,19.0,6.0,50.0,3.0,15.0,112.0,1.0,,33.0,5.0,315.0,35.0,21.0,35.0,211.0,19.0,14.0,7.0,13.0,24.0,5.0,193.0,927.0,26.0,187.0,1.0,3.0,1.0,19.0,28.0,8.0,8.0,242.0,,33.0,1372.0,27.0,901.0,447.0,15.0,6.0,960.0,,1084.0,6.0,1050.0,109.0,,59.0,89.0,19.0,271.0,10.0,22.0,3.0,98.0,1.0,0.0,,,,,1.0,,,3.0,,,,,,,,,,3.0,,,,3.0,7.0,,,4.0,,,,,,,,,,,,,,,1.0,,,,
