liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Own Goal Scored,Clearances Off the Line,Headed Goals,Total Red Cards,Straight Red Cards,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Set Pieces Goals,Penalties Saved,Saves from Penalty,Last Man Tackle,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Second Goal Assists,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal
USA_MLS,2016,Chicago Fire FC,1hl59djjogr15wtdp8xvages5,D. Accam,Forward,11,15.0,20.0,1935.0,16.0,3.0,9.0,1.0,9.0,8.0,313.0,24.0,90.0,10.0,181.0,8.0,4.0,20.0,14.0,28.0,7.0,18.0,335.0,80.0,22.0,75.0,346.0,4.0,28.0,70.0,232.0,34.0,56.0,95.0,6.0,123.0,26.0,128.0,15.0,3.0,95.0,21.0,25.0,9.0,896.0,39.0,24.0,14.0,2.0,309.0,2.0,88.0,136.0,60.0,164.0,28.0,6.0,19.0,2.0,66.0,6.0,64.0,333.0,2.0,41.0,1.0,42.0,24.0,24.0,1.0,3.0,1.0,151.0,45.0,7.0,2.0,224.0,251.0,24.0,3.0,1.0,2.0,2.0,1.0,19.0,169.0,3.0,7.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Chicago Fire FC,dblic6cgdi28lxu6k7ecp40k5,D. Arshakyan,Forward,10,1.0,,324.0,,6.0,4.0,,,,86.0,3.0,25.0,,49.0,,,,1.0,4.0,2.0,9.0,48.0,20.0,1.0,26.0,95.0,3.0,2.0,,69.0,9.0,6.0,26.0,,31.0,2.0,24.0,3.0,,11.0,3.0,1.0,3.0,133.0,,9.0,,1.0,15.0,,18.0,17.0,30.0,12.0,2.0,,,,3.0,8.0,4.0,32.0,,11.0,,1.0,9.0,,,,,11.0,21.0,,,60.0,69.0,17.0,,2.0,,,,1.0,20.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Chicago Fire FC,58wqz8jo721s9y66j604x41d5,J. Calistri,Forward,15,3.0,1.0,348.0,1.0,12.0,3.0,1.0,1.0,,99.0,1.0,19.0,1.0,48.0,3.0,,3.0,4.0,1.0,1.0,10.0,57.0,21.0,6.0,30.0,101.0,,2.0,3.0,62.0,7.0,5.0,33.0,,20.0,9.0,31.0,,,16.0,2.0,9.0,5.0,170.0,,14.0,1.0,1.0,28.0,,45.0,8.0,90.0,17.0,4.0,,6.0,1.0,3.0,5.0,4.0,43.0,7.0,8.0,1.0,3.0,14.0,,,,,16.0,17.0,1.0,,66.0,68.0,15.0,,1.0,,,1.0,6.0,26.0,,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Chicago Fire FC,4pvzci644zwid3yddruz3l0id,J. Campbell,Defender,16,2.0,,2823.0,1.0,3.0,,25.0,1.0,1.0,1188.0,1.0,64.0,2.0,189.0,75.0,1.0,153.0,12.0,5.0,7.0,38.0,314.0,792.0,52.0,98.0,1230.0,1.0,14.0,2.0,837.0,41.0,7.0,251.0,,285.0,5.0,153.0,2.0,1.0,105.0,30.0,28.0,100.0,1683.0,,33.0,8.0,30.0,96.0,,551.0,23.0,76.0,118.0,2.0,,142.0,2.0,21.0,44.0,3.0,178.0,154.0,48.0,,2.0,33.0,,1.0,,1.0,22.0,330.0,1.0,,951.0,979.0,82.0,8.0,,1.0,,1.0,40.0,60.0,12.0,101.0,74.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Chicago Fire FC,cc1itdep9307lxpzr96ay3hed,R. Cociş,Midfielder,30,6.0,2.0,1901.0,5.0,11.0,7.0,3.0,5.0,2.0,821.0,,88.0,2.0,361.0,24.0,4.0,57.0,20.0,14.0,5.0,51.0,268.0,279.0,73.0,142.0,837.0,4.0,25.0,12.0,579.0,33.0,24.0,199.0,,234.0,17.0,151.0,4.0,,101.0,19.0,37.0,54.0,1214.0,,30.0,18.0,11.0,175.0,1.0,313.0,37.0,48.0,155.0,10.0,,59.0,2.0,26.0,46.0,5.0,272.0,31.0,38.0,1.0,6.0,30.0,,1.0,,1.0,66.0,202.0,4.0,,622.0,638.0,97.0,3.0,1.0,2.0,,2.0,52.0,117.0,21.0,62.0,109.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Chicago Fire FC,qltl203pzsm3rkzahegvglpl,D. Conner,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Chicago Fire FC,7bvdiox557iznnaenla4vuk89,P. Doody,Defender,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Chicago Fire FC,bmlit85nr640d79etfmjroqtx,C. Fernández,Midfielder,17,,,8.0,,2.0,1.0,,,,5.0,,1.0,,3.0,,,,,,,,4.0,2.0,1.0,,5.0,,,,5.0,1.0,,,,1.0,,2.0,1.0,,2.0,,,,15.0,,2.0,,,6.0,,2.0,1.0,97.0,3.0,,,,,2.0,,2.0,6.0,,1.0,,2.0,2.0,,,,,3.0,1.0,,,5.0,5.0,,,,,,,1.0,3.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Chicago Fire FC,g8wp1jywkhrxjjv1okn1a85x,E. Gehrig,Defender,6,1.0,,259.0,2.0,2.0,,2.0,,,141.0,,9.0,,50.0,5.0,,14.0,1.0,,2.0,1.0,33.0,71.0,5.0,14.0,149.0,1.0,5.0,,105.0,8.0,,28.0,,32.0,2.0,21.0,,,10.0,3.0,1.0,8.0,189.0,,5.0,2.0,3.0,13.0,,66.0,1.0,87.0,6.0,,,16.0,,,1.0,,15.0,16.0,10.0,,1.0,5.0,,,,,8.0,42.0,,,114.0,121.0,2.0,,,,,1.0,2.0,9.0,3.0,8.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Chicago Fire FC,5odgwhkncteb2quyty5uefj6d,J. Goossens,Midfielder,7,25.0,9.0,1288.0,4.0,9.0,7.0,,3.0,,463.0,15.0,109.0,21.0,232.0,16.0,,44.0,10.0,14.0,3.0,10.0,237.0,155.0,11.0,74.0,484.0,12.0,10.0,9.0,320.0,20.0,25.0,118.0,12.0,90.0,25.0,145.0,7.0,,62.0,15.0,24.0,25.0,758.0,32.0,24.0,5.0,1.0,77.0,2.0,136.0,16.0,43.0,37.0,11.0,2.0,46.0,5.0,17.0,1.0,11.0,88.0,8.0,23.0,3.0,52.0,24.0,15.0,3.0,,4.0,41.0,149.0,1.0,,349.0,366.0,11.0,,1.0,4.0,,,9.0,51.0,2.0,18.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
