liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Shots Off Target (inc woodwork),Foul Attempted Tackle,Blocks,Goal Assists,Through balls,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Penalties Off Target,Foul Won Penalty,Hit Woodwork,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Clean Sheets,Drops,Penalties Faced,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Headed Goals,Clearances Off the Line,Straight Red Cards,Second Goal Assists,Penalty Goals Conceded,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Last Man Tackle,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2018,FC Cincinnati,ejmps4o7wp1pqmx1727prw91x,F. Adi,Midfielder,9,,11.0,592.0,3.0,,3.0,172.0,8.0,59.0,,95.0,1.0,2.0,5.0,,4.0,33.0,121.0,39.0,4.0,,47.0,186.0,4.0,21.0,7.0,131.0,3.0,13.0,52.0,,55.0,9.0,48.0,3.0,,18.0,6.0,5.0,4.0,317.0,1.0,11.0,77.0,1.0,38.0,37.0,10.0,45.0,8.0,,3.0,,16.0,18.0,7.0,128.0,3.0,7.0,1.0,,11.0,,,50.0,34.0,121.0,134.0,51.0,2.0,83.0,2.0,,27.0,5.0,12.0,5.0,6.0,1.0,,2.0,1.0,,,,,,,,,,,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,FC Cincinnati,bu3257jenng1txn67hk03erbp,F. Alashe,Midfielder,27,1.0,,688.0,1.0,1.0,1.0,319.0,,45.0,,140.0,4.0,2.0,14.0,10.0,2.0,5.0,80.0,125.0,21.0,,41.0,320.0,5.0,15.0,1.0,254.0,2.0,8.0,55.0,,93.0,2.0,47.0,1.0,,47.0,9.0,15.0,9.0,428.0,,9.0,63.0,,92.0,7.0,10.0,46.0,3.0,,11.0,,15.0,10.0,3.0,78.0,6.0,4.0,,1.0,9.0,,,27.0,90.0,264.0,265.0,15.0,15.0,32.0,6.0,9.0,36.0,,8.0,5.0,11.0,3.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,FC Cincinnati,64dhvm0ah5g8fq5c1g4k68ic5,Nazmi Albadawi,Midfielder,5,15.0,2.0,2244.0,1.0,,11.0,882.0,17.0,170.0,3.0,477.0,5.0,1.0,29.0,17.0,7.0,23.0,353.0,216.0,41.0,,167.0,886.0,10.0,27.0,24.0,658.0,14.0,38.0,196.0,1.0,219.0,38.0,191.0,19.0,2.0,131.0,26.0,42.0,23.0,1277.0,4.0,29.0,192.0,3.0,285.0,89.0,10.0,98.0,21.0,,32.0,2.0,25.0,10.0,15.0,225.0,9.0,21.0,1.0,18.0,29.0,3.0,1.0,104.0,212.0,686.0,690.0,33.0,24.0,127.0,17.0,17.0,88.0,3.0,52.0,17.0,16.0,,4.0,4.0,4.0,,,,,,,,,,,9.0,,,,2.0,8.0,,,6.0,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2018,FC Cincinnati,614w28s7cigyjam7f10hz9gwl,T. Ameobi,Forward,0,,,13.0,,,,7.0,,2.0,,2.0,,,,,,,3.0,3.0,1.0,,3.0,8.0,,1.0,,5.0,1.0,1.0,3.0,,1.0,,3.0,,,2.0,,,,13.0,,4.0,3.0,,4.0,1.0,10.0,6.0,,,,,1.0,4.0,,7.0,1.0,1.0,,,4.0,,,1.0,1.0,4.0,5.0,4.0,1.0,1.0,,1.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,FC Cincinnati,7v93ogrpydx7dtpxc4k0ecez9,M. Bahner,Defender,2,14.0,,694.0,88.0,5.0,,275.0,4.0,34.0,3.0,109.0,19.0,,25.0,3.0,2.0,15.0,135.0,83.0,12.0,,65.0,279.0,1.0,10.0,6.0,177.0,10.0,,90.0,,27.0,5.0,73.0,1.0,20.0,32.0,8.0,13.0,31.0,489.0,,9.0,44.0,,142.0,11.0,10.0,49.0,,,12.0,3.0,8.0,23.0,,82.0,15.0,12.0,,14.0,9.0,,1.0,18.0,76.0,185.0,189.0,38.0,7.0,33.0,5.0,16.0,26.0,1.0,1.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,FC Cincinnati,ane7mklbxwoa3fpsxc3qdf9w5,P. Barrett,Defender,29,,1.0,1650.0,1.0,14.0,1.0,860.0,1.0,40.0,,244.0,42.0,5.0,122.0,6.0,8.0,33.0,239.0,455.0,35.0,,94.0,915.0,,34.0,4.0,571.0,12.0,13.0,216.0,,132.0,3.0,154.0,1.0,,115.0,18.0,11.0,62.0,1170.0,,18.0,106.0,,487.0,18.0,10.0,121.0,5.0,,128.0,,27.0,59.0,1.0,198.0,83.0,20.0,,,18.0,,2.0,44.0,256.0,665.0,699.0,92.0,19.0,77.0,16.0,34.0,62.0,,,8.0,11.0,15.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,6.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,
USA_USL_Championship,2018,FC Cincinnati,9m07pgfzvwoikbgd6nmnjidp1,C. Bone,Midfielder,19,22.0,8.0,2810.0,12.0,2.0,12.0,1481.0,15.0,330.0,10.0,774.0,8.0,,33.0,25.0,10.0,20.0,407.0,483.0,60.0,,211.0,1491.0,10.0,8.0,21.0,1184.0,23.0,42.0,244.0,,500.0,40.0,218.0,15.0,3.0,217.0,32.0,58.0,50.0,1955.0,3.0,34.0,198.0,3.0,364.0,73.0,10.0,116.0,22.0,,63.0,10.0,19.0,16.0,17.0,234.0,8.0,33.0,1.0,24.0,34.0,2.0,,98.0,297.0,1238.0,1247.0,36.0,45.0,118.0,15.0,38.0,100.0,2.0,75.0,20.0,3.0,1.0,4.0,8.0,4.0,,,,,,,,,,,9.0,,,3.0,4.0,9.0,,,7.0,,,,,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2018,FC Cincinnati,9lqozbr0ghw2fhep938p8snah,R. Cicerone,Forward,7,13.0,2.0,477.0,4.0,2.0,1.0,136.0,10.0,39.0,2.0,60.0,1.0,,9.0,3.0,1.0,10.0,95.0,42.0,11.0,,29.0,138.0,3.0,2.0,16.0,94.0,5.0,11.0,38.0,1.0,17.0,7.0,48.0,3.0,,29.0,5.0,8.0,8.0,256.0,4.0,10.0,59.0,,38.0,25.0,10.0,39.0,9.0,,6.0,1.0,5.0,7.0,10.0,76.0,,6.0,,18.0,10.0,3.0,,27.0,44.0,99.0,100.0,17.0,4.0,37.0,7.0,1.0,32.0,5.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2018,FC Cincinnati,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,Midfielder,4,1.0,,513.0,,1.0,,290.0,,50.0,,110.0,3.0,,5.0,2.0,3.0,9.0,61.0,134.0,8.0,,42.0,291.0,2.0,2.0,,220.0,4.0,1.0,47.0,,80.0,2.0,33.0,2.0,,36.0,5.0,8.0,15.0,363.0,,9.0,27.0,,68.0,1.0,10.0,26.0,,,24.0,,8.0,10.0,,46.0,18.0,7.0,,1.0,9.0,,,11.0,93.0,243.0,244.0,19.0,6.0,20.0,2.0,10.0,16.0,4.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,FC Cincinnati,delks7x7n02gmd9hrrh3xbt1x,D. Haber,Forward,92,14.0,,490.0,7.0,,,157.0,7.0,29.0,10.0,90.0,4.0,,10.0,3.0,1.0,8.0,108.0,34.0,10.0,,34.0,158.0,5.0,3.0,4.0,112.0,7.0,9.0,44.0,6.0,45.0,7.0,52.0,4.0,,29.0,5.0,8.0,12.0,285.0,11.0,17.0,48.0,,46.0,17.0,10.0,24.0,5.0,,2.0,4.0,4.0,6.0,8.0,62.0,5.0,8.0,,20.0,17.0,4.0,,30.0,38.0,114.0,114.0,14.0,6.0,38.0,4.0,3.0,18.0,12.0,7.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
