root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Corners Taken (incl short corners),Successful Dribbles,Duels lost,PutThrough/Blocked Distribution,Touches,Time Played,Ground Duels lost,Backward Passes,Total Fouls Won,Successful Crosses & Corners,Successful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Tackles Lost,Goals Conceded Inside Box,Penalty Goals Conceded,Starts,Key Passes (Attempt Assists),Total Touches In Opposition Box,Ground Duels won,Total Tackles,Successful Crosses open play,Tackles Won,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Substitute Off,Forward Passes,Unsuccessful Long Passes,Total Clearances,Total Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Successful Lay-offs,Aerial Duels,Index,Successful Passes Opposition Half,Total Losses Of Possession,Blocked Shots,Goals Conceded,Aerial Duels lost,Ground Duels,Interceptions,Duels won,Unsuccessful Crosses open play,Unsuccessful Dribbles,Leftside Passes,Aerial Duels won,Unsuccessful Launches,Total Shots,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Times Tackled,Recoveries,Unsuccessful Crosses & Corners,Appearances,Games Played,Blocks,Total Fouls Conceded,PutThrough/Blocked Distribution Won,Duels,Successful Open Play Passes,Successful Long Passes,Corners Won,Shots Off Target (inc woodwork),Rightside Passes,Winning Goal,Successful Launches,Clean Sheets,Saves Made from Outside Box,Saves made - parried,Saves Made,GK Successful Distribution,Goal Kicks,Catches,Punches,GK Unsuccessful Distribution,Saves Made from Inside Box,Substitute On,Foul Attempted Tackle,Shots On Target ( inc goals ),Goals from Inside Box,Handballs conceded,Right Foot Goals,Goals,Assists (Intentional),Yellow Cards,Goal Assists,Attempts from Set Pieces,Home Goals,Away Goals,Unsuccessful Corners into Box,Penalty Goals,Offsides,Penalties Taken,Successful Corners into Box,Throw Ins to Opposition Player,Own Goal Scored,Headed Goals,Second Goal Assists,Left Foot Goals,Penalties Conceded,Penalties Faced,Goals Conceded Outside Box,Through balls,Goalkeeper Smother,Foul Won Penalty,Clearances Off the Line,Saves from Penalty,Penalties Saved,Unsuccessful lay-offs,Last Man Tackle,Total Red Cards,Straight Red Cards,Drops,Saves made - caught,Goals from Outside Box,Hit Woodwork,Red Cards - 2nd Yellow,Fifty Fifty,Successful Fifty Fifty,Overruns,Crosses not Claimed,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Trinidad and Tobago,Trinidad_and_Tobago,ani26vxlo22iw1u9oexptml05,L. Archer,Defender,5,,,2.0,1.0,37.0,90.0,2.0,4.0,,,20.0,23.0,1.0,,6.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,4.0,,10.0,3.0,3.0,27.0,,3.0,,,10.0,3.0,4.0,,6.0,,3.0,1.0,1.0,,,6.0,,1.0,,26.0,23.0,,1.0,,1.0,1.0,3.0,,1.0,3.0,22.0,,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Trinidad and Tobago,Trinidad_and_Tobago,uf1c33lttgfz9nr2v9m6y9gq,K. Auvray,Forward,20,1.0,6.0,13.0,2.0,87.0,149.0,11.0,12.0,2.0,2.0,14.0,39.0,4.0,1.0,2.0,,1.0,1.0,4.0,9.0,1.0,2.0,,11.0,7.0,1.0,16.0,3.0,1.0,46.0,,,,2.0,10.0,27.0,27.0,1.0,3.0,2.0,20.0,1.0,9.0,3.0,7.0,4.0,,,,45.0,39.0,8.0,10.0,4.0,3.0,3.0,,,1.0,22.0,38.0,,2.0,,14.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Trinidad and Tobago,Trinidad_and_Tobago,3z982g6djrv6piwca4gm91ln9,S. Bateau,Defender,4,,,7.0,3.0,168.0,270.0,4.0,12.0,2.0,,95.0,116.0,9.0,4.0,9.0,1.0,3.0,,1.0,9.0,7.0,,3.0,15.0,22.0,,55.0,13.0,5.0,144.0,,7.0,,6.0,10.0,27.0,23.0,,10.0,3.0,13.0,3.0,12.0,,,29.0,3.0,5.0,,131.0,122.0,,21.0,,3.0,3.0,,3.0,2.0,19.0,109.0,6.0,,,48.0,0.0,,1.0,,,,5.0,5.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Trinidad and Tobago,Trinidad_and_Tobago,9agqkktnf9a4qurqdkr2yn8id,K. Corbin,Forward,9,,,,1.0,15.0,25.0,,5.0,,,5.0,8.0,3.0,2.0,3.0,,,,,2.0,2.0,,,,3.0,,3.0,,,12.0,,3.0,,,10.0,4.0,3.0,,3.0,,2.0,,2.0,,,1.0,,,,12.0,9.0,,3.0,,1.0,1.0,,,1.0,2.0,9.0,1.0,,,3.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Trinidad and Tobago,Trinidad_and_Tobago,7ityxcw7wapkueginni0klot1,A. David,Defender,2,,,3.0,,31.0,45.0,2.0,3.0,1.0,,12.0,18.0,3.0,2.0,3.0,,1.0,,,3.0,2.0,,,3.0,4.0,1.0,9.0,1.0,,23.0,2.0,1.0,,1.0,10.0,7.0,7.0,,3.0,1.0,5.0,,3.0,,,1.0,,1.0,,21.0,19.0,1.0,5.0,,1.0,1.0,,1.0,,6.0,17.0,1.0,,,10.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Trinidad and Tobago,Trinidad_and_Tobago,9zuk40rppwiyzn980bw7z1v1m,A. Fortune,Midfielder,8,,1.0,6.0,2.0,44.0,76.0,6.0,4.0,2.0,,9.0,21.0,3.0,2.0,3.0,,1.0,,2.0,6.0,3.0,,1.0,2.0,3.0,1.0,5.0,,,26.0,,1.0,,,10.0,14.0,9.0,1.0,3.0,,12.0,,6.0,,2.0,8.0,,,2.0,24.0,23.0,5.0,2.0,,2.0,2.0,,1.0,1.0,12.0,21.0,2.0,2.0,,9.0,0.0,,,,,,,,,,,,1.0,1.0,2.0,,,1.0,1.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Trinidad and Tobago,Trinidad_and_Tobago,9cdqfp1qaa82vbmwqjz7o3209,N. Frenderup,Goalkeeper,21,,,,,76.0,180.0,,,1.0,,44.0,33.0,,,3.0,,2.0,,,1.0,,,,11.0,12.0,,29.0,12.0,1.0,59.0,,1.0,,,10.0,3.0,12.0,,4.0,,1.0,,1.0,,,20.0,,3.0,,37.0,47.0,,15.0,,2.0,2.0,,,,1.0,32.0,14.0,,,10.0,0.0,3.0,1.0,1.0,1.0,3.0,19.0,15.0,2.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Trinidad and Tobago,Trinidad_and_Tobago,anqg5vu7a6s3lk0lchntswc0l,L. García,Forward,11,,8.0,19.0,1.0,116.0,257.0,12.0,17.0,6.0,1.0,15.0,45.0,9.0,3.0,9.0,1.0,3.0,2.0,16.0,19.0,5.0,1.0,2.0,8.0,10.0,1.0,6.0,1.0,2.0,56.0,,3.0,2.0,11.0,10.0,32.0,32.0,1.0,10.0,7.0,31.0,1.0,23.0,1.0,7.0,18.0,4.0,,7.0,48.0,46.0,9.0,4.0,1.0,3.0,3.0,1.0,2.0,,42.0,38.0,1.0,3.0,4.0,15.0,0.0,,,,,,,,,,,,,1.0,3.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Trinidad and Tobago,Trinidad_and_Tobago,8udr4ta0orskmt6v6z491wu8k,R. Gill,Midfielder,13,,2.0,5.0,3.0,40.0,58.0,5.0,8.0,2.0,,8.0,17.0,2.0,2.0,3.0,,,1.0,3.0,9.0,5.0,,3.0,2.0,4.0,,9.0,2.0,,21.0,,3.0,1.0,,10.0,9.0,10.0,,3.0,,14.0,1.0,9.0,1.0,4.0,1.0,,1.0,1.0,20.0,17.0,4.0,6.0,1.0,2.0,2.0,,,2.0,14.0,16.0,,1.0,1.0,3.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Trinidad and Tobago,Trinidad_and_Tobago,aigpzkjyja6ksrcl8dteylqs5,S. Gómez,Defender,14,,2.0,7.0,,41.0,121.0,7.0,4.0,,,6.0,15.0,3.0,2.0,6.0,,1.0,,1.0,5.0,3.0,,1.0,5.0,5.0,1.0,7.0,2.0,1.0,20.0,3.0,2.0,,,10.0,9.0,14.0,,6.0,,12.0,1.0,5.0,2.0,3.0,4.0,,2.0,1.0,20.0,15.0,5.0,3.0,2.0,2.0,2.0,,1.0,,12.0,15.0,,,1.0,5.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
