liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Corners Won,Overruns,Substitute On,Successful Dribbles,Throw Ins to Own Player,Total Big Chances Created,Throw Ins to Opposition Player,Handballs conceded,Penalties Conceded,Shots Off Target (inc woodwork),Total Shots,Unsuccessful Dribbles,Goals,Goals Openplay,Goals from Inside Box,Hit Woodwork,Offsides,Right Foot Goals,Shots On Target ( inc goals ),Total Big Chances Missed,Unsuccessful lay-offs,Home Goals,Away Goals,Assists (Intentional),Corners Taken (incl short corners),Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Through balls,Unsuccessful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,GK Successful Distribution,Goal Kicks,Total Big Chances Saved,Left Foot Goals,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Scored,Penalties Taken,Penalty Goals,Successful Corners into Box,Attempts from Set Pieces,Second Goal Assists,Foul Won Penalty,Goals Conceded Outside Box,Goals from Outside Box,Own Goal Scored,Last Player Tackle,Headed Goals,Direct Setpiece Goals,Set Pieces Goals,Clearances Off the Line,Crosses not Claimed,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals
USA_USL_Championship,2026,Monterey Bay FC,4trcc9xfqbp9970k41l3fqhhw,D. Anderson,Forward,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Monterey Bay FC,8xte0mzawblk2ufasxalijk2y,R. Bidois,Forward,9,5.0,5.0,,3.0,6.0,,,4.0,,17.0,10.0,7.0,19.0,3.0,1.0,3.0,2.0,2.0,12.0,5.0,7.0,,,5.0,18.0,1.0,2.0,,,,5.0,1.0,1.0,1.0,,2.0,,15.0,13.0,3.0,16.0,1.0,,93.0,3.0,,2.0,5.0,7.0,19.0,16.0,1.0,5.0,3.0,33.0,,,,,3.0,,3.0,,0.0,,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Monterey Bay FC,1bmbt6h6bsiimpzxt07cqwfvu,E. Blancas,Midfielder,23,7.0,4.0,3.0,8.0,25.0,2.0,1.0,22.0,,33.0,19.0,14.0,62.0,46.0,4.0,8.0,12.0,11.0,26.0,15.0,11.0,1.0,5.0,21.0,114.0,2.0,7.0,3.0,2.0,10.0,29.0,5.0,4.0,4.0,1.0,4.0,9.0,82.0,57.0,34.0,78.0,1.0,4.0,410.0,5.0,3.0,9.0,5.0,69.0,121.0,87.0,5.0,1.0,34.0,192.0,22.0,2.0,12.0,19.0,49.0,7.0,15.0,2.0,0.0,6.0,,4.0,1.0,2.0,,1.0,,,1.0,2.0,1.0,,,,,1.0,,1.0,,,,,,12.0,,4.0,1.0,,11.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Monterey Bay FC,8sly0qdfatpa5fwjd4t57h2lm,C. Dalton,Goalkeeper,31,,,,1.0,,,,1.0,,1.0,1.0,,,12.0,1.0,1.0,4.0,3.0,1.0,1.0,,,,10.0,13.0,1.0,1.0,,,11.0,6.0,,1.0,,,,2.0,11.0,1.0,18.0,17.0,,,90.0,,2.0,1.0,,9.0,28.0,19.0,,,9.0,45.0,,,4.0,9.0,6.0,3.0,,1.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,8.0,1.0,,2.0,,3.0,1.0,,5.0,5.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Monterey Bay FC,2ig362xub2syd45v3usgymbkk,F. Delgado,Goalkeeper,1,3.0,1.0,2.0,8.0,,,,24.0,1.0,6.0,3.0,3.0,,166.0,1.0,8.0,14.0,12.0,3.0,2.0,1.0,,,52.0,148.0,2.0,14.0,1.0,,72.0,24.0,,8.0,,17.0,,60.0,102.0,38.0,116.0,94.0,1.0,,720.0,,11.0,1.0,,89.0,242.0,154.0,1.0,,88.0,302.0,,,38.0,87.0,68.0,20.0,1.0,1.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,39.0,39.0,6.0,,4.0,,18.0,3.0,8.0,23.0,15.0,8.0,1.0,5.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,
USA_USL_Championship,2026,Monterey Bay FC,4psxp4uu3y57nklhw6n3ow1zo,K. Egwu,Defender,25,20.0,3.0,17.0,9.0,33.0,2.0,8.0,74.0,1.0,61.0,30.0,31.0,15.0,189.0,7.0,9.0,18.0,15.0,41.0,27.0,14.0,9.0,,61.0,403.0,3.0,35.0,5.0,2.0,24.0,129.0,,9.0,1.0,7.0,,19.0,328.0,79.0,257.0,317.0,2.0,7.0,787.0,4.0,47.0,20.0,4.0,83.0,412.0,336.0,9.0,9.0,76.0,514.0,,,18.0,37.0,47.0,29.0,39.0,4.0,0.0,,,,1.0,,,,1.0,,1.0,1.0,3.0,,,,,2.0,,,1.0,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,
USA_USL_Championship,2026,Monterey Bay FC,5gg2mxmy9ff40oku3s09gavl6,Z. Farnsworth,Defender,32,18.0,13.0,5.0,9.0,38.0,,5.0,122.0,1.0,61.0,38.0,23.0,31.0,161.0,8.0,9.0,14.0,12.0,43.0,25.0,18.0,9.0,1.0,61.0,363.0,2.0,54.0,3.0,1.0,23.0,128.0,1.0,8.0,,5.0,,21.0,310.0,100.0,233.0,312.0,4.0,6.0,736.0,3.0,37.0,18.0,2.0,66.0,388.0,333.0,10.0,8.0,55.0,505.0,2.0,2.0,13.0,35.0,46.0,11.0,20.0,4.0,0.0,2.0,,1.0,6.0,15.0,,4.0,,,3.0,3.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Monterey Bay FC,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,Defender,22,12.0,8.0,4.0,7.0,40.0,1.0,1.0,46.0,1.0,47.0,27.0,20.0,68.0,85.0,4.0,7.0,13.0,10.0,35.0,19.0,16.0,3.0,5.0,24.0,167.0,2.0,24.0,5.0,3.0,18.0,27.0,5.0,6.0,1.0,1.0,1.0,13.0,127.0,77.0,62.0,121.0,3.0,1.0,563.0,3.0,21.0,10.0,12.0,69.0,176.0,134.0,4.0,6.0,42.0,296.0,11.0,11.0,10.0,21.0,47.0,6.0,21.0,4.0,0.0,3.0,,1.0,,32.0,,4.0,,,2.0,3.0,1.0,,,,,,,1.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Monterey Bay FC,79knhnp7bvpjomzz14k715wtm,O. Glasgow,Forward,17,11.0,7.0,4.0,8.0,58.0,9.0,1.0,132.0,,91.0,51.0,40.0,143.0,46.0,2.0,8.0,15.0,13.0,80.0,44.0,36.0,7.0,5.0,29.0,169.0,2.0,50.0,19.0,13.0,35.0,40.0,7.0,7.0,4.0,1.0,7.0,6.0,142.0,82.0,66.0,140.0,4.0,2.0,624.0,35.0,4.0,6.0,20.0,100.0,173.0,146.0,6.0,18.0,27.0,354.0,18.0,18.0,,5.0,41.0,4.0,22.0,,0.0,2.0,1.0,1.0,10.0,7.0,1.0,3.0,,,8.0,10.0,22.0,,,,,1.0,,2.0,2.0,2.0,,,1.0,,2.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Monterey Bay FC,1j010cibh247p8kjchww6ny3u,N. Gordon,Defender,5,18.0,1.0,17.0,3.0,5.0,,1.0,33.0,,31.0,4.0,27.0,8.0,68.0,,3.0,9.0,8.0,13.0,3.0,10.0,3.0,1.0,68.0,153.0,2.0,16.0,1.0,,10.0,18.0,1.0,3.0,1.0,4.0,,9.0,126.0,38.0,93.0,122.0,2.0,2.0,254.0,1.0,29.0,2.0,6.0,32.0,159.0,131.0,4.0,4.0,28.0,215.0,,,8.0,12.0,20.0,8.0,16.0,,0.0,,,,,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Monterey Bay FC,6rvrngp2p5e650vq2vt589st0,B. Joseph,Midfielder,18,18.0,15.0,3.0,8.0,30.0,1.0,4.0,45.0,,54.0,36.0,18.0,25.0,43.0,7.0,8.0,14.0,12.0,36.0,21.0,15.0,4.0,1.0,48.0,140.0,2.0,18.0,5.0,2.0,20.0,22.0,1.0,5.0,4.0,2.0,9.0,7.0,115.0,44.0,74.0,111.0,3.0,7.0,402.0,8.0,8.0,10.0,2.0,43.0,143.0,118.0,10.0,7.0,25.0,208.0,,,3.0,8.0,19.0,6.0,17.0,1.0,0.0,1.0,1.0,3.0,3.0,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Monterey Bay FC,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,Midfielder,41,4.0,4.0,,3.0,5.0,1.0,1.0,5.0,,20.0,13.0,7.0,13.0,2.0,,3.0,,,16.0,9.0,7.0,,,8.0,18.0,,2.0,3.0,1.0,4.0,4.0,,1.0,1.0,,,,14.0,7.0,9.0,15.0,3.0,2.0,85.0,5.0,1.0,1.0,2.0,12.0,19.0,15.0,5.0,2.0,4.0,40.0,,,,,4.0,,4.0,,0.0,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Monterey Bay FC,6j5qn2b7t0165vl1t26v001zo,W. Leggett,Forward,11,40.0,28.0,12.0,9.0,15.0,2.0,,30.0,,91.0,51.0,40.0,54.0,16.0,3.0,9.0,10.0,8.0,51.0,23.0,28.0,2.0,2.0,13.0,45.0,1.0,18.0,2.0,1.0,10.0,4.0,2.0,3.0,1.0,,3.0,2.0,29.0,26.0,6.0,30.0,,2.0,380.0,10.0,2.0,12.0,26.0,46.0,48.0,32.0,2.0,14.0,16.0,135.0,5.0,5.0,1.0,2.0,19.0,2.0,14.0,1.0,0.0,2.0,,6.0,,1.0,,,,,1.0,5.0,7.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,,1.0,0.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,
