liga,temporada,equipo,id,nombre,posicion,dorsal,Total Fouls Conceded,Duels,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,PutThrough/Blocked Distribution,Open Play Passes,Unsuccessful Crosses open play,Offsides,Aerial Duels won,Fifty Fifty,Unsuccessful Passes Opposition Half,Leftside Passes,Games Played,GK Unsuccessful Distribution,Successful Long Passes,GK Successful Distribution,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Ground Duels,Interceptions,Time Played,Total Touches In Opposition Box,Total Clearances,Rightside Passes,Handballs conceded,Unsuccessful Short Passes,Touches,Backward Passes,Yellow Cards,Total Fouls Won,Duels lost,Total Tackles,Forward Passes,Substitute On,Total Shots,Successful Open Play Passes,Goals Conceded Inside Box,Clean Sheets,Successful Passes Opposition Half,Appearances,Total Passes,Ground Duels won,Corners Won,Tackles Won,Goals Conceded,Unsuccessful Launches,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Foul Attempted Tackle,Times Tackled,Throw Ins to Opposition Player,Index,Successful Fifty Fifty,Aerial Duels,Successful Short Passes,Penalty Goals Conceded,Starts,Recoveries,Blocks,Ground Duels lost,Goals Conceded Outside Box,Unsuccessful Long Passes,Blocked Shots,Substitute Off,Penalties Conceded,Goal Kicks,Key Passes (Attempt Assists),Duels won,Unsuccessful Passes Own Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Winning Goal,Successful Crosses & Corners,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Hit Woodwork,Right Foot Goals,Set Pieces Goals,Penalties Off Target,Through balls,Successful Dribbles,Successful Crosses open play,Second Goal Assists,Shots On Target ( inc goals ),Assists (Intentional),Successful Corners into Box,Unsuccessful Dribbles,Total Red Cards,Unsuccessful lay-offs,Penalties Taken,Goals from Inside Box,Goal Assists,Attempts from Set Pieces,Successful Lay-offs,Goals,Red Cards - 2nd Yellow,Overruns,Goals from Outside Box,Home Goals,Away Goals,Left Foot Goals,Headed Goals,Saves Made from Inside Box,Saves made - parried,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Straight Red Cards,Penalties Faced,Drops,Catches,Punches,Last Man Tackle,Own Goal Scored,Foul Won Penalty,Clearances Off the Line,Saves made - caught,Crosses not Claimed,Last Player Tackle,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2023,San Jose Earthquakes,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,Defender,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,San Jose Earthquakes,b2yw8njm177xgsemeokdlxv4l,Carlos Akapo,Defender,29,31.0,339.0,40.0,829.0,198.0,80.0,1058.0,40.0,2.0,51.0,19.0,203.0,390.0,29.0,,31.0,,16.0,411.0,397.0,237.0,45.0,2243.0,67.0,72.0,57.0,2.0,205.0,1821.0,175.0,3.0,36.0,154.0,64.0,448.0,3.0,19.0,817.0,28.0,6.0,441.0,29.0,1070.0,134.0,22.0,39.0,34.0,15.0,4.0,26.0,51.0,17.0,50.0,27.0,52.0,6.0,102.0,798.0,4.0,26.0,164.0,7.0,103.0,6.0,36.0,8.0,9.0,,,9.0,185.0,78.0,25.0,241.0,1.0,9.0,,,,,1.0,,,2.0,36.0,9.0,1.0,3.0,3.0,,32.0,,,,2.0,3.0,,,2.0,,5.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,San Jose Earthquakes,7c3asx73extld50awe557y3ft,A. Akinola,Forward,9,11.0,58.0,3.0,135.0,,11.0,145.0,3.0,8.0,5.0,24.0,17.0,39.0,21.0,,3.0,,7.0,66.0,46.0,38.0,,606.0,17.0,5.0,41.0,,22.0,250.0,63.0,,4.0,43.0,4.0,15.0,17.0,10.0,122.0,9.0,,91.0,21.0,158.0,10.0,2.0,2.0,11.0,,,6.0,15.0,4.0,15.0,,79.0,10.0,20.0,132.0,,4.0,15.0,1.0,28.0,2.0,1.0,2.0,5.0,,,4.0,15.0,9.0,2.0,23.0,0.0,2.0,,,,1.0,,,,,2.0,2.0,,3.0,,,3.0,,5.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,San Jose Earthquakes,2jwbnsl7zicnbgutmpop29d61,M. Baldisimo,Midfielder,55,10.0,51.0,2.0,127.0,,8.0,138.0,2.0,,2.0,7.0,13.0,37.0,10.0,,6.0,,,32.0,67.0,46.0,5.0,292.0,2.0,8.0,36.0,,13.0,204.0,23.0,2.0,2.0,33.0,11.0,47.0,7.0,,122.0,5.0,,61.0,10.0,143.0,16.0,1.0,6.0,8.0,1.0,,5.0,3.0,8.0,11.0,1.0,16.0,4.0,5.0,121.0,1.0,3.0,19.0,2.0,30.0,3.0,3.0,,3.0,1.0,,,18.0,5.0,5.0,16.0,0.0,1.0,,,,,,,,,3.0,1.0,,,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,San Jose Earthquakes,ei1xwfu1blceujrbuqbw8xi7e,T. Beason,Defender,15,2.0,78.0,1.0,540.0,8.0,12.0,631.0,1.0,1.0,35.0,5.0,61.0,144.0,23.0,,29.0,,5.0,128.0,450.0,34.0,24.0,1401.0,11.0,68.0,231.0,1.0,63.0,844.0,32.0,1.0,8.0,17.0,17.0,245.0,8.0,6.0,521.0,15.0,5.0,90.0,23.0,652.0,26.0,,10.0,19.0,21.0,4.0,4.0,9.0,1.0,,2.0,100.0,1.0,44.0,511.0,2.0,15.0,81.0,17.0,8.0,4.0,49.0,2.0,,1.0,,,61.0,52.0,7.0,112.0,0.0,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_MLS,2023,San Jose Earthquakes,a5zvb5q87awncgadmlqd0sm0a,O. Bouda,Forward,17,10.0,38.0,2.0,39.0,1.0,5.0,51.0,2.0,1.0,7.0,8.0,13.0,7.0,15.0,,2.0,,4.0,34.0,16.0,27.0,2.0,140.0,12.0,,16.0,1.0,13.0,96.0,18.0,2.0,,28.0,2.0,11.0,15.0,5.0,38.0,4.0,,24.0,15.0,52.0,3.0,1.0,,4.0,,,1.0,4.0,8.0,15.0,,29.0,3.0,11.0,37.0,1.0,,7.0,1.0,24.0,,,3.0,,,,1.0,10.0,2.0,2.0,13.0,0.0,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,6.0,,1.0,,1.0,,,3.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,San Jose Earthquakes,dpedfgxin5nc4qmziaokpmiy2,C. Cilley,Midfielder,19,,,,2.0,,1.0,5.0,,,,,2.0,1.0,2.0,,,,,3.0,,,,2.0,,,,,2.0,5.0,,,,,,4.0,2.0,,2.0,,,2.0,2.0,5.0,,,,,1.0,,,,,,,100.0,,,2.0,,,2.0,,,,1.0,,,,,,,1.0,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,San Jose Earthquakes,5vjalgmy5e9xhfdjoeq6kxqwa,C. Cowell,Forward,44,15.0,188.0,37.0,240.0,3.0,37.0,343.0,37.0,4.0,7.0,40.0,116.0,31.0,24.0,,5.0,,23.0,282.0,75.0,168.0,6.0,1584.0,86.0,6.0,143.0,1.0,95.0,718.0,104.0,2.0,13.0,110.0,15.0,66.0,4.0,33.0,239.0,16.0,,173.0,24.0,344.0,71.0,23.0,9.0,19.0,6.0,,18.0,13.0,12.0,71.0,3.0,24.0,10.0,20.0,235.0,2.0,20.0,58.0,2.0,97.0,3.0,9.0,8.0,20.0,,,6.0,78.0,25.0,6.0,104.0,0.0,8.0,,,,1.0,1.0,,,2.0,43.0,8.0,1.0,10.0,2.0,,42.0,,2.0,,,2.0,,15.0,1.0,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,
USA_MLS,2023,San Jose Earthquakes,6a6mbb6e462y31yyfprw3br3d,J. Ebobisse,Forward,11,19.0,303.0,9.0,549.0,,24.0,635.0,9.0,7.0,27.0,31.0,133.0,189.0,35.0,,36.0,,30.0,323.0,169.0,240.0,14.0,3050.0,115.0,13.0,154.0,6.0,145.0,1166.0,219.0,3.0,59.0,148.0,16.0,146.0,,51.0,476.0,35.0,4.0,387.0,35.0,708.0,128.0,12.0,9.0,41.0,2.0,,7.0,36.0,6.0,79.0,,53.0,15.0,63.0,513.0,4.0,35.0,71.0,4.0,112.0,6.0,14.0,13.0,17.0,,,30.0,155.0,35.0,7.0,159.0,1.0,7.0,1.0,,,3.0,1.0,,,5.0,54.0,7.0,2.0,21.0,1.0,,24.0,,3.0,1.0,9.0,2.0,3.0,33.0,10.0,,5.0,1.0,6.0,4.0,6.0,3.0,,,,,,,,,,,,,3.0,,,,,,,
USA_MLS,2023,San Jose Earthquakes,d4wt4sy8lg2h7cr3n6yl15vpx,C. Espinoza,Midfielder,10,46.0,384.0,278.0,919.0,34.0,126.0,1128.0,149.0,10.0,5.0,49.0,469.0,416.0,35.0,,39.0,,18.0,754.0,251.0,347.0,22.0,3123.0,138.0,20.0,149.0,5.0,224.0,2148.0,358.0,6.0,20.0,249.0,50.0,260.0,,49.0,869.0,36.0,8.0,768.0,35.0,1183.0,130.0,72.0,35.0,41.0,18.0,1.0,37.0,32.0,26.0,114.0,1.0,53.0,28.0,37.0,880.0,5.0,35.0,140.0,3.0,217.0,5.0,40.0,16.0,5.0,,,94.0,135.0,73.0,15.0,264.0,6.0,100.0,4.0,202.0,113.0,3.0,10.0,1.0,,8.0,60.0,44.0,5.0,31.0,8.0,52.0,72.0,,,4.0,10.0,8.0,6.0,28.0,13.0,,10.0,3.0,9.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
