root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,Own Goal Scored,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Substitute On,Successful Launches,Unsuccessful Crosses & Corners,Unsuccessful lay-offs,Blocks,Offsides,Successful Lay-offs,Goals,Right Foot Goals,Corners Won,Shots On Target ( inc goals ),Hit Woodwork,Goals from Inside Box,Substitute Off,Through balls,Successful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses open play,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Successful Corners into Box,Left Foot Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Catches,Drops,Foul Won Penalty,Handballs conceded,Penalties Off Target,Clearances Off the Line,Clean Sheets,Goalkeeper Smother,Penalty Goals Conceded,Penalties Conceded,Crosses not Claimed,Penalties Faced,Headed Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Saves made - caught,Set Pieces Goals,Second Goal Assists,Penalties Saved,Saves from Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Curaçao Under 17,Curaçao_Under_17,2awxf3d1t7eid2h0yhm6q2gkq,R. Anita,Forward,7,292.0,,60.0,17.0,25.0,1.0,,7.0,,7.0,2.0,,7.0,67.0,17.0,9.0,15.0,62.0,4.0,4.0,39.0,10.0,9.0,22.0,5.0,2.0,22.0,1.0,,16.0,4.0,11.0,7.0,162.0,4.0,3.0,44.0,25.0,12.0,10.0,23.0,1.0,1.0,9.0,1.0,6.0,52.0,1.0,10.0,4.0,22.0,15.0,39.0,40.0,8.0,9.0,29.0,,3.0,22.0,6.0,,,7.0,,,1.0,2.0,2.0,1.0,2.0,7.0,,2.0,3.0,,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Curaçao Under 17,Curaçao_Under_17,ef8w8ja2p65jdt3aady7nbl2i,J. Bernadina,Forward,19,263.0,3.0,30.0,6.0,18.0,1.0,,1.0,,2.0,2.0,,6.0,36.0,9.0,4.0,8.0,36.0,6.0,,25.0,9.0,4.0,9.0,17.0,5.0,9.0,,1.0,3.0,3.0,3.0,,89.0,4.0,2.0,30.0,8.0,12.0,10.0,10.0,2.0,2.0,5.0,1.0,10.0,37.0,1.0,9.0,4.0,21.0,5.0,22.0,27.0,7.0,2.0,27.0,2.0,,9.0,,1.0,2.0,,,,2.0,,1.0,1.0,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Curaçao Under 17,Curaçao_Under_17,eola3wwbcxl6yeigrj16a3otm,T. Bodak,Goalkeeper,1,360.0,,43.0,,12.0,17.0,,56.0,,,,,,59.0,40.0,,3.0,111.0,,,31.0,11.0,,59.0,5.0,,51.0,,,39.0,4.0,,8.0,148.0,4.0,,4.0,88.0,,10.0,3.0,,21.0,2.0,1.0,,5.0,5.0,11.0,4.0,2.0,18.0,22.0,52.0,1.0,,2.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,31.0,1.0,7.0,1.0,7.0,17.0,,1.0,,,,,,2.0,2.0,,,2.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Curaçao Under 17,Curaçao_Under_17,9e0ibkvsr6annjg4r6qrp4tbe,R. Bonifacio,Goalkeeper,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Curaçao Under 17,Curaçao_Under_17,bzd0avz01bsb7x1yjs3ab031m,N. Holder,Midfielder,6,360.0,,113.0,13.0,41.0,14.0,,36.0,,5.0,2.0,,5.0,56.0,41.0,9.0,10.0,128.0,4.0,2.0,65.0,11.0,2.0,46.0,16.0,1.0,32.0,,,27.0,4.0,8.0,14.0,191.0,4.0,3.0,29.0,71.0,2.0,10.0,22.0,,17.0,7.0,4.0,2.0,38.0,10.0,11.0,4.0,11.0,28.0,73.0,82.0,9.0,6.0,16.0,3.0,10.0,18.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Curaçao Under 17,Curaçao_Under_17,cwuwn58z46ppr67xcxv6pp10q,O. Inecia,Forward,9,116.0,,14.0,6.0,5.0,,,2.0,,1.0,,,2.0,18.0,6.0,2.0,4.0,17.0,1.0,4.0,11.0,5.0,1.0,6.0,4.0,,6.0,,,2.0,1.0,1.0,1.0,40.0,4.0,,13.0,3.0,3.0,10.0,8.0,,,2.0,1.0,2.0,16.0,,5.0,4.0,6.0,4.0,8.0,11.0,3.0,2.0,8.0,,,7.0,1.0,3.0,,1.0,,,2.0,,1.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Curaçao Under 17,Curaçao_Under_17,2pcazqrns6fuls75cjfpq95ka,J. Jakoba,Defender,8,290.0,1.0,89.0,11.0,32.0,3.0,,10.0,,,3.0,,3.0,52.0,34.0,9.0,25.0,99.0,7.0,4.0,60.0,9.0,4.0,35.0,30.0,5.0,29.0,,,24.0,2.0,3.0,9.0,152.0,4.0,5.0,41.0,39.0,,10.0,20.0,1.0,4.0,7.0,1.0,1.0,45.0,2.0,9.0,4.0,22.0,19.0,58.0,64.0,4.0,4.0,25.0,5.0,3.0,19.0,2.0,2.0,1.0,3.0,,,,,,,1.0,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Curaçao Under 17,Curaçao_Under_17,37z3sl565i6guk1p835xr8z1m,K. Jansen,Defender,13,45.0,,4.0,1.0,1.0,,,,,,,,2.0,7.0,1.0,,2.0,4.0,1.0,1.0,2.0,1.0,,2.0,,,2.0,,,,1.0,,1.0,11.0,1.0,,3.0,2.0,,10.0,2.0,,,,1.0,,6.0,,1.0,1.0,2.0,1.0,2.0,2.0,3.0,,4.0,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Curaçao Under 17,Curaçao_Under_17,7fmeolfe0ulmlbgdtdh1uujxm,R. Juliana,Defender,4,106.0,3.0,15.0,3.0,2.0,3.0,,5.0,,,,,,9.0,10.0,4.0,1.0,18.0,1.0,,11.0,1.0,,6.0,4.0,,4.0,,2.0,5.0,1.0,,2.0,39.0,3.0,1.0,7.0,8.0,,10.0,5.0,,1.0,1.0,,,7.0,5.0,1.0,3.0,2.0,3.0,10.0,12.0,,3.0,2.0,1.0,1.0,5.0,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Curaçao Under 17,Curaçao_Under_17,dhtoi60vmiiv5rd93bocd21re,S. Kastaneer,Forward,14,58.0,1.0,12.0,2.0,9.0,,,,,2.0,,,1.0,19.0,3.0,2.0,2.0,14.0,2.0,1.0,11.0,2.0,,2.0,6.0,,5.0,,,2.0,,2.0,,44.0,3.0,2.0,19.0,3.0,3.0,10.0,10.0,,1.0,6.0,1.0,1.0,21.0,1.0,2.0,3.0,10.0,3.0,10.0,12.0,2.0,2.0,11.0,,,9.0,2.0,3.0,,3.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
