liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Shots Off Target (inc woodwork),Foul Attempted Tackle,Blocks,Goal Assists,Through balls,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Penalties Off Target,Foul Won Penalty,Hit Woodwork,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Clean Sheets,Drops,Penalties Faced,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Headed Goals,Clearances Off the Line,Straight Red Cards,Second Goal Assists,Penalty Goals Conceded,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Last Man Tackle,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2018,Real Monarchs SLC,ac9ebvt008vz5mivsqkroaw2d,D. Acosta,Defender,25,6.0,,371.0,35.0,1.0,,217.0,4.0,40.0,2.0,90.0,7.0,,12.0,5.0,1.0,,55.0,97.0,10.0,,24.0,221.0,1.0,4.0,6.0,173.0,4.0,,36.0,,101.0,2.0,31.0,,4.0,30.0,5.0,10.0,11.0,329.0,,5.0,31.0,,67.0,2.0,10.0,24.0,,,12.0,2.0,5.0,4.0,2.0,35.0,10.0,5.0,,6.0,5.0,,,11.0,13.0,181.0,185.0,4.0,6.0,11.0,4.0,11.0,20.0,,1.0,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,0.0,
USA_USL_Championship,2018,Real Monarchs SLC,6lehq7bt5okf4y9lbxan577x1,C. Adams,Midfielder,41,25.0,,2384.0,5.0,,6.0,991.0,15.0,158.0,17.0,573.0,9.0,4.0,38.0,15.0,4.0,7.0,291.0,321.0,25.0,1.0,97.0,1012.0,10.0,21.0,42.0,791.0,28.0,30.0,135.0,13.0,243.0,32.0,171.0,16.0,1.0,132.0,27.0,46.0,28.0,1429.0,47.0,32.0,195.0,3.0,317.0,34.0,10.0,124.0,18.0,9.0,86.0,5.0,54.0,4.0,18.0,206.0,14.0,32.0,4.0,64.0,32.0,31.0,2.0,75.0,294.0,858.0,877.0,11.0,17.0,82.0,8.0,21.0,120.0,5.0,27.0,12.0,13.0,2.0,2.0,3.0,1.0,,,,,,,,,,,2.0,,,2.0,1.0,3.0,,,7.0,,,,,1.0,1.0,,,,,3.0,,,,,,41.0,3.0,3.0,3.0,
USA_USL_Championship,2018,Real Monarchs SLC,iw8qwhb1vafrs9lbptiuquei,L. Arriaga,Midfielder,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Real Monarchs SLC,bi8r4u9lcwsdv044kkxr1fbh1,C. Baird,Midfielder,17,1.0,,90.0,1.0,,1.0,32.0,2.0,8.0,1.0,19.0,,1.0,1.0,1.0,,3.0,16.0,6.0,1.0,,7.0,32.0,,1.0,1.0,23.0,2.0,3.0,8.0,,12.0,3.0,9.0,,,4.0,1.0,4.0,,52.0,,1.0,8.0,,8.0,7.0,10.0,3.0,1.0,,1.0,1.0,1.0,,2.0,11.0,,2.0,,1.0,1.0,,,5.0,4.0,24.0,24.0,3.0,1.0,8.0,,,3.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,4.0,0.0,1.0,0.0,
USA_USL_Championship,2018,Real Monarchs SLC,ebda6c5j524265cn0wzflchjp,S. Barry,Defender,26,,,74.0,,,,27.0,,2.0,,7.0,1.0,,1.0,,1.0,1.0,3.0,20.0,1.0,,1.0,29.0,1.0,,,22.0,3.0,,2.0,,2.0,,1.0,,,1.0,1.0,,1.0,40.0,,1.0,3.0,,12.0,,10.0,5.0,,,5.0,,1.0,3.0,1.0,7.0,7.0,4.0,,,1.0,,,1.0,13.0,25.0,27.0,4.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,
USA_USL_Championship,2018,Real Monarchs SLC,akl6kso1e1wtr4sdvplwn8nop,N. Besler,Defender,13,,,360.0,,,1.0,138.0,1.0,10.0,,29.0,2.0,,11.0,,,12.0,21.0,104.0,6.0,,7.0,151.0,,2.0,2.0,118.0,4.0,5.0,18.0,,32.0,,14.0,,,19.0,4.0,,4.0,204.0,,4.0,15.0,,69.0,4.0,10.0,15.0,1.0,,15.0,,2.0,5.0,,32.0,21.0,4.0,,,4.0,,1.0,5.0,40.0,123.0,133.0,17.0,3.0,17.0,3.0,9.0,10.0,,1.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,2.0,1.0,0.0,0.0,
USA_USL_Championship,2018,Real Monarchs SLC,2co6fedrz8anjzy9ise76dplh,J. Blake,Midfielder,48,13.0,,1502.0,3.0,1.0,2.0,950.0,8.0,164.0,4.0,451.0,15.0,4.0,52.0,15.0,7.0,9.0,272.0,360.0,32.0,,126.0,985.0,5.0,22.0,11.0,733.0,26.0,25.0,178.0,4.0,236.0,20.0,184.0,13.0,,102.0,16.0,35.0,28.0,1238.0,20.0,23.0,135.0,2.0,298.0,20.0,10.0,72.0,11.0,2.0,74.0,,17.0,12.0,11.0,156.0,11.0,33.0,,34.0,23.0,14.0,,75.0,287.0,779.0,807.0,21.0,27.0,84.0,5.0,11.0,60.0,7.0,35.0,14.0,14.0,2.0,4.0,5.0,,,,,,,,,,,,2.0,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,32.0,0.0,2.0,0.0,
USA_USL_Championship,2018,Real Monarchs SLC,84v7wkiby3gxavrnoqogo6e39,A. Brody,Defender,45,76.0,3.0,2251.0,188.0,8.0,2.0,1038.0,12.0,223.0,6.0,497.0,11.0,1.0,29.0,20.0,5.0,28.0,313.0,425.0,56.0,,111.0,1056.0,2.0,13.0,43.0,861.0,28.0,7.0,140.0,,331.0,21.0,180.0,2.0,32.0,119.0,24.0,49.0,36.0,1719.0,,29.0,177.0,,340.0,29.0,10.0,145.0,5.0,,55.0,6.0,21.0,26.0,20.0,231.0,57.0,33.0,,76.0,29.0,,,58.0,162.0,899.0,916.0,54.0,44.0,86.0,12.0,57.0,119.0,5.0,3.0,2.0,11.0,9.0,,2.0,1.0,,,,,,,,,,,2.0,,,1.0,,2.0,,,7.0,,,1.0,,,,,,,,3.0,,,,,,25.0,2.0,0.0,1.0,
USA_USL_Championship,2018,Real Monarchs SLC,1udt0es1u7ffbh84vdsv2f4yd,M. Chang,Midfielder,16,70.0,4.0,2719.0,33.0,9.0,4.0,1001.0,20.0,251.0,25.0,545.0,19.0,5.0,41.0,22.0,7.0,56.0,506.0,226.0,47.0,,224.0,1011.0,10.0,22.0,40.0,704.0,32.0,38.0,265.0,1.0,87.0,64.0,293.0,18.0,2.0,132.0,32.0,53.0,42.0,1614.0,5.0,33.0,234.0,,262.0,131.0,10.0,142.0,23.0,1.0,42.0,25.0,21.0,35.0,53.0,325.0,38.0,39.0,2.0,70.0,33.0,,1.0,127.0,411.0,737.0,746.0,91.0,33.0,183.0,14.0,28.0,107.0,1.0,39.0,15.0,13.0,3.0,9.0,8.0,4.0,,,,,,,,,,,1.0,,,3.0,9.0,4.0,,,7.0,,,,,,,1.0,,,,3.0,,,,,,85.0,4.0,0.0,3.0,
USA_USL_Championship,2018,Real Monarchs SLC,6agnvssmgbjvw4rh5ejmf3h7t,J. Charles,Forward,59,,,25.0,,,,5.0,,2.0,,3.0,,,,,,,4.0,2.0,,,1.0,6.0,,1.0,1.0,4.0,1.0,2.0,1.0,,2.0,,1.0,,,,,,,12.0,,3.0,3.0,,,3.0,10.0,1.0,,,1.0,,,,,3.0,,1.0,,,3.0,,,2.0,2.0,4.0,5.0,,,2.0,,,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
