liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Nicaragua Under 17,7nt8evoq06a4kdnd39ychwc2c,Y. Avilés,Forward,20,41.0,7.0,,2.0,4.0,,,17.0,1.0,20.0,3.0,37.0,1.0,7.0,3.0,263.0,7.0,11.0,2.0,14.0,4.0,4.0,3.0,8.0,3.0,17.0,6.0,33.0,6.0,17.0,25.0,25.0,4.0,5.0,2.0,9.0,10.0,12.0,89.0,4.0,16.0,11.0,2.0,32.0,17.0,0.0,,5.0,1.0,3.0,2.0,16.0,14.0,10.0,2.0,,3.0,4.0,,18.0,1.0,8.0,11.0,,,,,,,,,,,,,,,,1.0,,5.0,,,,,1.0,,,,,2.0,2.0,,,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Nicaragua Under 17,1aksk6eioze1dp22d73sn687o,B. Cano,Defender,16,3.0,1.0,,2.0,,3.0,1.0,2.0,,1.0,,25.0,,1.0,,76.0,7.0,,1.0,2.0,1.0,,,6.0,1.0,24.0,,8.0,,1.0,3.0,2.0,1.0,,1.0,4.0,10.0,23.0,43.0,1.0,,8.0,1.0,24.0,24.0,0.0,,,,,,1.0,9.0,18.0,,,1.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Nicaragua Under 17,2ret9txo1jptsus1rzheha978,M. Castro,Goalkeeper,1,1.0,,,5.0,,,,9.0,,10.0,,76.0,,,9.0,360.0,60.0,,3.0,,4.0,,1.0,23.0,4.0,57.0,,10.0,,1.0,1.0,,,,,20.0,10.0,29.0,110.0,4.0,,19.0,3.0,30.0,66.0,0.0,,,,,,1.0,,6.0,,,,34.0,,,,,1.0,7.0,1.0,,,48.0,9.0,2.0,14.0,7.0,5.0,40.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
Concacaf_Concacaf_U17,2025,Nicaragua Under 17,eejgw3593asqvdonkyyuo9lp0,T. Cerna,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Nicaragua Under 17,61kb1px7xjibxn9y9xtmffpjo,M. D'Escoto,Defender,13,10.0,,,8.0,,2.0,,8.0,1.0,11.0,2.0,115.0,1.0,3.0,6.0,171.0,64.0,4.0,1.0,4.0,3.0,,4.0,45.0,2.0,85.0,1.0,16.0,1.0,5.0,6.0,8.0,1.0,2.0,1.0,7.0,10.0,102.0,138.0,3.0,4.0,41.0,1.0,113.0,104.0,0.0,1.0,,,,1.0,2.0,5.0,40.0,1.0,,,24.0,,3.0,,2.0,2.0,,,,,,19.0,,,,,,,2.0,,,2.0,,2.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Nicaragua Under 17,4ewu06yl3qqjojo0v18komn10,J. Gamez,Midfielder,6,36.0,6.0,,6.0,3.0,1.0,,20.0,1.0,17.0,2.0,78.0,,9.0,5.0,250.0,23.0,14.0,2.0,15.0,4.0,3.0,,18.0,3.0,56.0,6.0,30.0,5.0,12.0,18.0,29.0,7.0,7.0,3.0,15.0,10.0,60.0,133.0,4.0,18.0,29.0,2.0,77.0,61.0,0.0,,4.0,1.0,1.0,2.0,7.0,8.0,38.0,2.0,,,23.0,,2.0,1.0,5.0,3.0,,,,,,5.0,,,,,,,,,,5.0,1.0,4.0,3.0,,,,,,,,,,1.0,,3.0,1.0,,,0.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
Concacaf_Concacaf_U17,2025,Nicaragua Under 17,41xfhye8fnssuiboh1h1yn384,D. Gutiérrez,Forward,9,5.0,,,1.0,,,,4.0,3.0,4.0,,20.0,,2.0,2.0,117.0,4.0,2.0,1.0,3.0,4.0,,,9.0,1.0,16.0,,9.0,,2.0,3.0,5.0,2.0,2.0,,4.0,10.0,14.0,40.0,4.0,2.0,5.0,1.0,18.0,16.0,0.0,1.0,,1.0,3.0,1.0,,4.0,14.0,,,3.0,2.0,,8.0,,4.0,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,5.0,1.0,1.0,,2.0,,,3.0,,,,2.0,1.0,2.0,0.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Nicaragua Under 17,5aoms0duwotiqa18xfe0tnr4k,P. Juarez,Defender,5,9.0,1.0,,10.0,,1.0,,14.0,,16.0,1.0,82.0,5.0,2.0,14.0,179.0,44.0,2.0,2.0,3.0,2.0,,2.0,12.0,2.0,55.0,2.0,16.0,2.0,2.0,4.0,5.0,1.0,,,,10.0,64.0,97.0,2.0,5.0,37.0,2.0,78.0,66.0,0.0,,3.0,,,,4.0,,22.0,,,,33.0,,,,,1.0,,,,,,11.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0
Concacaf_Concacaf_U17,2025,Nicaragua Under 17,zlhxkyhilqf3gorue418hclw,J. Mccloud,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Nicaragua Under 17,2uys2ri05ordpyel9tmt7sbv8,E. Mejia,Forward,17,33.0,1.0,,,5.0,1.0,1.0,17.0,,14.0,1.0,40.0,2.0,4.0,5.0,264.0,8.0,21.0,2.0,10.0,3.0,5.0,2.0,16.0,3.0,21.0,3.0,38.0,2.0,9.0,11.0,31.0,3.0,15.0,1.0,18.0,10.0,25.0,94.0,3.0,22.0,14.0,2.0,39.0,26.0,0.0,5.0,1.0,1.0,3.0,,2.0,8.0,18.0,12.0,1.0,1.0,2.0,1.0,3.0,,6.0,1.0,,,,,,5.0,,,,,,,,,,2.0,1.0,3.0,5.0,,1.0,1.0,1.0,,,1.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
