liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Throw Ins to Own Player,Goals,Corners Won,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Shots On Target ( inc goals ),Total Fouls Won,Left Foot Goals,Goals from Inside Box,Ground Duels won,Successful Launches,Unsuccessful Launches,Yellow Cards,Total Tackles,Successful Dribbles,Throw Ins to Opposition Player,Tackles Lost,Interceptions,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Blocks,Total Clearances,Unsuccessful Crosses & Corners,Tackles Won,Substitute On,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Unsuccessful Corners into Box,Offsides,Successful Crosses open play,Assists (Intentional),Goal Assists,Through balls,Successful Lay-offs,Handballs conceded,Penalties Conceded,Unsuccessful Dribbles,Headed Goals,Saves Made,GK Successful Distribution,Punches,Penalties Saved,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Catches,Saves Made from Outside Box,Penalties Taken,Penalty Goals,Times Tackled,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Clean Sheets,Goalkeeper Smother,Hit Woodwork,Total Red Cards,Straight Red Cards,Own Goal Scored,Clearances Off the Line,Unsuccessful lay-offs,Drops,Second Goal Assists,Saves made - caught,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,4jm7smcc60dp01s4udgui1jv9,C. Acosta,Midfielder,6,54.0,28.0,3.0,10.0,2.0,1.0,7.0,15.0,4.0,1.0,31.0,1.0,2.0,23.0,3.0,6.0,8.0,1.0,5.0,4.0,1.0,1.0,1.0,32.0,1.0,2.0,4.0,10.0,14.0,2.0,2.0,2.0,7.0,3.0,1.0,4.0,10.0,22.0,25.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,2r76dkkaf0jlrwjszmz7spfx1,J. Aguilar,Forward,7,159.0,15.0,10.0,8.0,1.0,4.0,10.0,9.0,4.0,1.0,22.0,1.0,,17.0,6.0,5.0,3.0,,4.0,2.0,2.0,,1.0,37.0,2.0,,3.0,3.0,51.0,2.0,,1.0,8.0,6.0,2.0,2.0,6.0,10.0,17.0,5.0,6.0,1.0,1.0,1.0,4.0,7.0,6.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,a6kfmkibpofzq1tcux9redqeh,P. Arboine,Defender,3,90.0,38.0,5.0,8.0,3.0,1.0,12.0,22.0,7.0,,40.0,,3.0,23.0,1.0,10.0,2.0,1.0,4.0,3.0,1.0,1.0,6.0,51.0,1.0,2.0,5.0,22.0,13.0,3.0,7.0,1.0,7.0,1.0,1.0,3.0,11.0,28.0,30.0,2.0,4.0,,,,,,1.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,e5onjeujcex3ix38wisc8ql05,F. Brenes,Midfielder,4,180.0,59.0,5.0,15.0,10.0,3.0,27.0,29.0,11.0,1.0,65.0,,1.0,35.0,6.0,21.0,17.0,,15.0,11.0,2.0,4.0,7.0,94.0,2.0,1.0,9.0,30.0,35.0,9.0,9.0,4.0,16.0,6.0,2.0,4.0,13.0,38.0,44.0,7.0,7.0,,,,,,1.0,,2.0,,,5.0,1.0,3.0,,4.0,,2.0,1.0,3.0,1.0,2.0,1.0,9.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,2ox9r6ckrkehlocymzgik5o0l,O. Browne,Forward,99,127.0,22.0,4.0,11.0,,,20.0,7.0,7.0,,24.0,,2.0,13.0,3.0,7.0,3.0,1.0,8.0,2.0,1.0,4.0,3.0,59.0,2.0,2.0,24.0,6.0,87.0,12.0,4.0,,24.0,3.0,2.0,12.0,11.0,15.0,17.0,,12.0,,1.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,,12.0,,,,3.0,4.0,,1.0,,1.0,3.0,,,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,cb8o8l688w6ozwhklub9ftxbd,K. Chamorro,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,96iw685mz711s1cch2njazizt,R. Chirino,Midfielder,20,160.0,55.0,8.0,29.0,4.0,3.0,20.0,17.0,6.0,1.0,55.0,1.0,1.0,39.0,5.0,10.0,18.0,1.0,10.0,14.0,2.0,3.0,1.0,95.0,2.0,1.0,23.0,18.0,77.0,13.0,6.0,,26.0,5.0,2.0,10.0,11.0,45.0,45.0,3.0,13.0,,,2.0,1.0,2.0,,1.0,6.0,,,13.0,,,,3.0,4.0,,2.0,2.0,1.0,2.0,2.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,cxlc70rd6u7503edldw10ht9m,R. Chirino,Forward,21,30.0,6.0,3.0,4.0,,,,2.0,,,6.0,,1.0,6.0,,,2.0,,,3.0,,1.0,,13.0,1.0,1.0,5.0,1.0,52.0,4.0,,,5.0,,1.0,1.0,,6.0,6.0,,1.0,,,,,1.0,,1.0,3.0,,,4.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,dlinhzd1ai2db49p83uygwwk5,J. Cruz,Forward,77,74.0,7.0,3.0,2.0,1.0,4.0,12.0,2.0,2.0,1.0,7.0,1.0,4.0,4.0,3.0,3.0,1.0,,6.0,,1.0,,,22.0,2.0,2.0,7.0,1.0,6.0,4.0,,1.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,8.0,1.0,,1.0,1.0,1.0,4.0,,2.0,,,3.0,,,1.0,1.0,,,,,3.0,,,,3.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,bxmduzk75c8k5tzegdexxezmx,R. Córdoba,Midfielder,11,60.0,28.0,1.0,9.0,3.0,,11.0,12.0,4.0,,28.0,1.0,,20.0,1.0,7.0,13.0,,5.0,1.0,1.0,,2.0,40.0,1.0,,6.0,5.0,39.0,3.0,1.0,,6.0,1.0,1.0,3.0,9.0,21.0,21.0,,3.0,,,,3.0,3.0,,,,,,3.0,,2.0,,2.0,1.0,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
