liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Dribbles,Yellow Cards,Duels,Successful Passes Opposition Half,Total Clearances,Unsuccessful Short Passes,Goals Conceded Inside Box,GK Successful Distribution,Tackles Lost,Unsuccessful Crosses & Corners,Aerial Duels,Times Tackled,Blocked Shots,Total Shots,Throw Ins to Own Player,Forward Passes,Starts,Blocks,Shots On Target ( inc goals ),Rightside Passes,Foul Attempted Tackle,Appearances,Successful Crosses open play,Successful Launches,Total Tackles,Tackles Won,Backward Passes,Unsuccessful Long Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Index,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Own Half,Clearances Off the Line,PutThrough/Blocked Distribution,Total Fouls Won,Ground Duels lost,Goals Conceded,Successful Passes Own Half,Duels lost,Shots Off Target (inc woodwork),Clean Sheets,Last Player Tackle,Ground Duels,Touches,Unsuccessful Launches,Interceptions,Successful Long Passes,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Goal Kicks,Ground Duels won,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Aerial Duels won,Games Played,Successful Crosses & Corners,Duels won,Total Fouls Conceded,Aerial Duels lost,Substitute On,Penalty Goals Conceded,Open Play Passes,Leftside Passes,Key Passes (Attempt Assists),Time Played,Successful Short Passes,Total Losses Of Possession,Successful Open Play Passes,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Winning Goal,Goal Assists,Through balls,Left Foot Goals,Goals from Inside Box,Successful Lay-offs,Second Goal Assists,Goals from Outside Box,Goals,Successful Corners into Box,Penalties Taken,Right Foot Goals,Assists (Intentional),Unsuccessful Corners into Box,Penalty Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Hit Woodwork,Substitute Off,Overruns,Corners Taken (incl short corners),Corners Won,Home Goals,Away Goals,Offsides,Saves made - caught,GK Unsuccessful Distribution,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Punches,Handballs conceded,Penalties Conceded,Foul Won Penalty,Headed Goals,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Straight Red Cards,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Faced,Penalties Saved,Crosses not Claimed,Own Goal Scored,Other Goals,Penalties Off Target,Set Pieces Goals
USA_MLS,2024,New York Red Bulls,agtn08txrd68h8gz1i99fhkpg,Elias Manoel,Forward,11,10.0,1.0,192.0,131.0,4.0,102.0,21.0,,4.0,5.0,104.0,32.0,10.0,51.0,,71.0,17.0,1.0,23.0,62.0,9.0,38.0,,,6.0,2.0,103.0,4.0,5.0,199.0,11.0,305.0,106.0,17.0,,27.0,15.0,57.0,30.0,68.0,123.0,28.0,,,88.0,532.0,,6.0,6.0,98.0,11.0,,31.0,14.0,94.0,38.0,38.0,,69.0,18.0,66.0,21.0,3.0,272.0,69.0,10.0,1579.0,193.0,186.0,166.0,33.0,9.0,,2.0,1.0,3.0,,5.0,14.0,2.0,3.0,8.0,,2.0,7.0,1.0,,1.0,7.0,,5.0,15.0,2.0,,14.0,4.0,4.0,10.0,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,
USA_MLS,2024,New York Red Bulls,vwhniiv2ql07idgifpmf110q,F. Amaya,Midfielder,8,6.0,4.0,131.0,433.0,23.0,100.0,16.0,,10.0,11.0,18.0,9.0,3.0,18.0,1.0,272.0,18.0,4.0,9.0,225.0,22.0,20.0,2.0,9.0,34.0,24.0,108.0,49.0,4.0,681.0,13.0,830.0,149.0,42.0,,33.0,19.0,54.0,19.0,251.0,63.0,9.0,5.0,,113.0,1057.0,20.0,24.0,52.0,8.0,15.0,,59.0,2.0,118.0,9.0,20.0,3.0,68.0,27.0,9.0,2.0,1.0,813.0,225.0,15.0,1610.0,629.0,192.0,664.0,91.0,3.0,,0.0,2.0,2.0,,,10.0,1.0,1.0,1.0,,,1.0,1.0,7.0,,,,2.0,4.0,1.0,8.0,3.0,0.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
USA_MLS,2024,New York Red Bulls,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,Forward,7,5.0,2.0,95.0,29.0,6.0,24.0,4.0,,3.0,1.0,55.0,12.0,4.0,8.0,,30.0,1.0,,4.0,8.0,7.0,20.0,1.0,,7.0,4.0,8.0,2.0,1.0,34.0,15.0,60.0,26.0,3.0,,5.0,4.0,25.0,4.0,6.0,53.0,4.0,,,40.0,138.0,,1.0,3.0,26.0,4.0,,15.0,6.0,24.0,27.0,20.0,1.0,42.0,12.0,28.0,19.0,,59.0,14.0,3.0,293.0,31.0,51.0,33.0,11.0,,,0.0,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,2.0,,3.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,New York Red Bulls,660h1wknuv25qhnx5247tbjl5,F. Carballo,Midfielder,20,4.0,3.0,84.0,158.0,4.0,41.0,12.0,,9.0,4.0,15.0,11.0,2.0,7.0,1.0,128.0,8.0,,5.0,67.0,9.0,11.0,1.0,2.0,22.0,13.0,40.0,12.0,4.0,261.0,10.0,314.0,53.0,12.0,,27.0,5.0,38.0,13.0,104.0,48.0,2.0,,,69.0,423.0,5.0,10.0,21.0,11.0,14.0,,31.0,7.0,45.0,5.0,11.0,1.0,36.0,17.0,10.0,3.0,2.0,306.0,79.0,6.0,667.0,240.0,80.0,253.0,47.0,1.0,,2.0,,1.0,1.0,1.0,7.0,,1.0,2.0,,,1.0,,,,,,,7.0,,,2.0,0.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_MLS,2024,New York Red Bulls,dug5046izrlh3owqk26hnvdre,W. Carmona,Midfielder,19,14.0,2.0,179.0,326.0,16.0,99.0,19.0,,18.0,16.0,20.0,38.0,9.0,29.0,8.0,165.0,18.0,2.0,16.0,145.0,13.0,29.0,7.0,4.0,55.0,37.0,119.0,28.0,10.0,458.0,12.0,585.0,127.0,29.0,,55.0,14.0,77.0,23.0,144.0,90.0,13.0,2.0,,159.0,942.0,12.0,17.0,28.0,46.0,33.0,,82.0,16.0,114.0,7.0,29.0,12.0,89.0,22.0,13.0,11.0,2.0,580.0,156.0,23.0,1647.0,430.0,234.0,453.0,104.0,4.0,,0.0,3.0,4.0,3.0,2.0,7.0,,1.0,3.0,3.0,,,2.0,5.0,,,,2.0,10.0,,9.0,14.0,2.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
USA_MLS,2024,New York Red Bulls,9a17gcgta337bfvtu994p1x,C. Coronel,Goalkeeper,31,1.0,2.0,17.0,121.0,44.0,3.0,39.0,229.0,,,12.0,,,,,665.0,32.0,,,127.0,,32.0,,50.0,,,,429.0,,508.0,15.0,940.0,432.0,47.0,,1.0,3.0,3.0,48.0,387.0,5.0,,7.0,,5.0,1230.0,236.0,,171.0,,,235.0,2.0,,385.0,10.0,32.0,,12.0,,2.0,,6.0,534.0,148.0,1.0,2880.0,337.0,437.0,338.0,234.0,9.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,118.0,73.0,20.0,99.0,24.0,19.0,,,,,,,25.0,,1.0,,4.0,6.0,,,,,,
USA_MLS,2024,New York Red Bulls,a79oz5xhvq7gz2k2j20sa02dw,R. Donkor,Midfielder,48,14.0,2.0,104.0,246.0,9.0,58.0,11.0,,8.0,6.0,20.0,13.0,,1.0,9.0,190.0,12.0,3.0,1.0,116.0,10.0,21.0,6.0,5.0,23.0,15.0,43.0,19.0,6.0,383.0,12.0,460.0,77.0,20.0,,13.0,5.0,42.0,16.0,143.0,52.0,,1.0,,84.0,608.0,12.0,15.0,19.0,,6.0,,42.0,4.0,63.0,10.0,21.0,6.0,52.0,18.0,10.0,9.0,2.0,457.0,111.0,11.0,995.0,364.0,111.0,380.0,67.0,5.0,,0.0,,4.0,,,7.0,,,,,,,,,,,,,6.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2024,New York Red Bulls,1o6ncw2f6h5uodlhavzsswvrp,K. Duncan,Defender,6,10.0,4.0,170.0,242.0,27.0,87.0,16.0,,5.0,23.0,52.0,27.0,4.0,7.0,83.0,178.0,14.0,3.0,4.0,107.0,17.0,21.0,5.0,1.0,30.0,25.0,114.0,22.0,23.0,423.0,13.0,532.0,109.0,32.0,,42.0,13.0,65.0,22.0,186.0,88.0,3.0,2.0,,118.0,914.0,16.0,19.0,11.0,17.0,17.0,,53.0,9.0,100.0,29.0,21.0,5.0,82.0,31.0,23.0,7.0,2.0,527.0,133.0,11.0,1280.0,412.0,237.0,419.0,84.0,6.0,45.0,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,4.0,3.0,,4.0,1.0,0.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
USA_MLS,2024,New York Red Bulls,dhy8f54t9uvukub7qbmsth8iy,D. Edelman,Midfielder,75,13.0,8.0,267.0,775.0,56.0,188.0,41.0,,24.0,6.0,80.0,19.0,3.0,8.0,4.0,520.0,34.0,17.0,2.0,383.0,23.0,36.0,1.0,17.0,45.0,21.0,207.0,88.0,6.0,1395.0,11.0,1671.0,276.0,77.0,2.0,67.0,47.0,84.0,48.0,621.0,127.0,6.0,8.0,,187.0,2079.0,58.0,40.0,84.0,7.0,43.0,,103.0,5.0,205.0,37.0,36.0,1.0,140.0,35.0,43.0,2.0,6.0,1626.0,561.0,30.0,2973.0,1311.0,342.0,1355.0,172.0,7.0,,1.0,,5.0,,,9.0,1.0,,,,,,,,,,,2.0,8.0,1.0,,4.0,,,,,,,,,,,4.0,,,,1.0,1.0,,,,,,,,,,,,
USA_MLS,2024,New York Red Bulls,817ltkyap93lk4mew1u7p8xk9,R. Edwards,Defender,44,26.0,8.0,265.0,384.0,21.0,137.0,27.0,,16.0,44.0,43.0,65.0,5.0,10.0,78.0,245.0,19.0,2.0,6.0,464.0,22.0,26.0,10.0,3.0,49.0,33.0,143.0,22.0,32.0,737.0,10.0,896.0,159.0,47.0,,48.0,30.0,117.0,28.0,366.0,135.0,4.0,2.0,,222.0,1392.0,5.0,26.0,36.0,40.0,21.0,,105.0,34.0,156.0,25.0,26.0,13.0,130.0,34.0,18.0,7.0,2.0,879.0,44.0,23.0,1612.0,701.0,323.0,721.0,115.0,1.0,6.0,0.0,5.0,3.0,,,6.0,,,,,,,5.0,10.0,,,1.0,,11.0,3.0,12.0,12.0,,,2.0,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,
USA_MLS,2024,New York Red Bulls,3vescyd2jf8wxx19q0kfedx0q,N. Eile,Defender,3,3.0,8.0,206.0,515.0,115.0,113.0,32.0,1.0,13.0,3.0,118.0,6.0,3.0,12.0,11.0,641.0,28.0,13.0,6.0,693.0,10.0,34.0,2.0,17.0,35.0,22.0,113.0,122.0,3.0,1536.0,13.0,1771.0,235.0,71.0,,16.0,12.0,39.0,40.0,1023.0,86.0,6.0,5.0,2.0,88.0,2115.0,57.0,51.0,160.0,35.0,11.0,1.0,49.0,1.0,167.0,71.0,34.0,2.0,120.0,28.0,47.0,6.0,6.0,1739.0,324.0,11.0,2564.0,1376.0,268.0,1508.0,141.0,8.0,,0.0,1.0,3.0,,,3.0,2.0,,,,,,,,,,,,2.0,,,2.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,1.0,,,
USA_MLS,2024,New York Red Bulls,5u3ohty1lsm0fn2ltez4g7o5w,B. Estrela,Midfielder,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,New York Red Bulls,ckox9w95duwhmt72xxk7lt2vp,E. Forsberg,Midfielder,10,38.0,2.0,174.0,386.0,6.0,83.0,22.0,,4.0,47.0,18.0,52.0,12.0,37.0,1.0,173.0,20.0,2.0,21.0,226.0,4.0,24.0,2.0,,15.0,11.0,106.0,16.0,6.0,490.0,22.0,589.0,99.0,12.0,,26.0,32.0,71.0,26.0,112.0,84.0,16.0,1.0,,156.0,954.0,5.0,6.0,28.0,60.0,10.0,,85.0,32.0,134.0,5.0,24.0,8.0,90.0,8.0,13.0,4.0,2.0,574.0,84.0,37.0,1799.0,462.0,253.0,478.0,72.0,4.0,,1.0,4.0,11.0,1.0,9.0,9.0,2.0,1.0,10.0,4.0,6.0,9.0,4.0,33.0,6.0,1.0,12.0,5.0,13.0,,37.0,14.0,7.0,3.0,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,1.0
USA_MLS,2024,New York Red Bulls,1bmpw7r7k157fav4g5w4j14yy,D. Gjengaar,Forward,22,5.0,,79.0,134.0,4.0,57.0,14.0,,5.0,14.0,18.0,24.0,2.0,11.0,1.0,69.0,9.0,1.0,7.0,33.0,,25.0,8.0,,9.0,4.0,70.0,9.0,13.0,181.0,12.0,247.0,66.0,19.0,,29.0,7.0,40.0,17.0,55.0,57.0,4.0,,,61.0,399.0,3.0,6.0,5.0,38.0,17.0,,21.0,14.0,61.0,1.0,25.0,8.0,22.0,4.0,17.0,16.0,3.0,247.0,75.0,13.0,928.0,176.0,130.0,181.0,35.0,3.0,,0.0,,,,2.0,1.0,1.0,,2.0,,,2.0,,1.0,,3.0,,,9.0,2.0,1.0,4.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
