liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Hit Woodwork,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Offsides,Penalties Conceded,Goals,Successful Corners into Box,Total Red Cards,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Blocks,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Goals from Outside Box,Headed Goals,Last Man Tackle,Straight Red Cards,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Set Pieces Goals,Drops,Penalties Off Target,Crosses not Claimed,Own Goal Scored,Clearances Off the Line,Penalties Saved,Saves from Penalty,Other Goals
Mexico_Liga_MX,2017-2018,CF Cruz Azul,bd9ov8z9402i9cceuu4dv4nv9,A. Aldrete,Defender,16,44.0,1416.0,101.0,1.0,10.0,489.0,11.0,86.0,38.0,265.0,24.0,1.0,47.0,8.0,10.0,3.0,15.0,282.0,163.0,25.0,72.0,509.0,1.0,13.0,4.0,354.0,12.0,16.0,119.0,166.0,25.0,165.0,4.0,63.0,16.0,22.0,38.0,969.0,44.0,16.0,9.0,78.0,231.0,7.0,10.0,62.0,6.0,5.0,36.0,16.0,13.0,20.0,9.0,113.0,36.0,15.0,84.0,16.0,2.0,36.0,26.0,378.0,390.0,35.0,5.0,,4.0,1.0,16.0,51.0,9.0,23.0,42.0,,1.0,,1.0,16.0,1.0,47.0,1.0,3.0,1.0,27.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Cruz Azul,by4t4rs2gy19p0rvhucdv5d5h,G. Allison,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Cruz Azul,f47fwbxgm35jx628hwpmfdrrp,R. Baca,Midfielder,22,9.0,1344.0,5.0,16.0,3.0,605.0,4.0,83.0,1.0,295.0,7.0,4.0,31.0,13.0,3.0,2.0,15.0,158.0,213.0,25.0,83.0,621.0,3.0,16.0,7.0,462.0,12.0,6.0,114.0,154.0,7.0,101.0,6.0,87.0,16.0,21.0,24.0,785.0,2.0,16.0,11.0,95.0,212.0,11.0,10.0,59.0,3.0,,45.0,1.0,17.0,10.0,2.0,120.0,14.0,14.0,11.0,16.0,,46.0,172.0,492.0,507.0,25.0,5.0,1.0,,,18.0,61.0,7.0,13.0,49.0,,,,1.0,,1.0,,1.0,2.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Cruz Azul,f3ny04nibnd8fus3t4a2viy8l,M. Cauteruccio,Forward,7,3.0,818.0,,15.0,,148.0,5.0,51.0,,84.0,,2.0,1.0,2.0,12.0,1.0,28.0,92.0,29.0,2.0,47.0,161.0,5.0,17.0,10.0,112.0,8.0,22.0,48.0,46.0,13.0,38.0,7.0,17.0,10.0,7.0,13.0,275.0,,13.0,6.0,61.0,39.0,57.0,10.0,41.0,10.0,,1.0,,10.0,20.0,10.0,109.0,3.0,9.0,3.0,13.0,2.0,40.0,25.0,104.0,113.0,48.0,1.0,3.0,2.0,,2.0,68.0,,1.0,21.0,3.0,11.0,,3.0,,,,,,1.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Cruz Azul,2lsqo8x3mbz4shb8nuv5catp1,Jesús Corona,Goalkeeper,1,,1530.0,,,36.0,199.0,2.0,,,61.0,64.0,3.0,145.0,,1.0,3.0,2.0,150.0,236.0,,,442.0,,,1.0,188.0,15.0,1.0,145.0,51.0,1.0,121.0,,154.0,17.0,,24.0,626.0,,17.0,,4.0,309.0,2.0,10.0,8.0,,,109.0,,2.0,5.0,,11.0,18.0,18.0,,17.0,,1.0,82.0,152.0,297.0,7.0,5.0,,,,,3.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,55.0,191.0,2.0,1.0,5.0,25.0,10.0,29.0,1.0,2.0,57.0,,,,4.0,,,,,,,
Mexico_Liga_MX,2017-2018,CF Cruz Azul,8b4hklavcf16tw99zrn9r8355,R. Cota,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Cruz Azul,sv20gjpnw9vegfmcp9v13n4l,I. Domínguez,Midfielder,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Cruz Azul,dmqmxkyprphad4zlbcv0igcet,J. Domínguez,Defender,4,8.0,1530.0,31.0,,11.0,703.0,2.0,47.0,3.0,237.0,33.0,2.0,68.0,7.0,4.0,3.0,37.0,162.0,373.0,27.0,58.0,733.0,,28.0,13.0,547.0,15.0,6.0,126.0,244.0,3.0,98.0,,73.0,17.0,17.0,36.0,978.0,,17.0,13.0,99.0,321.0,10.0,10.0,99.0,2.0,,60.0,3.0,18.0,42.0,1.0,178.0,51.0,18.0,8.0,17.0,,42.0,121.0,579.0,607.0,79.0,5.0,,,,18.0,79.0,9.0,28.0,57.0,,,,2.0,,,9.0,,5.0,,,,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Cruz Azul,d744e265dva4ix71yuv8zzyt,C. Fierro,Forward,11,16.0,669.0,10.0,2.0,,142.0,3.0,30.0,2.0,80.0,2.0,1.0,4.0,1.0,5.0,2.0,11.0,114.0,24.0,8.0,45.0,151.0,2.0,11.0,6.0,97.0,7.0,8.0,49.0,20.0,4.0,57.0,3.0,12.0,6.0,14.0,9.0,286.0,1.0,13.0,7.0,68.0,55.0,27.0,10.0,30.0,3.0,,5.0,2.0,15.0,1.0,9.0,80.0,1.0,9.0,17.0,13.0,,39.0,46.0,97.0,102.0,12.0,1.0,,1.0,,4.0,50.0,4.0,4.0,29.0,7.0,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Cruz Azul,6x3dfv10crwwwsjowwhxmf8wl,G. Flores,Defender,15,18.0,891.0,59.0,3.0,6.0,317.0,6.0,26.0,4.0,134.0,20.0,3.0,45.0,8.0,1.0,2.0,29.0,173.0,85.0,16.0,68.0,328.0,2.0,16.0,7.0,194.0,11.0,2.0,113.0,20.0,6.0,105.0,,39.0,10.0,23.0,26.0,554.0,,11.0,13.0,71.0,171.0,14.0,10.0,80.0,1.0,,21.0,4.0,17.0,41.0,4.0,141.0,24.0,13.0,18.0,11.0,,32.0,111.0,208.0,215.0,70.0,2.0,,,1.0,10.0,61.0,6.0,11.0,39.0,1.0,1.0,1.0,,,1.0,28.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
