liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,Orange County SC,72is3cq8zyaua94af698u2aqx,S. Abolaji,Defender,12,4.0,104.0,1.0,,31.0,2.0,12.0,2.0,3.0,,,2.0,17.0,12.0,4.0,4.0,31.0,2.0,21.0,4.0,7.0,11.0,1.0,9.0,,7.0,1.0,,2.0,63.0,5.0,1.0,12.0,9.0,10.0,12.0,3.0,3.0,,18.0,2.0,4.0,4.0,5.0,4.0,9.0,24.0,24.0,6.0,,3.0,6.0,1.0,1.0,8.0,,4.0,,1.0,,,1.0,2.0,,1.0,5.0,1.0,3.0,,2.0,16.0,3.0,,4.0,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,1.0,0.0,0.0,,,,,,
USA_USL_Championship,2017,Orange County SC,5w2crade404p7fipy43yul5g5,C. Alvarez,Midfielder,0,7.0,1266.0,7.0,1.0,470.0,123.0,240.0,1.0,13.0,10.0,4.0,13.0,188.0,147.0,15.0,81.0,478.0,10.0,365.0,18.0,94.0,161.0,12.0,89.0,,64.0,14.0,20.0,12.0,701.0,19.0,,98.0,121.0,10.0,50.0,19.0,11.0,14.0,119.0,10.0,22.0,7.0,19.0,56.0,73.0,377.0,384.0,21.0,1.0,14.0,69.0,1.0,7.0,42.0,,5.0,22.0,2.0,2.0,3.0,1.0,16.0,5.0,17.0,33.0,,6.0,,7.0,50.0,17.0,3.0,8.0,1.0,,1.0,5.0,1.0,7.0,7.0,,1.0,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,1.0,3.0,,,,,,,39.0,2.0,2.0,0.0,0.0,,,,,,
USA_USL_Championship,2017,Orange County SC,43t9983ru3qrbvihl8dfk9olx,J. Baxendale,Midfielder,44,18.0,680.0,22.0,2.0,337.0,78.0,174.0,10.0,18.0,6.0,3.0,,111.0,108.0,17.0,44.0,337.0,6.0,262.0,11.0,62.0,72.0,8.0,67.0,1.0,41.0,8.0,14.0,13.0,486.0,14.0,2.0,63.0,105.0,10.0,29.0,13.0,3.0,4.0,63.0,8.0,14.0,18.0,14.0,34.0,82.0,275.0,275.0,,,11.0,34.0,6.0,11.0,29.0,,6.0,10.0,,,7.0,1.0,1.0,6.0,9.0,3.0,,1.0,,5.0,7.0,2.0,7.0,,,1.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,,,0.0,,,,,,
USA_USL_Championship,2017,Orange County SC,atoxhr9rica0j5cxmkw9yt49,C. Beyers,Goalkeeper,1,,90.0,,2.0,6.0,,7.0,4.0,14.0,,,,14.0,5.0,,,26.0,,2.0,1.0,14.0,2.0,,11.0,,9.0,1.0,,3.0,30.0,1.0,,,22.0,10.0,,10.0,,,,,1.0,,1.0,,2.0,3.0,12.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,2.0,,1.0,2.0,5.0,,,,,,,,,,,,,,,,,0.0,,11.0,,,,
USA_USL_Championship,2017,Orange County SC,6ldl5u0fz2kgb1hz6ntlms5hx,R. Chaplow,Midfielder,10,11.0,1390.0,1.0,1.0,785.0,107.0,328.0,17.0,52.0,20.0,4.0,10.0,226.0,313.0,33.0,105.0,796.0,28.0,573.0,17.0,157.0,254.0,7.0,141.0,,144.0,16.0,38.0,32.0,1022.0,20.0,5.0,119.0,244.0,10.0,71.0,66.0,19.0,5.0,138.0,12.0,21.0,16.0,20.0,57.0,191.0,630.0,639.0,19.0,2.0,24.0,67.0,9.0,32.0,62.0,,4.0,25.0,,,2.0,7.0,6.0,9.0,11.0,11.0,,3.0,,19.0,15.0,5.0,2.0,9.0,4.0,2.0,,1.0,,1.0,1.0,,4.0,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,19.0,1.0,,,0.0,,,,,,
USA_USL_Championship,2017,Orange County SC,1yufrkhruoxnyg54sxgduilt5,J. Esua,Defender,0,39.0,920.0,59.0,3.0,384.0,96.0,180.0,13.0,20.0,3.0,,11.0,130.0,149.0,13.0,43.0,386.0,11.0,304.0,10.0,63.0,24.0,5.0,75.0,9.0,47.0,11.0,18.0,27.0,618.0,11.0,3.0,53.0,110.0,10.0,53.0,19.0,9.0,6.0,87.0,23.0,10.0,39.0,11.0,23.0,156.0,321.0,323.0,34.0,3.0,9.0,34.0,4.0,20.0,30.0,,,3.0,1.0,1.0,6.0,1.0,4.0,4.0,9.0,5.0,,2.0,,5.0,11.0,1.0,6.0,23.0,1.0,,1.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,1.0,0.0,1.0,,,,,,
USA_USL_Championship,2017,Orange County SC,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,Midfielder,9,15.0,742.0,,,183.0,55.0,80.0,,5.0,8.0,1.0,22.0,122.0,51.0,19.0,52.0,185.0,21.0,122.0,10.0,57.0,45.0,10.0,65.0,,31.0,7.0,13.0,7.0,342.0,16.0,,87.0,36.0,10.0,57.0,6.0,25.0,11.0,119.0,4.0,11.0,15.0,16.0,40.0,49.0,126.0,128.0,32.0,,16.0,62.0,3.0,11.0,47.0,,9.0,7.0,2.0,2.0,3.0,2.0,3.0,6.0,5.0,8.0,,3.0,,6.0,35.0,5.0,3.0,10.0,2.0,,2.0,3.0,,4.0,9.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,21.0,2.0,1.0,1.0,1.0,,,,,,
USA_USL_Championship,2017,Orange County SC,b9489f87xrp0xu8pqzvqtvc9h,J. Franco,Defender,0,23.0,2114.0,165.0,14.0,950.0,118.0,370.0,36.0,69.0,9.0,6.0,28.0,325.0,416.0,20.0,131.0,978.0,8.0,743.0,26.0,200.0,80.0,11.0,151.0,58.0,89.0,24.0,41.0,72.0,1478.0,26.0,14.0,71.0,474.0,10.0,57.0,35.0,11.0,4.0,118.0,55.0,32.0,23.0,26.0,33.0,306.0,751.0,778.0,47.0,4.0,14.0,61.0,6.0,58.0,38.0,,2.0,1.0,,,8.0,,1.0,3.0,7.0,1.0,,1.0,,3.0,7.0,,8.0,19.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,18.0,3.0,,,0.0,,,,,,
USA_USL_Championship,2017,Orange County SC,6hkyug8nzyqtvse7dge8bhxwp,W. Hume,Defender,26,1.0,810.0,,3.0,422.0,11.0,87.0,12.0,21.0,1.0,2.0,18.0,74.0,289.0,13.0,41.0,438.0,3.0,332.0,11.0,62.0,127.0,3.0,40.0,,46.0,9.0,3.0,23.0,561.0,9.0,9.0,30.0,207.0,10.0,39.0,44.0,2.0,,69.0,49.0,13.0,1.0,9.0,12.0,93.0,364.0,376.0,39.0,2.0,5.0,30.0,8.0,15.0,18.0,,,,,,,,5.0,,3.0,5.0,,1.0,,,15.0,,,21.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,0.0,,,,,,
USA_USL_Championship,2017,Orange County SC,aq2smh8l1aixvvdb5byveih2h,K. Jeon,Midfielder,0,2.0,128.0,,,29.0,9.0,13.0,,2.0,2.0,1.0,1.0,31.0,5.0,3.0,9.0,29.0,2.0,18.0,3.0,11.0,8.0,1.0,9.0,,9.0,1.0,4.0,4.0,59.0,5.0,,13.0,9.0,10.0,5.0,,,3.0,15.0,,4.0,2.0,5.0,9.0,3.0,18.0,18.0,2.0,,3.0,10.0,,,4.0,,4.0,1.0,1.0,1.0,,,2.0,1.0,1.0,3.0,,,,2.0,7.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0,1.0,1.0,,,,,,
USA_USL_Championship,2017,Orange County SC,bf5vy4002175985rd2ij48yjt,Z. Kobayashi,Midfielder,11,6.0,949.0,3.0,,262.0,55.0,156.0,1.0,8.0,13.0,1.0,10.0,133.0,63.0,18.0,45.0,269.0,12.0,207.0,19.0,53.0,98.0,12.0,50.0,,55.0,12.0,18.0,9.0,479.0,17.0,,118.0,68.0,10.0,63.0,9.0,20.0,17.0,131.0,5.0,20.0,6.0,17.0,58.0,48.0,209.0,216.0,13.0,1.0,10.0,68.0,8.0,5.0,60.0,,5.0,13.0,4.0,4.0,3.0,3.0,7.0,7.0,22.0,14.0,,8.0,,10.0,25.0,7.0,3.0,3.0,,1.0,4.0,2.0,2.0,5.0,4.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,39.0,2.0,1.0,3.0,0.0,,,,,,
