liga,temporada,equipo,id,nombre,posicion,dorsal,Handballs conceded,Shots On Target ( inc goals ),Goal Assists,Tackles Won,Key Passes (Attempt Assists),Total Touches In Opposition Box,Unsuccessful Crosses open play,Total Tackles,Yellow Cards,Tackles Lost,Throw Ins to Own Player,Unsuccessful Crosses & Corners,Leftside Passes,Successful Passes Opposition Half,Rightside Passes,Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Blocks,Goals from Inside Box,Ground Duels lost,Aerial Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Short Passes,Interceptions,Successful Open Play Passes,Duels won,Times Tackled,Penalties Conceded,Unsuccessful Passes Own Half,Total Passes,Goals,Successful Passes Own Half,Aerial Duels,Duels lost,Successful Dribbles,Total Fouls Won,Total Clearances,Backward Passes,Ground Duels won,Index,Penalty Goals Conceded,Substitute On,Games Played,Goals Conceded Inside Box,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Clean Sheets,Touches,Goals Conceded,Substitute Off,Total Losses Of Possession,Corners Won,PutThrough/Blocked Distribution Won,Total Shots,Duels,Successful Long Passes,Time Played,Forward Passes,Starts,Unsuccessful Dribbles,Unsuccessful Short Passes,Foul Attempted Tackle,Unsuccessful Long Passes,Total Fouls Conceded,Recoveries,Right Foot Goals,Aerial Duels lost,Open Play Passes,Successful Lay-offs,Unsuccessful Launches,Successful Launches,Ground Duels,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Throw Ins to Opposition Player,Goals Conceded Outside Box,Successful Crosses & Corners,Successful Corners into Box,Successful Crosses open play,Goals from Outside Box,Attempts from Set Pieces,Second Goal Assists,Assists (Intentional),Unsuccessful Corners into Box,Offsides,Blocked Shots,Hit Woodwork,Headed Goals,Unsuccessful lay-offs,Through balls,Last Man Tackle,Total Red Cards,Left Foot Goals,Straight Red Cards,GK Unsuccessful Distribution,Catches,Punches,Saves made - caught,Saves from Penalty,Penalties Faced,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Drops,Penalties Saved,GK Successful Distribution,Saves Made from Inside Box,Own Goal Scored,Saves made - parried,Crosses not Claimed,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Off Target,Clearances Off the Line,Red Cards - 2nd Yellow,Set Pieces Goals,Other Goals
USA_MLS,2019,Houston Dynamo FC,1knx6w8nx8sd81peciwtes3x1,D. Beasley,Defender,7,,,2.0,9.0,7.0,11.0,13.0,13.0,,4.0,61.0,13.0,30.0,270.0,216.0,2.0,483.0,12.0,4.0,,25.0,9.0,94.0,465.0,8.0,466.0,44.0,,1.0,36.0,577.0,,218.0,21.0,37.0,7.0,15.0,16.0,89.0,35.0,47.0,2.0,,12.0,20.0,20.0,71.0,1.0,801.0,24.0,3.0,148.0,6.0,6.0,2.0,81.0,18.0,1032.0,242.0,12.0,7.0,80.0,2.0,14.0,7.0,52.0,,12.0,559.0,,5.0,4.0,60.0,,,,,10.0,4.0,5.0,,5.0,,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2019,Houston Dynamo FC,6pyd5uf82g110mo242vuueket,J. Bizama,Defender,18,1.0,1.0,,8.0,,3.0,12.0,12.0,1.0,4.0,33.0,12.0,50.0,48.0,5.0,,105.0,5.0,,,13.0,3.0,28.0,99.0,6.0,101.0,30.0,,1.0,12.0,133.0,,57.0,7.0,17.0,8.0,7.0,13.0,27.0,27.0,19.0,3.0,1.0,5.0,11.0,8.0,28.0,,258.0,12.0,1.0,60.0,2.0,1.0,1.0,47.0,6.0,354.0,51.0,4.0,7.0,19.0,1.0,9.0,4.0,13.0,,4.0,129.0,,6.0,,40.0,,,,,6.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Houston Dynamo FC,2az3hi45krcxbzny070v5mo5x,J. Cabezas,Midfielder,5,,1.0,,9.0,1.0,6.0,1.0,16.0,4.0,7.0,,1.0,77.0,80.0,63.0,1.0,203.0,15.0,5.0,1.0,47.0,15.0,45.0,187.0,14.0,197.0,39.0,,,20.0,248.0,1.0,123.0,27.0,59.0,2.0,6.0,7.0,32.0,24.0,81.0,,10.0,15.0,16.0,11.0,26.0,,339.0,16.0,2.0,62.0,1.0,7.0,2.0,98.0,16.0,532.0,76.0,5.0,,30.0,13.0,15.0,16.0,44.0,,12.0,241.0,3.0,7.0,,71.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Houston Dynamo FC,4i0iq31lu0vvjfgk8kqyec72t,D. Cerén,Midfielder,24,1.0,2.0,,13.0,7.0,5.0,,20.0,1.0,7.0,1.0,,109.0,146.0,88.0,2.0,283.0,13.0,2.0,1.0,34.0,3.0,40.0,240.0,11.0,276.0,39.0,,,9.0,323.0,1.0,138.0,10.0,41.0,6.0,11.0,10.0,43.0,36.0,27.0,1.0,8.0,13.0,12.0,11.0,31.0,,425.0,15.0,1.0,58.0,,5.0,4.0,80.0,43.0,530.0,83.0,5.0,4.0,26.0,6.0,14.0,11.0,47.0,1.0,7.0,315.0,4.0,3.0,2.0,70.0,,,,,,3.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Houston Dynamo FC,5xe2u24yitsgsf4lufmk2f105,A. DeLaGarza,Defender,20,2.0,2.0,1.0,29.0,7.0,19.0,16.0,45.0,6.0,16.0,170.0,16.0,285.0,320.0,27.0,4.0,654.0,23.0,8.0,,54.0,21.0,149.0,616.0,25.0,633.0,99.0,,1.0,38.0,803.0,,338.0,40.0,73.0,7.0,26.0,42.0,161.0,78.0,38.0,4.0,,23.0,28.0,19.0,127.0,2.0,1248.0,33.0,4.0,216.0,5.0,9.0,6.0,172.0,38.0,1995.0,330.0,23.0,7.0,87.0,13.0,62.0,25.0,58.0,,19.0,781.0,,24.0,8.0,132.0,,,,,27.0,5.0,4.0,,4.0,,,,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Houston Dynamo FC,7aq775owdtnqe0p1k0qab2qc5,T. Deric,Goalkeeper,1,,,,,,,,,,,,,21.0,24.0,19.0,,91.0,7.0,,,,5.0,104.0,53.0,,47.0,6.0,,,15.0,195.0,,67.0,5.0,,,3.0,3.0,,1.0,32.0,,,7.0,13.0,,89.0,,263.0,15.0,,106.0,,,,6.0,38.0,630.0,155.0,7.0,,1.0,,103.0,,73.0,,,79.0,,41.0,12.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,40.0,5.0,1.0,,,,2.0,19.0,10.0,,,66.0,9.0,,7.0,,,,,,,,,
USA_MLS,2019,Houston Dynamo FC,7yuie6z5q0g0mans9pb5mdxhx,C. Duvall,Defender,0,,,,,,,2.0,1.0,,1.0,5.0,2.0,18.0,20.0,2.0,,42.0,1.0,,,,3.0,10.0,40.0,3.0,41.0,6.0,,,5.0,52.0,,22.0,4.0,1.0,,2.0,3.0,9.0,3.0,49.0,,,1.0,2.0,1.0,7.0,,72.0,2.0,,14.0,,1.0,,7.0,2.0,90.0,23.0,1.0,,4.0,,6.0,,6.0,,1.0,51.0,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Houston Dynamo FC,aoe90w0oopw8h5ipktpmme9cl,A. Elis,Forward,17,5.0,33.0,8.0,15.0,31.0,185.0,30.0,20.0,6.0,5.0,26.0,30.0,178.0,293.0,76.0,36.0,370.0,26.0,,9.0,152.0,59.0,143.0,361.0,3.0,366.0,175.0,,,18.0,513.0,9.0,80.0,128.0,221.0,47.0,56.0,5.0,131.0,116.0,65.0,4.0,4.0,26.0,28.0,34.0,155.0,2.0,1040.0,35.0,1.0,356.0,33.0,10.0,69.0,396.0,9.0,1921.0,128.0,22.0,62.0,129.0,17.0,14.0,39.0,64.0,7.0,69.0,509.0,19.0,3.0,,268.0,,,,,1.0,7.0,3.0,,3.0,,,2.0,7.0,,16.0,14.0,3.0,2.0,3.0,5.0,,1.0,,1.0,,,,,,,,,,,,,,,,,3.0,2.0,2.0,,,,,
USA_MLS,2019,Houston Dynamo FC,15pxobn91cyrhdzpshwwmzjrp,M. Figueroa,Defender,15,2.0,4.0,1.0,17.0,9.0,11.0,4.0,28.0,6.0,11.0,4.0,4.0,200.0,474.0,444.0,19.0,1110.0,25.0,20.0,,31.0,46.0,244.0,995.0,34.0,1072.0,111.0,,1.0,66.0,1354.0,,638.0,84.0,69.0,13.0,25.0,96.0,54.0,65.0,52.0,5.0,,25.0,38.0,25.0,182.0,1.0,1666.0,42.0,,268.0,6.0,14.0,23.0,180.0,115.0,2249.0,656.0,25.0,1.0,133.0,15.0,111.0,19.0,135.0,,38.0,1312.0,1.0,34.0,6.0,96.0,,,,,1.0,4.0,2.0,,2.0,,3.0,2.0,,,,5.0,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2019,Houston Dynamo FC,7fayvrd58aelitugyce9k7yz9,A. Fuenmayor,Defender,2,2.0,,1.0,9.0,,6.0,2.0,13.0,3.0,4.0,2.0,2.0,140.0,92.0,87.0,2.0,355.0,8.0,8.0,,17.0,11.0,62.0,330.0,11.0,342.0,31.0,,,24.0,417.0,,263.0,17.0,23.0,1.0,7.0,21.0,26.0,20.0,49.0,1.0,,8.0,6.0,7.0,40.0,1.0,503.0,10.0,1.0,69.0,2.0,2.0,2.0,54.0,25.0,699.0,164.0,8.0,,22.0,3.0,40.0,9.0,40.0,,6.0,402.0,,20.0,2.0,37.0,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2019,Houston Dynamo FC,bh2no1aqn7l1wlpj8n2dz0yc5,K. Garcia,Defender,16,,,,6.0,2.0,7.0,3.0,9.0,1.0,3.0,19.0,3.0,103.0,97.0,90.0,,348.0,12.0,8.0,,20.0,20.0,79.0,320.0,11.0,342.0,36.0,,,19.0,427.0,,251.0,37.0,37.0,4.0,3.0,41.0,52.0,16.0,21.0,2.0,4.0,12.0,19.0,8.0,63.0,1.0,567.0,20.0,,100.0,1.0,2.0,,73.0,28.0,812.0,182.0,8.0,2.0,40.0,3.0,39.0,12.0,41.0,,17.0,420.0,,15.0,5.0,36.0,,,,,7.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Houston Dynamo FC,15kop7o6luu9ppzl283ixra39,B. García,Midfielder,27,2.0,3.0,1.0,44.0,37.0,16.0,10.0,72.0,6.0,28.0,11.0,21.0,356.0,697.0,399.0,9.0,1176.0,32.0,10.0,,117.0,17.0,166.0,1095.0,29.0,1138.0,154.0,,,47.0,1342.0,,486.0,31.0,131.0,28.0,40.0,14.0,215.0,137.0,45.0,6.0,2.0,32.0,38.0,44.0,140.0,,1758.0,45.0,9.0,277.0,6.0,28.0,12.0,285.0,81.0,2584.0,372.0,30.0,16.0,133.0,39.0,33.0,49.0,204.0,,14.0,1303.0,13.0,7.0,2.0,254.0,,,,19.0,,7.0,7.0,2.0,4.0,,,,,10.0,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Houston Dynamo FC,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,Midfielder,14,,4.0,,3.0,5.0,20.0,7.0,4.0,,1.0,3.0,7.0,32.0,53.0,17.0,,93.0,12.0,1.0,,14.0,8.0,28.0,91.0,6.0,92.0,23.0,,,7.0,121.0,,41.0,14.0,20.0,1.0,11.0,3.0,46.0,15.0,100.0,2.0,7.0,12.0,11.0,14.0,28.0,,189.0,12.0,5.0,53.0,6.0,3.0,4.0,43.0,2.0,412.0,26.0,5.0,4.0,28.0,1.0,,1.0,13.0,,6.0,119.0,6.0,,,29.0,,,,,,1.0,1.0,,1.0,,,,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
