equipo,link,logo,cod_equipo,cod_liga,liga
Anguilla Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2025/a1cfq19aoiyyyvkckk6onzwgk/teams/anguilla-under-17/828lw6dqmnzgzgcrmpplcv5rs,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=828lw6dqmnzgzgcrmpplcv5rs,828lw6dqmnzgzgcrmpplcv5rs,a1cfq19aoiyyyvkckk6onzwgk,concacaf-u17-2025
Antigua and Barbuda Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2025/a1cfq19aoiyyyvkckk6onzwgk/teams/antigua-and-barbuda-under-17/edhfqs8lzrhrql2ic8ro67c88,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=edhfqs8lzrhrql2ic8ro67c88,edhfqs8lzrhrql2ic8ro67c88,a1cfq19aoiyyyvkckk6onzwgk,concacaf-u17-2025
Aruba Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2025/a1cfq19aoiyyyvkckk6onzwgk/teams/aruba-under-17/10trfhuqssm7h91m62yytx602,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=10trfhuqssm7h91m62yytx602,10trfhuqssm7h91m62yytx602,a1cfq19aoiyyyvkckk6onzwgk,concacaf-u17-2025
Barbados Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2025/a1cfq19aoiyyyvkckk6onzwgk/teams/barbados-under-17/24uhn0ncit2h8vm133uo787y6,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=24uhn0ncit2h8vm133uo787y6,24uhn0ncit2h8vm133uo787y6,a1cfq19aoiyyyvkckk6onzwgk,concacaf-u17-2025
Belize Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2025/a1cfq19aoiyyyvkckk6onzwgk/teams/belize-under-17/e6ki7vd2nhmp6rjk45g2kfu0t,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=e6ki7vd2nhmp6rjk45g2kfu0t,e6ki7vd2nhmp6rjk45g2kfu0t,a1cfq19aoiyyyvkckk6onzwgk,concacaf-u17-2025
Bermuda  Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2025/a1cfq19aoiyyyvkckk6onzwgk/teams/bermuda-under-17/i6dzjdm6g3tj8l3bft5rdzks,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=i6dzjdm6g3tj8l3bft5rdzks,i6dzjdm6g3tj8l3bft5rdzks,a1cfq19aoiyyyvkckk6onzwgk,concacaf-u17-2025
Bonaire Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2025/a1cfq19aoiyyyvkckk6onzwgk/teams/bonaire-under-17/duk2azu71tku940xunmiuuyy2,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=duk2azu71tku940xunmiuuyy2,duk2azu71tku940xunmiuuyy2,a1cfq19aoiyyyvkckk6onzwgk,concacaf-u17-2025
British Virgin Islands Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2025/a1cfq19aoiyyyvkckk6onzwgk/teams/british-virgin-islands-under-17/2ghmh87cgkoouglnfmjbu956g,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=2ghmh87cgkoouglnfmjbu956g,2ghmh87cgkoouglnfmjbu956g,a1cfq19aoiyyyvkckk6onzwgk,concacaf-u17-2025
Canada Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2025/a1cfq19aoiyyyvkckk6onzwgk/teams/canada-under-17/9ambie9e2cxqfzc71f90lz08c,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=9ambie9e2cxqfzc71f90lz08c,9ambie9e2cxqfzc71f90lz08c,a1cfq19aoiyyyvkckk6onzwgk,concacaf-u17-2025
Cayman Islands Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2025/a1cfq19aoiyyyvkckk6onzwgk/teams/cayman-islands-under-17/37uhnfke3ik4kgdix62p834d1,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=37uhnfke3ik4kgdix62p834d1,37uhnfke3ik4kgdix62p834d1,a1cfq19aoiyyyvkckk6onzwgk,concacaf-u17-2025
Costa Rica Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2025/a1cfq19aoiyyyvkckk6onzwgk/teams/costa-rica-under-17/18lylxo9rer7l7optxsyci5zc,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=18lylxo9rer7l7optxsyci5zc,18lylxo9rer7l7optxsyci5zc,a1cfq19aoiyyyvkckk6onzwgk,concacaf-u17-2025
