liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Successful Launches,Goals,Corners Won,Successful Crosses & Corners,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Set Pieces Goals,Substitute Off,Successful Corners into Box,Blocked Shots,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Crosses open play,Aerial Duels won,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Tackles Lost,Handballs conceded,Clean Sheets,Through balls,Right Foot Goals,Goals from Inside Box,Unsuccessful lay-offs,Offsides,Foul Won Penalty,Hit Woodwork,Penalties Taken,Penalty Goals,Own Goal Scored,Total Red Cards,Straight Red Cards,Headed Goals,Last Man Tackle,Second Goal Assists,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Penalties Saved,Drops,Saves from Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2019,Fresno FC,2ith944jz6kopy3h1zmvg6iuh,E. Alihodzic,Midfielder,13,9.0,1173.0,4.0,568.0,74.0,267.0,4.0,43.0,4.0,5.0,167.0,233.0,35.0,66.0,1.0,599.0,27.0,9.0,418.0,16.0,8.0,109.0,162.0,10.0,104.0,105.0,13.0,34.0,30.0,805.0,21.0,14.0,2.0,104.0,184.0,2.0,10.0,62.0,72.0,10.0,2.0,118.0,13.0,21.0,25.0,21.0,51.0,179.0,466.0,490.0,14.0,22.0,56.0,17.0,53.0,8.0,1.0,4.0,2.0,3.0,10.0,12.0,20.0,5.0,,4.0,9.0,3.0,,29.0,,4.0,,,9.0,,13.0,2.0,2.0,13.0,4.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,8.0,1.0,1.0,1.0,
USA_USL_Championship,2019,Fresno FC,6tz5apnd7yajwhn6bcfhl9mtx,A. Basuljevic,Midfielder,17,13.0,1599.0,19.0,763.0,212.0,461.0,1.0,23.0,17.0,25.0,218.0,217.0,13.0,86.0,1.0,780.0,21.0,18.0,637.0,12.0,28.0,109.0,205.0,33.0,109.0,72.0,19.0,32.0,25.0,1043.0,21.0,9.0,,115.0,197.0,65.0,10.0,51.0,34.0,14.0,10.0,146.0,2.0,18.0,25.0,21.0,70.0,166.0,659.0,671.0,31.0,7.0,95.0,5.0,45.0,2.0,13.0,2.0,4.0,9.0,7.0,3.0,13.0,6.0,,5.0,4.0,5.0,1.0,12.0,,11.0,,2.0,6.0,,7.0,,,6.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,1.0,3.0,2.0,
USA_USL_Championship,2019,Fresno FC,75h95szo9lzuihyznutrngbft,R. Bustamante,Forward,23,1.0,192.0,1.0,78.0,24.0,46.0,,4.0,1.0,4.0,25.0,21.0,2.0,8.0,2.0,79.0,1.0,2.0,66.0,5.0,3.0,12.0,19.0,1.0,13.0,4.0,1.0,2.0,,109.0,10.0,,1.0,14.0,19.0,7.0,10.0,6.0,1.0,1.0,2.0,19.0,1.0,6.0,1.0,10.0,9.0,17.0,66.0,67.0,5.0,1.0,13.0,,5.0,9.0,2.0,,,2.0,,2.0,1.0,1.0,,,,1.0,,,,2.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,0.0,
USA_USL_Championship,2019,Fresno FC,cnjg40jj91rtyfxl3pvx0c15h,J. Caffa,Forward,10,21.0,2095.0,15.0,1235.0,212.0,732.0,1.0,106.0,21.0,13.0,435.0,389.0,13.0,175.0,4.0,1346.0,7.0,21.0,903.0,24.0,36.0,281.0,293.0,60.0,327.0,142.0,22.0,18.0,38.0,1750.0,31.0,6.0,3.0,108.0,530.0,30.0,10.0,70.0,162.0,26.0,15.0,132.0,18.0,32.0,84.0,31.0,49.0,311.0,977.0,1065.0,24.0,8.0,62.0,9.0,59.0,9.0,9.0,5.0,4.0,11.0,56.0,18.0,7.0,8.0,2.0,8.0,30.0,10.0,2.0,85.0,2.0,15.0,17.0,17.0,11.0,4.0,44.0,4.0,6.0,5.0,,2.0,1.0,,2.0,1.0,6.0,,3.0,3.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,29.0,2.0,2.0,0.0,
USA_USL_Championship,2019,Fresno FC,a1bd7ilb6cy1lv3i90e34oesp,D. Casillas,Midfielder,22,20.0,734.0,20.0,246.0,55.0,122.0,,15.0,4.0,11.0,129.0,64.0,20.0,49.0,,246.0,7.0,12.0,178.0,11.0,10.0,64.0,47.0,12.0,72.0,47.0,3.0,21.0,12.0,442.0,21.0,2.0,2.0,91.0,91.0,24.0,10.0,58.0,4.0,21.0,11.0,109.0,7.0,13.0,20.0,21.0,40.0,53.0,182.0,182.0,18.0,16.0,51.0,11.0,51.0,18.0,4.0,1.0,2.0,7.0,4.0,12.0,10.0,2.0,,1.0,,,5.0,,,6.0,,4.0,7.0,,,2.0,2.0,4.0,3.0,,2.0,,2.0,1.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,21.0,1.0,1.0,1.0,
USA_USL_Championship,2019,Fresno FC,a9xcv9evxwsmocgnrzz614w5x,C. Chaney,Forward,21,4.0,894.0,,195.0,60.0,93.0,4.0,7.0,21.0,84.0,163.0,47.0,9.0,61.0,1.0,208.0,32.0,10.0,133.0,7.0,34.0,68.0,49.0,10.0,65.0,21.0,8.0,13.0,7.0,431.0,19.0,9.0,4.0,101.0,50.0,54.0,10.0,86.0,7.0,16.0,15.0,236.0,7.0,12.0,4.0,19.0,66.0,49.0,127.0,140.0,135.0,6.0,150.0,3.0,35.0,11.0,6.0,1.0,5.0,3.0,,1.0,8.0,5.0,,6.0,,4.0,,,,13.0,,,51.0,1.0,,,,3.0,,,,,5.0,2.0,12.0,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,36.0,3.0,2.0,1.0,
USA_USL_Championship,2019,Fresno FC,7uxy0em7vvd4cu133nrnzqa51,J. Chávez,Forward,9,4.0,1946.0,,469.0,134.0,255.0,4.0,5.0,28.0,124.0,202.0,120.0,24.0,129.0,1.0,506.0,31.0,9.0,363.0,24.0,59.0,134.0,148.0,26.0,121.0,53.0,24.0,16.0,17.0,763.0,29.0,14.0,1.0,123.0,117.0,77.0,10.0,168.0,9.0,24.0,5.0,360.0,14.0,30.0,4.0,29.0,68.0,107.0,335.0,372.0,237.0,15.0,192.0,5.0,55.0,5.0,22.0,,12.0,8.0,3.0,1.0,9.0,6.0,,18.0,,10.0,,,2.0,31.0,,3.0,113.0,,,1.0,3.0,9.0,4.0,1.0,1.0,8.0,10.0,6.0,31.0,1.0,2.0,1.0,1.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,4.0,4.0,
USA_USL_Championship,2019,Fresno FC,631nrqi3lgy82rtxhsjqho3jd,C. Cochran,Goalkeeper,1,,3150.0,1.0,407.0,,209.0,2.0,399.0,,3.0,416.0,288.0,,6.0,4.0,902.0,,1.0,230.0,36.0,,405.0,92.0,3.0,350.0,368.0,35.0,1.0,55.0,1250.0,35.0,,,8.0,709.0,,10.0,27.0,267.0,11.0,,32.0,25.0,47.0,,35.0,2.0,101.0,256.0,497.0,24.0,,5.0,,6.0,,,99.0,,1.0,,174.0,1.0,11.0,,,,,,,,,,,21.0,,,,,,,7.0,,,,,,,,,,,,,,,,86.0,304.0,3.0,16.0,3.0,33.0,41.0,21.0,45.0,8.0,2.0,123.0,,,2.0,6.0,2.0,,,,1.0,,,0.0,263.0
USA_USL_Championship,2019,Fresno FC,avyoobzqpy3hcx081av26sno5,A. Cooper,Defender,18,76.0,1806.0,127.0,586.0,162.0,305.0,3.0,48.0,12.0,9.0,294.0,176.0,27.0,85.0,2.0,590.0,19.0,23.0,429.0,20.0,22.0,133.0,166.0,24.0,166.0,111.0,21.0,43.0,45.0,1099.0,21.0,9.0,1.0,114.0,234.0,26.0,10.0,74.0,28.0,14.0,6.0,134.0,26.0,27.0,78.0,21.0,51.0,28.0,455.0,457.0,20.0,20.0,60.0,27.0,63.0,,,8.0,3.0,12.0,24.0,33.0,14.0,7.0,1.0,4.0,4.0,4.0,34.0,5.0,2.0,10.0,1.0,20.0,11.0,3.0,1.0,2.0,2.0,7.0,1.0,3.0,,,1.0,,8.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,20.0,1.0,2.0,0.0,
USA_USL_Championship,2019,Fresno FC,1wrepd1v92qk7mdgdcrfse11x,M. Daly,Defender,5,,2745.0,11.0,1168.0,57.0,298.0,4.0,149.0,8.0,75.0,291.0,641.0,28.0,124.0,4.0,1212.0,24.0,2.0,792.0,29.0,11.0,273.0,171.0,6.0,175.0,162.0,31.0,13.0,98.0,1479.0,31.0,11.0,25.0,81.0,634.0,21.0,10.0,109.0,147.0,11.0,,226.0,81.0,37.0,,31.0,42.0,350.0,908.0,939.0,145.0,15.0,117.0,34.0,39.0,,,22.0,1.0,2.0,,61.0,4.0,8.0,,1.0,,1.0,2.0,,,3.0,,,70.0,,,1.0,1.0,13.0,1.0,6.0,,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,3.0,,,,,,,1.0,1.0,0.0,1.0,
