root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,e7xe0ef07rn2y86fmjzkpn2dx,A. Arroyo,Attacker,,6,0,0,0,0,0,6,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,2qgum5tkljfe4v74p2iu9fzyt,R. Blackburn,Attacker,,1,0,0,0,0,0,0,1
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,c21xh2oxjdfa87y0gevaumqc5,J. Calderón,Goalkeeper,,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,6qfn3y69qpd9vvyr069ry8n2t,M. Camargo,Midfielder,,4,0,0,0,0,0,2,2
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,5fpdf84s7zmskbl4xm3kj3fmd,A. Cooper,Midfielder,,5,0,3,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,6ft1b49m92zwa7y7yqqprm5lh,H. Cummings,Defender,,6,0,1,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,6fmrelr9khhkywqr8goutjkr9,É. Davis,Defender,,4,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,4ajhe29nxseyo6wqg3hjdghcl,A. Godoy,Midfielder,,5,0,4,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,e6g5jqhc9cngqed9gyky745p1,G. Gómez,Midfielder,,4,0,0,0,0,0,0,2
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,c2bexv4vlpfplapuqnitpauad,L. Henríquez,Defender,,3,0,1,2,1,1,1,1
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,cekgs1e2bksgxu7c8tzzwcij9,A. Machado,Defender,,5,0,2,0,0,0,1,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,do0vmoepm1s7cngyv6k7zndud,L. Mejía,Goalkeeper,,1,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,36ot47ewia8cctyscs43so1cl,R. Nurse,Attacker,,3,1,1,0,0,0,1,1
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,e3pv4t9ffqt3f4m997lovl0id,Á. Patrick,Defender,,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,8ll9exlk49mqi5ntllwtg1eqd,J. Penedo,Goalkeeper,,5,0,1,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,15b2nynloa5lr4ed6ize90t79,B. Pérez,Attacker,,4,1,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,aus69tybwri2wicvlvhxsk4ph,V. Pimentel,Attacker,,5,0,2,0,0,0,1,3
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,2p1yducm5jl5kazosiw5gbf11,D. Pinzón,Midfielder,,1,0,0,0,0,0,1,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,cwn6jyj57ctiprxs363fn4edx,A. Quintero,Attacker,,6,1,1,0,0,0,0,2
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,2rkwd43fg5l9dpvm608mcoxqt,A. Stephens,Attacker,,2,0,0,0,0,0,2,1
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,8n4ift3dvpa4k7ntmsnw6sclx,L. Tejada,Attacker,,5,2,1,1,1,0,0,4
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,e68y57cy5thgxyun2m3gc4set,R. Torres,Defender,,6,1,2,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Panama,Panama,9ztaodgpu7cjkqg1x9uhietw5,G. Torres,Attacker,,2,0,0,0,0,0,2,0
