liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Time Played,Open Play Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Index,Duels won,Total Fouls Won,Aerial Duels won,Duels,Goals Conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Ground Duels won,Backward Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Tackles,Recoveries,Starts,PutThrough/Blocked Distribution,Blocks,Forward Passes,Successful Long Passes,Total Clearances,Tackles Won,Tackles Lost,Throw Ins to Own Player,Successful Crosses & Corners,Unsuccessful Launches,Key Passes (Attempt Assists),Throw Ins to Opposition Player,Successful Crosses open play,Handballs conceded,Interceptions,Unsuccessful Crosses open play,Corners Won,Successful Dribbles,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Successful Launches,Shots Off Target (inc woodwork),Total Shots,Blocked Shots,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Lay-offs,Right Foot Goals,Shots On Target ( inc goals ),Goals from Inside Box,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Assists (Intentional),Goal Assists,Punches,Catches,Saves made - caught,Successful Corners into Box,Drops,Penalties Faced,Clean Sheets,Penalties Taken,Penalties Conceded,Attempts from Set Pieces,Last Man Tackle,Headed Goals,Goals from Outside Box,Hit Woodwork,Other Goals,Through balls,Left Foot Goals,Own Goal Scored,Goalkeeper Smother,Crosses not Claimed,Clearances Off the Line,Penalties Saved,Saves from Penalty,Penalty Goals,Foul Won Penalty,Set Pieces Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Guatemala,2yqe9xmm8dg4lwlko7ypzl239,G. Arias,Midfielder,0.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,89.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Guatemala,c2wqkvmng757opsoyeg1g9ec5,K. Arriola,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Guatemala,4ai7ptz8vqe0a75b1fn20raad,L. Cardona,Defender,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Guatemala,d9pe23hfuzljxo0h6lgsnbkr9,C. Castrillo,Defender,0.0,2.0,,,,,,1.0,,109.0,44.0,11.0,9.0,31.0,4.0,48.0,2.0,42.0,4.0,6.0,7.0,3.0,3.0,79.0,2.0,1.0,8.0,87.0,5.0,2.0,,9.0,4.0,3.0,18.0,38.0,42.0,1.0,4.0,5.0,1.0,2.0,3.0,,1.0,3.0,1.0,1.0,3.0,,22.0,,6.0,3.0,,4.0,,2.0,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Guatemala,etf7x75r5xkt5wg6j5erpniz9,S. Cincotta,Defender,0.0,2.0,,,,,,,2.0,90.0,17.0,1.0,16.0,6.0,7.0,18.0,3.0,7.0,2.0,11.0,7.0,8.0,4.0,37.0,2.0,1.0,10.0,14.0,7.0,4.0,1.0,14.0,2.0,4.0,3.0,6.0,7.0,4.0,7.0,6.0,3.0,4.0,2.0,,3.0,2.0,1.0,2.0,4.0,,5.0,,,1.0,1.0,,,2.0,,,,1.0,2.0,1.0,2.0,,2.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Guatemala,3lcchhirv1wng2b9hdtx70el1,J. Contreras,Midfielder,0.0,2.0,,,,,,,1.0,161.0,98.0,43.0,37.0,32.0,21.0,101.0,1.0,62.0,4.0,28.0,14.0,21.0,9.0,128.0,2.0,1.0,19.0,53.0,14.0,6.0,4.0,24.0,4.0,9.0,42.0,70.0,73.0,5.0,10.0,10.0,17.0,7.0,1.0,,1.0,4.0,11.0,2.0,2.0,,28.0,11.0,,1.0,3.0,,2.0,,4.0,,1.0,,2.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,5.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Guatemala,c4hef6cpsaz16haomqis5sct1,J. García,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Guatemala,buljaw8r7e0oqy1mj9bahw3x1,E. Guerra,Forward,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Guatemala,e6ubrovhf8hi704f1kuyeafv9,M. Hernández,Defender,0.0,2.0,,1.0,,,,,,180.0,64.0,19.0,21.0,35.0,4.0,69.0,4.0,44.0,4.0,15.0,21.0,13.0,2.0,103.0,2.0,3.0,13.0,45.0,10.0,4.0,3.0,18.0,4.0,6.0,5.0,50.0,54.0,5.0,8.0,7.0,2.0,11.0,,,2.0,3.0,6.0,2.0,1.0,1.0,41.0,10.0,11.0,2.0,1.0,,,4.0,,,,,7.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Guatemala,2q97c2unmg72fict3v86hcslx,M. Icuté,Forward,0.0,1.0,,,,,,,1.0,45.0,15.0,6.0,5.0,10.0,,16.0,,16.0,2.0,,,1.0,,22.0,1.0,,5.0,19.0,,,,6.0,2.0,5.0,6.0,15.0,16.0,1.0,6.0,,5.0,,,,1.0,,5.0,1.0,,,5.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
