root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Dragón,CD_Dragón,14px7zr59zf15oqo5eatuquw9,Á. Bely,Midfielder,5,2.0,270.0,2.0,,,64.0,1.0,7.0,2.0,26.0,2.0,3.0,2.0,41.0,20.0,7.0,21.0,68.0,1.0,41.0,8.0,24.0,2.0,33.0,,6.0,3.0,2.0,2.0,112.0,3.0,2.0,19.0,30.0,18.0,11.0,3.0,,1.0,23.0,2.0,8.0,11.0,3.0,10.0,15.0,41.0,44.0,4.0,6.0,12.0,1.0,4.0,9.0,,,,3.0,16.0,,,,,,,,,,,,5.0,2.0,2.0,1.0,,1.0,3.0,,5.0,,,,,1.0,2.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Dragón,CD_Dragón,evg38zrz2k2lwxeuz9x2eiyfp,E. Benítez,Midfielder,27,,148.0,5.0,1.0,1.0,30.0,,1.0,,11.0,5.0,6.0,1.0,18.0,9.0,2.0,5.0,31.0,2.0,16.0,5.0,11.0,,6.0,2.0,6.0,2.0,1.0,5.0,58.0,3.0,,9.0,16.0,14.0,5.0,4.0,,1.0,10.0,6.0,6.0,,3.0,4.0,11.0,19.0,20.0,1.0,2.0,5.0,,2.0,5.0,,,,2.0,3.0,,,,,,,,,1.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Dragón,CD_Dragón,8l7g3q7v9rbzuqov1pg3447vt,J. Benítez,Midfielder,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Dragón,CD_Dragón,f5eajjkyxoc26fuhpbfvggyy1,S. Cruz,Defender,24,2.0,118.0,4.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,17.0,5.0,5.0,3.0,11.0,,5.0,1.0,5.0,,4.0,8.0,,1.0,1.0,3.0,47.0,2.0,2.0,15.0,6.0,61.0,9.0,1.0,1.0,4.0,16.0,6.0,1.0,2.0,2.0,6.0,3.0,5.0,6.0,1.0,4.0,7.0,1.0,1.0,9.0,,,,3.0,1.0,,,,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Dragón,CD_Dragón,bqbh9n9hbcmi6y05jm9tl6sx5,Raúl González,Defender,23,,334.0,,1.0,2.0,45.0,,,,4.0,12.0,18.0,2.0,44.0,17.0,3.0,10.0,49.0,,18.0,5.0,28.0,,22.0,,6.0,3.0,2.0,6.0,108.0,4.0,2.0,17.0,33.0,11.0,10.0,3.0,,2.0,24.0,26.0,6.0,,4.0,12.0,9.0,20.0,21.0,7.0,2.0,14.0,1.0,12.0,5.0,,,,7.0,7.0,,,,,,,,,,2.0,,,5.0,5.0,,,2.0,2.0,4.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Dragón,CD_Dragón,3x10zgvdtl3hirzjt2hsa8kph,H. Hernández,Goalkeeper,22,,360.0,,,9.0,25.0,,,,25.0,23.0,80.0,,81.0,17.0,,,122.0,1.0,13.0,9.0,80.0,,75.0,,48.0,4.0,1.0,5.0,172.0,4.0,,1.0,112.0,49.0,5.0,29.0,,1.0,5.0,13.0,10.0,,4.0,,7.0,15.0,42.0,4.0,,,,1.0,1.0,17.0,23.0,,,3.0,3.0,1.0,6.0,6.0,11.0,,1.0,36.0,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,,,2.0,,,,,,,1.0,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Dragón,CD_Dragón,esm4ox9dgkiqddsdwtpaz0xjp,L. Hernández,Defender,2,,360.0,,,4.0,43.0,,6.0,,9.0,14.0,20.0,1.0,31.0,21.0,1.0,6.0,56.0,,23.0,9.0,26.0,,18.0,,8.0,4.0,1.0,8.0,90.0,4.0,1.0,8.0,38.0,6.0,3.0,7.0,,2.0,10.0,18.0,10.0,,4.0,6.0,6.0,26.0,30.0,2.0,1.0,7.0,,8.0,2.0,,,,5.0,6.0,,,,,,,,,1.0,1.0,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Dragón,CD_Dragón,99gfo35ngbry4ga75k3hptmmt,K. Howell,Forward,9,1.0,338.0,,,1.0,56.0,1.0,20.0,,32.0,,3.0,13.0,21.0,27.0,,5.0,67.0,8.0,58.0,8.0,8.0,2.0,9.0,,8.0,4.0,,,104.0,4.0,,20.0,13.0,26.0,17.0,1.0,,7.0,35.0,1.0,9.0,1.0,4.0,5.0,21.0,49.0,59.0,15.0,,18.0,,1.0,15.0,,,,1.0,13.0,,,,,,,,,,,2.0,,,2.0,2.0,3.0,,4.0,5.0,,,,,1.0,2.0,4.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Dragón,CD_Dragón,8wfvkmem0pcpmrwwwh8erpk2d,J. Jack,Defender,12,1.0,360.0,,,1.0,82.0,,13.0,1.0,37.0,5.0,10.0,6.0,61.0,18.0,,22.0,86.0,1.0,51.0,9.0,32.0,4.0,23.0,,18.0,4.0,,10.0,141.0,4.0,,25.0,34.0,15.0,17.0,3.0,1.0,7.0,40.0,8.0,10.0,1.0,4.0,17.0,15.0,52.0,54.0,15.0,,23.0,,6.0,8.0,,,,9.0,24.0,,,,,,,,,2.0,,,,1.0,9.0,4.0,3.0,5.0,6.0,7.0,,2.0,2.0,2.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Dragón,CD_Dragón,baxzda08vkhtmgh4dgoq903x1,K. Lemus,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
