liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Foul Won Penalty,Headed Goals,Handballs conceded,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Hit Woodwork,Penalties Taken,Successful Launches,Unsuccessful Corners into Box,Clearances Off the Line,Attempts from Set Pieces,Penalties Conceded,Last Man Tackle,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Penalty Goals,Successful Corners into Box,Other Goals,Own Goal Scored,Set Pieces Goals,Penalty Goals Conceded,Second Goal Assists,Penalties Off Target
USA_MLS,2014,Seattle Sounders FC,abbr148gjj0whyyijov67knv9,O. Alonso,Midfielder,6,36.0,1.0,7.0,,,,,4.0,11.0,,3172.0,9.0,61.0,,2192.0,4.0,203.0,1.0,1141.0,12.0,60.0,51.0,13.0,9.0,11.0,323.0,958.0,128.0,147.0,2305.0,47.0,48.0,1892.0,42.0,18.0,207.0,693.0,25.0,164.0,17.0,2.0,378.0,36.0,65.0,54.0,2943.0,,36.0,30.0,13.0,383.0,,706.0,,67.0,254.0,5.0,206.0,1.0,60.0,20.0,9.0,414.0,66.0,51.0,,11.0,,1.0,,,149.0,703.0,1.0,2003.0,2098.0,31.0,9.0,2.0,,8.0,110.0,160.0,18.0,78.0,234.0,1.0,1.0,4.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Seattle Sounders FC,cfucb8do9rkxdk9381cinmqd,J. Anibaba,Defender,4,17.0,,1.0,,,,3.0,1.0,9.0,1.0,1284.0,49.0,5.0,,487.0,2.0,46.0,3.0,153.0,31.0,36.0,10.0,2.0,6.0,23.0,147.0,250.0,21.0,65.0,501.0,14.0,1.0,374.0,17.0,3.0,101.0,92.0,5.0,84.0,5.0,17.0,52.0,14.0,19.0,26.0,764.0,,17.0,8.0,8.0,54.0,,233.0,,100.0,50.0,1.0,26.0,3.0,6.0,23.0,3.0,100.0,54.0,23.0,,9.0,,,,,27.0,130.0,,389.0,400.0,46.0,3.0,,1.0,,17.0,50.0,4.0,44.0,27.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
USA_MLS,2014,Seattle Sounders FC,bzry98hy5bhb4mhil7j4ccfdh,M. Azira,Midfielder,42,18.0,,2.0,,,,11.0,3.0,1.0,,754.0,4.0,16.0,,438.0,3.0,48.0,4.0,189.0,6.0,20.0,16.0,5.0,4.0,14.0,97.0,189.0,18.0,53.0,447.0,15.0,5.0,339.0,9.0,6.0,73.0,104.0,6.0,55.0,4.0,,73.0,7.0,22.0,19.0,590.0,2.0,18.0,11.0,4.0,68.0,,167.0,,76.0,44.0,1.0,35.0,2.0,8.0,13.0,2.0,95.0,17.0,13.0,,1.0,,,,,37.0,128.0,,367.0,374.0,27.0,,,,,13.0,51.0,5.0,22.0,31.0,1.0,,3.0,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,2.0,,,,,,
USA_MLS,2014,Seattle Sounders FC,d456kwxcb0puaj7bpi94ewyj9,C. Barrett,Forward,19,27.0,7.0,2.0,,,,19.0,7.0,30.0,10.0,895.0,5.0,41.0,4.0,371.0,10.0,101.0,3.0,189.0,3.0,5.0,11.0,14.0,2.0,31.0,169.0,101.0,8.0,86.0,378.0,19.0,4.0,272.0,10.0,28.0,91.0,93.0,9.0,108.0,2.0,,34.0,8.0,20.0,13.0,551.0,,27.0,8.0,1.0,66.0,,74.0,2.0,98.0,51.0,14.0,15.0,3.0,6.0,34.0,10.0,131.0,4.0,12.0,1.0,30.0,,2.0,1.0,1.0,49.0,110.0,7.0,280.0,287.0,65.0,,4.0,1.0,3.0,6.0,80.0,2.0,6.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Seattle Sounders FC,17lezw5ddbkaw7vbr527btnth,T. Bowen,Forward,7,2.0,,,,,,2.0,,6.0,,60.0,1.0,3.0,,29.0,1.0,11.0,,15.0,,,1.0,1.0,,,21.0,8.0,2.0,6.0,29.0,1.0,2.0,23.0,,2.0,6.0,7.0,1.0,12.0,1.0,,5.0,,3.0,1.0,59.0,1.0,2.0,,,11.0,,5.0,,58.0,6.0,1.0,,,1.0,1.0,2.0,12.0,,,,7.0,,,,,6.0,6.0,,23.0,23.0,1.0,,,,,2.0,6.0,,4.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Seattle Sounders FC,j0xo285e9tfdc6gapks69dxx,K. Cooper,Forward,33,23.0,3.0,1.0,,,,11.0,10.0,16.0,8.0,1014.0,2.0,40.0,3.0,280.0,11.0,88.0,4.0,141.0,2.0,3.0,4.0,12.0,5.0,35.0,154.0,83.0,6.0,72.0,295.0,18.0,6.0,216.0,12.0,21.0,75.0,79.0,6.0,78.0,8.0,,39.0,12.0,10.0,13.0,462.0,,23.0,4.0,,75.0,,56.0,,27.0,48.0,9.0,4.0,4.0,17.0,22.0,12.0,132.0,5.0,17.0,,16.0,,,1.0,3.0,49.0,72.0,3.0,205.0,220.0,57.0,1.0,4.0,4.0,,5.0,84.0,1.0,3.0,26.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Seattle Sounders FC,1l550ygo81yhbyuecd36rx711,C. Dempsey,Midfielder,2,30.0,16.0,4.0,,,,3.0,9.0,9.0,14.0,2491.0,9.0,135.0,8.0,1145.0,25.0,250.0,5.0,738.0,2.0,12.0,12.0,41.0,8.0,52.0,346.0,251.0,12.0,161.0,1157.0,38.0,19.0,954.0,33.0,98.0,173.0,349.0,40.0,158.0,33.0,1.0,95.0,27.0,33.0,26.0,1638.0,3.0,30.0,5.0,4.0,203.0,1.0,282.0,2.0,98.0,113.0,57.0,30.0,5.0,60.0,26.0,29.0,281.0,11.0,41.0,7.0,11.0,,1.0,9.0,4.0,116.0,276.0,15.0,972.0,984.0,78.0,1.0,13.0,7.0,12.0,11.0,168.0,1.0,8.0,87.0,5.0,2.0,,2.0,,18.0,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,
USA_MLS,2014,Seattle Sounders FC,s2xrhnx17w5swb66vaynmuvp,D. Estrada,Midfielder,16,11.0,,,,,,8.0,2.0,5.0,,323.0,11.0,6.0,,140.0,1.0,39.0,1.0,84.0,2.0,3.0,5.0,4.0,,4.0,44.0,36.0,12.0,18.0,140.0,5.0,4.0,114.0,6.0,5.0,21.0,45.0,3.0,20.0,,,29.0,3.0,9.0,6.0,222.0,,11.0,1.0,,39.0,,26.0,,38.0,27.0,1.0,5.0,1.0,9.0,3.0,7.0,46.0,1.0,6.0,,5.0,,,1.0,1.0,15.0,30.0,,119.0,119.0,7.0,,,1.0,1.0,8.0,19.0,4.0,9.0,24.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Seattle Sounders FC,774fgdux4lyp6ee3h3e4rhvit,B. Evans,Midfielder,3,30.0,1.0,4.0,,,,4.0,7.0,53.0,1.0,2255.0,95.0,19.0,1.0,1173.0,18.0,176.0,18.0,532.0,12.0,27.0,19.0,5.0,7.0,57.0,430.0,443.0,39.0,215.0,1199.0,29.0,14.0,909.0,24.0,8.0,242.0,244.0,34.0,255.0,3.0,44.0,155.0,26.0,37.0,60.0,1744.0,27.0,30.0,18.0,8.0,155.0,,413.0,3.0,47.0,158.0,3.0,48.0,8.0,26.0,83.0,12.0,295.0,48.0,31.0,,73.0,,,1.0,4.0,80.0,366.0,1.0,935.0,957.0,140.0,5.0,1.0,4.0,8.0,33.0,137.0,6.0,39.0,75.0,,,3.0,18.0,,,1.0,,,,,,,,,,,,,,,,,,9.0,,1.0,,,,
USA_MLS,2014,Seattle Sounders FC,dtupk5q6scftme291hbxcva39,J. Ford,Goalkeeper,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
