liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Own Player,Throw Ins to Opposition Player,Offsides,Goals from Outside Box,Attempts from Set Pieces,Left Foot Goals,Headed Goals,Handballs conceded,Hit Woodwork,Penalties Taken,Penalty Goals,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Penalties Conceded,Unsuccessful lay-offs,Saves Made,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Straight Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Foul Won Penalty,Last Man Tackle,Second Goal Assists,Penalties Off Target,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Overruns,Goal Kicks,Other Goals
Mexico_Liga_MX,2016-2017,Club Tigres UANL,eb5bqq1qjpi4by5jz69yezglx,A. Acosta,Midfielder,27,2.0,543.0,1.0,1.0,2.0,,,311.0,1.0,66.0,2.0,141.0,5.0,1.0,13.0,7.0,1.0,,3.0,67.0,140.0,14.0,30.0,322.0,4.0,5.0,3.0,256.0,2.0,2.0,43.0,,119.0,2.0,33.0,,44.0,7.0,11.0,12.0,468.0,,8.0,3.0,2.0,51.0,123.0,2.0,10.0,34.0,1.0,23.0,2.0,11.0,6.0,5.0,60.0,9.0,2.0,2.0,8.0,,,23.0,14.0,,269.0,279.0,9.0,2.0,,,10.0,26.0,4.0,24.0,28.0,41.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Tigres UANL,ar47ws1sf2l4ulxx2afq2x2hh,L. Advíncula,Defender,16,14.0,471.0,4.0,,,,,174.0,1.0,44.0,2.0,67.0,2.0,2.0,7.0,2.0,,,1.0,65.0,86.0,20.0,19.0,177.0,2.0,15.0,8.0,133.0,4.0,1.0,26.0,,23.0,2.0,32.0,,26.0,5.0,5.0,9.0,298.0,1.0,9.0,7.0,2.0,60.0,53.0,2.0,10.0,37.0,1.0,18.0,2.0,6.0,4.0,3.0,65.0,10.0,4.0,15.0,9.0,1.0,,27.0,57.0,,148.0,151.0,5.0,2.0,,,18.0,28.0,2.0,2.0,33.0,27.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Tigres UANL,8f8h57y9u27itkkdehbdss4b9,J. Aquino,Midfielder,20,18.0,1494.0,1.0,15.0,2.0,2.0,1.0,655.0,16.0,167.0,6.0,369.0,8.0,2.0,17.0,12.0,13.0,3.0,13.0,251.0,189.0,39.0,94.0,663.0,5.0,14.0,43.0,530.0,12.0,24.0,111.0,,296.0,19.0,107.0,6.0,94.0,17.0,23.0,23.0,1053.0,3.0,18.0,10.0,1.0,238.0,144.0,47.0,10.0,141.0,11.0,22.0,6.0,52.0,9.0,32.0,260.0,5.0,15.0,19.0,18.0,1.0,2.0,106.0,56.0,2.0,544.0,552.0,22.0,5.0,2.0,,33.0,119.0,6.0,19.0,132.0,17.0,2.0,4.0,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Tigres UANL,6stnu5c38qqzze7xbyrfwb74l,H. Ayala,Defender,4,,1911.0,,2.0,20.0,,,1090.0,,74.0,,294.0,45.0,3.0,92.0,7.0,1.0,2.0,20.0,196.0,658.0,51.0,84.0,1128.0,2.0,22.0,3.0,853.0,14.0,4.0,176.0,,169.0,3.0,113.0,2.0,92.0,22.0,18.0,63.0,1409.0,,22.0,14.0,10.0,121.0,503.0,8.0,10.0,108.0,3.0,99.0,,31.0,25.0,3.0,166.0,77.0,16.0,,22.0,,,38.0,382.0,,918.0,952.0,45.0,9.0,,,40.0,58.0,11.0,54.0,83.0,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Tigres UANL,evk0esdocrzt5zxqmv4ostdcl,J. Damm,Midfielder,25,37.0,852.0,10.0,3.0,,4.0,3.0,294.0,13.0,96.0,6.0,161.0,6.0,3.0,14.0,7.0,3.0,2.0,8.0,141.0,83.0,10.0,45.0,297.0,5.0,9.0,24.0,229.0,8.0,8.0,59.0,,26.0,9.0,83.0,1.0,28.0,8.0,13.0,13.0,490.0,,18.0,4.0,,94.0,55.0,45.0,10.0,65.0,5.0,9.0,6.0,21.0,10.0,12.0,112.0,7.0,10.0,37.0,18.0,,1.0,39.0,120.0,4.0,235.0,238.0,18.0,1.0,1.0,,8.0,47.0,2.0,9.0,55.0,10.0,2.0,5.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Tigres UANL,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,Forward,9,1.0,96.0,1.0,2.0,,,,31.0,1.0,16.0,,21.0,,,,,2.0,,,11.0,5.0,1.0,6.0,32.0,,2.0,2.0,26.0,,2.0,6.0,,4.0,1.0,7.0,,1.0,1.0,1.0,,43.0,,2.0,1.0,,8.0,5.0,5.0,10.0,5.0,,,,1.0,1.0,2.0,9.0,,,1.0,2.0,,,4.0,7.0,,25.0,26.0,1.0,1.0,,,,4.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Tigres UANL,ebd087qhfyhs6i8k2442xgb11,J. Dueñas,Midfielder,29,9.0,1864.0,,9.0,3.0,5.0,4.0,986.0,6.0,167.0,5.0,601.0,17.0,7.0,37.0,7.0,8.0,3.0,12.0,202.0,322.0,40.0,80.0,1035.0,6.0,20.0,13.0,841.0,14.0,22.0,117.0,2.0,229.0,27.0,103.0,8.0,96.0,22.0,16.0,27.0,1346.0,6.0,22.0,10.0,5.0,146.0,279.0,28.0,10.0,96.0,14.0,77.0,2.0,38.0,9.0,7.0,167.0,9.0,17.0,13.0,22.0,2.0,,59.0,360.0,4.0,872.0,918.0,21.0,6.0,,5.0,30.0,71.0,10.0,20.0,87.0,39.0,9.0,,1.0,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Tigres UANL,c3xpf74j8iadroh9n89pphejt,J. Díaz,Defender,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Tigres UANL,cje0cib3r1m2fdhxaxcyeevp,J. Espericueta,Midfielder,34,,28.0,1.0,,,,,23.0,,5.0,,8.0,,,1.0,,,,,5.0,14.0,,1.0,24.0,,,,22.0,,,2.0,,8.0,,2.0,,,,,,29.0,,1.0,,,1.0,8.0,,10.0,,,,,,,,1.0,,,,1.0,,,1.0,3.0,,21.0,22.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Tigres UANL,bhforubddmdvwp9r508bsdoet,J. Estrada,Defender,14,2.0,93.0,1.0,,3.0,,,45.0,,9.0,,25.0,1.0,,1.0,,,,,10.0,16.0,2.0,3.0,45.0,2.0,1.0,,38.0,1.0,,4.0,,3.0,2.0,5.0,,2.0,2.0,,1.0,68.0,,3.0,1.0,,8.0,14.0,1.0,10.0,3.0,,3.0,,1.0,,,8.0,1.0,1.0,2.0,3.0,,,5.0,19.0,,41.0,41.0,,,,,2.0,5.0,,2.0,3.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
