liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Crosses open play,Rightside Passes,Penalties Conceded,Blocked Shots,Ground Duels won,Total Shots,Goal Assists,Unsuccessful Crosses open play,Successful Corners into Box,Goals Conceded,Overruns,Foul Attempted Tackle,Clearances Off the Line,Aerial Duels lost,Successful Launches,Goals Conceded Inside Box,Second Goal Assists,Total Losses Of Possession,Yellow Cards,Unsuccessful Corners into Box,Starts,Unsuccessful Passes Own Half,Total Clearances,Corners Taken (incl short corners),Times Tackled,Games Played,Through balls,Successful Lay-offs,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Right Foot Goals,Leftside Passes,Penalties Taken,Tackles Won,Successful Short Passes,Successful Long Passes,Blocks,Successful Passes Opposition Half,Backward Passes,Successful Open Play Passes,Index,Penalty Goals Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Attempts from Set Pieces,Corners Won,GK Successful Distribution,Unsuccessful Dribbles,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Offsides,Key Passes (Attempt Assists),Goals from Inside Box,Shots On Target ( inc goals ),Total Tackles,Total Fouls Won,Appearances,Ground Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals from Outside Box,Duels won,Assists (Intentional),Aerial Duels won,Total Fouls Conceded,Duels lost,Unsuccessful Short Passes,Forward Passes,Touches,Aerial Duels,Goals,Interceptions,Penalty Goals,PutThrough/Blocked Distribution,Total Passes,Unsuccessful Passes Opposition Half,Total Touches In Opposition Box,Successful Dribbles,Successful Passes Own Half,Clean Sheets,Unsuccessful Launches,Time Played,Duels,Tackles Lost,Shots Off Target (inc woodwork),Successful Crosses & Corners,Goal Kicks,Handballs conceded,Set Pieces Goals,Ground Duels,Unsuccessful Crosses & Corners,Home Goals,Away Goals,Winning Goal,Saves Made from Outside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Punches,Saves made - parried,Saves Made,Saves Made from Inside Box,Drops,Catches,Penalties Faced,Foul Won Penalty,Headed Goals,Hit Woodwork,Substitute Off,Substitute On,Throw Ins to Opposition Player,Last Player Tackle,Left Foot Goals,Own Goal Scored,Unsuccessful lay-offs,Penalties Saved,Saves made - caught,Saves from Penalty,Total Red Cards,Red Cards - 2nd Yellow,Straight Red Cards,Other Goals,Crosses not Claimed,Penalties Off Target
USA_MLS_Next_Pro,2024,Vancouver Whitecaps FC II,255wdp11nymy9rfa1s4onnfo4,D. Ajagbe,Forward,75,,1.0,,,2.0,,,,,1.0,,,,2.0,,1.0,,5.0,,,,2.0,1.0,,1.0,2.0,,,,,,1.0,,,2.0,,1.0,1.0,1.0,2.0,10.0,,2.0,6.0,,,,,,,,,,,,1.0,,2.0,1.0,4.0,,4.0,,2.0,,3.0,4.0,3.0,11.0,4.0,,,,,6.0,2.0,,1.0,1.0,,,8.0,7.0,1.0,,,,,,3.0,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Vancouver Whitecaps FC II,6cdhdb44atdm9b3n7swgi002y,M. Anchor,Goalkeeper,50,,115.0,,,2.0,,,,,30.0,,,,1.0,24.0,26.0,,121.0,,,18.0,42.0,23.0,,1.0,18.0,,,,111.0,,208.0,,,324.0,79.0,,33.0,,262.0,10.0,3.0,403.0,332.0,,1.0,209.0,1.0,129.0,4.0,,,,,,,2.0,18.0,2.0,114.0,,8.0,,6.0,,3.0,3.0,194.0,719.0,7.0,,,,,517.0,72.0,,,370.0,4.0,58.0,1530.0,11.0,,,,147.0,,,4.0,,,,0.0,14.0,,35.0,9.0,17.0,51.0,37.0,2.0,19.0,5.0,,,,,,,,,2.0,,1.0,,1.0,,,,,1.0,
USA_MLS_Next_Pro,2024,Vancouver Whitecaps FC II,bhzjqo4qidpkmh7lqqir9h4ic,J. Badwal,Midfielder,59,2.0,150.0,,2.0,95.0,7.0,1.0,5.0,,26.0,1.0,13.0,,4.0,2.0,20.0,,131.0,4.0,,19.0,18.0,16.0,,23.0,22.0,3.0,13.0,14.0,25.0,1.0,130.0,,28.0,482.0,20.0,13.0,205.0,172.0,492.0,10.0,,502.0,570.0,,1.0,,10.0,88.0,6.0,3.0,1.0,10.0,1.0,4.0,42.0,47.0,22.0,64.0,78.0,1.0,101.0,1.0,6.0,19.0,68.0,53.0,128.0,866.0,10.0,2.0,38.0,,22.0,580.0,65.0,11.0,8.0,299.0,3.0,9.0,1590.0,169.0,14.0,3.0,2.0,,,,159.0,5.0,0.0,2.0,0.0,,,,,,,,,,,,,,5.0,3.0,,,1.0,,2.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Vancouver Whitecaps FC II,722j495zlngu7t4tibmmuyoes,L. Banovic,Defender,98,,2.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,3.0,,,,,3.0,10.0,,3.0,4.0,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,2.0,1.0,2.0,4.0,2.0,,,,,4.0,1.0,,,3.0,,,10.0,2.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Vancouver Whitecaps FC II,f3ubwnzi6mfp8kzaazre3sro4,E. Bean,Defender,91,,3.0,,,7.0,1.0,,,,2.0,1.0,1.0,,1.0,,2.0,,18.0,1.0,,1.0,2.0,1.0,,4.0,2.0,,,1.0,2.0,,7.0,,3.0,21.0,,1.0,8.0,14.0,21.0,10.0,1.0,21.0,30.0,,,,1.0,6.0,,9.0,,,,,4.0,1.0,2.0,5.0,9.0,,7.0,,,1.0,6.0,7.0,6.0,62.0,1.0,,2.0,,2.0,30.0,7.0,3.0,2.0,13.0,,1.0,90.0,13.0,1.0,1.0,,,,,12.0,,,,0.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Vancouver Whitecaps FC II,1g87lk1nglquvmvpowjfpcpre,I. Boehmer,Goalkeeper,32,,39.0,,,,,,,,5.0,,,,,10.0,4.0,,63.0,1.0,,5.0,14.0,1.0,,,5.0,,,1.0,59.0,,42.0,,,77.0,30.0,,18.0,,71.0,10.0,,107.0,111.0,,,58.0,,45.0,1.0,,,1.0,,,,1.0,5.0,,60.0,,3.0,,3.0,,,1.0,86.0,225.0,3.0,,,,1.0,167.0,46.0,,,89.0,1.0,34.0,450.0,3.0,,,,42.0,,,,,,,0.0,1.0,1.0,13.0,1.0,,17.0,16.0,1.0,4.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,
USA_MLS_Next_Pro,2024,Vancouver Whitecaps FC II,5k3ijtizx5ten8jeqlji4mvpw,G. Bovalina,Defender,27,5.0,24.0,,3.0,12.0,5.0,,9.0,,10.0,,2.0,,4.0,,9.0,,58.0,,,5.0,5.0,4.0,,3.0,6.0,,,2.0,17.0,,26.0,,4.0,85.0,2.0,2.0,52.0,22.0,86.0,10.0,1.0,87.0,122.0,,4.0,,1.0,17.0,1.0,20.0,2.0,4.0,,2.0,5.0,4.0,6.0,10.0,37.0,,23.0,,11.0,5.0,14.0,20.0,52.0,213.0,15.0,,7.0,,5.0,124.0,41.0,11.0,4.0,40.0,,9.0,422.0,37.0,1.0,3.0,5.0,,,,22.0,9.0,,,0.0,,,,,,,,,,,,,,3.0,1.0,6.0,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Vancouver Whitecaps FC II,9gktbx1ux7xxmjklqxjr84844,L. Chen,Defender,62,,15.0,,,14.0,1.0,,2.0,,5.0,,1.0,,3.0,,5.0,,39.0,,,4.0,11.0,9.0,,3.0,6.0,,,10.0,6.0,,57.0,,7.0,109.0,6.0,3.0,38.0,20.0,115.0,10.0,1.0,115.0,140.0,,,,,16.0,,17.0,,1.0,,,11.0,2.0,6.0,8.0,25.0,,16.0,,2.0,1.0,11.0,19.0,48.0,219.0,5.0,,7.0,,12.0,140.0,16.0,,1.0,77.0,1.0,4.0,299.0,27.0,4.0,1.0,,,,,22.0,2.0,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Vancouver Whitecaps FC II,2mdvkj8gcfmn6wve50ewfi7mc,M. Clark,Midfielder,64,1.0,18.0,,1.0,17.0,2.0,,3.0,,6.0,,,,,,6.0,,48.0,1.0,1.0,4.0,12.0,,2.0,4.0,9.0,,1.0,6.0,10.0,,20.0,,3.0,68.0,3.0,,41.0,29.0,68.0,10.0,2.0,71.0,101.0,,,,3.0,18.0,,2.0,,4.0,,1.0,8.0,5.0,9.0,8.0,33.0,,17.0,,,1.0,8.0,23.0,37.0,150.0,,,1.0,,12.0,104.0,26.0,2.0,4.0,31.0,,6.0,245.0,25.0,5.0,1.0,1.0,,,,25.0,5.0,,,0.0,,,,,,,,,,,,,,3.0,5.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Vancouver Whitecaps FC II,bh7fb8v7o5wynmapdhlth594a,A. Coupland,Midfielder,43,5.0,13.0,,3.0,30.0,5.0,,5.0,,8.0,2.0,6.0,,5.0,,7.0,,61.0,3.0,1.0,5.0,4.0,,1.0,20.0,12.0,1.0,,5.0,3.0,,33.0,,6.0,101.0,1.0,,78.0,28.0,99.0,10.0,,102.0,117.0,,5.0,,10.0,22.0,1.0,9.0,4.0,10.0,,3.0,8.0,13.0,12.0,33.0,18.0,,30.0,,,9.0,38.0,15.0,46.0,233.0,5.0,,5.0,,11.0,120.0,20.0,26.0,9.0,29.0,,1.0,493.0,68.0,2.0,2.0,5.0,,,,63.0,6.0,,,0.0,,,,,,,,,,,,,,4.0,7.0,1.0,,,,,,,,,,,,,
