liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Headed Goals,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Throw Ins to Opposition Player,Left Foot Goals,Foul Won Penalty,Clearances Off the Line,Second Goal Assists,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Penalty Goals,Penalties Conceded,Saves Made,GK Successful Distribution,Crosses not Claimed,Own Goal Scored,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Last Man Tackle,Penalties Saved,Saves from Penalty,Penalties Off Target
USA_MLS,2015,New York Red Bulls,etxxyk4izi97gchj7fo58ogd1,A. Jean-Baptiste,Defender,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,New York Red Bulls,4s8091m9pv4o2yp6npyovkag9,A. Abang,Forward,0.0,18.0,5.0,1.0,,,,15.0,2.0,,11.0,411.0,,10.0,3.0,98.0,1.0,27.0,,44.0,,4.0,6.0,4.0,,27.0,86.0,8.0,1.0,,45.0,,101.0,18.0,4.0,51.0,5.0,13.0,49.0,35.0,3.0,43.0,4.0,10.0,3.0,11.0,6.0,188.0,18.0,7.0,,46.0,1.0,14.0,,100.0,40.0,9.0,,1.0,,10.0,26.0,6.0,99.0,5.0,5.0,,2.0,1.0,,1.0,32.0,25.0,4.0,,49.0,52.0,53.0,1.0,11.0,1.0,,1.0,59.0,,2.0,14.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,New York Red Bulls,4wy7kbv694s6xrm3tfsyl4hyh,S. Davis,Midfielder,27.0,14.0,,,,,,10.0,2.0,1.0,,431.0,1.0,3.0,,249.0,1.0,30.0,,159.0,2.0,4.0,9.0,3.0,,7.0,43.0,63.0,14.0,,25.0,,251.0,9.0,4.0,221.0,4.0,4.0,29.0,78.0,4.0,22.0,2.0,30.0,4.0,17.0,9.0,334.0,14.0,6.0,2.0,44.0,,78.0,,50.0,33.0,1.0,,1.0,,12.0,4.0,,55.0,8.0,4.0,2.0,,,,,15.0,65.0,,,220.0,222.0,11.0,2.0,,1.0,1.0,11.0,22.0,3.0,9.0,29.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2015,New York Red Bulls,7yuie6z5q0g0mans9pb5mdxhx,C. Duvall,Defender,25.0,14.0,1.0,3.0,,,,1.0,,46.0,2.0,1193.0,132.0,1.0,1.0,527.0,11.0,88.0,11.0,241.0,16.0,59.0,17.0,,1.0,13.0,243.0,165.0,50.0,,79.0,,533.0,15.0,7.0,366.0,15.0,5.0,138.0,18.0,9.0,148.0,4.0,82.0,13.0,34.0,36.0,951.0,14.0,8.0,3.0,118.0,,240.0,,55.0,85.0,5.0,,29.0,11.0,15.0,14.0,11.0,145.0,21.0,16.0,46.0,,,1.0,1.0,47.0,187.0,1.0,,390.0,395.0,27.0,3.0,1.0,1.0,1.0,44.0,60.0,6.0,31.0,71.0,7.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,New York Red Bulls,dhgmkbcclcew0n0ecxq2x1dqt,M. Grella,Forward,13.0,36.0,9.0,3.0,,,,3.0,23.0,33.0,7.0,2565.0,30.0,77.0,5.0,992.0,24.0,267.0,9.0,537.0,3.0,14.0,37.0,26.0,,76.0,442.0,236.0,44.0,,219.0,,997.0,31.0,35.0,748.0,30.0,51.0,233.0,307.0,24.0,227.0,7.0,159.0,33.0,79.0,39.0,1517.0,36.0,16.0,2.0,261.0,2.0,245.0,,68.0,157.0,25.0,,16.0,9.0,30.0,51.0,53.0,388.0,19.0,30.0,33.0,,2.0,3.0,5.0,155.0,178.0,7.0,,759.0,764.0,127.0,3.0,10.0,6.0,5.0,36.0,231.0,8.0,18.0,106.0,,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,New York Red Bulls,26xy9awigeyrto381gtnxdh3p,S. Klještan,Midfielder,16.0,36.0,8.0,5.0,1.0,1.0,,,6.0,26.0,11.0,3113.0,31.0,141.0,7.0,1906.0,29.0,390.0,57.0,1203.0,2.0,42.0,35.0,24.0,1.0,72.0,672.0,423.0,58.0,,378.0,,1989.0,52.0,30.0,1527.0,40.0,49.0,420.0,536.0,83.0,462.0,19.0,233.0,36.0,93.0,55.0,2717.0,36.0,24.0,6.0,306.0,1.0,608.0,,71.0,230.0,25.0,19.0,42.0,11.0,66.0,78.0,35.0,456.0,51.0,41.0,97.0,,3.0,1.0,9.0,154.0,455.0,7.0,6.0,1502.0,1569.0,150.0,7.0,13.0,10.0,14.0,48.0,226.0,10.0,27.0,152.0,1.0,,1.0,1.0,,,46.0,127.0,54.0,5.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,New York Red Bulls,5fhps8g0dwc8a7saixxrmoic5,C. Lade,Defender,5.0,18.0,,6.0,,,,2.0,3.0,35.0,,1433.0,135.0,1.0,,582.0,7.0,96.0,13.0,269.0,19.0,40.0,14.0,3.0,,13.0,249.0,195.0,38.0,,103.0,,594.0,20.0,9.0,427.0,23.0,4.0,143.0,77.0,10.0,139.0,1.0,85.0,16.0,33.0,39.0,1034.0,18.0,12.0,3.0,115.0,,238.0,,47.0,71.0,1.0,,24.0,13.0,15.0,10.0,12.0,138.0,22.0,23.0,35.0,,,,1.0,54.0,183.0,,,440.0,451.0,23.0,4.0,,1.0,1.0,34.0,67.0,4.0,69.0,61.0,4.0,33.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,New York Red Bulls,ctcf8m5r0uqvzgtr0qkfbnc9h,K. Lawrence,Defender,92.0,26.0,1.0,2.0,,,,,4.0,73.0,4.0,2252.0,188.0,6.0,,803.0,28.0,181.0,19.0,384.0,49.0,71.0,36.0,6.0,1.0,35.0,388.0,240.0,67.0,,131.0,,807.0,23.0,9.0,579.0,28.0,10.0,202.0,259.0,15.0,223.0,5.0,113.0,26.0,66.0,53.0,1542.0,26.0,12.0,12.0,154.0,,337.0,,56.0,162.0,4.0,,26.0,19.0,24.0,63.0,14.0,252.0,78.0,29.0,74.0,,,1.0,1.0,55.0,30.0,1.0,,601.0,605.0,98.0,7.0,,2.0,,59.0,90.0,8.0,71.0,99.0,4.0,47.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
USA_MLS,2015,New York Red Bulls,172v1833vp0m9ffu399j6l9ed,Felipe Martins,Midfielder,8.0,37.0,3.0,5.0,,,,,7.0,32.0,4.0,3184.0,10.0,31.0,2.0,1890.0,19.0,256.0,46.0,1067.0,21.0,115.0,44.0,33.0,1.0,31.0,555.0,637.0,68.0,,268.0,,2041.0,35.0,7.0,1540.0,37.0,47.0,383.0,504.0,61.0,390.0,17.0,258.0,37.0,78.0,76.0,2683.0,37.0,25.0,10.0,253.0,1.0,771.0,,64.0,163.0,14.0,3.0,118.0,5.0,73.0,16.0,13.0,300.0,40.0,38.0,83.0,1.0,2.0,2.0,1.0,106.0,510.0,2.0,,1537.0,1658.0,47.0,11.0,,2.0,12.0,56.0,137.0,12.0,68.0,147.0,14.0,1.0,,,1.0,,32.0,87.0,39.0,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2015,New York Red Bulls,2m4iwb3oo5zzfbxrua7ver3kl,D. McCarty,Midfielder,11.0,35.0,2.0,6.0,,,,,6.0,13.0,1.0,3047.0,7.0,53.0,,2414.0,5.0,251.0,3.0,1176.0,6.0,67.0,44.0,7.0,1.0,56.0,520.0,940.0,117.0,,333.0,,2513.0,37.0,12.0,1950.0,40.0,13.0,400.0,714.0,31.0,324.0,8.0,396.0,35.0,86.0,89.0,3076.0,35.0,24.0,9.0,306.0,,883.0,,70.0,240.0,6.0,,163.0,3.0,54.0,58.0,9.0,420.0,46.0,41.0,13.0,2.0,1.0,1.0,4.0,124.0,665.0,2.0,,2023.0,2113.0,114.0,10.0,5.0,7.0,14.0,97.0,180.0,20.0,95.0,182.0,3.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
