liga,temporada,equipo,id,nombre,posicion,dorsal,Tackles Won,Straight Red Cards,Total Shots,Aerial Duels won,Successful Passes Opposition Half,Tackles Lost,Unsuccessful Short Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Unsuccessful Launches,Unsuccessful Long Passes,Clean Sheets,Games Played,Total Clearances,Unsuccessful Crosses & Corners,Touches,Aerial Duels,Successful Crosses & Corners,Recoveries,Unsuccessful Crosses open play,Successful Crosses open play,Aerial Duels lost,Ground Duels won,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Total Tackles,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Foul Attempted Tackle,Ground Duels,Index,Shots Off Target (inc woodwork),Blocks,Duels lost,Ground Duels lost,Successful Short Passes,Total Fouls Won,Duels won,Rightside Passes,Duels,Successful Long Passes,PutThrough/Blocked Distribution,Penalties Conceded,Goals Conceded Outside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Launches,Goals Conceded,Total Passes,Total Losses Of Possession,Substitute On,Total Fouls Conceded,Times Tackled,Total Touches In Opposition Box,Substitute Off,Interceptions,Appearances,Time Played,Backward Passes,Starts,Total Red Cards,Forward Passes,Throw Ins to Own Player,Leftside Passes,Unsuccessful Passes Own Half,Open Play Passes,Penalty Goals Conceded,Yellow Cards,Clearances Off the Line,Winning Goal,Through balls,Unsuccessful Corners into Box,Goals,Offsides,Right Foot Goals,Corners Taken (incl short corners),Shots On Target ( inc goals ),Attempts from Set Pieces,Goals from Inside Box,Successful Corners into Box,Blocked Shots,Successful Dribbles,Second Goal Assists,Handballs conceded,Goal Assists,Corners Won,Hit Woodwork,Assists (Intentional),Goals from Outside Box,Penalties Taken,Successful Lay-offs,Set Pieces Goals,Home Goals,Away Goals,Headed Goals,Unsuccessful lay-offs,Own Goal Scored,Left Foot Goals,GK Successful Distribution,Drops,Punches,Saves Made,GK Unsuccessful Distribution,Saves made - parried,Saves made - caught,Saves Made from Outside Box,Goal Kicks,Catches,Saves Made from Inside Box,Foul Won Penalty,Penalties Faced,Goalkeeper Smother,Penalty Goals,Saves from Penalty,Penalties Saved,Last Man Tackle,Crosses not Claimed,Penalties Off Target,Other Goals
USA_USL_League_One,2021,New England Revolution II,24sgu58uugxgy49el075dz21g,E. Bajraktarević,Midfielder,10,4.0,,7.0,2.0,60.0,2.0,26.0,4.0,31.0,29.0,8.0,28.0,88.0,2.0,3.0,,11.0,2.0,6.0,220.0,3.0,,19.0,6.0,,1.0,23.0,14.0,5.0,6.0,,,2.0,43.0,10.0,4.0,,21.0,20.0,86.0,6.0,25.0,20.0,46.0,2.0,7.0,,1.0,88.0,1.0,9.0,117.0,76.0,6.0,2.0,17.0,16.0,3.0,2.0,11.0,457.0,30.0,5.0,,40.0,2.0,27.0,4.0,117.0,,1.0,,0.0,,,1.0,1.0,,,3.0,,1.0,,1.0,11.0,,,,3.0,1.0,,,,,,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,New England Revolution II,dneo628ad0z1j9wjiznmlh52h,J. Bell,Defender,23,2.0,,,3.0,58.0,,12.0,,18.0,20.0,2.0,77.0,133.0,2.0,8.0,,3.0,6.0,2.0,176.0,5.0,,9.0,2.0,,2.0,3.0,,,2.0,,,1.0,6.0,10.0,,1.0,5.0,3.0,123.0,1.0,6.0,51.0,11.0,12.0,2.0,,,135.0,,2.0,155.0,25.0,,2.0,1.0,,2.0,5.0,3.0,194.0,7.0,3.0,,63.0,,34.0,4.0,153.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,New England Revolution II,esbrve1fywvzexaws4byj07sa,J. Buck,Midfielder,49,1.0,,1.0,1.0,10.0,,5.0,,3.0,9.0,,23.0,31.0,1.0,4.0,,2.0,1.0,,51.0,3.0,,6.0,,,2.0,1.0,1.0,,1.0,,,2.0,6.0,10.0,1.0,,7.0,5.0,30.0,,2.0,6.0,9.0,3.0,1.0,,,33.0,,,42.0,12.0,1.0,2.0,1.0,,1.0,2.0,2.0,93.0,10.0,1.0,,13.0,,13.0,6.0,40.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,New England Revolution II,6865o0b7hs8xp6shc84dacidw,N. Buck,Midfielder,29,22.0,,25.0,11.0,430.0,11.0,106.0,27.0,142.0,133.0,25.0,278.0,675.0,5.0,27.0,4.0,28.0,11.0,39.0,1115.0,28.0,20.0,113.0,25.0,11.0,17.0,64.0,4.0,13.0,33.0,,,9.0,122.0,10.0,13.0,2.0,75.0,58.0,651.0,12.0,75.0,183.0,150.0,37.0,28.0,,5.0,688.0,4.0,30.0,821.0,236.0,6.0,19.0,26.0,34.0,12.0,16.0,28.0,1919.0,187.0,22.0,,251.0,1.0,200.0,30.0,802.0,,2.0,,1.0,3.0,9.0,5.0,2.0,1.0,25.0,12.0,,4.0,9.0,10.0,19.0,,2.0,1.0,8.0,1.0,1.0,1.0,,14.0,,2.0,3.0,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,New England Revolution II,97kzr8rgekycws02q55a63z3e,B. Bueno,Forward,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,New England Revolution II,b9zkshp98io442nwo3elw3ht5,L. Caicedo,Midfielder,27,3.0,,1.0,7.0,61.0,4.0,6.0,3.0,10.0,11.0,3.0,40.0,97.0,1.0,5.0,,2.0,5.0,,147.0,9.0,,7.0,,,2.0,15.0,1.0,1.0,7.0,,,2.0,24.0,10.0,1.0,1.0,11.0,9.0,98.0,6.0,22.0,27.0,33.0,3.0,1.0,,,101.0,,3.0,112.0,16.0,,6.0,1.0,2.0,1.0,2.0,2.0,167.0,12.0,2.0,,31.0,1.0,42.0,1.0,107.0,,1.0,,0.0,,,,,,,,,,,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,New England Revolution II,ahfl8o5ngmw3vp3up97rlaj8p,P. Cayet,Defender,45,21.0,,6.0,25.0,415.0,12.0,109.0,6.0,155.0,196.0,22.0,606.0,988.0,15.0,87.0,8.0,20.0,71.0,3.0,1474.0,39.0,,134.0,3.0,,14.0,57.0,1.0,9.0,33.0,,,10.0,96.0,10.0,2.0,10.0,53.0,39.0,939.0,15.0,82.0,430.0,135.0,82.0,16.0,,2.0,1021.0,3.0,24.0,1217.0,217.0,1.0,28.0,5.0,10.0,2.0,61.0,20.0,1673.0,45.0,19.0,,593.0,8.0,149.0,44.0,1181.0,,1.0,1.0,1.0,1.0,,2.0,,1.0,,4.0,,2.0,,1.0,10.0,,1.0,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,New England Revolution II,4djlfeyozz3op8uojlc4j9x0q,Michel,Midfielder,48,10.0,,7.0,10.0,534.0,9.0,115.0,28.0,177.0,155.0,23.0,309.0,771.0,5.0,40.0,2.0,21.0,2.0,42.0,1334.0,25.0,19.0,122.0,18.0,7.0,15.0,106.0,17.0,16.0,19.0,1.0,,14.0,188.0,10.0,5.0,1.0,97.0,82.0,770.0,59.0,116.0,214.0,213.0,54.0,31.0,,5.0,824.0,,28.0,979.0,296.0,3.0,26.0,41.0,20.0,9.0,14.0,21.0,1608.0,184.0,18.0,,292.0,10.0,289.0,20.0,916.0,,7.0,,0.0,3.0,18.0,,2.0,,36.0,2.0,2.0,,10.0,10.0,28.0,,,,10.0,,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,New England Revolution II,f0rcvbvmbh2gcjxw6jfy5fe5m,C. Dewhurst,Defender,55,,,,,,,,,,,,1.0,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,10.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,1.0,8.0,,,,,,1.0,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,New England Revolution II,e5ijexrsv8b3at2koyyf3px0q,F. Dulysse,Defender,60,8.0,,4.0,23.0,83.0,4.0,23.0,4.0,28.0,46.0,9.0,249.0,324.0,5.0,23.0,2.0,11.0,37.0,,453.0,39.0,,39.0,,,16.0,13.0,1.0,,12.0,,,7.0,26.0,10.0,3.0,4.0,29.0,13.0,322.0,1.0,36.0,96.0,65.0,10.0,3.0,1.0,1.0,332.0,1.0,10.0,378.0,50.0,4.0,10.0,2.0,7.0,2.0,5.0,11.0,625.0,15.0,7.0,,130.0,,137.0,18.0,370.0,,4.0,,0.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
