matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,3xvhiejoq2ml6tg22c1qqyezu,United States,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/9vh2u1p4ppm597tjfahst2m3n,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/4vofb84dzb5fyc81n2ssws6ah,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/match/view/3xvhiejoq2ml6tg22c1qqyezu,07/06/2021,2019-2020,Concacaf_Concacaf_Nations_League
3rd Place Final,de7k5fkvouxobq363yvmdp3e2,Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/6ngz19ekzqqufux1sswnhzlsw,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/bfgqfm4qa3mal7fll74wd04mu,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/match/view/de7k5fkvouxobq363yvmdp3e2,07/06/2021,2019-2020,Concacaf_Concacaf_Nations_League
Semi-finals,2ww1c112ldzbgmtmszz4bo3fu,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/4vofb84dzb5fyc81n2ssws6ah,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/bfgqfm4qa3mal7fll74wd04mu,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/match/view/2ww1c112ldzbgmtmszz4bo3fu,04/06/2021,2019-2020,Concacaf_Concacaf_Nations_League
Semi-finals,2x7o7leh52mfxiicpr63w4rxm,Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/6ngz19ekzqqufux1sswnhzlsw,United States,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/9vh2u1p4ppm597tjfahst2m3n,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/match/view/2x7o7leh52mfxiicpr63w4rxm,04/06/2021,2019-2020,Concacaf_Concacaf_Nations_League
League A,6vzhq17z69iqgy6yiv9cf06zu,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/4vofb84dzb5fyc81n2ssws6ah,Bermuda,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/88ca766nh0ae9i9kpvwubxpzp,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/match/view/6vzhq17z69iqgy6yiv9cf06zu,20/11/2019,2019-2020,Concacaf_Concacaf_Nations_League
League A,6vsczs2ksdur76h12j4jedh7u,Cuba,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/m49kr6rapkqh6zbqdm01w3sj,United States,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/9vh2u1p4ppm597tjfahst2m3n,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/match/view/6vsczs2ksdur76h12j4jedh7u,20/11/2019,2019-2020,Concacaf_Concacaf_Nations_League
League C,cu8nbz1xayzq8x7pxwaij225m,USVI,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/75wey07xf5dwm5t76drg6k4k9,Saint Martin,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/a527295povj9xxmglo6r86w8k,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/match/view/cu8nbz1xayzq8x7pxwaij225m,20/11/2019,2019-2020,Concacaf_Concacaf_Nations_League
League C,cuict7yxbpijkjccujwmbcdii,Barbados,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/6raiahlhb99i9rzr6sj4nm7qh,Cayman,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/ckypeadymrd2akaqkumu3w6ol,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/match/view/cuict7yxbpijkjccujwmbcdii,20/11/2019,2019-2020,Concacaf_Concacaf_Nations_League
League B,bgcp6vv284blvqq2ig8w4e4iy,St. Lucia,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/3lk3jbw7cuvuny690bz0obsp6,Montserrat,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/eer5msu8ajonm2fhub25fs153,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/match/view/bgcp6vv284blvqq2ig8w4e4iy,19/11/2019,2019-2020,Concacaf_Concacaf_Nations_League
League B,bo0wjj6v13tg97tii15kwl65m,El Salvador,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/avc9qnhswi33ld54pvpp4fmkg,Dominican Rep,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/teams/view/2uq1ocokdg5b95fmc6m7sp6md,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2019-2020/2hsuy6ov9qaywjzz6lujb8xgq/match/view/bo0wjj6v13tg97tii15kwl65m,19/11/2019,2019-2020,Concacaf_Concacaf_Nations_League
