liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Own Goal Scored,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Shots Off Target (inc woodwork),Total Fouls Conceded,Total Shots,PutThrough/Blocked Distribution,Foul Attempted Tackle,Blocks,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Substitute On,Goals,Right Foot Goals,Yellow Cards,Goals from Inside Box,Assists (Intentional),Goal Assists,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Substitute Off,Key Passes (Attempt Assists),Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Corners Won,Goals from Outside Box,Penalties Taken,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Goalkeeper Smother,Successful Lay-offs,Total Red Cards,Blocked Shots,Straight Red Cards,Foul Won Penalty,Throw Ins to Opposition Player,Goals Conceded Outside Box,Clean Sheets,Successful Crosses & Corners,Successful Crosses open play,Left Foot Goals,Offsides,Handballs conceded,Hit Woodwork,Unsuccessful lay-offs,Punches,Catches,Saves Made from Outside Box,Through balls,Successful Corners into Box,Saves made - parried,Penalty Goals Conceded,Drops,Penalties Faced,Headed Goals,Penalties Conceded,Second Goal Assists,Red Cards - 2nd Yellow
Concacaf_Leagues_Cup_2019_2022,2019,CF América,66agp59crqwp2gxw9an62vnfu,R. Juárez,Defender,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,atpdftqkh9h0r74rk12waemay,E. Lara,Defender,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,dzwrckvn526kg03svnl6dg50q,J. López,Midfielder,23,41.0,2.0,4.0,,,,1.0,,1.0,1.0,3.0,,,4.0,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,7.0,1.0,1.0,1.0,10.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,,3.0,3.0,2.0,,2.0,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,cm8hnzmhduddkydba7yp3tnth,L. López,Midfielder,13,13.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,1.0,10.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,Goalkeeper,1,90.0,,21.0,,6.0,3.0,4.0,,,4.0,15.0,,,25.0,,14.0,1.0,4.0,4.0,4.0,8.0,1.0,,35.0,1.0,1.0,17.0,10.0,,7.0,,,1.0,,1.0,1.0,1.0,4.0,18.0,21.0,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,63mr7tc6jklvvo3s32sdjll1x,R. Martínez,Forward,9,180.0,,45.0,13.0,25.0,,1.0,,1.0,29.0,13.0,3.0,10.0,49.0,9.0,36.0,2.0,11.0,15.0,11.0,7.0,2.0,2.0,93.0,2.0,34.0,13.0,10.0,23.0,2.0,10.0,1.0,36.0,,2.0,2.0,12.0,8.0,34.0,38.0,2.0,2.0,13.0,1.0,,22.0,,,4.0,1.0,6.0,3.0,,13.0,1.0,,,,,,,,,2.0,,,1.0,3.0,2.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,a9xmrwhi7irewnprybqwd2l79,J. Ménez,Forward,7,71.0,,36.0,9.0,16.0,,2.0,,,13.0,12.0,,7.0,37.0,,27.0,,9.0,5.0,8.0,,1.0,1.0,44.0,1.0,5.0,10.0,10.0,1.0,1.0,1.0,,5.0,,,1.0,4.0,13.0,27.0,28.0,,,4.0,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,2luxnwcabb7msig7odfq5p5g5,G. Ochoa,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,Midfielder,5,99.0,,32.0,4.0,14.0,,,,,12.0,15.0,1.0,7.0,36.0,1.0,25.0,2.0,7.0,11.0,4.0,3.0,1.0,3.0,54.0,1.0,8.0,13.0,10.0,6.0,4.0,4.0,,8.0,3.0,2.0,1.0,2.0,8.0,26.0,29.0,,,2.0,1.0,1.0,6.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,6r0zqqesles9d2eebabi721d6,Arturo Sánchez,Forward,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,29m8py8czo6w0zf2arwolirjd,J. Sánchez,Defender,3,189.0,14.0,65.0,8.0,29.0,2.0,5.0,,2.0,19.0,29.0,5.0,5.0,68.0,1.0,54.0,3.0,10.0,18.0,6.0,12.0,2.0,4.0,114.0,2.0,14.0,34.0,10.0,9.0,4.0,,3.0,19.0,6.0,3.0,2.0,8.0,8.0,55.0,58.0,5.0,5.0,10.0,,5.0,6.0,2.0,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,Midfielder,8,90.0,2.0,62.0,7.0,40.0,1.0,2.0,,,17.0,14.0,2.0,6.0,62.0,3.0,51.0,1.0,8.0,23.0,12.0,2.0,1.0,,88.0,1.0,14.0,17.0,10.0,9.0,3.0,2.0,2.0,16.0,3.0,1.0,1.0,7.0,15.0,54.0,54.0,2.0,2.0,7.0,,3.0,7.0,,,2.0,,1.0,2.0,,2.0,,,,,,1.0,,,,,1.0,,1.0,,4.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,9btya653zl5wu6f0fhzd3k05x,B. Valdez,Defender,18,189.0,,71.0,2.0,20.0,1.0,5.0,1.0,1.0,11.0,50.0,5.0,5.0,80.0,,66.0,3.0,10.0,22.0,9.0,11.0,2.0,1.0,116.0,2.0,11.0,31.0,10.0,10.0,4.0,2.0,3.0,15.0,11.0,3.0,2.0,4.0,25.0,63.0,70.0,4.0,1.0,5.0,4.0,5.0,7.0,1.0,,3.0,,1.0,1.0,6.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,d0lrousd653vo6gpwe6xrq9d5,C. Vargas,Defender,2,58.0,2.0,7.0,1.0,2.0,,,,,5.0,2.0,4.0,4.0,8.0,,4.0,1.0,4.0,3.0,2.0,3.0,,2.0,18.0,1.0,7.0,3.0,10.0,4.0,,,,7.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,,2.0,3.0,2.0,1.0,4.0,,,1.0,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF América,bc375rrvj1xm0g0v7s2d5fv85,G. dos Santos,Forward,10,33.0,,12.0,4.0,8.0,,,,,3.0,2.0,,2.0,12.0,,9.0,1.0,2.0,,2.0,,,,16.0,1.0,2.0,3.0,10.0,,1.0,,,2.0,1.0,1.0,1.0,2.0,5.0,10.0,10.0,,,2.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
