liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,2g7y4ktobnx92m80o7u775zis,J. Alban,Forward,20,62.0,8.0,5.0,6.0,1.0,2.0,1.0,22.0,,26.0,4.0,71.0,9.0,12.0,15.0,270.0,34.0,35.0,18.0,26.0,3.0,2.0,8.0,14.0,3.0,39.0,6.0,58.0,5.0,11.0,26.0,61.0,8.0,15.0,,17.0,10.0,40.0,156.0,3.0,36.0,35.0,23.0,61.0,45.0,0.0,6.0,1.0,4.0,2.0,2.0,1.0,13.0,11.0,9.0,,,9.0,2.0,1.0,,6.0,,,,,,,6.0,,,,,,,2.0,,,1.0,1.0,4.0,4.0,,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,1.0,0.0,1.0,,,,2.0,,,,2.0,1.0,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,c7atlikv2p8ck87u3sjwmo8b8,F. Boothe,Defender,4,24.0,3.0,3.0,10.0,1.0,5.0,3.0,8.0,1.0,17.0,4.0,48.0,5.0,12.0,9.0,162.0,28.0,7.0,12.0,16.0,3.0,2.0,9.0,5.0,2.0,30.0,1.0,25.0,,8.0,16.0,23.0,8.0,4.0,2.0,9.0,10.0,30.0,103.0,3.0,8.0,28.0,15.0,47.0,31.0,0.0,1.0,1.0,,,6.0,1.0,,3.0,1.0,2.0,,15.0,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,9dnyr3ff8v8b3hjafpobfx2j8,R. Boothe,Forward,13,12.0,,2.0,1.0,1.0,,,1.0,1.0,4.0,,25.0,,1.0,,156.0,17.0,8.0,9.0,2.0,3.0,2.0,3.0,2.0,2.0,21.0,2.0,14.0,2.0,4.0,4.0,10.0,1.0,4.0,2.0,1.0,10.0,9.0,44.0,3.0,8.0,2.0,11.0,13.0,21.0,0.0,1.0,,1.0,1.0,,2.0,19.0,4.0,1.0,,,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,98gudabplx2zrp9ti4u4hndp0,A. Carnegie,Forward,9,8.0,,4.0,1.0,,1.0,,7.0,1.0,8.0,1.0,31.0,,1.0,4.0,156.0,14.0,6.0,11.0,2.0,3.0,1.0,3.0,4.0,2.0,22.0,3.0,19.0,2.0,4.0,2.0,8.0,,2.0,2.0,4.0,10.0,14.0,49.0,3.0,6.0,6.0,15.0,22.0,23.0,0.0,1.0,,,1.0,,,12.0,9.0,2.0,,,9.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,2.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,5hp3s2p14lrm6m5m1r7vjjcpg,E. Cuevas-Ebanks,Midfielder,8,29.0,4.0,5.0,6.0,3.0,1.0,,17.0,,23.0,2.0,56.0,4.0,7.0,7.0,270.0,24.0,11.0,18.0,17.0,3.0,5.0,7.0,10.0,3.0,32.0,1.0,34.0,1.0,16.0,17.0,28.0,5.0,5.0,,13.0,10.0,33.0,104.0,3.0,12.0,24.0,23.0,56.0,33.0,0.0,6.0,1.0,,,3.0,1.0,11.0,9.0,1.0,,,11.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,bywgmy4fjy43hl4ns1di26wwk,C. Durrant,Midfielder,17,26.0,,5.0,21.0,3.0,,,27.0,,41.0,8.0,87.0,17.0,14.0,28.0,270.0,35.0,8.0,18.0,14.0,3.0,6.0,14.0,14.0,3.0,40.0,,48.0,,13.0,15.0,22.0,6.0,3.0,,12.0,10.0,42.0,153.0,3.0,11.0,56.0,23.0,74.0,46.0,0.0,,3.0,2.0,,7.0,4.0,1.0,12.0,,5.0,,16.0,,,,,1.0,,,,,1.0,6.0,,,,3.0,4.0,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,esbc3lqgvqvmyr3bzmjda0npw,K. Hall,Defender,19,5.0,,,,,5.0,,3.0,1.0,4.0,,8.0,,,,18.0,3.0,5.0,1.0,,1.0,,1.0,1.0,,4.0,,9.0,,4.0,,5.0,,5.0,,1.0,10.0,4.0,20.0,1.0,5.0,4.0,1.0,8.0,4.0,0.0,,,,,,,1.0,1.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,bn68zgobxe3rkmtg5v39uts7o,K. Harding,Forward,11,8.0,2.0,1.0,,,,,4.0,2.0,6.0,,12.0,,,,68.0,5.0,6.0,2.0,2.0,2.0,,2.0,2.0,,6.0,2.0,13.0,1.0,6.0,2.0,8.0,,4.0,,3.0,10.0,6.0,22.0,2.0,6.0,4.0,3.0,12.0,6.0,0.0,,,,,,,2.0,1.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,55czxsf220t37p3231dl7p2xg,R. Johnson,Forward,15,9.0,1.0,2.0,,2.0,,,1.0,1.0,2.0,1.0,12.0,1.0,4.0,2.0,45.0,6.0,,3.0,7.0,1.0,2.0,1.0,7.0,,10.0,,7.0,,,7.0,7.0,3.0,,,3.0,10.0,10.0,30.0,1.0,2.0,4.0,5.0,12.0,10.0,0.0,2.0,2.0,,,,2.0,1.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,3gvdnleowz4vkoqgyjqkk5mok,I. McKain,Midfielder,10,17.0,1.0,2.0,1.0,1.0,,,2.0,1.0,4.0,,17.0,,2.0,1.0,114.0,8.0,11.0,10.0,4.0,3.0,2.0,2.0,4.0,2.0,12.0,2.0,12.0,1.0,3.0,4.0,15.0,2.0,6.0,2.0,1.0,10.0,13.0,36.0,3.0,13.0,4.0,12.0,17.0,13.0,0.0,1.0,2.0,,,,2.0,3.0,5.0,1.0,1.0,,6.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,1ji9a2tfat722f3oh7c1mdrf8,A. McLean,Goalkeeper,12,,,,1.0,,,,14.0,,19.0,,30.0,4.0,,19.0,90.0,7.0,,5.0,,1.0,,5.0,2.0,1.0,4.0,,20.0,,,,,,,,20.0,10.0,1.0,55.0,1.0,,26.0,5.0,2.0,11.0,0.0,,,,,,,,4.0,,,,2.0,,,,,,,,,4.0,13.0,7.0,,10.0,5.0,5.0,11.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,95w7ce7fe349esnin48h9uihg,C. Morrison,Midfielder,16,14.0,3.0,1.0,1.0,,,,2.0,1.0,3.0,1.0,13.0,,2.0,1.0,91.0,5.0,9.0,6.0,5.0,2.0,,1.0,3.0,1.0,8.0,,17.0,,2.0,5.0,14.0,1.0,6.0,1.0,7.0,10.0,7.0,36.0,2.0,9.0,6.0,7.0,10.0,10.0,0.0,,,,,2.0,,4.0,5.0,1.0,,,,,2.0,1.0,,,,,,,,2.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,b9sk2s6aqixq4b5ve7yakcis4,A. Osborne,Goalkeeper,1,2.0,,5.0,3.0,,,,,,3.0,,42.0,,,2.0,180.0,38.0,1.0,13.0,,2.0,,3.0,16.0,2.0,33.0,,4.0,,1.0,1.0,1.0,,,,17.0,10.0,3.0,70.0,2.0,1.0,9.0,18.0,3.0,39.0,0.0,,,,,,1.0,,1.0,,,,17.0,,,,,1.0,2.0,,,,45.0,6.0,1.0,10.0,7.0,4.0,36.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,8ab5tj198cbmial1qmagh80lw,D. Powell-Bonilla,Defender,3,14.0,,3.0,7.0,1.0,2.0,4.0,7.0,,13.0,1.0,27.0,2.0,2.0,5.0,126.0,11.0,7.0,10.0,4.0,2.0,1.0,7.0,,2.0,13.0,2.0,19.0,,8.0,5.0,11.0,1.0,1.0,2.0,4.0,10.0,14.0,51.0,2.0,9.0,24.0,13.0,27.0,14.0,0.0,2.0,2.0,,,,3.0,1.0,3.0,1.0,1.0,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Cayman Islands Under 17,frquk67hz0hhqa3ofp51ncwk,D. Ruwende,Defender,2,15.0,,5.0,13.0,,19.0,3.0,14.0,,22.0,3.0,55.0,6.0,5.0,9.0,270.0,27.0,7.0,18.0,5.0,3.0,4.0,9.0,10.0,3.0,28.0,,27.0,,13.0,6.0,12.0,2.0,1.0,,7.0,10.0,32.0,110.0,3.0,9.0,36.0,23.0,54.0,33.0,0.0,,2.0,,,3.0,3.0,4.0,6.0,1.0,3.0,,5.0,,,,,1.0,,,,,,5.0,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
