liga,temporada,equipo,id,nombre,posicion,dorsal,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Starts,Recoveries,Successful Corners into Box,Tackles Won,Successful Passes Own Half,Aerial Duels lost,Aerial Duels,Right Foot Goals,Unsuccessful Crosses & Corners,Goals from Outside Box,Leftside Passes,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Fifty Fifty,PutThrough/Blocked Distribution,Assists (Intentional),Total Unsuccessful Passes ( Excl Crosses & Corners ),Second Goal Assists,Open Play Passes,Blocked Shots,Successful Short Passes,Ground Duels lost,Clean Sheets,Time Played,Duels,Throw Ins to Own Player,Total Fouls Conceded,Goal Assists,Total Fouls Won,Corners Won,Handballs conceded,Unsuccessful lay-offs,Unsuccessful Passes Own Half,Rightside Passes,Total Tackles,Total Clearances,Unsuccessful Dribbles,Unsuccessful Corners into Box,Successful Passes Opposition Half,Appearances,Corners Taken (incl short corners),Successful Dribbles,Hit Woodwork,Goals Conceded Inside Box,Forward Passes,Aerial Duels won,Straight Red Cards,Key Passes (Attempt Assists),Goals,Total Touches In Opposition Box,Times Tackled,Index,Penalty Goals Conceded,Goals Conceded,Goals Conceded Outside Box,Unsuccessful Long Passes,Successful Crosses & Corners,Substitute Off,Total Red Cards,Unsuccessful Launches,Successful Long Passes,Successful Crosses open play,Goals from Inside Box,Attempts from Set Pieces,Successful Lay-offs,Touches,Tackles Lost,Yellow Cards,Substitute On,Interceptions,PutThrough/Blocked Distribution Won,Backward Passes,Ground Duels won,Successful Open Play Passes,Ground Duels,Duels lost,Unsuccessful Crosses open play,Games Played,Through balls,Total Losses Of Possession,Fifty Fifty,Duels won,Total Passes,Total Shots,Foul Attempted Tackle,Shots On Target ( inc goals ),Home Goals,Away Goals,Winning Goal,Blocks,Successful Launches,GK Successful Distribution,Clearances Off the Line,Offsides,Left Foot Goals,Throw Ins to Opposition Player,Headed Goals,GK Unsuccessful Distribution,Last Man Tackle,Saves Made from Outside Box,Drops,Penalties Faced,Penalties Conceded,Saves Made,Punches,Saves made - parried,Catches,Saves Made from Inside Box,Goalkeeper Smother,Saves made - caught,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Penalties Saved,Saves from Penalty,Goal Kicks,Overruns,Last Player Tackle,Goals Openplay,Penalties Off Target,Other Goals,Carries,Progressive Carries,Final Third Touches,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved
USA_MLS,2022,Minnesota United FC,9fr41kq66jy4au74nfvl1ifo5,L. Amarilla,Forward,9,33.0,164.0,28.0,63.0,,13.0,152.0,86.0,130.0,6.0,1.0,2.0,179.0,137.0,458.0,21.0,27.0,4.0,169.0,1.0,562.0,17.0,449.0,70.0,1.0,2432.0,281.0,5.0,19.0,4.0,36.0,11.0,1.0,10.0,33.0,173.0,20.0,27.0,22.0,,309.0,34.0,,27.0,3.0,34.0,98.0,44.0,,24.0,9.0,118.0,43.0,47.0,2.0,41.0,7.0,5.0,3.0,13.0,,2.0,9.0,3.0,7.0,,28.0,999.0,7.0,3.0,6.0,3.0,9.0,177.0,81.0,394.0,151.0,156.0,1.0,34.0,6.0,290.0,61.0,125.0,627.0,59.0,2.0,26.0,5.0,4.0,5.0,1.0,1.0,,,20.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
USA_MLS,2022,Minnesota United FC,kdf39fz73dd5n2nzlsuwbq3t,K. Arriaga,Midfielder,33,12.0,119.0,22.0,175.0,,19.0,389.0,33.0,86.0,,3.0,,265.0,128.0,860.0,20.0,25.0,,159.0,,980.0,6.0,780.0,79.0,3.0,1938.0,247.0,6.0,27.0,,36.0,5.0,,,34.0,287.0,33.0,31.0,16.0,,472.0,25.0,,14.0,1.0,25.0,360.0,53.0,,12.0,1.0,22.0,25.0,46.0,3.0,31.0,6.0,40.0,1.0,3.0,,7.0,80.0,1.0,1.0,2.0,4.0,1323.0,14.0,8.0,3.0,19.0,13.0,107.0,82.0,822.0,161.0,112.0,3.0,25.0,4.0,225.0,46.0,135.0,1019.0,15.0,16.0,3.0,1.0,0.0,0.0,16.0,1.0,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
USA_MLS,2022,Minnesota United FC,acwg3c0zqe7ygga8bb17wn4yd,A. Benítez,Defender,2,1.0,35.0,6.0,29.0,3.0,6.0,73.0,3.0,5.0,1.0,22.0,,122.0,68.0,194.0,6.0,4.0,2.0,53.0,,242.0,1.0,183.0,28.0,,580.0,53.0,42.0,8.0,2.0,,4.0,1.0,,7.0,5.0,15.0,19.0,6.0,2.0,128.0,12.0,5.0,5.0,,10.0,85.0,2.0,,10.0,1.0,12.0,8.0,95.0,1.0,11.0,1.0,18.0,7.0,1.0,,3.0,11.0,4.0,1.0,,,404.0,9.0,3.0,6.0,4.0,,35.0,20.0,190.0,48.0,31.0,20.0,12.0,,104.0,11.0,22.0,247.0,4.0,6.0,3.0,0.0,1.0,1.0,2.0,1.0,,,2.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2022,Minnesota United FC,1w1bsi9t9fl2xnsdj96h67vf9,M. Boxall,Defender,15,6.0,101.0,32.0,171.0,,29.0,745.0,29.0,77.0,,,,390.0,101.0,1027.0,27.0,24.0,,175.0,,1157.0,4.0,968.0,50.0,5.0,2910.0,181.0,5.0,32.0,,9.0,1.0,2.0,,74.0,279.0,43.0,139.0,2.0,,282.0,32.0,,3.0,,36.0,467.0,48.0,,3.0,,19.0,9.0,47.0,3.0,44.0,8.0,74.0,,,,41.0,59.0,,,,,1573.0,14.0,9.0,,47.0,15.0,66.0,54.0,989.0,104.0,79.0,,32.0,,197.0,46.0,102.0,1202.0,6.0,17.0,,,,0.0,27.0,12.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
USA_MLS,2022,Minnesota United FC,1wfz5avhq6h41axvxggwa6vvt,A. Danladi,Forward,18,3.0,37.0,6.0,30.0,,10.0,38.0,11.0,18.0,1.0,16.0,,36.0,46.0,113.0,9.0,12.0,,39.0,,147.0,3.0,112.0,56.0,,630.0,104.0,,12.0,,8.0,8.0,,,9.0,32.0,15.0,1.0,14.0,,77.0,19.0,,7.0,1.0,12.0,47.0,7.0,,6.0,2.0,17.0,25.0,85.0,2.0,15.0,3.0,2.0,2.0,6.0,,1.0,1.0,2.0,2.0,,,291.0,5.0,1.0,13.0,8.0,6.0,37.0,30.0,108.0,86.0,67.0,16.0,19.0,1.0,105.0,23.0,37.0,152.0,7.0,5.0,4.0,1.0,1.0,0.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2022,Minnesota United FC,1401jl7f4ybgh9ga617u9ei8l,B. Dibassy,Defender,12,6.0,96.0,26.0,147.0,,16.0,536.0,47.0,78.0,,5.0,,105.0,104.0,770.0,26.0,23.0,,172.0,,920.0,,708.0,41.0,3.0,2257.0,168.0,23.0,27.0,,9.0,1.0,,,73.0,377.0,28.0,98.0,3.0,,235.0,26.0,,12.0,2.0,30.0,383.0,31.0,,3.0,1.0,19.0,6.0,47.0,4.0,36.0,6.0,76.0,1.0,1.0,,45.0,62.0,1.0,1.0,,1.0,1258.0,12.0,4.0,,37.0,9.0,77.0,49.0,753.0,90.0,88.0,5.0,26.0,,196.0,47.0,80.0,942.0,8.0,9.0,2.0,1.0,0.0,0.0,22.0,11.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Minnesota United FC,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Minnesota United FC,f2sspwt1mtyf9y3z4xe1csgh6,H. Dotson,Midfielder,31,,56.0,7.0,39.0,,8.0,110.0,7.0,17.0,,5.0,,90.0,44.0,223.0,11.0,20.0,2.0,71.0,,290.0,2.0,206.0,27.0,2.0,630.0,78.0,31.0,14.0,2.0,9.0,2.0,1.0,,32.0,49.0,14.0,15.0,5.0,,118.0,7.0,,11.0,,5.0,122.0,10.0,,5.0,1.0,4.0,11.0,50.0,,6.0,1.0,15.0,5.0,,,7.0,17.0,5.0,1.0,,,450.0,6.0,1.0,,6.0,6.0,33.0,34.0,219.0,61.0,34.0,5.0,7.0,,107.0,19.0,44.0,294.0,1.0,9.0,1.0,1.0,0.0,0.0,2.0,5.0,,,,1.0,6.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Minnesota United FC,4tengy9p53kcukevpi8s54wh6,F. Emmings,Goalkeeper,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Minnesota United FC,ctly31kk772nia6is9ul9ar4l,O. Fisher,Defender,91,1.0,34.0,6.0,41.0,,5.0,101.0,3.0,5.0,,17.0,,85.0,50.0,208.0,7.0,14.0,,49.0,,255.0,,202.0,28.0,1.0,633.0,57.0,63.0,9.0,,14.0,5.0,,,16.0,33.0,6.0,13.0,8.0,,109.0,12.0,,4.0,,7.0,105.0,2.0,,1.0,,5.0,16.0,51.0,1.0,8.0,1.0,15.0,2.0,1.0,,8.0,6.0,2.0,,,,470.0,1.0,1.0,6.0,11.0,7.0,34.0,24.0,207.0,52.0,31.0,17.0,12.0,,113.0,12.0,26.0,257.0,1.0,1.0,,,,0.0,5.0,1.0,,,1.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
