liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Yellow Cards,Goals Conceded Inside Box,Duels won,Unsuccessful Launches,Successful Short Passes,Leftside Passes,Times Tackled,Foul Attempted Tackle,Through balls,Unsuccessful Passes Opposition Half,Time Played,Games Played,Ground Duels won,Total Clearances,Substitute On,Backward Passes,Unsuccessful Crosses open play,Penalty Goals Conceded,Unsuccessful Passes Own Half,Index,Total Fouls Conceded,Total Passes,Open Play Passes,Duels,PutThrough/Blocked Distribution Won,Aerial Duels,Right Foot Goals,Rightside Passes,Total Losses Of Possession,Unsuccessful Dribbles,Corners Won,Throw Ins to Opposition Player,Successful Open Play Passes,Key Passes (Attempt Assists),Successful Passes Opposition Half,Substitute Off,Unsuccessful Crosses & Corners,Goals,Tackles Won,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Unsuccessful Long Passes,Ground Duels,Goals from Inside Box,Assists (Intentional),Duels lost,Interceptions,Blocked Shots,Forward Passes,Successful Dribbles,Touches,Goals Conceded,PutThrough/Blocked Distribution,Successful Passes Own Half,Total Touches In Opposition Box,Penalties Conceded,Successful Long Passes,Recoveries,Appearances,Tackles Lost,Successful Crosses & Corners,Shots On Target ( inc goals ),Total Tackles,Successful Crosses open play,Starts,Ground Duels lost,Total Fouls Won,Throw Ins to Own Player,Clean Sheets,Unsuccessful Short Passes,Total Shots,Blocks,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Launches,Aerial Duels won,Aerial Duels lost,Home Goals,Away Goals,Winning Goal,Goals from Outside Box,Corners Taken (incl short corners),Successful Lay-offs,Left Foot Goals,Offsides,Shots Off Target (inc woodwork),Successful Corners into Box,Unsuccessful Corners into Box,Handballs conceded,Second Goal Assists,Clearances Off the Line,Foul Won Penalty,Penalty Goals,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Total Red Cards,Straight Red Cards,GK Unsuccessful Distribution,Red Cards - 2nd Yellow,Hit Woodwork,Unsuccessful lay-offs,Drops,Last Man Tackle,GK Successful Distribution,Saves Made from Inside Box,Penalties Faced,Crosses not Claimed,Saves made - parried,Catches,Saves Made from Outside Box,Saves Made,Punches,Goalkeeper Smother,Saves made - caught,Headed Goals,Other Goals,Own Goal Scored,Saves from Penalty,Penalties Saved
Canada_Canadian_Premier_League,2022,FC Edmonton,c380w8pp4eolnq4bj0r2k8qvo,O. Maheshe,Forward,12,,,,,,2.0,,1.0,,,,8.0,1.0,,,1.0,1.0,,,,10.0,,2.0,2.0,2.0,,1.0,,1.0,2.0,,,,2.0,,1.0,,,,,2.0,,,1.0,,,2.0,1.0,,,,6.0,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,FC Edmonton,cu34wwcs8ozsglt7gew3p7sh5,T. Mohammed,Defender,57,,5.0,14.0,68.0,10.0,184.0,10.0,28.0,11.0,,75.0,797.0,22.0,62.0,18.0,15.0,57.0,18.0,2.0,27.0,10.0,14.0,273.0,260.0,127.0,14.0,16.0,,84.0,165.0,13.0,2.0,12.0,184.0,8.0,109.0,4.0,25.0,,18.0,196.0,1.0,31.0,111.0,,,59.0,19.0,1.0,122.0,8.0,586.0,15.0,18.0,94.0,15.0,,12.0,65.0,22.0,19.0,7.0,1.0,37.0,4.0,7.0,49.0,17.0,83.0,,46.0,7.0,1.0,77.0,5.0,6.0,10.0,,,0.0,,6.0,,,1.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,FC Edmonton,du16rzy922ad0nl30zegg7wx6,D. Murasiranwa,Goalkeeper,48,,,11.0,3.0,17.0,47.0,13.0,,,,43.0,675.0,8.0,1.0,6.0,1.0,,,2.0,22.0,10.0,1.0,157.0,65.0,5.0,,3.0,,23.0,68.0,,,,37.0,,22.0,,,,,92.0,,62.0,2.0,,,2.0,1.0,,121.0,,252.0,11.0,1.0,70.0,,1.0,45.0,78.0,8.0,,,,,,7.0,1.0,2.0,,1.0,3.0,,,65.0,11.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,25.0,,,,1.0,,92.0,20.0,2.0,,6.0,4.0,4.0,24.0,2.0,2.0,,,,1.0,,
Canada_Canadian_Premier_League,2022,FC Edmonton,9o20a9o20b3d17unfvil81zis,F. N'sa,Defender,36,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,FC Edmonton,9ddoyq4wpjjr58e8g8g5z3h7t,S. Shome,Midfielder,8,1.0,2.0,35.0,105.0,6.0,505.0,149.0,25.0,9.0,6.0,136.0,1975.0,24.0,84.0,19.0,1.0,122.0,11.0,6.0,38.0,10.0,21.0,688.0,664.0,183.0,18.0,40.0,,114.0,248.0,13.0,6.0,4.0,503.0,13.0,323.0,7.0,11.0,,26.0,525.0,3.0,32.0,143.0,,1.0,78.0,25.0,5.0,303.0,11.0,1003.0,38.0,38.0,206.0,17.0,,20.0,106.0,24.0,20.0,4.0,,46.0,4.0,23.0,59.0,27.0,24.0,3.0,131.0,9.0,4.0,163.0,2.0,21.0,19.0,,,0.0,,,3.0,,1.0,9.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,FC Edmonton,2shew4623q8jk8awtmebi8h04,M. Simmons,Forward,16,1.0,2.0,18.0,73.0,20.0,279.0,29.0,33.0,10.0,1.0,98.0,1243.0,24.0,68.0,19.0,8.0,99.0,14.0,2.0,35.0,10.0,16.0,415.0,401.0,146.0,10.0,13.0,,121.0,220.0,18.0,4.0,29.0,290.0,7.0,121.0,13.0,20.0,,17.0,302.0,4.0,49.0,133.0,,1.0,73.0,15.0,,166.0,9.0,774.0,22.0,25.0,184.0,9.0,,23.0,87.0,24.0,13.0,3.0,1.0,30.0,2.0,16.0,65.0,29.0,111.0,1.0,64.0,2.0,2.0,113.0,3.0,5.0,8.0,,,0.0,,7.0,1.0,,3.0,1.0,1.0,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,FC Edmonton,8vi59v87nnquzkbk79kzegmzu,L. Singh,Defender,4,,5.0,35.0,60.0,30.0,659.0,141.0,9.0,18.0,1.0,135.0,2012.0,23.0,47.0,57.0,,38.0,,7.0,75.0,10.0,32.0,1010.0,960.0,136.0,7.0,38.0,,355.0,236.0,7.0,1.0,,770.0,2.0,305.0,4.0,,,15.0,800.0,5.0,121.0,98.0,,,76.0,42.0,4.0,476.0,12.0,1232.0,40.0,19.0,495.0,9.0,,141.0,121.0,23.0,10.0,,4.0,25.0,,23.0,51.0,10.0,4.0,4.0,89.0,9.0,11.0,210.0,13.0,13.0,25.0,,,0.0,,,,,,5.0,,,,,,,,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,FC Edmonton,1ox9241k3f8kfmvljqoxipq1g,C. Smith,Forward,17,1.0,4.0,12.0,72.0,3.0,102.0,50.0,50.0,7.0,,57.0,596.0,21.0,64.0,1.0,16.0,42.0,15.0,2.0,8.0,10.0,16.0,162.0,160.0,151.0,14.0,15.0,1.0,18.0,161.0,30.0,11.0,,110.0,5.0,77.0,5.0,15.0,2.0,19.0,112.0,1.0,10.0,136.0,2.0,1.0,79.0,11.0,,52.0,21.0,403.0,13.0,24.0,41.0,37.0,2.0,10.0,52.0,21.0,8.0,6.0,3.0,27.0,6.0,5.0,72.0,17.0,7.0,,40.0,8.0,,50.0,3.0,8.0,7.0,1.0,1.0,0.0,,,,1.0,4.0,5.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,FC Edmonton,btkm6thpn4vwnnpamqtkt0kr8,M. Sylvester,Defender,5,,,,,,1.0,,,,,,2.0,1.0,,,1.0,,,,,10.0,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,FC Edmonton,4rdlxnsv6um9rvzope8uzyh3o,W. Timóteo,Forward,22,5.0,3.0,38.0,73.0,9.0,457.0,166.0,41.0,9.0,2.0,204.0,1925.0,27.0,65.0,27.0,5.0,125.0,42.0,7.0,62.0,10.0,16.0,701.0,667.0,171.0,31.0,19.0,,136.0,383.0,23.0,16.0,31.0,481.0,29.0,356.0,10.0,71.0,3.0,23.0,506.0,4.0,46.0,152.0,2.0,4.0,98.0,18.0,3.0,274.0,12.0,1260.0,42.0,52.0,181.0,29.0,,49.0,92.0,27.0,23.0,31.0,15.0,46.0,17.0,22.0,87.0,7.0,128.0,3.0,149.0,27.0,3.0,195.0,6.0,8.0,11.0,2.0,1.0,1.0,1.0,35.0,5.0,2.0,1.0,12.0,10.0,23.0,2.0,,,1.0,,1.0,7.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,
Canada_Canadian_Premier_League,2022,FC Edmonton,3cvvvbt2g0ftb9p3i39a3ea6s,S. Triantafillou,Midfielder,21,,5.0,35.0,73.0,17.0,547.0,153.0,15.0,11.0,1.0,105.0,1866.0,26.0,61.0,25.0,6.0,144.0,5.0,6.0,48.0,10.0,17.0,753.0,735.0,147.0,19.0,32.0,,232.0,191.0,4.0,2.0,4.0,587.0,9.0,248.0,7.0,5.0,,16.0,605.0,4.0,43.0,115.0,,,74.0,21.0,3.0,224.0,7.0,975.0,39.0,32.0,358.0,3.0,3.0,58.0,105.0,26.0,24.0,1.0,1.0,40.0,1.0,20.0,54.0,14.0,5.0,1.0,105.0,7.0,1.0,148.0,7.0,12.0,20.0,,,0.0,,,7.0,,,6.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,FC Edmonton,7sbndwqi8e1xqqv1fla0nzlyh,J. Ulbricht,Forward,9,,,7.0,19.0,,37.0,11.0,9.0,,,27.0,391.0,8.0,13.0,2.0,3.0,20.0,3.0,,2.0,10.0,1.0,64.0,55.0,47.0,5.0,17.0,1.0,13.0,56.0,5.0,,,30.0,,23.0,5.0,3.0,1.0,2.0,38.0,1.0,1.0,30.0,1.0,,28.0,1.0,,20.0,2.0,133.0,8.0,8.0,16.0,15.0,,1.0,12.0,8.0,2.0,1.0,1.0,4.0,1.0,5.0,17.0,7.0,1.0,,25.0,4.0,,26.0,,6.0,11.0,0.0,1.0,0.0,,,3.0,,1.0,3.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,FC Edmonton,5nzqq8c7f1qt8f80qa9ehqn6x,A. Vaikla,Goalkeeper,1,,1.0,35.0,13.0,59.0,138.0,74.0,,,,176.0,1844.0,21.0,5.0,15.0,,,,6.0,45.0,10.0,1.0,490.0,201.0,16.0,,9.0,,51.0,224.0,,,,142.0,,69.0,2.0,,,1.0,269.0,5.0,218.0,7.0,,,3.0,,,365.0,,709.0,40.0,,200.0,,1.0,131.0,178.0,21.0,,,,1.0,,21.0,2.0,3.0,,3.0,3.0,,,221.0,27.0,8.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,104.0,,,,6.0,1.0,196.0,39.0,7.0,1.0,8.0,14.0,19.0,58.0,5.0,3.0,4.0,,,,1.0,1.0
Canada_Canadian_Premier_League,2022,FC Edmonton,1jw8ni6v99xnlou4wf0j47dnt,T. Warschewski,Forward,10,4.0,2.0,31.0,197.0,,300.0,116.0,129.0,9.0,3.0,177.0,1679.0,23.0,154.0,4.0,4.0,101.0,40.0,7.0,16.0,10.0,23.0,462.0,437.0,402.0,19.0,85.0,7.0,93.0,408.0,53.0,17.0,1.0,311.0,21.0,250.0,9.0,61.0,7.0,20.0,330.0,4.0,23.0,317.0,5.0,4.0,205.0,10.0,11.0,152.0,54.0,1056.0,35.0,32.0,94.0,46.0,,30.0,100.0,23.0,14.0,14.0,22.0,34.0,8.0,19.0,163.0,66.0,12.0,1.0,109.0,38.0,2.0,132.0,1.0,43.0,42.0,5.0,2.0,1.0,2.0,22.0,9.0,,5.0,16.0,5.0,16.0,3.0,,,1.0,3.0,1.0,13.0,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,FC Edmonton,60cull6yxjgu93teat190rnys,N. Wright,Defender,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
