liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Dribbles,Yellow Cards,Duels,Successful Passes Opposition Half,Total Clearances,Unsuccessful Short Passes,Goals Conceded Inside Box,GK Successful Distribution,Tackles Lost,Unsuccessful Crosses & Corners,Aerial Duels,Times Tackled,Blocked Shots,Total Shots,Throw Ins to Own Player,Forward Passes,Starts,Blocks,Shots On Target ( inc goals ),Rightside Passes,Foul Attempted Tackle,Appearances,Successful Crosses open play,Successful Launches,Total Tackles,Tackles Won,Backward Passes,Unsuccessful Long Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Index,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Own Half,Clearances Off the Line,PutThrough/Blocked Distribution,Total Fouls Won,Ground Duels lost,Goals Conceded,Successful Passes Own Half,Duels lost,Shots Off Target (inc woodwork),Clean Sheets,Last Player Tackle,Ground Duels,Touches,Unsuccessful Launches,Interceptions,Successful Long Passes,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Goal Kicks,Ground Duels won,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Aerial Duels won,Games Played,Successful Crosses & Corners,Duels won,Total Fouls Conceded,Aerial Duels lost,Substitute On,Penalty Goals Conceded,Open Play Passes,Leftside Passes,Key Passes (Attempt Assists),Time Played,Successful Short Passes,Total Losses Of Possession,Successful Open Play Passes,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Winning Goal,Goal Assists,Through balls,Left Foot Goals,Goals from Inside Box,Successful Lay-offs,Second Goal Assists,Goals from Outside Box,Goals,Successful Corners into Box,Penalties Taken,Right Foot Goals,Assists (Intentional),Unsuccessful Corners into Box,Penalty Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Hit Woodwork,Substitute Off,Overruns,Corners Taken (incl short corners),Corners Won,Home Goals,Away Goals,Offsides,Saves made - caught,GK Unsuccessful Distribution,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Punches,Handballs conceded,Penalties Conceded,Foul Won Penalty,Headed Goals,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Straight Red Cards,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Faced,Penalties Saved,Crosses not Claimed,Own Goal Scored,Other Goals,Penalties Off Target,Set Pieces Goals
USA_MLS,2024,Atlanta United FC,652d6i0jem2jymjfzd8w0ndn9,L. Abram,Defender,4,2.0,2.0,79.0,215.0,70.0,44.0,19.0,19.0,6.0,2.0,47.0,2.0,3.0,6.0,3.0,325.0,14.0,12.0,1.0,297.0,4.0,24.0,1.0,13.0,12.0,6.0,53.0,56.0,2.0,724.0,13.0,824.0,100.0,48.0,1.0,11.0,2.0,16.0,25.0,510.0,40.0,5.0,1.0,1.0,32.0,990.0,31.0,12.0,60.0,22.0,6.0,19.0,16.0,1.0,54.0,23.0,24.0,1.0,39.0,7.0,24.0,10.0,1.0,793.0,149.0,3.0,1436.0,664.0,111.0,694.0,59.0,6.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Atlanta United FC,4ea0sjczqa5ah1w720zlakkfe,T. Almada,Midfielder,10,48.0,5.0,181.0,553.0,4.0,121.0,17.0,,9.0,58.0,9.0,62.0,14.0,40.0,13.0,304.0,16.0,,20.0,342.0,7.0,17.0,5.0,2.0,18.0,9.0,139.0,29.0,11.0,788.0,18.0,938.0,150.0,23.0,,21.0,21.0,85.0,21.0,259.0,93.0,20.0,4.0,,172.0,1311.0,3.0,1.0,74.0,49.0,5.0,,87.0,28.0,185.0,1.0,17.0,24.0,88.0,10.0,8.0,1.0,1.0,888.0,153.0,42.0,1393.0,714.0,309.0,744.0,88.0,4.0,1.0,1.0,1.0,7.0,1.0,4.0,35.0,1.0,2.0,6.0,15.0,2.0,5.0,1.0,31.0,2.0,3.0,7.0,2.0,2.0,3.0,50.0,16.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Atlanta United FC,a63su8pudaernrvj1fi9006qc,L. Brennan,Midfielder,25,4.0,1.0,31.0,15.0,,3.0,3.0,,,2.0,3.0,14.0,1.0,1.0,,3.0,,,,5.0,1.0,7.0,1.0,,1.0,1.0,10.0,,2.0,20.0,12.0,23.0,3.0,2.0,,3.0,4.0,19.0,3.0,6.0,22.0,1.0,,,28.0,66.0,,,,5.0,2.0,,9.0,9.0,3.0,,7.0,1.0,9.0,5.0,3.0,7.0,1.0,23.0,5.0,2.0,145.0,20.0,27.0,20.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Atlanta United FC,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,Defender,24,,1.0,106.0,172.0,67.0,62.0,22.0,1.0,7.0,1.0,65.0,2.0,,2.0,5.0,322.0,16.0,19.0,1.0,151.0,5.0,21.0,,12.0,21.0,14.0,52.0,68.0,1.0,649.0,12.0,779.0,130.0,50.0,2.0,13.0,3.0,17.0,24.0,477.0,51.0,1.0,2.0,,41.0,955.0,34.0,11.0,62.0,2.0,8.0,1.0,24.0,,81.0,31.0,21.0,,55.0,8.0,34.0,5.0,2.0,767.0,254.0,2.0,1409.0,587.0,145.0,637.0,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Atlanta United FC,cu84s15ig7u7g9iwwcff82yuh,J. Cohen,Goalkeeper,22,,,,10.0,1.0,2.0,2.0,21.0,,,,,,,,33.0,2.0,,,16.0,,3.0,,6.0,,,,10.0,,57.0,19.0,69.0,12.0,9.0,,1.0,,,5.0,47.0,,,,,,91.0,6.0,,16.0,,,9.0,,,3.0,,3.0,,,,,1.0,,47.0,20.0,,208.0,41.0,13.0,38.0,27.0,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,6.0,3.0,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Atlanta United FC,5c7gqtyra887hjyg502tvzn1m,M. Edwards,Defender,47,,,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,10.0,2.0,1.0,1.0,,,,,,1.0,,1.0,,,,3.0,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Atlanta United FC,9zuk40rppwiyzn980bw7z1v1m,A. Fortune,Midfielder,35,16.0,4.0,140.0,410.0,22.0,79.0,25.0,,10.0,11.0,18.0,16.0,6.0,13.0,5.0,243.0,17.0,5.0,5.0,222.0,15.0,32.0,1.0,7.0,33.0,23.0,161.0,28.0,11.0,697.0,13.0,804.0,107.0,24.0,,29.0,22.0,51.0,28.0,288.0,61.0,8.0,,,122.0,1033.0,13.0,23.0,51.0,22.0,10.0,,71.0,7.0,94.0,8.0,32.0,1.0,79.0,24.0,10.0,15.0,1.0,780.0,178.0,9.0,1626.0,646.0,154.0,673.0,75.0,3.0,,1.0,2.0,6.0,,,16.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,9.0,3.0,,5.0,0.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
USA_MLS,2024,Atlanta United FC,7y5v3oex0pnupaahm8arguluc,M. Gallardo,Midfielder,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Atlanta United FC,84aebyqt0y9r2jjml4u1z0ij9,G. Giakoumakis,Forward,7,2.0,2.0,85.0,62.0,10.0,35.0,10.0,,2.0,1.0,37.0,5.0,10.0,30.0,1.0,23.0,8.0,1.0,12.0,44.0,10.0,11.0,2.0,,9.0,7.0,44.0,3.0,1.0,100.0,16.0,138.0,38.0,13.0,,10.0,15.0,23.0,11.0,40.0,45.0,18.0,,,48.0,274.0,,3.0,5.0,43.0,5.0,,25.0,2.0,26.0,15.0,11.0,2.0,40.0,17.0,22.0,3.0,,131.0,27.0,4.0,723.0,95.0,61.0,93.0,20.0,1.0,,2.0,1.0,2.0,1.0,4.0,11.0,1.0,1.0,5.0,,1.0,3.0,1.0,,1.0,3.0,,1.0,5.0,,,4.0,5.0,0.0,7.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,
USA_MLS,2024,Atlanta United FC,4tz64bm0vbosads0bbsw7n5xx,S. Gregersen,Defender,5,3.0,7.0,177.0,243.0,88.0,43.0,26.0,1.0,15.0,1.0,63.0,5.0,3.0,10.0,1.0,361.0,23.0,22.0,7.0,160.0,16.0,27.0,,19.0,42.0,27.0,59.0,75.0,1.0,856.0,13.0,974.0,118.0,29.0,,19.0,25.0,44.0,32.0,613.0,66.0,3.0,2.0,1.0,114.0,1244.0,42.0,24.0,54.0,30.0,14.0,1.0,70.0,2.0,90.0,41.0,27.0,,111.0,30.0,22.0,4.0,2.0,955.0,394.0,3.0,1991.0,802.0,132.0,841.0,82.0,6.0,,1.0,,,,3.0,,,,3.0,,,,,,,,,,7.0,,,4.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,
