liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Honduras Under 17,567ggoqehrb23ftk1zaj5idjo,E. Amador,Midfielder,8,30.0,2.0,,1.0,3.0,,,29.0,1.0,28.0,2.0,106.0,1.0,4.0,7.0,225.0,24.0,18.0,1.0,8.0,3.0,5.0,5.0,27.0,2.0,71.0,7.0,54.0,4.0,21.0,10.0,26.0,2.0,7.0,,13.0,10.0,76.0,161.0,3.0,20.0,36.0,1.0,103.0,78.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,15.0,57.0,7.0,,3.0,28.0,,6.0,,3.0,2.0,,,,,,7.0,,,,,,,1.0,,,6.0,,2.0,6.0,3.0,,1.0,1.0,1.0,,3.0,2.0,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,3.0,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Honduras Under 17,duw6sg7kjolujphqyubcnzq50,M. Arana,Midfielder,17,16.0,3.0,,1.0,,3.0,,11.0,3.0,10.0,,56.0,,,,110.0,4.0,3.0,1.0,9.0,3.0,,1.0,26.0,,46.0,,19.0,,10.0,9.0,12.0,,3.0,1.0,7.0,10.0,43.0,89.0,3.0,7.0,17.0,1.0,53.0,46.0,0.0,6.0,4.0,,2.0,1.0,4.0,9.0,45.0,2.0,,2.0,4.0,,9.0,,2.0,,,,,,,,,,,,,,,,,5.0,,,2.0,3.0,,,,2.0,2.0,5.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Honduras Under 17,5con0sfsyrvucaf2zxw21lxjo,Y. Arriola,Forward,15,32.0,5.0,,,,,,18.0,,20.0,1.0,64.0,,2.0,,177.0,10.0,15.0,,11.0,3.0,6.0,5.0,27.0,3.0,43.0,1.0,47.0,,20.0,15.0,26.0,1.0,11.0,3.0,7.0,10.0,40.0,111.0,3.0,17.0,15.0,,60.0,44.0,1.0,4.0,2.0,,3.0,1.0,6.0,19.0,36.0,6.0,,1.0,3.0,,18.0,,4.0,4.0,,,,,,1.0,,,,,,,,,1.0,5.0,,1.0,3.0,2.0,1.0,1.0,1.0,,2.0,4.0,,2.0,,,3.0,2.0,,2.0,2.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Honduras Under 17,f103yy27ku6dv9xzsmnjy60ic,N. Balbás,Midfielder,14,19.0,2.0,,,2.0,,,5.0,1.0,8.0,3.0,48.0,,4.0,,133.0,11.0,10.0,1.0,8.0,3.0,5.0,4.0,16.0,2.0,40.0,2.0,21.0,,8.0,8.0,18.0,1.0,7.0,2.0,10.0,10.0,40.0,83.0,3.0,11.0,14.0,1.0,48.0,40.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,10.0,29.0,2.0,,1.0,8.0,,5.0,,4.0,,,,,,,,,,,,,,,,,2.0,,3.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Honduras Under 17,d4ncmqm8gfrtae0auzk42jllg,B. Cortés,Midfielder,10,22.0,2.0,,1.0,2.0,1.0,,5.0,,2.0,4.0,49.0,,5.0,,90.0,7.0,5.0,,14.0,2.0,2.0,,17.0,2.0,44.0,1.0,15.0,1.0,2.0,16.0,19.0,1.0,4.0,2.0,12.0,10.0,47.0,91.0,2.0,6.0,19.0,,49.0,47.0,0.0,7.0,1.0,1.0,,2.0,3.0,3.0,40.0,3.0,,2.0,10.0,,4.0,,,2.0,,,,,,3.0,,,,,,,,,,3.0,,,3.0,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Honduras Under 17,8n7zmlnb894zygm14biln1dlg,A. Flores,Defender,19,5.0,,,8.0,,,1.0,6.0,1.0,8.0,,33.0,1.0,1.0,4.0,95.0,15.0,2.0,1.0,1.0,2.0,,2.0,6.0,1.0,22.0,1.0,10.0,1.0,4.0,1.0,3.0,1.0,,,4.0,10.0,22.0,49.0,2.0,4.0,16.0,1.0,29.0,25.0,0.0,,2.0,,,2.0,2.0,1.0,10.0,,,,10.0,,1.0,,1.0,,,,,,,3.0,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Honduras Under 17,6e9m8esbqcp4p60br7k69r2fo,D. Flores,Forward,9,24.0,1.0,,,1.0,,,12.0,,12.0,1.0,41.0,1.0,1.0,1.0,183.0,8.0,14.0,1.0,3.0,3.0,4.0,1.0,9.0,3.0,28.0,6.0,33.0,3.0,11.0,6.0,17.0,,8.0,3.0,6.0,10.0,27.0,87.0,3.0,18.0,7.0,1.0,39.0,29.0,1.0,1.0,4.0,5.0,3.0,,7.0,12.0,21.0,2.0,,4.0,13.0,,23.0,,7.0,3.0,,,,,,1.0,,,,,,,,,,2.0,,4.0,1.0,,1.0,1.0,1.0,,,,,4.0,2.0,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Honduras Under 17,cah4w5dnl9goh1on050y6feok,E. Fuentes,Goalkeeper,12,,,,,,,,9.0,,12.0,,30.0,2.0,,12.0,180.0,13.0,,,,2.0,,3.0,4.0,2.0,11.0,,12.0,,,,,,,,16.0,10.0,5.0,41.0,2.0,,20.0,,7.0,18.0,0.0,,,,,,,,5.0,,,,6.0,,,,,,,,,,16.0,7.0,,4.0,2.0,5.0,15.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
Concacaf_Concacaf_U17,2025,Honduras Under 17,4wxa7h6zkjktl3p0m5pk59u6s,D. García,Midfielder,13,2.0,,,,,,,5.0,,5.0,,27.0,,1.0,,45.0,5.0,1.0,,1.0,1.0,,,3.0,1.0,21.0,1.0,7.0,,5.0,1.0,2.0,1.0,,1.0,4.0,10.0,21.0,32.0,1.0,1.0,7.0,,26.0,22.0,1.0,,,,1.0,,,8.0,17.0,,,1.0,9.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
Concacaf_Concacaf_U17,2025,Honduras Under 17,hl8hw106glgoouqnpug3reok,E. Martín,Defender,3,18.0,,,16.0,2.0,6.0,2.0,18.0,,24.0,,106.0,5.0,4.0,13.0,270.0,41.0,5.0,1.0,5.0,3.0,4.0,6.0,39.0,3.0,63.0,3.0,29.0,2.0,11.0,8.0,10.0,4.0,,,16.0,10.0,75.0,151.0,3.0,10.0,52.0,1.0,95.0,82.0,0.0,1.0,5.0,,,1.0,8.0,2.0,42.0,,1.0,,13.0,,,,,3.0,,,,,,19.0,,,,2.0,2.0,,2.0,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,
