root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Appearances,Goals Conceded Inside Box,Starts,Total Tackles,Duels won,Ground Duels won,Goals Conceded,Total Fouls Conceded,Recoveries,Total Passes,Touches,Unsuccessful Short Passes,Ground Duels,Index,Unsuccessful Passes Opposition Half,Games Played,Total Losses Of Possession,Leftside Passes,Successful Passes Opposition Half,Duels lost,Forward Passes,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Backward Passes,Open Play Passes,Penalty Goals Conceded,Tackles Won,Ground Duels lost,Successful Short Passes,Successful Open Play Passes,Substitute Off,Interceptions,Total Fouls Won,Winning Goal,Rightside Passes,Saves Made,Saves Made from Inside Box,GK Successful Distribution,Unsuccessful Passes Own Half,Catches,GK Unsuccessful Distribution,Penalties Faced,Goal Kicks,Unsuccessful Long Passes,Successful Long Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Foul Attempted Tackle,Substitute On,Aerial Duels,Successful Launches,Throw Ins to Own Player,Aerial Duels won,Tackles Lost,Throw Ins to Opposition Player,Blocks,Times Tackled,Successful Crosses & Corners,Successful Dribbles,Successful Corners into Box,Successful Lay-offs,Yellow Cards,Unsuccessful Crosses & Corners,Corners Won,Overruns,Unsuccessful Corners into Box,Unsuccessful Crosses open play,Corners Taken (incl short corners),Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Crosses open play,Total Touches In Opposition Box,Total Shots,Offsides,Shots On Target ( inc goals ),Unsuccessful Launches,Penalties Conceded,Handballs conceded,Shots Off Target (inc woodwork),Clearances Off the Line,Drops,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Blocked Shots,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Through balls,Goal Assists,Goals,Left Foot Goals,Goals from Inside Box,Assists (Intentional),Right Foot Goals,Home Goals,Away Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Headed Goals,Hit Woodwork,Unsuccessful lay-offs,Goals from Outside Box,Own Goal Scored,Punches,Saves from Penalty,Penalties Saved,Set Pieces Goals,Clean Sheets,Goalkeeper Smother,Second Goal Assists,Last Man Tackle,Other Goals,Last Player Tackle
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Anguilla,Anguilla,c4ypl62hxrgca4nhm7dq5tyi1,S. Austin,Midfielder,0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,5.0,11.0,1.0,5.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,4.0,2.0,1.0,45.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Anguilla,Anguilla,e93yexj5ccq6gjmrqf89qijqi,D. Bailey,Goalkeeper,0,1.0,8.0,1.0,,,,8.0,,11.0,29.0,41.0,2.0,2.0,10.0,8.0,1.0,13.0,3.0,4.0,2.0,21.0,2.0,17.0,13.0,12.0,90.0,,3.0,1.0,,2.0,11.0,2.0,,,,0.0,5.0,4.0,2.0,14.0,4.0,1.0,7.0,1.0,14.0,10.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Anguilla,Anguilla,1yw8qy39aygug2f6zruli7jtg,S. Bradshaw,Defender,0,2.0,5.0,1.0,,,,5.0,1.0,,13.0,18.0,1.0,1.0,10.0,,2.0,1.0,6.0,,2.0,3.0,2.0,12.0,12.0,1.0,74.0,,12.0,,,1.0,11.0,11.0,1.0,,,0.0,4.0,,,,1.0,,,,,,1.0,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Anguilla,Anguilla,cx5owspciydlkl45t88pj7ggk,K. Brooks,Midfielder,0,2.0,5.0,1.0,1.0,2.0,1.0,5.0,,1.0,13.0,15.0,4.0,2.0,10.0,2.0,2.0,5.0,,,1.0,3.0,3.0,8.0,8.0,5.0,43.0,,13.0,,1.0,1.0,8.0,8.0,1.0,,,0.0,10.0,,,,3.0,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Anguilla,Anguilla,errbto66kvhxa8bw2hyh42sr8,M. Brooks,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Anguilla,Anguilla,d9wjpuaazfo0w4tp9nmls6fx0,S. Browne,Goalkeeper,0,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Anguilla,Anguilla,24jtwiz88vsi1hzobvzas86c4,C. Bryan,Midfielder,0,1.0,8.0,1.0,3.0,3.0,3.0,8.0,,1.0,26.0,34.0,4.0,3.0,10.0,5.0,1.0,11.0,7.0,,,8.0,3.0,17.0,17.0,9.0,90.0,,26.0,1.0,2.0,,17.0,17.0,,,,0.0,11.0,,,,4.0,,,,,5.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Anguilla,Anguilla,eg9xbabdt49rhude55bt75l1x,K. Burris,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Anguilla,Anguilla,2gc5b6l6k02muuu0lss9bk55g,K. Connor,Midfielder,0,3.0,16.0,3.0,4.0,21.0,20.0,16.0,4.0,12.0,118.0,165.0,21.0,26.0,10.0,26.0,3.0,43.0,30.0,23.0,8.0,27.0,29.0,88.0,68.0,30.0,270.0,24.0,109.0,1.0,3.0,6.0,85.0,81.0,,1.0,12.0,0.0,37.0,,,,11.0,,,,,9.0,3.0,,,1.0,4.0,2.0,3.0,3.0,,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,7.0,1.0,1.0,3.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Anguilla,Anguilla,euwaxyg5x73t3lnsbm2o9z9xw,M. Connor,Forward,0,3.0,7.0,2.0,,5.0,4.0,7.0,1.0,4.0,25.0,42.0,8.0,9.0,10.0,8.0,3.0,17.0,3.0,11.0,9.0,7.0,14.0,17.0,7.0,8.0,149.0,11.0,21.0,1.0,,5.0,16.0,13.0,2.0,,3.0,0.0,4.0,,,,1.0,,,,,,1.0,,,,2.0,4.0,2.0,1.0,1.0,5.0,,,1.0,,,,4.0,1.0,1.0,,,,1.0,2.0,,,1.0,,1.0,3.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
