liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Yellow Cards,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Shots,Foul Attempted Tackle,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses open play,Corners Won,Blocked Shots,Throw Ins to Opposition Player,Shots On Target ( inc goals ),Through balls,Substitute On,Successful Lay-offs,Successful Crosses open play,Handballs conceded,Hit Woodwork,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Foul Won Penalty,Offsides,Goals,Headed Goals,Goals from Inside Box,Right Foot Goals,Clearances Off the Line,Penalties Taken,Unsuccessful lay-offs,Penalty Goals,Penalty Goals Conceded,Goals Conceded Outside Box,Catches,Penalties Faced,Penalties Off Target,Left Foot Goals,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Set Pieces Goals,Total Red Cards,Red Cards - 2nd Yellow,Goalkeeper Smother,Drops,Own Goal Scored,Saves made - caught,Second Goal Assists,Other Goals,Last Man Tackle
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Trinidad and Tobago,8jyw9umso4frmojq17qy26aj9,C. Cato,Midfielder,7,100.0,1.0,34.0,7.0,1.0,17.0,,1.0,21.0,9.0,1.0,8.0,34.0,,3.0,2.0,24.0,6.0,9.0,,11.0,3.0,9.0,11.0,1.0,1.0,2.0,56.0,1.0,3.0,,12.0,8.0,10.0,7.0,1.0,1.0,3.0,17.0,,6.0,2.0,3.0,1.0,,8.0,8.0,25.0,25.0,5.0,,,,10.0,1.0,,4.0,,,1.0,,2.0,,2.0,,1.0,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Trinidad and Tobago,93e6gkmsf8xxqnqjxbe30zlqt,D. Cyrus,Defender,5,270.0,,155.0,5.0,,35.0,4.0,10.0,18.0,115.0,3.0,6.0,166.0,,3.0,1.0,133.0,9.0,16.0,,48.0,1.0,10.0,13.0,3.0,2.0,6.0,193.0,,3.0,3.0,11.0,50.0,10.0,9.0,17.0,2.0,3.0,15.0,10.0,9.0,,3.0,,,5.0,63.0,139.0,150.0,4.0,,,2.0,6.0,1.0,3.0,6.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Trinidad and Tobago,7ityxcw7wapkueginni0klot1,A. David,Defender,2,270.0,6.0,155.0,8.0,,44.0,5.0,7.0,19.0,101.0,3.0,8.0,160.0,,1.0,,132.0,9.0,15.0,,37.0,2.0,10.0,14.0,3.0,2.0,7.0,193.0,,3.0,1.0,9.0,46.0,10.0,10.0,13.0,4.0,3.0,15.0,4.0,9.0,2.0,3.0,,,2.0,69.0,140.0,145.0,6.0,,,1.0,5.0,2.0,4.0,7.0,1.0,,2.0,1.0,3.0,1.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Trinidad and Tobago,6sz0k4j4lzkmajlhjvsgft39x,A. Foncette,Goalkeeper,22,90.0,,7.0,,,1.0,1.0,2.0,2.0,11.0,,,14.0,,,,10.0,1.0,2.0,,5.0,,2.0,3.0,1.0,,,17.0,,1.0,,,7.0,10.0,,2.0,,,,,1.0,,1.0,,,,2.0,7.0,12.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Trinidad and Tobago,anqg5vu7a6s3lk0lchntswc0l,L. García,Midfielder,11,254.0,,59.0,20.0,1.0,39.0,,,28.0,15.0,,12.0,65.0,2.0,4.0,7.0,51.0,7.0,12.0,,10.0,2.0,15.0,6.0,3.0,2.0,1.0,115.0,,3.0,1.0,25.0,16.0,10.0,23.0,2.0,5.0,11.0,45.0,2.0,7.0,4.0,3.0,,1.0,13.0,19.0,47.0,53.0,20.0,,1.0,,22.0,,1.0,12.0,,,1.0,5.0,9.0,6.0,1.0,6.0,4.0,4.0,1.0,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Trinidad and Tobago,36i28drwexthu5ztdvhs01lud,K. George,Midfielder,19,246.0,,119.0,15.0,,51.0,,1.0,11.0,63.0,5.0,5.0,120.0,1.0,5.0,,109.0,8.0,6.0,,41.0,1.0,2.0,12.0,3.0,,4.0,150.0,,3.0,3.0,19.0,27.0,10.0,11.0,5.0,5.0,1.0,22.0,5.0,8.0,,3.0,,,9.0,37.0,113.0,114.0,3.0,,,4.0,11.0,1.0,3.0,10.0,,,,,2.0,,3.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Trinidad and Tobago,7j2nikkbbz5b506j07wfmnget,C. Gonzales,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Trinidad and Tobago,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,Midfielder,4,90.0,7.0,26.0,5.0,,6.0,5.0,6.0,11.0,13.0,1.0,2.0,27.0,,,1.0,19.0,6.0,8.0,,7.0,1.0,5.0,4.0,1.0,2.0,3.0,45.0,,1.0,,6.0,15.0,10.0,4.0,,2.0,,7.0,2.0,6.0,,1.0,,,2.0,,18.0,19.0,1.0,,,,3.0,1.0,,4.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Trinidad and Tobago,7yd718aw60l637vsls9718qfp,A. Humphrey,Midfielder,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Trinidad and Tobago,ogxgcfr9rcibyltn4k97ojpx,K. Hyland,Midfielder,8,107.0,,62.0,6.0,,24.0,2.0,4.0,13.0,29.0,2.0,8.0,65.0,1.0,1.0,,52.0,2.0,12.0,,15.0,,9.0,12.0,2.0,2.0,3.0,79.0,,2.0,,8.0,21.0,10.0,9.0,1.0,4.0,3.0,12.0,2.0,2.0,,2.0,,,2.0,23.0,50.0,53.0,4.0,,,2.0,3.0,,2.0,6.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
