liga,temporada,equipo,id,nombre,posicion,dorsal,Handballs conceded,Shots On Target ( inc goals ),Goal Assists,Tackles Won,Key Passes (Attempt Assists),Total Touches In Opposition Box,Unsuccessful Crosses open play,Total Tackles,Yellow Cards,Tackles Lost,Throw Ins to Own Player,Unsuccessful Crosses & Corners,Leftside Passes,Successful Passes Opposition Half,Rightside Passes,Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Blocks,Goals from Inside Box,Ground Duels lost,Aerial Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Short Passes,Interceptions,Successful Open Play Passes,Duels won,Times Tackled,Penalties Conceded,Unsuccessful Passes Own Half,Total Passes,Goals,Successful Passes Own Half,Aerial Duels,Duels lost,Successful Dribbles,Total Fouls Won,Total Clearances,Backward Passes,Ground Duels won,Index,Penalty Goals Conceded,Substitute On,Games Played,Goals Conceded Inside Box,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Clean Sheets,Touches,Goals Conceded,Substitute Off,Total Losses Of Possession,Corners Won,PutThrough/Blocked Distribution Won,Total Shots,Duels,Successful Long Passes,Time Played,Forward Passes,Starts,Unsuccessful Dribbles,Unsuccessful Short Passes,Foul Attempted Tackle,Unsuccessful Long Passes,Total Fouls Conceded,Recoveries,Right Foot Goals,Aerial Duels lost,Open Play Passes,Successful Lay-offs,Unsuccessful Launches,Successful Launches,Ground Duels,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Throw Ins to Opposition Player,Goals Conceded Outside Box,Successful Crosses & Corners,Successful Corners into Box,Successful Crosses open play,Goals from Outside Box,Attempts from Set Pieces,Second Goal Assists,Assists (Intentional),Unsuccessful Corners into Box,Offsides,Blocked Shots,Hit Woodwork,Headed Goals,Unsuccessful lay-offs,Through balls,Last Man Tackle,Total Red Cards,Left Foot Goals,Straight Red Cards,GK Unsuccessful Distribution,Catches,Punches,Saves made - caught,Saves from Penalty,Penalties Faced,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Drops,Penalties Saved,GK Successful Distribution,Saves Made from Inside Box,Own Goal Scored,Saves made - parried,Crosses not Claimed,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Off Target,Clearances Off the Line,Red Cards - 2nd Yellow,Set Pieces Goals,Other Goals
USA_MLS,2019,Minnesota United FC,abbr148gjj0whyyijov67knv9,O. Alonso,Midfielder,6,1.0,3.0,1.0,26.0,15.0,7.0,4.0,46.0,5.0,20.0,6.0,4.0,414.0,749.0,516.0,7.0,1433.0,28.0,15.0,2.0,108.0,13.0,119.0,1318.0,30.0,1388.0,153.0,38.0,1.0,35.0,1552.0,2.0,685.0,26.0,121.0,39.0,55.0,23.0,150.0,140.0,53.0,2.0,,28.0,28.0,26.0,88.0,9.0,1918.0,34.0,3.0,187.0,3.0,17.0,10.0,274.0,115.0,2458.0,472.0,28.0,13.0,90.0,25.0,29.0,34.0,217.0,2.0,13.0,1504.0,6.0,12.0,3.0,248.0,2.0,0.0,0.0,,,6.0,1.0,,1.0,,,1.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Minnesota United FC,1w1bsi9t9fl2xnsdj96h67vf9,M. Boxall,Defender,15,1.0,4.0,,42.0,6.0,20.0,4.0,59.0,3.0,17.0,13.0,4.0,236.0,274.0,288.0,6.0,895.0,30.0,28.0,2.0,47.0,55.0,162.0,849.0,51.0,864.0,136.0,10.0,,64.0,1057.0,2.0,622.0,80.0,72.0,7.0,17.0,123.0,96.0,81.0,51.0,2.0,,30.0,34.0,17.0,102.0,9.0,1454.0,39.0,1.0,191.0,2.0,10.0,10.0,208.0,46.0,2667.0,437.0,30.0,4.0,90.0,14.0,72.0,27.0,162.0,1.0,25.0,1024.0,,41.0,11.0,128.0,2.0,0.0,1.0,,2.0,5.0,1.0,,1.0,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2019,Minnesota United FC,8vjv4ix1zqi58118r6tyqhhhx,F. Calvo,Defender,5,,11.0,1.0,46.0,17.0,51.0,13.0,71.0,6.0,25.0,63.0,13.0,152.0,456.0,531.0,23.0,1145.0,30.0,13.0,4.0,103.0,38.0,311.0,1022.0,62.0,1104.0,158.0,35.0,,101.0,1456.0,4.0,693.0,71.0,136.0,35.0,15.0,72.0,110.0,120.0,48.0,3.0,2.0,30.0,35.0,32.0,223.0,7.0,2018.0,43.0,1.0,424.0,9.0,16.0,34.0,294.0,123.0,2565.0,663.0,28.0,17.0,158.0,22.0,153.0,32.0,222.0,,33.0,1402.0,,47.0,15.0,223.0,1.0,3.0,0.0,,26.0,8.0,4.0,,4.0,,,1.0,1.0,,1.0,9.0,2.0,4.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,
USA_MLS,2019,Minnesota United FC,hhrqf0zpymjvqwoxitlwp04p,T. Chacón,Midfielder,11,,1.0,,2.0,2.0,3.0,2.0,2.0,,,,2.0,2.0,13.0,9.0,,20.0,2.0,,,9.0,1.0,2.0,20.0,,20.0,6.0,6.0,,1.0,22.0,,7.0,2.0,10.0,,3.0,,8.0,5.0,73.0,,1.0,2.0,3.0,3.0,3.0,,41.0,3.0,1.0,11.0,,2.0,1.0,16.0,,85.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,,1.0,22.0,,1.0,,14.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Minnesota United FC,1wfz5avhq6h41axvxggwa6vvt,A. Danladi,Forward,99,1.0,7.0,2.0,14.0,8.0,50.0,18.0,17.0,3.0,3.0,1.0,18.0,58.0,116.0,48.0,12.0,142.0,25.0,,2.0,59.0,5.0,40.0,137.0,5.0,142.0,35.0,25.0,,6.0,182.0,2.0,28.0,22.0,76.0,8.0,6.0,,50.0,30.0,86.0,1.0,21.0,25.0,6.0,11.0,52.0,,356.0,6.0,4.0,132.0,7.0,6.0,19.0,111.0,5.0,717.0,26.0,4.0,13.0,37.0,10.0,3.0,20.0,29.0,2.0,17.0,182.0,7.0,1.0,,89.0,1.0,1.0,0.0,,1.0,,2.0,,2.0,,,,2.0,,4.0,4.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Minnesota United FC,f2sspwt1mtyf9y3z4xe1csgh6,H. Dotson,Midfielder,31,1.0,7.0,,22.0,11.0,11.0,24.0,43.0,2.0,21.0,30.0,24.0,128.0,259.0,178.0,4.0,468.0,24.0,10.0,1.0,59.0,27.0,139.0,445.0,25.0,465.0,95.0,25.0,,47.0,607.0,4.0,215.0,45.0,77.0,13.0,12.0,32.0,114.0,68.0,100.0,2.0,9.0,24.0,19.0,39.0,116.0,3.0,945.0,21.0,1.0,224.0,5.0,19.0,11.0,172.0,23.0,1403.0,187.0,15.0,14.0,100.0,6.0,39.0,16.0,94.0,3.0,18.0,604.0,2.0,19.0,3.0,127.0,3.0,1.0,2.0,,14.0,2.0,6.0,,6.0,3.0,,,,,,4.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Minnesota United FC,e6iefbralp7fndpuoaatzfpat,E. Finlay,Midfielder,13,,11.0,2.0,14.0,15.0,104.0,40.0,21.0,3.0,7.0,6.0,40.0,122.0,207.0,54.0,15.0,278.0,34.0,,6.0,80.0,17.0,115.0,275.0,12.0,278.0,77.0,47.0,,24.0,393.0,7.0,82.0,55.0,118.0,17.0,23.0,12.0,96.0,60.0,25.0,2.0,11.0,34.0,30.0,46.0,131.0,3.0,756.0,35.0,13.0,265.0,25.0,21.0,26.0,195.0,3.0,1972.0,121.0,23.0,16.0,100.0,11.0,15.0,19.0,79.0,4.0,38.0,393.0,5.0,6.0,,140.0,4.0,3.0,2.0,,1.0,5.0,11.0,,11.0,1.0,,1.0,2.0,,9.0,11.0,2.0,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,
USA_MLS,2019,Minnesota United FC,43p1gt8nq7p1xf3y3xqmznqh,C. Gasper,Defender,77,,1.0,,28.0,15.0,11.0,44.0,44.0,5.0,16.0,102.0,44.0,17.0,242.0,210.0,3.0,445.0,16.0,5.0,,51.0,29.0,113.0,411.0,18.0,441.0,106.0,11.0,,52.0,558.0,,211.0,50.0,72.0,18.0,16.0,40.0,117.0,77.0,50.0,1.0,1.0,16.0,12.0,16.0,105.0,5.0,961.0,13.0,,216.0,11.0,3.0,4.0,178.0,34.0,1382.0,214.0,15.0,6.0,70.0,14.0,43.0,29.0,71.0,,21.0,553.0,,19.0,6.0,128.0,0.0,0.0,0.0,1.0,21.0,1.0,8.0,1.0,7.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,
USA_MLS,2019,Minnesota United FC,7jcp2lm8e7pdc6k8zigfjf7x1,J. Greguš,Midfielder,8,,17.0,8.0,30.0,61.0,7.0,24.0,48.0,4.0,18.0,7.0,121.0,520.0,958.0,533.0,33.0,1563.0,31.0,14.0,,84.0,36.0,260.0,1406.0,58.0,1465.0,132.0,26.0,,56.0,1823.0,2.0,656.0,59.0,107.0,26.0,24.0,30.0,224.0,96.0,66.0,3.0,,31.0,31.0,50.0,325.0,10.0,2412.0,37.0,1.0,449.0,16.0,28.0,50.0,239.0,157.0,2769.0,546.0,31.0,7.0,200.0,27.0,60.0,34.0,213.0,2.0,23.0,1709.0,8.0,10.0,5.0,180.0,1.0,1.0,0.0,134.0,1.0,6.0,51.0,34.0,11.0,2.0,6.0,3.0,5.0,87.0,1.0,12.0,1.0,,,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Minnesota United FC,bu51rg2ezwrqq6l5t1qvyjcnp,M. Ibarra,Midfielder,10,,3.0,1.0,11.0,17.0,55.0,16.0,18.0,4.0,7.0,31.0,16.0,96.0,289.0,174.0,13.0,445.0,22.0,1.0,1.0,48.0,18.0,118.0,417.0,14.0,445.0,52.0,16.0,,29.0,563.0,1.0,160.0,45.0,75.0,4.0,12.0,12.0,137.0,34.0,26.0,2.0,6.0,22.0,19.0,28.0,105.0,3.0,791.0,22.0,5.0,184.0,9.0,13.0,16.0,127.0,28.0,1505.0,156.0,16.0,8.0,99.0,9.0,19.0,16.0,63.0,,27.0,563.0,12.0,10.0,5.0,82.0,0.0,1.0,0.0,,3.0,3.0,4.0,,4.0,,,1.0,,,3.0,7.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
