liga,temporada,equipo,id,nombre,posicion,dorsal,Penalty Goals Conceded,Goals Conceded,Games Played,Appearances,Index,Starts,Goals Conceded Inside Box,Time Played,Winning Goal,Yellow Cards,Substitute On,Substitute Off,Goals Conceded Outside Box,Rightside Passes,Successful Open Play Passes,Forward Passes,Touches,Goalkeeper Smother,Punches,Total Passes,Successful Passes Opposition Half,GK Successful Distribution,Leftside Passes,Saves Made from Outside Box,Unsuccessful Passes Own Half,Unsuccessful Passes Opposition Half,Successful Short Passes,Recoveries,Saves Made,Penalties Faced,Goal Kicks,Successful Long Passes,Total Losses Of Possession,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,GK Unsuccessful Distribution,Saves Made from Inside Box,Total Clearances,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Long Passes,Unsuccessful Launches,Successful Passes Own Half,Saves made - parried,Tackles Lost,PutThrough/Blocked Distribution,Backward Passes,Total Fouls Won,Tackles Won,Duels,Blocked Shots,Unsuccessful Dribbles,Aerial Duels,Ground Duels lost,Corners Won,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution Won,Total Fouls Conceded,Total Tackles,Ground Duels,Total Touches In Opposition Box,Aerial Duels won,Duels lost,Unsuccessful Crosses open play,Successful Dribbles,Unsuccessful Short Passes,Ground Duels won,Duels won,Successful Lay-offs,Total Shots,Shots Off Target (inc woodwork),Interceptions,Foul Attempted Tackle,Throw Ins to Own Player,Last Man Tackle,Throw Ins to Opposition Player,Blocks,Successful Crosses open play,Key Passes (Attempt Assists),Successful Crosses & Corners,Through balls,Assists (Intentional),Shots On Target ( inc goals ),Goal Assists,Goals,Goals from Inside Box,Offsides,Left Foot Goals,Home Goals,Away Goals,Handballs conceded,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Unsuccessful lay-offs,Catches,Clean Sheets,Headed Goals,Hit Woodwork,Right Foot Goals,Red Cards - 2nd Yellow,Total Red Cards,Goals from Outside Box,Second Goal Assists,Saves made - caught,Own Goal Scored,Penalties Taken,Penalty Goals,Foul Won Penalty,Drops,Clearances Off the Line,Set Pieces Goals,Straight Red Cards,Penalties Saved,Saves from Penalty,Overruns
USA_US_Open_Cup,2023,Club de Lyon FC II,f4v9r2w8byq8tsdthbk5i0cno,F. Acerbi,Goalkeeper,1,,1.0,1.0,1.0,10.0,1.0,1.0,90.0,0.0,,,,,5.0,10.0,5.0,18.0,,,13.0,1.0,5.0,3.0,,,2.0,10.0,6.0,1.0,,1.0,1.0,2.0,2.0,11.0,,1.0,,1.0,11.0,2.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC II,6jjh19atabkf30qmn3r8dl4b8,V. Blanco,Forward,7,,1.0,1.0,1.0,10.0,1.0,1.0,90.0,0.0,,,,,2.0,12.0,3.0,26.0,,,15.0,10.0,,6.0,,,5.0,11.0,2.0,,,,1.0,7.0,3.0,15.0,,,1.0,,12.0,,,2.0,,,1.0,4.0,2.0,,4.0,,1.0,,2.0,,,2.0,2.0,1.0,,,4.0,3.0,,2.0,2.0,,3.0,2.0,2.0,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC II,41x1cdf1c0dcri64bxap0mb6c,C. Clement,Defender,17,,1.0,1.0,1.0,10.0,1.0,1.0,90.0,0.0,,,,,,23.0,16.0,49.0,,,30.0,16.0,,12.0,,,12.0,21.0,4.0,,,,3.0,15.0,6.0,29.0,,,,,24.0,,,8.0,,,2.0,2.0,2.0,,5.0,,,,2.0,1.0,,1.0,6.0,,1.0,,5.0,,,2.0,5.0,1.0,6.0,3.0,3.0,,,,1.0,1.0,5.0,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC II,2sw3i6pnbdqxueg2gjhkxy9lg,M. Cruz,Midfielder,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC II,943kr3wcjjv2e6ur018bihs0k,C. Dopazo,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC II,da39qr39teb4u3a69evqibwt1,G. Galindo,Midfielder,20,,,1.0,1.0,10.0,,,16.0,0.0,,1.0,,,1.0,2.0,,3.0,,,2.0,2.0,,1.0,,,,1.0,,,,,1.0,,,2.0,,,,,2.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC II,48kltp69di617qhz5ola31cve,A. Gluvačević,Forward,21,,,1.0,1.0,10.0,,,3.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC II,9ca9ol26kqtzs42461ov7vz10,N. Hurtado,Forward,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC II,4hxko8jehfnomd8htgfzp5as,S. Mateus,Midfielder,6,,1.0,1.0,1.0,10.0,1.0,1.0,87.0,0.0,1.0,,1.0,,5.0,35.0,16.0,47.0,,,44.0,13.0,,20.0,,5.0,2.0,36.0,4.0,,,,1.0,7.0,7.0,42.0,,,2.0,,37.0,2.0,1.0,24.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC II,95t29gkvecpw9tzlgwzb51yj8,M. Pourrain,Midfielder,23,,1.0,1.0,1.0,10.0,1.0,1.0,90.0,0.0,1.0,,,,17.0,36.0,13.0,61.0,,,49.0,18.0,,19.0,,1.0,13.0,34.0,3.0,,,,4.0,15.0,11.0,46.0,,,1.0,,38.0,2.0,,20.0,,,1.0,,1.0,1.0,7.0,,,1.0,4.0,,,,3.0,,3.0,1.0,6.0,1.0,1.0,4.0,1.0,,9.0,2.0,3.0,,2.0,1.0,2.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
