liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Hit Woodwork,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Offsides,Penalties Conceded,Goals,Successful Corners into Box,Total Red Cards,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Blocks,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Goals from Outside Box,Headed Goals,Last Man Tackle,Straight Red Cards,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Set Pieces Goals,Drops,Penalties Off Target,Crosses not Claimed,Own Goal Scored,Clearances Off the Line,Penalties Saved,Saves from Penalty,Other Goals
Mexico_Liga_MX,2017-2018,Club Santos Laguna,apsv0c0r1zc7q3bjqex8033kl,J. Abella,Defender,2,36.0,2035.0,158.0,3.0,16.0,767.0,5.0,83.0,3.0,339.0,32.0,2.0,62.0,18.0,,4.0,21.0,267.0,279.0,53.0,97.0,774.0,1.0,23.0,7.0,544.0,23.0,,159.0,37.0,6.0,151.0,,82.0,23.0,36.0,44.0,1262.0,,23.0,12.0,136.0,361.0,8.0,10.0,116.0,,,71.0,3.0,12.0,46.0,2.0,203.0,55.0,27.0,36.0,23.0,,66.0,293.0,609.0,615.0,67.0,6.0,1.0,2.0,,43.0,87.0,10.0,33.0,70.0,,,,,,,46.0,,11.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,cs0ukx1l3r8kdyn8iu26qupyh,C. Acevedo,Goalkeeper,28,,90.0,,,4.0,17.0,,,,9.0,3.0,,11.0,,,,,11.0,11.0,,,31.0,,,,9.0,,,11.0,2.0,,9.0,,17.0,1.0,,2.0,47.0,,1.0,,,26.0,,10.0,,,,11.0,,,,,,,,,1.0,,,3.0,14.0,20.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10.0,,,1.0,5.0,1.0,1.0,,1.0,5.0,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,9huan6xgicwq30iix8q59aehh,G. Alcoba,Defender,3,,1054.0,,,6.0,351.0,2.0,26.0,,86.0,18.0,2.0,37.0,9.0,9.0,3.0,31.0,92.0,225.0,26.0,44.0,392.0,,23.0,5.0,278.0,13.0,15.0,81.0,115.0,2.0,55.0,2.0,56.0,11.0,13.0,26.0,585.0,,17.0,8.0,67.0,176.0,24.0,10.0,85.0,6.0,,33.0,,12.0,42.0,1.0,140.0,58.0,16.0,,17.0,1.0,24.0,75.0,277.0,311.0,73.0,2.0,,1.0,2.0,20.0,55.0,6.0,42.0,43.0,6.0,,1.0,,,,,,5.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,9txaaokrq6jn39otwm2omwdzp,D. Andrade,Midfielder,18,,8.0,1.0,,,8.0,,3.0,,4.0,,,,,,,,,4.0,,,8.0,,,,6.0,,,,3.0,,,,3.0,,,,10.0,,2.0,,1.0,2.0,,10.0,,,,2.0,,,,,1.0,1.0,,,2.0,,1.0,,8.0,8.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,609edevf8qla1f6vi4mjkkgkp,J. Angulo,Defender,98,,630.0,33.0,,3.0,204.0,,28.0,1.0,72.0,7.0,3.0,13.0,5.0,1.0,,9.0,63.0,94.0,34.0,28.0,206.0,,14.0,11.0,151.0,8.0,1.0,41.0,74.0,4.0,24.0,,45.0,7.0,12.0,17.0,375.0,,7.0,11.0,88.0,92.0,1.0,10.0,69.0,,,14.0,1.0,15.0,10.0,4.0,107.0,21.0,8.0,,7.0,,29.0,12.0,165.0,165.0,19.0,1.0,,,,21.0,38.0,13.0,17.0,59.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,c2sm93wtigxc9gl3ayobtucph,N. Araújo,Defender,14,,1057.0,3.0,2.0,7.0,499.0,1.0,45.0,,118.0,26.0,2.0,52.0,3.0,1.0,1.0,17.0,110.0,310.0,14.0,45.0,525.0,1.0,14.0,7.0,390.0,10.0,2.0,97.0,196.0,2.0,65.0,,60.0,12.0,9.0,32.0,689.0,,12.0,5.0,50.0,234.0,5.0,10.0,64.0,1.0,,38.0,,9.0,34.0,2.0,101.0,63.0,11.0,,12.0,,20.0,50.0,404.0,428.0,51.0,4.0,1.0,,,7.0,37.0,7.0,32.0,30.0,,1.0,,,,,3.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,Defender,17,4.0,194.0,11.0,,,55.0,2.0,10.0,1.0,27.0,1.0,1.0,2.0,2.0,,,3.0,20.0,26.0,7.0,1.0,55.0,1.0,2.0,2.0,48.0,4.0,,3.0,30.0,,6.0,,8.0,2.0,4.0,1.0,113.0,,3.0,1.0,24.0,13.0,,10.0,15.0,,,4.0,1.0,4.0,3.0,2.0,30.0,7.0,4.0,4.0,3.0,,12.0,2.0,52.0,52.0,6.0,,,,,4.0,15.0,3.0,3.0,12.0,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,4vjeqnp4fi7p3907j1vzbacid,Ó. Bernal,Defender,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,cxx7inbt8w96c9ugep94h53ah,E. Cetré,Forward,12,5.0,132.0,,,,37.0,1.0,10.0,4.0,30.0,1.0,2.0,1.0,2.0,2.0,,4.0,18.0,6.0,1.0,5.0,38.0,,3.0,1.0,31.0,2.0,3.0,6.0,7.0,3.0,11.0,,9.0,,5.0,,75.0,1.0,11.0,2.0,19.0,8.0,2.0,10.0,13.0,1.0,,1.0,4.0,11.0,,,23.0,1.0,2.0,5.0,11.0,,6.0,13.0,31.0,32.0,4.0,,1.0,1.0,,1.0,10.0,,,13.0,11.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,bijkyq3dfwpy22qabssbvkic5,J. Cortés,Midfielder,27,2.0,340.0,1.0,5.0,,161.0,2.0,37.0,3.0,73.0,1.0,,7.0,4.0,,,5.0,41.0,77.0,6.0,12.0,166.0,3.0,2.0,,130.0,4.0,,19.0,36.0,7.0,18.0,1.0,22.0,3.0,5.0,5.0,216.0,3.0,10.0,2.0,27.0,39.0,3.0,10.0,11.0,,1.0,17.0,2.0,3.0,2.0,3.0,34.0,2.0,4.0,4.0,10.0,,18.0,54.0,146.0,147.0,7.0,,,,1.0,6.0,23.0,,3.0,9.0,7.0,,,,1.0,,3.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,2xchh8ku8lm05p0sd89y6gjit,J. Furch,Forward,9,7.0,1943.0,1.0,57.0,,561.0,11.0,153.0,2.0,301.0,2.0,3.0,9.0,10.0,29.0,3.0,86.0,278.0,125.0,12.0,165.0,598.0,5.0,28.0,16.0,414.0,21.0,52.0,174.0,150.0,38.0,161.0,7.0,45.0,22.0,28.0,20.0,889.0,,23.0,15.0,139.0,144.0,107.0,10.0,161.0,23.0,,10.0,2.0,36.0,104.0,8.0,329.0,19.0,24.0,7.0,23.0,3.0,82.0,151.0,390.0,424.0,190.0,4.0,9.0,3.0,3.0,8.0,168.0,4.0,8.0,57.0,1.0,10.0,,9.0,,,,,4.0,3.0,,1.0,1.0,7.0,,,2.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,acsje2dbtg32t2pcaqkx7lmnd,J. García,Goalkeeper,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,1v3lq8vey4ddxio0o17fuuitx,J. Isijara,Midfielder,7,28.0,1118.0,9.0,7.0,,287.0,15.0,75.0,10.0,144.0,6.0,1.0,12.0,3.0,12.0,4.0,10.0,159.0,81.0,14.0,62.0,289.0,11.0,18.0,8.0,203.0,10.0,23.0,74.0,34.0,10.0,85.0,5.0,53.0,14.0,20.0,17.0,492.0,2.0,20.0,5.0,94.0,76.0,42.0,10.0,53.0,11.0,1.0,12.0,9.0,16.0,15.0,15.0,119.0,14.0,14.0,28.0,20.0,1.0,56.0,104.0,213.0,215.0,25.0,1.0,,4.0,1.0,11.0,66.0,3.0,7.0,38.0,6.0,6.0,,2.0,1.0,,,,1.0,,,,4.0,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,1cjnju0wjj7ta7cqmko9isixh,C. Izquierdoz,Defender,24,2.0,2070.0,8.0,1.0,17.0,785.0,1.0,62.0,,249.0,28.0,7.0,62.0,13.0,17.0,4.0,34.0,173.0,455.0,53.0,72.0,838.0,,31.0,12.0,632.0,23.0,22.0,134.0,118.0,4.0,102.0,2.0,118.0,23.0,19.0,34.0,1213.0,,23.0,14.0,148.0,373.0,33.0,10.0,165.0,5.0,,72.0,,25.0,78.0,6.0,260.0,99.0,27.0,2.0,23.0,1.0,61.0,285.0,661.0,704.0,112.0,7.0,,1.0,,33.0,95.0,20.0,58.0,87.0,,1.0,4.0,2.0,,,2.0,,24.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,czybcajgm1ts1bionzqqrgout,B. Lozano,Midfielder,15,34.0,1596.0,11.0,16.0,2.0,599.0,19.0,104.0,37.0,334.0,5.0,5.0,26.0,6.0,21.0,4.0,24.0,324.0,191.0,50.0,108.0,622.0,7.0,36.0,52.0,431.0,17.0,38.0,134.0,236.0,43.0,176.0,16.0,100.0,18.0,29.0,21.0,1108.0,41.0,22.0,29.0,295.0,179.0,48.0,10.0,156.0,17.0,16.0,57.0,11.0,40.0,14.0,30.0,333.0,10.0,21.0,63.0,22.0,3.0,153.0,103.0,473.0,488.0,38.0,3.0,2.0,7.0,2.0,37.0,177.0,13.0,9.0,142.0,4.0,,,,20.0,,1.0,,,,20.0,,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Santos Laguna,748h26tk6u48g3iwpcwjsbe8l,C. Martínez,Forward,30,1.0,71.0,1.0,,1.0,25.0,2.0,3.0,,13.0,,,2.0,1.0,2.0,,2.0,14.0,2.0,3.0,8.0,25.0,,3.0,1.0,13.0,,2.0,10.0,11.0,,11.0,1.0,1.0,,2.0,,46.0,,4.0,3.0,12.0,9.0,5.0,10.0,10.0,,,2.0,,2.0,4.0,2.0,18.0,2.0,,1.0,4.0,,6.0,2.0,15.0,15.0,6.0,,,,,1.0,8.0,2.0,1.0,6.0,4.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
